productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost,extResistance,extAttack3
92207,Minun,Minun,https://tcgplayer-cdn.tcgplayer.com/product/92207_200w.jpg,3,1481,https://cpt.tcgcsv.com/9VL,2022-12-22T20:00:47.46,1,,0.13,0.35,1.55,0.36,,Normal,32/111,Common,Lightning,70,Basic,"[1] Negative Discard
<br>Put 2 basic Energy cards from your discard pile into your hand.",[L] Static Shock (20),Fx2,1,M-20,
92207,Minun,Minun,https://tcgplayer-cdn.tcgplayer.com/product/92207_200w.jpg,3,1481,https://cpt.tcgcsv.com/9VL,2022-12-22T20:00:47.46,1,,0.92,1.0,2.0,1.33,,Reverse Holofoil,32/111,Common,Lightning,70,Basic,"[1] Negative Discard
<br>Put 2 basic Energy cards from your discard pile into your hand.",[L] Static Shock (20),Fx2,1,M-20,
92208,Thundurus,Thundurus,https://tcgplayer-cdn.tcgplayer.com/product/92208_200w.jpg,3,1481,https://cpt.tcgcsv.com/bVL,2022-12-22T20:00:55.627,1,,0.05,0.3,1.49,0.22,0.22,Normal,33/111,Rare,Lightning,120,Basic,"[1L] Raging Thunder Punch (30+)
<br>If your opponent's Active Pokémon has a Pokémon Tool card attached to it, this attack does 30 more damage.","[1LL] Lightning Slam (100)
<br>This Pokémon can't use Lightning Slam during your next turn.",Fx2,1,M-20,
92208,Thundurus,Thundurus,https://tcgplayer-cdn.tcgplayer.com/product/92208_200w.jpg,3,1481,https://cpt.tcgcsv.com/bVL,2022-12-22T20:00:55.627,1,,0.34,0.67,2.0,0.71,0.67,Reverse Holofoil,33/111,Rare,Lightning,120,Basic,"[1L] Raging Thunder Punch (30+)
<br>If your opponent's Active Pokémon has a Pokémon Tool card attached to it, this attack does 30 more damage.","[1LL] Lightning Slam (100)
<br>This Pokémon can't use Lightning Slam during your next turn.",Fx2,1,M-20,
92209,Dedenne,Dedenne,https://tcgplayer-cdn.tcgplayer.com/product/92209_200w.jpg,3,1481,https://cpt.tcgcsv.com/cVL,2022-12-22T20:01:05.187,1,,0.05,0.25,4.17,0.26,,Normal,34/111,Uncommon,Lightning,70,Basic,"[1] Entrainment
<br>Search your deck for up to 2 Basic Pokémon and put them onto your bench. Shuffle your deck afterward.","[1] Energy Short (20x)
<br>This attack does 20 damage times the amount of Energy attached to your opponent's Active Pokémon.",Fx2,1,M-20,
92209,Dedenne,Dedenne,https://tcgplayer-cdn.tcgplayer.com/product/92209_200w.jpg,3,1481,https://cpt.tcgcsv.com/cVL,2022-12-22T20:01:05.187,1,,0.45,0.82,4.54,0.92,,Reverse Holofoil,34/111,Uncommon,Lightning,70,Basic,"[1] Entrainment
<br>Search your deck for up to 2 Basic Pokémon and put them onto your bench. Shuffle your deck afterward.","[1] Energy Short (20x)
<br>This attack does 20 damage times the amount of Energy attached to your opponent's Active Pokémon.",Fx2,1,M-20,
92210,Drowzee,Drowzee,https://tcgplayer-cdn.tcgplayer.com/product/92210_200w.jpg,3,1481,https://cpt.tcgcsv.com/dVL,2022-12-22T20:01:22.527,1,,0.05,0.21,1.49,0.14,,Normal,35/111,Common,Psychic,70,Basic,"[P] Sinister Suggestion
<br>Whenever your opponent flips a coin during his or her next turn, treat it as tails.",[PP] Psyshot (20),Px2,2,,
92210,Drowzee,Drowzee,https://tcgplayer-cdn.tcgplayer.com/product/92210_200w.jpg,3,1481,https://cpt.tcgcsv.com/dVL,2022-12-22T20:01:22.527,1,,0.15,0.5,1.99,0.52,,Reverse Holofoil,35/111,Common,Psychic,70,Basic,"[P] Sinister Suggestion
<br>Whenever your opponent flips a coin during his or her next turn, treat it as tails.",[PP] Psyshot (20),Px2,2,,
92211,Hypno,Hypno,https://tcgplayer-cdn.tcgplayer.com/product/92211_200w.jpg,3,1481,https://cpt.tcgcsv.com/fVL,2022-12-22T20:01:44.713,1,,0.2,0.43,3.61,0.36,0.23,Normal,36/111,Rare,Psychic,90,Stage 1,"[P] Hand Control
<br>Your opponent reveals his or her hand. You may choose a Supporter card you find there. If you do, your opponent plays that Supporter card. However, you make all the decisions for that card. (That Supporter card is discarded.)","[PPP] Hypnoblast (60)
<br>Your opponent's Active Pokémon is now Asleep.",Px2,2,,
92211,Hypno,Hypno,https://tcgplayer-cdn.tcgplayer.com/product/92211_200w.jpg,3,1481,https://cpt.tcgcsv.com/fVL,2022-12-22T20:01:44.713,1,,0.25,0.74,5.94,0.65,,Reverse Holofoil,36/111,Rare,Psychic,90,Stage 1,"[P] Hand Control
<br>Your opponent reveals his or her hand. You may choose a Supporter card you find there. If you do, your opponent plays that Supporter card. However, you make all the decisions for that card. (That Supporter card is discarded.)","[PPP] Hypnoblast (60)
<br>Your opponent's Active Pokémon is now Asleep.",Px2,2,,
92212,Jynx,Jynx,https://tcgplayer-cdn.tcgplayer.com/product/92212_200w.jpg,3,1481,https://cpt.tcgcsv.com/gVL,2022-12-22T20:01:59.5,1,"Ability - Victory Kiss
<br>Once during your turn (before your attack), if this Pokémon is on your Bench, you may heal 10 damage from your Active Pokémon.",0.14,0.44,1.49,0.44,0.23,Normal,37/111,Rare,Psychic,70,Basic,"[2P] Hug (30)
<br>The Defending Pokémon can't retreat during your opponent's next turn.",,Px2,1,,
92212,Jynx,Jynx,https://tcgplayer-cdn.tcgplayer.com/product/92212_200w.jpg,3,1481,https://cpt.tcgcsv.com/gVL,2022-12-22T20:01:59.5,1,"Ability - Victory Kiss
<br>Once during your turn (before your attack), if this Pokémon is on your Bench, you may heal 10 damage from your Active Pokémon.",0.35,0.79,1.61,1.08,,Reverse Holofoil,37/111,Rare,Psychic,70,Basic,"[2P] Hug (30)
<br>The Defending Pokémon can't retreat during your opponent's next turn.",,Px2,1,,
92213,Skorupi,Skorupi,https://tcgplayer-cdn.tcgplayer.com/product/92213_200w.jpg,3,1481,https://cpt.tcgcsv.com/hVL,2022-12-22T20:02:11.717,1,,0.03,0.2,1.49,0.18,,Normal,38/111,Common,Psychic,70,Basic,"[1] Poison Sting
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Poisoned.",[2P] Pierce (30),Px2,2,,
92213,Skorupi,Skorupi,https://tcgplayer-cdn.tcgplayer.com/product/92213_200w.jpg,3,1481,https://cpt.tcgcsv.com/hVL,2022-12-22T20:02:11.717,1,,0.1,0.43,1.49,0.44,0.25,Reverse Holofoil,38/111,Common,Psychic,70,Basic,"[1] Poison Sting
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Poisoned.",[2P] Pierce (30),Px2,2,,
92214,Gothita,Gothita,https://tcgplayer-cdn.tcgplayer.com/product/92214_200w.jpg,3,1481,https://cpt.tcgcsv.com/jVL,2023-03-13T08:06:13.507,1,,0.04,0.21,1.49,0.19,0.14,Normal,39/111,Common,Psychic,50,Basic,[1] Slap (10),"[1P] Psy Bolt (10)
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",Px2,1,,
92214,Gothita,Gothita,https://tcgplayer-cdn.tcgplayer.com/product/92214_200w.jpg,3,1481,https://cpt.tcgcsv.com/jVL,2023-03-13T08:06:13.507,1,,0.1,0.39,1.49,0.49,,Reverse Holofoil,39/111,Common,Psychic,50,Basic,[1] Slap (10),"[1P] Psy Bolt (10)
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",Px2,1,,
92215,Gothorita,Gothorita,https://tcgplayer-cdn.tcgplayer.com/product/92215_200w.jpg,3,1481,https://cpt.tcgcsv.com/kVL,2022-12-22T20:02:31.823,1,,0.09,0.25,1.49,0.23,0.2,Normal,40/111,Uncommon,Psychic,80,Stage 1,"[1] Fortunate Eye
<br>Look at the top 5 cards of your opponent's deck and put them back on top of his or her deck in any order.",[1P] Smack (30),Px2,1,,
92215,Gothorita,Gothorita,https://tcgplayer-cdn.tcgplayer.com/product/92215_200w.jpg,3,1481,https://cpt.tcgcsv.com/kVL,2022-12-22T20:02:31.823,1,,0.2,0.55,2.49,0.55,,Reverse Holofoil,40/111,Uncommon,Psychic,80,Stage 1,"[1] Fortunate Eye
<br>Look at the top 5 cards of your opponent's deck and put them back on top of his or her deck in any order.",[1P] Smack (30),Px2,1,,
92216,Gothitelle,Gothitelle,https://tcgplayer-cdn.tcgplayer.com/product/92216_200w.jpg,3,1481,https://cpt.tcgcsv.com/lVL,2022-12-22T20:02:41.077,1,"Abiltiy - <b>Teleport Room</b>
<br>Once during your turn (before your attack), you may discard any Stadium card in play. If you do, put a Stadium card with a different name from your discard pile into play.",0.24,0.47,1.56,0.5,,Normal,41/111,Rare,Psychic,130,Stage 2,"[2P] Psy Report (60)
<br>Your opponent reveals his or her hand.",,Px2,2,,
92216,Gothitelle,Gothitelle,https://tcgplayer-cdn.tcgplayer.com/product/92216_200w.jpg,3,1481,https://cpt.tcgcsv.com/lVL,2022-12-22T20:02:41.077,1,"Abiltiy - <b>Teleport Room</b>
<br>Once during your turn (before your attack), you may discard any Stadium card in play. If you do, put a Stadium card with a different name from your discard pile into play.",0.4,0.74,2.0,0.69,,Reverse Holofoil,41/111,Rare,Psychic,130,Stage 2,"[2P] Psy Report (60)
<br>Your opponent reveals his or her hand.",,Px2,2,,
92217,"Furious Fists Theme Deck - ""Dark Hammer"" [Pangoro]",Furious Fists Theme Deck Dark Hammer Pangoro,https://tcgplayer-cdn.tcgplayer.com/product/92217_200w.jpg,3,1481,https://cpt.tcgcsv.com/mVL,2018-10-03T13:44:09.42,1,"<em>Bring the hammer down with the Dark Hammer theme deck! Get your hardest hitters into battle-ready mode quickly with handy Trainer cards like Evosoda and Korrina. Mienshao pulls a tricky hit-and-run as Pangoro hammers away at your opponent’s deck. Landorus keeps your team powered up with Energy, and Professor Sycamore refills your hand. With Machamp’s Fighting Fury Ability to boost your attacks, your opponent could be in for a dark fate!</em>
<br>
<br><strong>Contents:</strong>
<br>• 1 60-card preconstructed deck
<br>• Damage counters
<br>• 1 coin",39.97,39.97,39.97,39.97,,Normal,,,,,,,,,,,
92218,"Furious Fists Theme Deck - ""Enchanted Echo"" [Sylveon]",Furious Fists Theme Deck Enchanted Echo Sylveon,https://tcgplayer-cdn.tcgplayer.com/product/92218_200w.jpg,3,1481,https://cpt.tcgcsv.com/nVL,2018-10-03T13:45:17.783,1,"<em>Disrupt your opponent’s strategy and protect your team with the Enchanted Echo theme deck! With Sylveon to keep Energy away from opposing Pokemon and Tornadus to shove them back to the Bench, your path will be clear to dish out the hits. Add in the damage prevention of Clefable and Accelgor, plus the healing powers of Victreebel and Potion, and your victory could echo through the ages!</em>
<br>
<br><strong>Contents:</strong>
<br>• 1 60-card preconstructed deck
<br>• Damage counters
<br>• 1 coin",,,,,,,,,,,,,,,,,
92219,Golett,Golett,https://tcgplayer-cdn.tcgplayer.com/product/92219_200w.jpg,3,1481,https://cpt.tcgcsv.com/pVL,2025-02-05T21:17:12.193,1,,0.03,0.2,1.49,0.17,,Normal,42/111,Common,Psychic,90,Basic,[1P] Pound (20),"[2P] Rock Smash (30+)
<br>Flip a coin. If heads, this attack does 30 more damage.",Dx2,3,F-20,
92219,Golett,Golett,https://tcgplayer-cdn.tcgplayer.com/product/92219_200w.jpg,3,1481,https://cpt.tcgcsv.com/pVL,2025-02-05T21:17:12.193,1,,0.15,0.41,3.05,0.41,,Reverse Holofoil,42/111,Common,Psychic,90,Basic,[1P] Pound (20),"[2P] Rock Smash (30+)
<br>Flip a coin. If heads, this attack does 30 more damage.",Dx2,3,F-20,
92220,Golurk,Golurk,https://tcgplayer-cdn.tcgplayer.com/product/92220_200w.jpg,3,1481,https://cpt.tcgcsv.com/qVL,2022-12-22T20:02:56.9,1,,0.1,0.3,2.45,0.3,0.22,Normal,43/111,Rare,Psychic,130,Stage 1,"[2P] Wreck (60+)
<br>If there is any Stadium card in play, this attack does 60 more damage. Discard that Stadium card.",[3P] Golurk Hammer (100),Dx2,4,F-20,
92220,Golurk,Golurk,https://tcgplayer-cdn.tcgplayer.com/product/92220_200w.jpg,3,1481,https://cpt.tcgcsv.com/qVL,2022-12-22T20:02:56.9,1,,0.3,0.62,4.54,0.56,,Reverse Holofoil,43/111,Rare,Psychic,130,Stage 1,"[2P] Wreck (60+)
<br>If there is any Stadium card in play, this attack does 60 more damage. Discard that Stadium card.",[3P] Golurk Hammer (100),Dx2,4,F-20,
92221,Machop,Machop,https://tcgplayer-cdn.tcgplayer.com/product/92221_200w.jpg,3,1481,https://cpt.tcgcsv.com/rVL,2022-12-22T20:03:06.25,1,,0.05,0.23,1.49,0.23,,Normal,44/111,Common,Fighting,70,Basic,[F] Knuckle Punch (10),,Px2,2,,
92221,Machop,Machop,https://tcgplayer-cdn.tcgplayer.com/product/92221_200w.jpg,3,1481,https://cpt.tcgcsv.com/rVL,2022-12-22T20:03:06.25,1,,0.14,0.44,1.48,0.62,0.2,Reverse Holofoil,44/111,Common,Fighting,70,Basic,[F] Knuckle Punch (10),,Px2,2,,
92222,Machoke,Machoke,https://tcgplayer-cdn.tcgplayer.com/product/92222_200w.jpg,3,1481,https://cpt.tcgcsv.com/sVL,2022-12-22T20:03:16.363,1,,0.09,0.25,1.49,0.23,,Normal,45/111,Uncommon,Fighting,90,Stage 1,[FF] Beatdown (40),,Px2,2,,
92222,Machoke,Machoke,https://tcgplayer-cdn.tcgplayer.com/product/92222_200w.jpg,3,1481,https://cpt.tcgcsv.com/sVL,2022-12-22T20:03:16.363,1,,0.5,0.76,1.5,0.77,,Reverse Holofoil,45/111,Uncommon,Fighting,90,Stage 1,[FF] Beatdown (40),,Px2,2,,
92223,Machamp,Machamp,https://tcgplayer-cdn.tcgplayer.com/product/92223_200w.jpg,3,1481,https://cpt.tcgcsv.com/tVL,2024-01-25T22:37:22.243,1,"Ability - Fighting Fury
<br>Each of your Fighting Pokémon's attacks do 20 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).",0.42,0.98,5.94,1.02,,Holofoil,46/111,Holo Rare,Fighting,150,Stage 2,"[FFF] Machamp Crush (80)
<br>During your opponent's next turn, any damage done by attacks from the Defending Pokémon is reduced by 40 (before applying Weakness and Resistance).",,Px2,2,,
92223,Machamp,Machamp,https://tcgplayer-cdn.tcgplayer.com/product/92223_200w.jpg,3,1481,https://cpt.tcgcsv.com/tVL,2024-01-25T22:37:22.243,1,"Ability - Fighting Fury
<br>Each of your Fighting Pokémon's attacks do 20 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).",1.1,1.7,6.99,1.63,1.41,Reverse Holofoil,46/111,Holo Rare,Fighting,150,Stage 2,"[FFF] Machamp Crush (80)
<br>During your opponent's next turn, any damage done by attacks from the Defending Pokémon is reduced by 40 (before applying Weakness and Resistance).",,Px2,2,,
92224,Hitmonlee,Hitmonlee,https://tcgplayer-cdn.tcgplayer.com/product/92224_200w.jpg,3,1481,https://cpt.tcgcsv.com/vVL,2022-12-22T20:03:39.037,1,,0.19,0.28,1.49,0.26,0.26,Normal,47/111,Uncommon,Fighting,90,Basic,"[F] Stretch Kick
<br>This attack does 30 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",[FF] Spiral Kick (30),Px2,1,,
92224,Hitmonlee,Hitmonlee,https://tcgplayer-cdn.tcgplayer.com/product/92224_200w.jpg,3,1481,https://cpt.tcgcsv.com/vVL,2022-12-22T20:03:39.037,1,,0.36,0.99,3.14,0.91,,Reverse Holofoil,47/111,Uncommon,Fighting,90,Basic,"[F] Stretch Kick
<br>This attack does 30 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",[FF] Spiral Kick (30),Px2,1,,
92225,Hitmonchan,Hitmonchan,https://tcgplayer-cdn.tcgplayer.com/product/92225_200w.jpg,3,1481,https://cpt.tcgcsv.com/wVL,2022-12-22T20:03:47.997,1,,0.1,0.25,1.49,0.25,,Normal,48/111,Uncommon,Fighting,90,Basic,"[2] Bullet Punch (20+)
<br>Flip 2 coins. This attack does 20 more damage for each heads.",[2F] Mach Cross (60),Px2,1,,
92225,Hitmonchan,Hitmonchan,https://tcgplayer-cdn.tcgplayer.com/product/92225_200w.jpg,3,1481,https://cpt.tcgcsv.com/wVL,2022-12-22T20:03:47.997,1,,0.28,0.54,1.59,0.53,,Reverse Holofoil,48/111,Uncommon,Fighting,90,Basic,"[2] Bullet Punch (20+)
<br>Flip 2 coins. This attack does 20 more damage for each heads.",[2F] Mach Cross (60),Px2,1,,
92226,Hitmontop,Hitmontop,https://tcgplayer-cdn.tcgplayer.com/product/92226_200w.jpg,3,1481,https://cpt.tcgcsv.com/xVL,2022-12-22T20:03:56.443,1,,0.08,0.27,1.42,0.26,,Normal,49/111,Uncommon,Fighting,90,Basic,"[1] Quick Draw
<br>Draw 1 card.","[2F] Helicoptero (40)
<br>Switch this Pokémon with 1 of your Benched Pokémon.",Px2,1,,
92226,Hitmontop,Hitmontop,https://tcgplayer-cdn.tcgplayer.com/product/92226_200w.jpg,3,1481,https://cpt.tcgcsv.com/xVL,2022-12-22T20:03:56.443,1,,0.56,0.97,2.64,2.11,,Reverse Holofoil,49/111,Uncommon,Fighting,90,Basic,"[1] Quick Draw
<br>Draw 1 card.","[2F] Helicoptero (40)
<br>Switch this Pokémon with 1 of your Benched Pokémon.",Px2,1,,
92227,Breloom,Breloom,https://tcgplayer-cdn.tcgplayer.com/product/92227_200w.jpg,3,1481,https://cpt.tcgcsv.com/zVL,2022-12-22T20:04:07.483,1,,0.2,0.4,1.49,0.39,,Normal,50/111,Rare,Fighting,100,Stage 1,"[2] Giga Drain (20)
<br>Heal from this Pokémon the same amount of damage you did to your opponent's Active Pokémon.","[1FF] Sky Uppercut (70)
<br> This attack's damage isn't affected by Resistance.",Px2,2,,
92227,Breloom,Breloom,https://tcgplayer-cdn.tcgplayer.com/product/92227_200w.jpg,3,1481,https://cpt.tcgcsv.com/zVL,2022-12-22T20:04:07.483,1,,0.35,0.6,2.0,0.62,,Reverse Holofoil,50/111,Rare,Fighting,100,Stage 1,"[2] Giga Drain (20)
<br>Heal from this Pokémon the same amount of damage you did to your opponent's Active Pokémon.","[1FF] Sky Uppercut (70)
<br> This attack's damage isn't affected by Resistance.",Px2,2,,
92228,Makuhita,Makuhita,https://tcgplayer-cdn.tcgplayer.com/product/92228_200w.jpg,3,1481,https://cpt.tcgcsv.com/BVL,2022-12-22T20:05:15.783,1,,0.03,0.2,1.54,0.16,,Normal,51/111,Common,Fighting,80,Basic,[F] Punch (10),[2F] Strength (40),Px2,3,,
92228,Makuhita,Makuhita,https://tcgplayer-cdn.tcgplayer.com/product/92228_200w.jpg,3,1481,https://cpt.tcgcsv.com/BVL,2022-12-22T20:05:15.783,1,,0.1,0.3,2.0,0.3,,Reverse Holofoil,51/111,Common,Fighting,80,Basic,[F] Punch (10),[2F] Strength (40),Px2,3,,
92229,Hariyama,Hariyama,https://tcgplayer-cdn.tcgplayer.com/product/92229_200w.jpg,3,1481,https://cpt.tcgcsv.com/CVL,2022-12-22T20:05:24.233,1,"Ability - Thick Fat
<br>Any damage done to this Pokémon by attacks from your opponent's Fire or Water Pokémon is reduced by 30 (after applying Weakness and Resistance).",0.09,0.37,1.95,0.34,0.23,Normal,52/111,Rare,Fighting,120,Stage 1,[2F] Rocket Slap (80),,Px2,4,,
92229,Hariyama,Hariyama,https://tcgplayer-cdn.tcgplayer.com/product/92229_200w.jpg,3,1481,https://cpt.tcgcsv.com/CVL,2022-12-22T20:05:24.233,1,"Ability - Thick Fat
<br>Any damage done to this Pokémon by attacks from your opponent's Fire or Water Pokémon is reduced by 30 (after applying Weakness and Resistance).",0.34,0.69,10.03,0.76,,Reverse Holofoil,52/111,Rare,Fighting,120,Stage 1,[2F] Rocket Slap (80),,Px2,4,,
92230,Trapinch,Trapinch,https://tcgplayer-cdn.tcgplayer.com/product/92230_200w.jpg,3,1481,https://cpt.tcgcsv.com/DVL,2022-12-22T20:05:34.303,1,,0.03,0.2,1.49,0.18,,Normal,53/111,Common,Fighting,60,Basic,"[F] Mountain Munch
<br>Discard the top card of your opponent's deck.",[2] Mud-Slap (10),Gx2,1,,
92230,Trapinch,Trapinch,https://tcgplayer-cdn.tcgplayer.com/product/92230_200w.jpg,3,1481,https://cpt.tcgcsv.com/DVL,2022-12-22T20:05:34.303,1,,0.07,0.44,1.51,0.44,,Reverse Holofoil,53/111,Common,Fighting,60,Basic,"[F] Mountain Munch
<br>Discard the top card of your opponent's deck.",[2] Mud-Slap (10),Gx2,1,,
92231,Lucario EX,Lucario EX,https://tcgplayer-cdn.tcgplayer.com/product/92231_200w.jpg,3,1481,https://cpt.tcgcsv.com/FVL,2022-12-22T20:05:42.91,1,,6.13,8.5,10.49,8.42,,Holofoil,54/111,Ultra Rare,Fighting,180,Basic,"[F] Missile Jab (30)
<br>This attack's damage isn't affected by Resistance.","[FF] Corkscrew Smash (60)
<br>You may draw cards until you have 6 cards in your hand.",Px2,2,None,[FFF] Somersault Kick (100)
92232,M Lucario EX,M Lucario EX,https://tcgplayer-cdn.tcgplayer.com/product/92232_200w.jpg,3,1481,https://cpt.tcgcsv.com/GVL,2022-12-22T20:05:53.423,1,"When 1 of your Pokémon becomes a Mega Evolution Pokémon, your turn ends.",34.36,57.13,90.5,62.77,,Holofoil,55/111,Ultra Rare,Fighting,220,Mega,"[FFF] Rising Fist (140)
<br>Discard an Energy attached to your opponent's Active Pokémon.",,Px2,2,None,
92233,Mienfoo,Mienfoo,https://tcgplayer-cdn.tcgplayer.com/product/92233_200w.jpg,3,1481,https://cpt.tcgcsv.com/HVL,2025-02-05T21:17:12.24,1,,0.05,0.2,1.58,0.12,,Normal,56/111,Common,Fighting,60,Basic,[F] Flop (10),"[2] Lunge (30)
<br>Flip a coin. If tails, this attack does nothing.",Px2,1,,
92233,Mienfoo,Mienfoo,https://tcgplayer-cdn.tcgplayer.com/product/92233_200w.jpg,3,1481,https://cpt.tcgcsv.com/HVL,2025-02-05T21:17:12.24,1,,0.12,0.4,1.49,0.46,,Reverse Holofoil,56/111,Common,Fighting,60,Basic,[F] Flop (10),"[2] Lunge (30)
<br>Flip a coin. If tails, this attack does nothing.",Px2,1,,
92234,Mienshao,Mienshao,https://tcgplayer-cdn.tcgplayer.com/product/92234_200w.jpg,3,1481,https://cpt.tcgcsv.com/JVL,2022-12-22T20:06:14.38,1,,0.13,0.25,1.49,0.25,,Normal,57/111,Uncommon,Fighting,90,Stage 1,"[F] Aero Turn (40)
<br>Return this Pokémon and all cards attached to it to your hand.",[2] High Jump Kick (40),Px2,1,,
92234,Mienshao,Mienshao,https://tcgplayer-cdn.tcgplayer.com/product/92234_200w.jpg,3,1481,https://cpt.tcgcsv.com/JVL,2022-12-22T20:06:14.38,1,,0.49,0.76,2.0,0.83,,Reverse Holofoil,57/111,Uncommon,Fighting,90,Stage 1,"[F] Aero Turn (40)
<br>Return this Pokémon and all cards attached to it to your hand.",[2] High Jump Kick (40),Px2,1,,
92235,Landorus,Landorus,https://tcgplayer-cdn.tcgplayer.com/product/92235_200w.jpg,3,1481,https://cpt.tcgcsv.com/KVL,2024-08-22T12:21:32.687,1,,0.25,0.6,4.5,0.56,,Holofoil,58/111,Holo Rare,Fighting,120,Basic,"[F] Shout of Power (20)
<br>Attach a basic Energy card from your discard pile to 1 of your Benched Pokémon.",[1FF] Sky Lariat (90),Wx2,1,,
92235,Landorus,Landorus,https://tcgplayer-cdn.tcgplayer.com/product/92235_200w.jpg,3,1481,https://cpt.tcgcsv.com/KVL,2024-08-22T12:21:32.687,1,,0.34,0.94,5.0,0.98,,Reverse Holofoil,58/111,Holo Rare,Fighting,120,Basic,"[F] Shout of Power (20)
<br>Attach a basic Energy card from your discard pile to 1 of your Benched Pokémon.",[1FF] Sky Lariat (90),Wx2,1,,
92236,Pancham (59),Pancham 59,https://tcgplayer-cdn.tcgplayer.com/product/92236_200w.jpg,3,1481,https://cpt.tcgcsv.com/LVL,2022-12-22T20:06:33.653,1,,0.09,0.25,1.49,0.27,0.28,Normal,59/111,Uncommon,Fighting,60,Basic,"[1] Bad-Influence Evolution
<br>If you have any Darkness Pokémon on your Bench, search your deck for a card that evolves from this Pokémon and put it onto this Pokémon. (This counts as evolving this Pokémon.) Shuffle your deck afterward.",[2F] Confront (30),Px2,1,,
92236,Pancham (59),Pancham 59,https://tcgplayer-cdn.tcgplayer.com/product/92236_200w.jpg,3,1481,https://cpt.tcgcsv.com/LVL,2022-12-22T20:06:33.653,1,,0.28,0.8,1.1,0.95,0.95,Reverse Holofoil,59/111,Uncommon,Fighting,60,Basic,"[1] Bad-Influence Evolution
<br>If you have any Darkness Pokémon on your Bench, search your deck for a card that evolves from this Pokémon and put it onto this Pokémon. (This counts as evolving this Pokémon.) Shuffle your deck afterward.",[2F] Confront (30),Px2,1,,
92237,Pancham (60),Pancham 60,https://tcgplayer-cdn.tcgplayer.com/product/92237_200w.jpg,3,1481,https://cpt.tcgcsv.com/MVL,2023-01-30T11:06:40.737,1,,0.05,0.23,1.49,0.23,0.2,Normal,60/111,Common,Fighting,70,Basic,"[2] Comet Punch (10x)
<br>Flip 4 coins. This attack does 10 damage times the number of heads.",,Px2,2,,
92237,Pancham (60),Pancham 60,https://tcgplayer-cdn.tcgplayer.com/product/92237_200w.jpg,3,1481,https://cpt.tcgcsv.com/MVL,2023-01-30T11:06:40.737,1,,0.3,0.82,4.74,1.47,0.43,Reverse Holofoil,60/111,Common,Fighting,70,Basic,"[2] Comet Punch (10x)
<br>Flip 4 coins. This attack does 10 damage times the number of heads.",,Px2,2,,
92238,Tyrunt,Tyrunt,https://tcgplayer-cdn.tcgplayer.com/product/92238_200w.jpg,3,1481,https://cpt.tcgcsv.com/NVL,2023-07-08T15:41:47.31,1,,2.32,3.55,7.97,3.55,,Normal,61/111,Uncommon,Fighting,90,Restored,[1F] Gnaw (30),"[2F] Crunch (50)
<br>Flip a coin. If heads, discard an Energy attached to your opponent's Active Pokémon.",Gx2,2,,
92238,Tyrunt,Tyrunt,https://tcgplayer-cdn.tcgplayer.com/product/92238_200w.jpg,3,1481,https://cpt.tcgcsv.com/NVL,2023-07-08T15:41:47.31,1,,2.97,5.97,5.99,4.67,,Reverse Holofoil,61/111,Uncommon,Fighting,90,Restored,[1F] Gnaw (30),"[2F] Crunch (50)
<br>Flip a coin. If heads, discard an Energy attached to your opponent's Active Pokémon.",Gx2,2,,
92239,Tyrantrum,Tyrantrum,https://tcgplayer-cdn.tcgplayer.com/product/92239_200w.jpg,3,1481,https://cpt.tcgcsv.com/PVL,2022-12-22T20:07:08.02,1,,7.72,8.25,12.73,6.54,,Normal,62/111,Rare,Fighting,150,Stage 1,"[2F] Chew Up (60+)
<br>If your opponent's Active Pokémon has any Special Energy attached to it, this attack does 90 more damage.","[2FF] Giga Impact (150)
<br>This Pokémon can't attack during your next turn.",Gx2,3,,
92239,Tyrantrum,Tyrantrum,https://tcgplayer-cdn.tcgplayer.com/product/92239_200w.jpg,3,1481,https://cpt.tcgcsv.com/PVL,2022-12-22T20:07:08.02,1,,15.99,17.46,26.68,10.46,,Reverse Holofoil,62/111,Rare,Fighting,150,Stage 1,"[2F] Chew Up (60+)
<br>If your opponent's Active Pokémon has any Special Energy attached to it, this attack does 90 more damage.","[2FF] Giga Impact (150)
<br>This Pokémon can't attack during your next turn.",Gx2,3,,
