productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRetreatCost,extCardText
85210,Energy Charge,Energy Charge,https://tcgplayer-cdn.tcgplayer.com/product/85210_200w.jpg,3,1396,https://cpt.tcgcsv.com/d6J,2022-12-09T16:35:59.847,1,085/111,Rare,Item,,,,,,,1.77,2.57,8.99,2.56,,1st Edition,,"Flip a coin. If heads, shuffle up to 2 Energy cards from your discard pile into your deck."
85210,Energy Charge,Energy Charge,https://tcgplayer-cdn.tcgplayer.com/product/85210_200w.jpg,3,1396,https://cpt.tcgcsv.com/d6J,2022-12-09T16:35:59.847,1,085/111,Rare,Item,,,,,,,0.95,1.91,3.13,1.91,,Unlimited,,"Flip a coin. If heads, shuffle up to 2 Energy cards from your discard pile into your deck."
85412,Feraligatr (4),Feraligatr 4,https://tcgplayer-cdn.tcgplayer.com/product/85412_200w.jpg,3,1396,https://cpt.tcgcsv.com/gbJ,2025-04-09T03:08:21.677,1,004/111,Holo Rare,Water,100,Stage 2,"[WWWW] Chomp (50+)
<br>Flip a number of coins equal to the number of damage counters on Feraligatr. This attack does 50 damage plus 10 more damage for each heads.",,G,,200.0,399.98,599.95,200.0,,1st Edition Holofoil,3,"<strong>Pokémon Power: Berserk</strong> When you play Feraligatr from your hand, flip a coin. If heads, discard the top 5 cards from your opponent's deck. If tails, discard the top 5 cards from your deck."
85412,Feraligatr (4),Feraligatr 4,https://tcgplayer-cdn.tcgplayer.com/product/85412_200w.jpg,3,1396,https://cpt.tcgcsv.com/gbJ,2025-04-09T03:08:21.677,1,004/111,Holo Rare,Water,100,Stage 2,"[WWWW] Chomp (50+)
<br>Flip a number of coins equal to the number of damage counters on Feraligatr. This attack does 50 damage plus 10 more damage for each heads.",,G,,50.0,81.24,99.99,77.18,63.99,Unlimited Holofoil,3,"<strong>Pokémon Power: Berserk</strong> When you play Feraligatr from your hand, flip a coin. If heads, discard the top 5 cards from your opponent's deck. If tails, discard the top 5 cards from your deck."
85413,Feraligatr (5),Feraligatr 5,https://tcgplayer-cdn.tcgplayer.com/product/85413_200w.jpg,3,1396,https://cpt.tcgcsv.com/hbJ,2024-12-01T10:42:25.187,1,005/111,Holo Rare,Water,120,Stage 2,"[WWW] Riptide (10+)
<br>Does 10 damage plus 10 damage times the number of Water Energy cards in your discard pile. Then, shuffle all Water Energy cards from your discard pile into your deck.",,G,,275.0,283.0,500.0,121.29,,1st Edition Holofoil,3,"<strong>Pokémon Power: Downpour</strong> As often as you like during your turn <em>(before your attack)</em>, you may discard a Water Energy card from your hand. This power can't be used if Feraligatr is Asleep, Confused, or Paralyzed."
85413,Feraligatr (5),Feraligatr 5,https://tcgplayer-cdn.tcgplayer.com/product/85413_200w.jpg,3,1396,https://cpt.tcgcsv.com/hbJ,2024-12-01T10:42:25.187,1,005/111,Holo Rare,Water,120,Stage 2,"[WWW] Riptide (10+)
<br>Does 10 damage plus 10 damage times the number of Water Energy cards in your discard pile. Then, shuffle all Water Energy cards from your discard pile into your deck.",,G,,55.65,58.58,99.95,72.41,50.0,Unlimited Holofoil,3,"<strong>Pokémon Power: Downpour</strong> As often as you like during your turn <em>(before your attack)</em>, you may discard a Water Energy card from your hand. This power can't be used if Feraligatr is Asleep, Confused, or Paralyzed."
85434,Fighting Energy,Fighting Energy,https://tcgplayer-cdn.tcgplayer.com/product/85434_200w.jpg,3,1396,https://cpt.tcgcsv.com/JbJ,2025-02-05T21:05:28.987,1,106/111,Common,Basic Energy,,,,,,,0.38,0.86,17.99,0.89,,1st Edition,,
85434,Fighting Energy,Fighting Energy,https://tcgplayer-cdn.tcgplayer.com/product/85434_200w.jpg,3,1396,https://cpt.tcgcsv.com/JbJ,2025-02-05T21:05:28.987,1,106/111,Common,Basic Energy,,,,,,,0.09,0.27,1.5,0.31,,Unlimited,,
85453,Fire Energy,Fire Energy,https://tcgplayer-cdn.tcgplayer.com/product/85453_200w.jpg,3,1396,https://cpt.tcgcsv.com/5cJ,2025-02-05T21:05:29.05,1,107/111,Common,Basic Energy,,,,,,,0.36,0.9,3.47,0.95,,1st Edition,,
85453,Fire Energy,Fire Energy,https://tcgplayer-cdn.tcgplayer.com/product/85453_200w.jpg,3,1396,https://cpt.tcgcsv.com/5cJ,2025-02-05T21:05:29.05,1,107/111,Common,Basic Energy,,,,,,,0.09,0.3,1.69,0.38,,Unlimited,,
85474,Flaaffy,Flaaffy,https://tcgplayer-cdn.tcgplayer.com/product/85474_200w.jpg,3,1396,https://cpt.tcgcsv.com/vcJ,2023-06-07T10:24:17.577,1,034/111,Uncommon,Lightning,60,Stage 1,"[L] Discharge (30x)
<br>Discard all Lightning Energy cards attached to Flaaffy in order to use this attack. Flip a number of coins equal to the number of Lightning Energy cards you discarded. This attack does 30 damage times the number of heads.","[LL] Electric Current (20)
<br>Take 1 Lightning Energy card attached to Flaaffy and attach it to 1 of your Benched Pokémon. If you have no Benched Pokémon, discard that Energy card.",F,,2.25,3.99,5.5,3.86,,1st Edition,1,
85474,Flaaffy,Flaaffy,https://tcgplayer-cdn.tcgplayer.com/product/85474_200w.jpg,3,1396,https://cpt.tcgcsv.com/vcJ,2023-06-07T10:24:17.577,1,034/111,Uncommon,Lightning,60,Stage 1,"[L] Discharge (30x)
<br>Discard all Lightning Energy cards attached to Flaaffy in order to use this attack. Flip a number of coins equal to the number of Lightning Energy cards you discarded. This attack does 30 damage times the number of heads.","[LL] Electric Current (20)
<br>Take 1 Lightning Energy card attached to Flaaffy and attach it to 1 of your Benched Pokémon. If you have no Benched Pokémon, discard that Energy card.",F,,1.0,2.0,4.24,2.27,,Unlimited,1,
85536,Focus Band,Focus Band,https://tcgplayer-cdn.tcgplayer.com/product/85536_200w.jpg,3,1396,https://cpt.tcgcsv.com/LdJ,2022-11-22T15:21:13.457,1,086/111,Rare,Tool,,,,,,,7.9,12.04,24.98,11.29,,1st Edition,,"Attach Focus Band to 1 of your Pokémon that doesn't have a Pokémon Tool attached to it.
<br>
If the Pokémon Focus Band is attached to would be Knocked Out by your opponent's attack, flip a coin. If heads, that Pokémon is not Knocked Out and its remaining HP become 10 instead. Then, discard Focus Band."
85536,Focus Band,Focus Band,https://tcgplayer-cdn.tcgplayer.com/product/85536_200w.jpg,3,1396,https://cpt.tcgcsv.com/LdJ,2022-11-22T15:21:13.457,1,086/111,Rare,Tool,,,,,,,7.5,9.05,81830.55,9.52,,Unlimited,,"Attach Focus Band to 1 of your Pokémon that doesn't have a Pokémon Tool attached to it.
<br>
If the Pokémon Focus Band is attached to would be Knocked Out by your opponent's attack, flip a coin. If heads, that Pokémon is not Knocked Out and its remaining HP become 10 instead. Then, discard Focus Band."
85589,Furret,Furret,https://tcgplayer-cdn.tcgplayer.com/product/85589_200w.jpg,3,1396,https://cpt.tcgcsv.com/PfJ,2023-04-09T14:21:09.127,1,035/111,Uncommon,Colorless,60,Stage 1,"[2] Quick Attack (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 10 more damage; if tails, this attack does 20 damage.","[3] Slam (30x)
<br>Flip 2 coins. This attack does 30 damage times the number of heads.",F,P-30,1.25,2.64,4.0,2.7,2.48,1st Edition,1,
85589,Furret,Furret,https://tcgplayer-cdn.tcgplayer.com/product/85589_200w.jpg,3,1396,https://cpt.tcgcsv.com/PfJ,2023-04-09T14:21:09.127,1,035/111,Uncommon,Colorless,60,Stage 1,"[2] Quick Attack (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 10 more damage; if tails, this attack does 20 damage.","[3] Slam (30x)
<br>Flip 2 coins. This attack does 30 damage times the number of heads.",F,P-30,0.74,1.5,3.17,2.07,1.16,Unlimited,1,
85726,Girafarig,Girafarig,https://tcgplayer-cdn.tcgplayer.com/product/85726_200w.jpg,3,1396,https://cpt.tcgcsv.com/xjJ,2025-02-05T21:05:29.097,1,058/111,Common,Psychic,60,Basic,"[2] Agility (10)
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Girafarig.","[PP] Psybeam (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.",,,0.68,1.47,4.99,1.45,,1st Edition,1,
85726,Girafarig,Girafarig,https://tcgplayer-cdn.tcgplayer.com/product/85726_200w.jpg,3,1396,https://cpt.tcgcsv.com/xjJ,2025-02-05T21:05:29.097,1,058/111,Common,Psychic,60,Basic,"[2] Agility (10)
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Girafarig.","[PP] Psybeam (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.",,,0.19,0.49,501.5,0.53,,Unlimited,1,
85764,Gligar,Gligar,https://tcgplayer-cdn.tcgplayer.com/product/85764_200w.jpg,3,1396,https://cpt.tcgcsv.com/jkJ,2025-02-05T21:05:29.143,1,059/111,Common,Fighting,60,Basic,"[F] Poison Sting (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned.",[2] Slash (20),G,F-30,0.5,1.21,4.99,1.21,,1st Edition,,
85764,Gligar,Gligar,https://tcgplayer-cdn.tcgplayer.com/product/85764_200w.jpg,3,1396,https://cpt.tcgcsv.com/jkJ,2025-02-05T21:05:29.143,1,059/111,Common,Fighting,60,Basic,"[F] Poison Sting (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned.",[2] Slash (20),G,F-30,0.15,0.64,2.49,0.66,,Unlimited,,
85778,Gloom,Gloom,https://tcgplayer-cdn.tcgplayer.com/product/85778_200w.jpg,3,1396,https://cpt.tcgcsv.com/BkJ,2025-02-21T15:44:55.003,1,036/111,Uncommon,Grass,60,Stage 1,"[1G] Strange Powder (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused; if tails, the Defending Pokémon is now Asleep.","[1GG] Sticky Nectar (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 10 more damage and, until the end of your opponent's next turn, as long as Gloom is your Active Pokémon, the Defending Pokémon can't retreat, and if the effect of an attack, Pokémon Power, or Trainer card would change that player's Active Pokémon, that part of the effect does nothing. If tails, this attack does 20 damage.",R,,1.69,2.59,3.57,2.5,,1st Edition,1,
85778,Gloom,Gloom,https://tcgplayer-cdn.tcgplayer.com/product/85778_200w.jpg,3,1396,https://cpt.tcgcsv.com/BkJ,2025-02-21T15:44:55.003,1,036/111,Uncommon,Grass,60,Stage 1,"[1G] Strange Powder (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused; if tails, the Defending Pokémon is now Asleep.","[1GG] Sticky Nectar (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 10 more damage and, until the end of your opponent's next turn, as long as Gloom is your Active Pokémon, the Defending Pokémon can't retreat, and if the effect of an attack, Pokémon Power, or Trainer card would change that player's Active Pokémon, that part of the effect does nothing. If tails, this attack does 20 damage.",R,,0.68,1.65,2.94,1.78,,Unlimited,1,
85799,Gold Berry,Gold Berry,https://tcgplayer-cdn.tcgplayer.com/product/85799_200w.jpg,3,1396,https://cpt.tcgcsv.com/_kJ,2023-07-11T13:22:45.4,1,093/111,Uncommon,Tool,,,,,,,2.2,4.0,6.94,3.2,,1st Edition,,"Attach Gold Berry to 1 of your Pokémon that doesn't have a Pokémon Tool attached to it.
<br>
At any time between turns, if there are at least 4 damage counters on the Pokémon Gold Berry is attached to, you may remove 4 of them and discard Gold Berry. At the start of each turn, if there are at least 4 damage counters on the Pokémon Gold Berry is attached to, remove 4 of them and discard Gold Berry."
85799,Gold Berry,Gold Berry,https://tcgplayer-cdn.tcgplayer.com/product/85799_200w.jpg,3,1396,https://cpt.tcgcsv.com/_kJ,2023-07-11T13:22:45.4,1,093/111,Uncommon,Tool,,,,,,,1.28,3.02,6.22,2.97,2.26,Unlimited,,"Attach Gold Berry to 1 of your Pokémon that doesn't have a Pokémon Tool attached to it.
<br>
At any time between turns, if there are at least 4 damage counters on the Pokémon Gold Berry is attached to, you may remove 4 of them and discard Gold Berry. At the start of each turn, if there are at least 4 damage counters on the Pokémon Gold Berry is attached to, remove 4 of them and discard Gold Berry."
85861,Granbull,Granbull,https://tcgplayer-cdn.tcgplayer.com/product/85861_200w.jpg,3,1396,https://cpt.tcgcsv.com/fmJ,2025-07-24T20:16:49.393,1,037/111,Uncommon,Colorless,70,Stage 1,[2] Tackle (20),"[3] Raging Charge (10+)
<br>This attack does 10 damage plus 10 damage for each damage counter on Granbull. Then, Granbull does 20 damage to itself.",F,P-30,0.95,1.82,3.87,1.61,1.4,1st Edition,2,
85861,Granbull,Granbull,https://tcgplayer-cdn.tcgplayer.com/product/85861_200w.jpg,3,1396,https://cpt.tcgcsv.com/fmJ,2025-07-24T20:16:49.393,1,037/111,Uncommon,Colorless,70,Stage 1,[2] Tackle (20),"[3] Raging Charge (10+)
<br>This attack does 10 damage plus 10 damage for each damage counter on Granbull. Then, Granbull does 20 damage to itself.",F,P-30,0.25,1.03,2.21,1.25,0.85,Unlimited,2,
85870,Grass Energy,Grass Energy,https://tcgplayer-cdn.tcgplayer.com/product/85870_200w.jpg,3,1396,https://cpt.tcgcsv.com/qmJ,2025-02-05T21:05:29.203,1,108/111,Common,Basic Energy,,,,,,,0.2,1.0,25.99,1.08,,1st Edition,,
85870,Grass Energy,Grass Energy,https://tcgplayer-cdn.tcgplayer.com/product/85870_200w.jpg,3,1396,https://cpt.tcgcsv.com/qmJ,2025-02-05T21:05:29.203,1,108/111,Common,Basic Energy,,,,,,,0.05,0.25,1.49,0.25,,Unlimited,,
86059,Heracross,Heracross,https://tcgplayer-cdn.tcgplayer.com/product/86059_200w.jpg,3,1396,https://cpt.tcgcsv.com/crJ,2022-11-22T15:30:44.587,1,006/111,Holo Rare,Grass,60,Basic,"[GGG] Megahorn (60)
<br>Flip a coin. If tails, this attack does nothing.",,R,,55.99,85.29,140.0,82.23,100.0,1st Edition Holofoil,2,"<strong>Pokémon Power: Final Blow</strong>
<br>
If Heracross's remaining HP are 20 or less, you may make its Megahorn attack's base damage 120 instead of 60. This power can't be used if Heracross is Asleep, Confused, or Paralyzed."
86059,Heracross,Heracross,https://tcgplayer-cdn.tcgplayer.com/product/86059_200w.jpg,3,1396,https://cpt.tcgcsv.com/crJ,2022-11-22T15:30:44.587,1,006/111,Holo Rare,Grass,60,Basic,"[GGG] Megahorn (60)
<br>Flip a coin. If tails, this attack does nothing.",,R,,19.0,29.15,59.85,38.53,,Unlimited Holofoil,2,"<strong>Pokémon Power: Final Blow</strong>
<br>
If Heracross's remaining HP are 20 or less, you may make its Megahorn attack's base damage 120 instead of 60. This power can't be used if Heracross is Asleep, Confused, or Paralyzed."
86169,Hoothoot,Hoothoot,https://tcgplayer-cdn.tcgplayer.com/product/86169_200w.jpg,3,1396,https://cpt.tcgcsv.com/ptJ,2022-12-02T14:44:51.24,1,060/111,Common,Colorless,50,Basic,"[1] Hypnosis
<br>The Defending Pokémon is now Asleep.",[2] Peck (20),L,F-30,0.49,1.25,183051.49,1.29,,1st Edition,1,
86169,Hoothoot,Hoothoot,https://tcgplayer-cdn.tcgplayer.com/product/86169_200w.jpg,3,1396,https://cpt.tcgcsv.com/ptJ,2022-12-02T14:44:51.24,1,060/111,Common,Colorless,50,Basic,"[1] Hypnosis
<br>The Defending Pokémon is now Asleep.",[2] Peck (20),L,F-30,0.2,0.66,1.79,0.66,0.68,Unlimited,1,
86177,Hoppip,Hoppip,https://tcgplayer-cdn.tcgplayer.com/product/86177_200w.jpg,3,1396,https://cpt.tcgcsv.com/ztJ,2025-02-05T21:05:29.25,1,061/111,Common,Grass,50,Basic,[1] Hop (10),"[G] Sprout
<br>Search your deck for a Basic Pokémon named Hoppip and put it onto your Bench. Shuffle your deck afterward. <em>(You can't use this attack if your Bench is full.)</em>",R,F-30,0.5,1.11,4.99,1.12,,1st Edition,,
86177,Hoppip,Hoppip,https://tcgplayer-cdn.tcgplayer.com/product/86177_200w.jpg,3,1396,https://cpt.tcgcsv.com/ztJ,2025-02-05T21:05:29.25,1,061/111,Common,Grass,50,Basic,[1] Hop (10),"[G] Sprout
<br>Search your deck for a Basic Pokémon named Hoppip and put it onto your Bench. Shuffle your deck afterward. <em>(You can't use this attack if your Bench is full.)</em>",R,F-30,0.15,0.43,2.43,0.43,,Unlimited,,
86185,Horsea,Horsea,https://tcgplayer-cdn.tcgplayer.com/product/86185_200w.jpg,3,1396,https://cpt.tcgcsv.com/KtJ,2025-02-05T21:05:29.313,1,062/111,Common,Water,50,Basic,"[WW] Fin Slap (20+)
<br>If an attack damaged Horsea during your opponent's last turn, this attack does 20 damage plus 10 more damage. If not, this attack does 20 damage.",,L,,0.69,1.51,4.99,1.57,,1st Edition,,
86185,Horsea,Horsea,https://tcgplayer-cdn.tcgplayer.com/product/86185_200w.jpg,3,1396,https://cpt.tcgcsv.com/KtJ,2025-02-05T21:05:29.313,1,062/111,Common,Water,50,Basic,"[WW] Fin Slap (20+)
<br>If an attack damaged Horsea during your opponent's last turn, this attack does 20 damage plus 10 more damage. If not, this attack does 20 damage.",,L,,0.23,0.48,15.99,0.46,,Unlimited,,
86361,Jumpluff,Jumpluff,https://tcgplayer-cdn.tcgplayer.com/product/86361_200w.jpg,3,1396,https://cpt.tcgcsv.com/fzJ,2023-04-13T10:30:49.687,1,007/111,Holo Rare,Grass,70,Stage 2,"[G] Sleep Powder (20)
<br>The Defending Pokémon is now Asleep.","[G] Leech Seed (20)
<br>If this attack damages the Defending Pokémon <em>(after applying Weakness and Resistance)</em>, remove 1 damage counter from Jumpluff, if it has any.",R,F-30,17.66,29.72,30.44,29.72,,1st Edition Holofoil,,
86361,Jumpluff,Jumpluff,https://tcgplayer-cdn.tcgplayer.com/product/86361_200w.jpg,3,1396,https://cpt.tcgcsv.com/fzJ,2023-04-13T10:30:49.687,1,007/111,Holo Rare,Grass,70,Stage 2,"[G] Sleep Powder (20)
<br>The Defending Pokémon is now Asleep.","[G] Leech Seed (20)
<br>If this attack damages the Defending Pokémon <em>(after applying Weakness and Resistance)</em>, remove 1 damage counter from Jumpluff, if it has any.",R,F-30,5.0,7.0,29.98,8.49,5.0,Unlimited Holofoil,,
86440,Kingdra,Kingdra,https://tcgplayer-cdn.tcgplayer.com/product/86440_200w.jpg,3,1396,https://cpt.tcgcsv.com/QBJ,2022-11-22T15:36:18.207,1,008/111,Holo Rare,Water,90,Stage 2,"[1WW] Agility (30)
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Kingdra.","[WWWW] Dragon Tornado (50)
<br>If this attack doesn't Knock Out the Defending Pokémon, and if there are any Pokémon on your opponent's Bench, choose 1 of them and switch it with the Defending Pokémon.",,,48.52,69.99,135.0,54.65,,1st Edition Holofoil,2,
86440,Kingdra,Kingdra,https://tcgplayer-cdn.tcgplayer.com/product/86440_200w.jpg,3,1396,https://cpt.tcgcsv.com/QBJ,2022-11-22T15:36:18.207,1,008/111,Holo Rare,Water,90,Stage 2,"[1WW] Agility (30)
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Kingdra.","[WWWW] Dragon Tornado (50)
<br>If this attack doesn't Knock Out the Defending Pokémon, and if there are any Pokémon on your opponent's Bench, choose 1 of them and switch it with the Defending Pokémon.",,,7.0,11.5,55.99,12.02,39.99,Unlimited Holofoil,2,
86603,Lanturn,Lanturn,https://tcgplayer-cdn.tcgplayer.com/product/86603_200w.jpg,3,1396,https://cpt.tcgcsv.com/5GJ,2022-11-22T15:38:29.29,1,038/111,Uncommon,Lightning,70,Stage 1,"[LL] Floodlight (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",,F,,0.79,2.0,4.99,2.0,,1st Edition,2,"<strong>Pokémon Power: Hydroelectric Power</strong> You. may make Floodlight do 10 more damage for each Water Energy attached to Lanturn but not used to pay for Floodlight's Energy cost. This power can't be used if Lanturn is Asleep, Confused, or Paralyzed."
86603,Lanturn,Lanturn,https://tcgplayer-cdn.tcgplayer.com/product/86603_200w.jpg,3,1396,https://cpt.tcgcsv.com/5GJ,2022-11-22T15:38:29.29,1,038/111,Uncommon,Lightning,70,Stage 1,"[LL] Floodlight (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",,F,,0.24,0.7,18.99,0.8,0.49,Unlimited,2,"<strong>Pokémon Power: Hydroelectric Power</strong> You. may make Floodlight do 10 more damage for each Water Energy attached to Lanturn but not used to pay for Floodlight's Energy cost. This power can't be used if Lanturn is Asleep, Confused, or Paralyzed."
86692,Ledian,Ledian,https://tcgplayer-cdn.tcgplayer.com/product/86692_200w.jpg,3,1396,https://cpt.tcgcsv.com/SHJ,2022-11-22T15:39:27.08,1,039/111,Uncommon,Grass,60,Stage 1,"[GG] Baton Pass (30)
<br>If you have any Grass Pokémon on your Bench, remove all Grass Energy cards from Ledian and attach them to 1 of those Pokémon, then switch Ledian with that Pokémon.",,R,F-30,1.11,1.88,4.79,1.97,,1st Edition,,
86692,Ledian,Ledian,https://tcgplayer-cdn.tcgplayer.com/product/86692_200w.jpg,3,1396,https://cpt.tcgcsv.com/SHJ,2022-11-22T15:39:27.08,1,039/111,Uncommon,Grass,60,Stage 1,"[GG] Baton Pass (30)
<br>If you have any Grass Pokémon on your Bench, remove all Grass Energy cards from Ledian and attach them to 1 of those Pokémon, then switch Ledian with that Pokémon.",,R,F-30,0.45,1.12,2.31,1.32,0.9,Unlimited,,
86699,Ledyba,Ledyba,https://tcgplayer-cdn.tcgplayer.com/product/86699_200w.jpg,3,1396,https://cpt.tcgcsv.com/_HJ,2025-02-05T21:05:29.36,1,063/111,Common,Grass,40,Basic,"[G] Supersonic
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.","[GG] Comet Punch (10x)
<br>Flip 4 coins. This attack does 10 damage times the number of heads.",R,F-30,0.5,1.0,4.99,0.98,,1st Edition,,
86699,Ledyba,Ledyba,https://tcgplayer-cdn.tcgplayer.com/product/86699_200w.jpg,3,1396,https://cpt.tcgcsv.com/_HJ,2025-02-05T21:05:29.36,1,063/111,Common,Grass,40,Basic,"[G] Supersonic
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.","[GG] Comet Punch (10x)
<br>Flip 4 coins. This attack does 10 damage times the number of heads.",R,F-30,0.2,0.5,3.98,0.59,,Unlimited,,
86756,Lightning Energy,Lightning Energy,https://tcgplayer-cdn.tcgplayer.com/product/86756_200w.jpg,3,1396,https://cpt.tcgcsv.com/8KJ,2023-03-20T11:16:07.123,1,109/111,Common,Basic Energy,,,,,,,0.22,0.96,19.99,0.97,,1st Edition,,
86756,Lightning Energy,Lightning Energy,https://tcgplayer-cdn.tcgplayer.com/product/86756_200w.jpg,3,1396,https://cpt.tcgcsv.com/8KJ,2023-03-20T11:16:07.123,1,109/111,Common,Basic Energy,,,,,,,0.1,0.33,1.46,0.39,,Unlimited,,
86903,Lugia,Lugia,https://tcgplayer-cdn.tcgplayer.com/product/86903_200w.jpg,3,1396,https://cpt.tcgcsv.com/5NJ,2022-11-22T15:42:13,1,009/111,Holo Rare,Colorless,90,Basic,"[RWL] Elemental Blast (90)
<br>Discard a Fire Energy card, a Water Energy card, and a Lightning Energy card attached to Lugia in order to use this attack.",,P,F-30,1798.78,1899.99,1900.97,1799.99,,1st Edition Holofoil,2,
86903,Lugia,Lugia,https://tcgplayer-cdn.tcgplayer.com/product/86903_200w.jpg,3,1396,https://cpt.tcgcsv.com/5NJ,2022-11-22T15:42:13,1,009/111,Holo Rare,Colorless,90,Basic,"[RWL] Elemental Blast (90)
<br>Discard a Fire Energy card, a Water Energy card, and a Lightning Energy card attached to Lugia in order to use this attack.",,P,F-30,349.95,386.85,447.0,415.18,,Unlimited Holofoil,2,
87001,Magby,Magby,https://tcgplayer-cdn.tcgplayer.com/product/87001_200w.jpg,3,1396,https://cpt.tcgcsv.com/2QJ,2022-11-22T15:43:55.903,1,023/111,Rare,Fire,30,Basic,"[1] Sputter (10)
<br>All Pokémon Powers stop working until the end of your next turn.",,,,3.69,6.67,12.89,6.67,,1st Edition,,"<em>If this Baby Pokémon is your Active Pokémon and your opponent tries to attack, your opponent flips a coin (before doing anything required in order to use that attack). If tails, your opponent's turn ends without an attack.</em>"
87001,Magby,Magby,https://tcgplayer-cdn.tcgplayer.com/product/87001_200w.jpg,3,1396,https://cpt.tcgcsv.com/2QJ,2022-11-22T15:43:55.903,1,023/111,Rare,Fire,30,Basic,"[1] Sputter (10)
<br>All Pokémon Powers stop working until the end of your next turn.",,,,0.94,2.16,7.0,2.16,,Unlimited,,"<em>If this Baby Pokémon is your Active Pokémon and your opponent tries to attack, your opponent flips a coin (before doing anything required in order to use that attack). If tails, your opponent's turn ends without an attack.</em>"
87042,Magmar,Magmar,https://tcgplayer-cdn.tcgplayer.com/product/87042_200w.jpg,3,1396,https://cpt.tcgcsv.com/SQJ,2025-02-05T21:05:29.413,1,040/111,Uncommon,Fire,70,Basic,[2] Tail Slap (20),[1RR] Magma Punch (40),W,,1.3,2.17,4.5,2.06,,1st Edition,2,
87042,Magmar,Magmar,https://tcgplayer-cdn.tcgplayer.com/product/87042_200w.jpg,3,1396,https://cpt.tcgcsv.com/SQJ,2025-02-05T21:05:29.413,1,040/111,Uncommon,Fire,70,Basic,[2] Tail Slap (20),[1RR] Magma Punch (40),W,,0.34,0.59,2.6,0.64,0.56,Unlimited,2,
87179,Mantine,Mantine,https://tcgplayer-cdn.tcgplayer.com/product/87179_200w.jpg,3,1396,https://cpt.tcgcsv.com/CTJ,2025-02-05T21:05:29.46,1,064/111,Common,Water,60,Basic,"[WW] Undulate (20)
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Mantine.",,L,F-30,0.69,1.25,4.99,1.32,,1st Edition,1,
87179,Mantine,Mantine,https://tcgplayer-cdn.tcgplayer.com/product/87179_200w.jpg,3,1396,https://cpt.tcgcsv.com/CTJ,2025-02-05T21:05:29.46,1,064/111,Common,Water,60,Basic,"[WW] Undulate (20)
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Mantine.",,L,F-30,0.14,0.39,1.49,0.39,,Unlimited,1,
87193,Mareep,Mareep,https://tcgplayer-cdn.tcgplayer.com/product/87193_200w.jpg,3,1396,https://cpt.tcgcsv.com/TTJ,2022-11-22T15:48:47.207,1,065/111,Common,Lightning,40,Basic,"[L] Static Electricity
<br>For each Mareep in play, you may search your deck for a Lightning Energy card and attach it to Mareep. Shuffle your deck afterward.","[LL] Thundershock (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",F,,0.98,1.49,3.99,1.51,2.49,1st Edition,1,
87193,Mareep,Mareep,https://tcgplayer-cdn.tcgplayer.com/product/87193_200w.jpg,3,1396,https://cpt.tcgcsv.com/TTJ,2022-11-22T15:48:47.207,1,065/111,Common,Lightning,40,Basic,"[L] Static Electricity
<br>For each Mareep in play, you may search your deck for a Lightning Energy card and attach it to Mareep. Shuffle your deck afterward.","[LL] Thundershock (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",F,,0.23,0.59,2.0,0.59,,Unlimited,1,
87213,Marill,Marill,https://tcgplayer-cdn.tcgplayer.com/product/87213_200w.jpg,3,1396,https://cpt.tcgcsv.com/hVJ,2023-12-19T09:36:22.813,1,066/111,Common,Water,40,Basic,"[1] Defense Curl
<br>Flip a coin. If heads, prevent all damage done to Marill during your opponent's next turn. <em>(Any other effects of attacks still happen.)</em>","[WW] Bubble Bomb (30)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, Marill does 10 damage to itself.",L,,0.7,1.33,4.25,1.55,,1st Edition,1,
