productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack3
84772,Deoxys ex (Normal Forme),Deoxys ex Normal Forme,https://tcgplayer-cdn.tcgplayer.com/product/84772_200w.jpg,3,1404,https://cpt.tcgcsv.com/sWH,2024-08-27T13:47:56.367,1,97/107,Ultra Rare,Psychic,100,Basic,"<b>Poke-POWER</b> Form Change 
<br>
<br>Once during your turn <em>(before your attack)</em>, you may search your deck for another Deoxys ex and switch it with Deoxys ex.  <em>(Any cards attached to Deoxys ex, damage counters, Special Conditions, and effects on it are now on the new Pokemon.)</em>  If you do, put Deoxys ex on top of your deck.  Shuffle your deck afterward.  You can't use more than 1 Form Change Poke-Power each turn.","[1P] Energy Burst (10+) 
<br>Does 10 damage plus 10 more damage for each Energy attached to Deoxys ex and the Defending Pokemon.",,P,None,1,160.07,180.03,199.99,175.98,,Holofoil,
84873,Donphan,Donphan,https://tcgplayer-cdn.tcgplayer.com/product/84873_200w.jpg,3,1404,https://cpt.tcgcsv.com/tZH,2024-04-11T17:56:38.237,1,30/107,Uncommon,Fighting,80,Stage 1,,"[F] Spinning Horn 
<br>Does 10 to each of your opponent's Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>","[2F] Rock Hurl (50) 
<br>This attack's damage is not affected by Resistance.",G,None,1,2.5,2.5,2.51,3.24,,Normal,
84873,Donphan,Donphan,https://tcgplayer-cdn.tcgplayer.com/product/84873_200w.jpg,3,1404,https://cpt.tcgcsv.com/tZH,2024-04-11T17:56:38.237,1,30/107,Uncommon,Fighting,80,Stage 1,,"[F] Spinning Horn 
<br>Does 10 to each of your opponent's Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>","[2F] Rock Hurl (50) 
<br>This attack's damage is not affected by Resistance.",G,None,1,10.88,23.89,27.0,19.41,,Reverse Holofoil,
85025,Dusclops,Dusclops,https://tcgplayer-cdn.tcgplayer.com/product/85025_200w.jpg,3,1404,https://cpt.tcgcsv.com/w0J,2024-04-11T17:56:38.363,1,7/107,Holo Rare,Psychic,70,Stage 1,,"[P] Psychic Removal (20) 
<br>Flip 2 coins.  If both of them are heads, discard all Energy attached to the Defending Pokemon.","[1PP] Powerful Hand 
<br>Count the number of cards in your hand.  Put that many damage counters on the Defending Pokemon.  You can't put more than 7 damage counters in this way.",D,F,1,20.5,21.75,51.75,3.31,,Normal,
85025,Dusclops,Dusclops,https://tcgplayer-cdn.tcgplayer.com/product/85025_200w.jpg,3,1404,https://cpt.tcgcsv.com/w0J,2024-04-11T17:56:38.363,1,7/107,Holo Rare,Psychic,70,Stage 1,,"[P] Psychic Removal (20) 
<br>Flip 2 coins.  If both of them are heads, discard all Energy attached to the Defending Pokemon.","[1PP] Powerful Hand 
<br>Count the number of cards in your hand.  Put that many damage counters on the Defending Pokemon.  You can't put more than 7 damage counters in this way.",D,F,1,3.0,5.75,8.54,13.06,,Holofoil,
85025,Dusclops,Dusclops,https://tcgplayer-cdn.tcgplayer.com/product/85025_200w.jpg,3,1404,https://cpt.tcgcsv.com/w0J,2024-04-11T17:56:38.363,1,7/107,Holo Rare,Psychic,70,Stage 1,,"[P] Psychic Removal (20) 
<br>Flip 2 coins.  If both of them are heads, discard all Energy attached to the Defending Pokemon.","[1PP] Powerful Hand 
<br>Count the number of cards in your hand.  Put that many damage counters on the Defending Pokemon.  You can't put more than 7 damage counters in this way.",D,F,1,39.99,44.99,70.0,24.5,,Reverse Holofoil,
85046,Duskull,Duskull,https://tcgplayer-cdn.tcgplayer.com/product/85046_200w.jpg,3,1404,https://cpt.tcgcsv.com/X0J,2024-04-11T17:56:38.68,1,58/107,Common,Psychic,40,Basic,,"[1] Paralyzing Gaze 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",[1P] Will-o'-the-wisp (20),D,F,1,0.22,0.47,1.5,0.48,,Normal,
85046,Duskull,Duskull,https://tcgplayer-cdn.tcgplayer.com/product/85046_200w.jpg,3,1404,https://cpt.tcgcsv.com/X0J,2024-04-11T17:56:38.68,1,58/107,Common,Psychic,40,Basic,,"[1] Paralyzing Gaze 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",[1P] Will-o'-the-wisp (20),D,F,1,12.74,17.5,18.0,16.77,,Reverse Holofoil,
85132,Electrike - 059/107,Electrike 059 107,https://tcgplayer-cdn.tcgplayer.com/product/85132_200w.jpg,3,1404,https://cpt.tcgcsv.com/G3J,2024-07-26T17:23:07.317,1,59/107,Common,Lightning,50,Basic,,"[L] High Voltage 
<br>Flip a coin.  If heads, your opponent can't play trainer cards from his or her hand during his or her next turn.",[2] Gnaw (20),F,M,1,0.17,0.45,1.5,0.57,0.44,Normal,
85132,Electrike - 059/107,Electrike 059 107,https://tcgplayer-cdn.tcgplayer.com/product/85132_200w.jpg,3,1404,https://cpt.tcgcsv.com/G3J,2024-07-26T17:23:07.317,1,59/107,Common,Lightning,50,Basic,,"[L] High Voltage 
<br>Flip a coin.  If heads, your opponent can't play trainer cards from his or her hand during his or her next turn.",[2] Gnaw (20),F,M,1,4.37,7.8,10.0,7.52,,Reverse Holofoil,
85133,Electrike - 060/107,Electrike 060 107,https://tcgplayer-cdn.tcgplayer.com/product/85133_200w.jpg,3,1404,https://cpt.tcgcsv.com/H3J,2024-07-26T17:23:07.373,1,60/107,Common,Lightning,50,Basic,,"[L] Recharge 
<br>Search your deck for a L Energy card and attach it to Electrike.  Shuffle your deck afterward.","[2] Quick Attack (10+) Flip a coin.  If heads, this attack does 10 damage plus 20 more damage.",F,None,1,0.15,0.26,1.5,0.26,,Normal,
85133,Electrike - 060/107,Electrike 060 107,https://tcgplayer-cdn.tcgplayer.com/product/85133_200w.jpg,3,1404,https://cpt.tcgcsv.com/H3J,2024-07-26T17:23:07.373,1,60/107,Common,Lightning,50,Basic,,"[L] Recharge 
<br>Search your deck for a L Energy card and attach it to Electrike.  Shuffle your deck afterward.","[2] Quick Attack (10+) Flip a coin.  If heads, this attack does 10 damage plus 20 more damage.",F,None,1,7.61,11.0,12.52,13.73,,Reverse Holofoil,
85211,Energy Charge,Energy Charge,https://tcgplayer-cdn.tcgplayer.com/product/85211_200w.jpg,3,1404,https://cpt.tcgcsv.com/f6J,2024-07-26T17:23:07.437,1,86/107,Uncommon,Item,,,"Flip a coin.  If heads, search your discard pile for 2 Energy cards (1 if there is only 1), show them to your opponent, and shuffle them into your deck.",,,,,,0.49,0.6,1.99,0.75,,Normal,
85211,Energy Charge,Energy Charge,https://tcgplayer-cdn.tcgplayer.com/product/85211_200w.jpg,3,1404,https://cpt.tcgcsv.com/f6J,2024-07-26T17:23:07.437,1,86/107,Uncommon,Item,,,"Flip a coin.  If heads, search your discard pile for 2 Energy cards (1 if there is only 1), show them to your opponent, and shuffle them into your deck.",,,,,,3.2,5.25,21.99,4.99,,Reverse Holofoil,
85794,Golbat,Golbat,https://tcgplayer-cdn.tcgplayer.com/product/85794_200w.jpg,3,1404,https://cpt.tcgcsv.com/VkJ,2024-04-11T17:56:39.19,1,31/107,Uncommon,Grass,70,Stage 1,"<b>Poke-BODY</b> Self-control <br>
<br>Golbat can't be Paralyzed.","[1G] Spiral Drain (20) 
<br>Remove 1 damage counter from Golbat.",,P,None,0,0.99,1.65,2.53,1.72,,Normal,
85794,Golbat,Golbat,https://tcgplayer-cdn.tcgplayer.com/product/85794_200w.jpg,3,1404,https://cpt.tcgcsv.com/VkJ,2024-04-11T17:56:39.19,1,31/107,Uncommon,Grass,70,Stage 1,"<b>Poke-BODY</b> Self-control <br>
<br>Golbat can't be Paralyzed.","[1G] Spiral Drain (20) 
<br>Remove 1 damage counter from Golbat.",,P,None,0,6.27,12.41,18.99,12.3,,Reverse Holofoil,
85806,Goldeen,Goldeen,https://tcgplayer-cdn.tcgplayer.com/product/85806_200w.jpg,3,1404,https://cpt.tcgcsv.com/8lJ,2024-07-26T17:23:07.483,1,61/107,Common,Water,50,Basic,,"[1] Supersonic 
<br>Flip a coin.  If heads, the Defending Pokemon is now Confused.",[W] Waterfall (10),L,None,1,0.11,0.39,1.79,0.48,0.2,Normal,
85806,Goldeen,Goldeen,https://tcgplayer-cdn.tcgplayer.com/product/85806_200w.jpg,3,1404,https://cpt.tcgcsv.com/8lJ,2024-07-26T17:23:07.483,1,61/107,Common,Water,50,Basic,,"[1] Supersonic 
<br>Flip a coin.  If heads, the Defending Pokemon is now Confused.",[W] Waterfall (10),L,None,1,9.0,9.99,12.0,10.99,,Reverse Holofoil,
85965,Grumpig,Grumpig,https://tcgplayer-cdn.tcgplayer.com/product/85965_200w.jpg,3,1404,https://cpt.tcgcsv.com/kpJ,2024-04-11T17:56:39.383,1,32/107,Uncommon,Psychic,80,Stage 1,"<b>Poke-BODY</b> Carefree <br>
<br>Grumpig can't be Confused.","[1P] Hypnoblast (20) 
<br>The Defending Pokemon is now Asleep.","[2P] Extra Ball (50+) 
<br>If the Defending Pokemon is Pokemon-ex, this attack does 50 damage plus 30 more damage.",P,None,1,0.18,0.37,4.55,0.35,,Normal,
85965,Grumpig,Grumpig,https://tcgplayer-cdn.tcgplayer.com/product/85965_200w.jpg,3,1404,https://cpt.tcgcsv.com/kpJ,2024-04-11T17:56:39.383,1,32/107,Uncommon,Psychic,80,Stage 1,"<b>Poke-BODY</b> Carefree <br>
<br>Grumpig can't be Confused.","[1P] Hypnoblast (20) 
<br>The Defending Pokemon is now Asleep.","[2P] Extra Ball (50+) 
<br>If the Defending Pokemon is Pokemon-ex, this attack does 50 damage plus 30 more damage.",P,None,1,7.3,7.99,9.69,4.39,,Reverse Holofoil,
85991,Gyarados,Gyarados,https://tcgplayer-cdn.tcgplayer.com/product/85991_200w.jpg,3,1404,https://cpt.tcgcsv.com/RpJ,2024-04-11T17:56:39.47,1,8/107,Holo Rare,Water,90,Stage 1,,"[W] Dragon Spark 
<br>This attack does 10 damage to each of your opponent's Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>","[2] Full Retaliation (20x) 
<br>Does 20 damage times the number of damage counters on all of your Magikarp.",L,None,2,31.95,33.5,72.03,51.56,,Holofoil,"[2WW] Pulverize (50+) 
<br>If the Defending Pokemon already has at least 2 damage counters on it, this attack does 50 damage plus 50 more damage."
85991,Gyarados,Gyarados,https://tcgplayer-cdn.tcgplayer.com/product/85991_200w.jpg,3,1404,https://cpt.tcgcsv.com/RpJ,2024-04-11T17:56:39.47,1,8/107,Holo Rare,Water,90,Stage 1,,"[W] Dragon Spark 
<br>This attack does 10 damage to each of your opponent's Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>","[2] Full Retaliation (20x) 
<br>Does 20 damage times the number of damage counters on all of your Magikarp.",L,None,2,50.0,120.0,128.34,125.0,,Reverse Holofoil,"[2WW] Pulverize (50+) 
<br>If the Defending Pokemon already has at least 2 damage counters on it, this attack does 50 damage plus 50 more damage."
86018,Hariyama ex,Hariyama ex,https://tcgplayer-cdn.tcgplayer.com/product/86018_200w.jpg,3,1404,https://cpt.tcgcsv.com/nqJ,2024-04-11T17:56:39.583,1,100/107,Ultra Rare,Fighting,110,Stage 1,"<b>Poke-BODY</b> Commanding Aura <br>
<br>As long as Hariyama ex is your Active Pokemon, your opponent can't play Stadium cards from his or her hand.","[1F] Knock Off (40) 
<br>Choose 1 card from your opponent's hand without looking and discard it.","[1FF] Pivot Throw (80) 
<br>During your opponent's next turn, any damage done to Hariyama ex by attacks is increased by 10 <i>(before applying Weakness and Resistance).</i>",P,None,2,,,,,,,
86037,Heal Energy,Heal Energy,https://tcgplayer-cdn.tcgplayer.com/product/86037_200w.jpg,3,1404,https://cpt.tcgcsv.com/MqJ,2024-04-11T17:56:39.677,1,94/107,Uncommon,Special Energy,,,"Heal Energy provides 1 Colorless Energy.  When you attach this card from your hand to 1 of your Pokemon, remove 1 damage counter and all Special Conditions from that Pokemon.  If Heal Energy is attached to Pokemon-ex, Heal Energy has no effect other than providing Energy.",,,,,,5.41,7.34,15.0,5.9,,Normal,
86037,Heal Energy,Heal Energy,https://tcgplayer-cdn.tcgplayer.com/product/86037_200w.jpg,3,1404,https://cpt.tcgcsv.com/MqJ,2024-04-11T17:56:39.677,1,94/107,Uncommon,Special Energy,,,"Heal Energy provides 1 Colorless Energy.  When you attach this card from your hand to 1 of your Pokemon, remove 1 damage counter and all Special Conditions from that Pokemon.  If Heal Energy is attached to Pokemon-ex, Heal Energy has no effect other than providing Energy.",,,,,,10.65,11.94,15.0,13.21,,Reverse Holofoil,
86327,Jirachi,Jirachi,https://tcgplayer-cdn.tcgplayer.com/product/86327_200w.jpg,3,1404,https://cpt.tcgcsv.com/zxJ,2024-04-11T17:56:39.79,1,9/107,Holo Rare,Metal,60,Basic,"<b>Poke-POWER</b> Wishing Star <br>
<br>Once during your turn <em>(before your attack)</em>, if Jirachi is your Active Pokemon, you may look at the top 5 cards of your deck, choose 1 of them, and put it into your hand.  Shuffle your deck afterward.  Jirachi and your other Active Pokemon, if any, are now Asleep.  This power can't be used if Jirachi is affected by a Special Condition.","[1M] Metallic Blow (20+) 
<br>If the Defending Pokemon has any Poke-Bodies, this attack does 20 damage plus 30 more damage.",,R,G,1,61.0,75.0,89.99,50.0,,Normal,
86327,Jirachi,Jirachi,https://tcgplayer-cdn.tcgplayer.com/product/86327_200w.jpg,3,1404,https://cpt.tcgcsv.com/zxJ,2024-04-11T17:56:39.79,1,9/107,Holo Rare,Metal,60,Basic,"<b>Poke-POWER</b> Wishing Star <br>
<br>Once during your turn <em>(before your attack)</em>, if Jirachi is your Active Pokemon, you may look at the top 5 cards of your deck, choose 1 of them, and put it into your hand.  Shuffle your deck afterward.  Jirachi and your other Active Pokemon, if any, are now Asleep.  This power can't be used if Jirachi is affected by a Special Condition.","[1M] Metallic Blow (20+) 
<br>If the Defending Pokemon has any Poke-Bodies, this attack does 20 damage plus 30 more damage.",,R,G,1,66.02,74.09,164.0,66.77,,Holofoil,
86327,Jirachi,Jirachi,https://tcgplayer-cdn.tcgplayer.com/product/86327_200w.jpg,3,1404,https://cpt.tcgcsv.com/zxJ,2024-04-11T17:56:39.79,1,9/107,Holo Rare,Metal,60,Basic,"<b>Poke-POWER</b> Wishing Star <br>
<br>Once during your turn <em>(before your attack)</em>, if Jirachi is your Active Pokemon, you may look at the top 5 cards of your deck, choose 1 of them, and put it into your hand.  Shuffle your deck afterward.  Jirachi and your other Active Pokemon, if any, are now Asleep.  This power can't be used if Jirachi is affected by a Special Condition.","[1M] Metallic Blow (20+) 
<br>If the Defending Pokemon has any Poke-Bodies, this attack does 20 damage plus 30 more damage.",,R,G,1,40.0,44.99,79.29,85.0,,Reverse Holofoil,
86494,Koffing,Koffing,https://tcgplayer-cdn.tcgplayer.com/product/86494_200w.jpg,3,1404,https://cpt.tcgcsv.com/VCJ,2024-04-11T17:56:39.96,1,62/107,Common,Grass,50,Basic,,"[G] Smog 
<br>The Defending Pokemon is now Poisoned.",,P,None,1,0.2,0.42,1.63,0.43,,Normal,
86494,Koffing,Koffing,https://tcgplayer-cdn.tcgplayer.com/product/86494_200w.jpg,3,1404,https://cpt.tcgcsv.com/VCJ,2024-04-11T17:56:39.96,1,62/107,Common,Grass,50,Basic,,"[G] Smog 
<br>The Defending Pokemon is now Poisoned.",,P,None,1,4.1,4.99,25.0,7.05,2.97,Reverse Holofoil,
86572,Lady Outing,Lady Outing,https://tcgplayer-cdn.tcgplayer.com/product/86572_200w.jpg,3,1404,https://cpt.tcgcsv.com/sFJ,2024-04-11T17:56:40.077,1,87/107,Uncommon,Supporter,,,"You can play only one Supporter card each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.<br>
<br><br>
<br>Search your deck for up to 3 different types of basic Energy cards, show them to your opponent, and put them into your hand.  Shuffle your deck afterward.",,,,,,0.14,0.4,3.0,0.44,,Normal,
86572,Lady Outing,Lady Outing,https://tcgplayer-cdn.tcgplayer.com/product/86572_200w.jpg,3,1404,https://cpt.tcgcsv.com/sFJ,2024-04-11T17:56:40.077,1,87/107,Uncommon,Supporter,,,"You can play only one Supporter card each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.<br>
<br><br>
<br>Search your deck for up to 3 different types of basic Energy cards, show them to your opponent, and put them into your hand.  Shuffle your deck afterward.",,,,,,2.97,4.49,7.99,4.27,,Reverse Holofoil,
86658,Latias Star,Latias Star,https://tcgplayer-cdn.tcgplayer.com/product/86658_200w.jpg,3,1404,https://cpt.tcgcsv.com/bHJ,2024-04-11T17:56:40.217,1,105/107,Ultra Rare,Colorless,80,Basic,,"[1] Healing Light (10) 
<br>Remove 1 damage counter from each of your Pokemon (including Latias Star).","[PRW] Shooting Star (50+) 
<br>If the Defending Pokemon is Pokemon-ex, discard all Energy cards attached to Latias Star and this attack does 50 damage plus 100 more damage.",C,FP,1,,,,,,,
86672,Latios Star,Latios Star,https://tcgplayer-cdn.tcgplayer.com/product/86672_200w.jpg,3,1404,https://cpt.tcgcsv.com/sHJ,2024-04-11T17:56:40.393,1,106/107,Ultra Rare,Colorless,80,Basic,,"[1] Miraculous Light (10) 
<br>Remove 1 damage counter and all Special Conditions from Latios Star.","[GLP] Shining Star (50+) 
<br>If the Defending Pokemon is a Stage 2 Evolved Pokemon, discard all Energy cards attached to Latios Star and this attack does 50 damage plus 100 more damage.",C,GF,1,,,,,,,
86816,Lombre - 033/107,Lombre 033 107,https://tcgplayer-cdn.tcgplayer.com/product/86816_200w.jpg,3,1404,https://cpt.tcgcsv.com/lLJ,2024-04-11T17:56:40.513,1,33/107,Uncommon,Water,70,Stage 1,"<b>Poke-BODY</b> Aqua Lift - If Lombre has any Water Energy attached to it, the Retreat Cost for Lombre is 0.","[2] Ambush (20+) 
<br>Flip a coin.  If heads, this attack does 20 damage plus 20 more damage.",,L,None,1,0.94,1.69,2.7,1.7,1.28,Normal,
86816,Lombre - 033/107,Lombre 033 107,https://tcgplayer-cdn.tcgplayer.com/product/86816_200w.jpg,3,1404,https://cpt.tcgcsv.com/lLJ,2024-04-11T17:56:40.513,1,33/107,Uncommon,Water,70,Stage 1,"<b>Poke-BODY</b> Aqua Lift - If Lombre has any Water Energy attached to it, the Retreat Cost for Lombre is 0.","[2] Ambush (20+) 
<br>Flip a coin.  If heads, this attack does 20 damage plus 20 more damage.",,L,None,1,2.98,3.79,5.89,6.87,,Reverse Holofoil,
86817,Lombre - 034/107,Lombre 034 107,https://tcgplayer-cdn.tcgplayer.com/product/86817_200w.jpg,3,1404,https://cpt.tcgcsv.com/mLJ,2024-12-19T15:20:25.217,1,34/107,Uncommon,Water,70,Stage 1,"<b>Poke-BODY</b> Natural Cure  
<br>
<br>When you attach a Water Energy from your hand to Lombre, remove all Special Conditions from Lombre.","[2] Blot (20) 
<br>Remove 2 damage counters from Lombre.",,L,None,1,0.22,0.51,2.16,0.59,,Normal,
86817,Lombre - 034/107,Lombre 034 107,https://tcgplayer-cdn.tcgplayer.com/product/86817_200w.jpg,3,1404,https://cpt.tcgcsv.com/mLJ,2024-12-19T15:20:25.217,1,34/107,Uncommon,Water,70,Stage 1,"<b>Poke-BODY</b> Natural Cure  
<br>
<br>When you attach a Water Energy from your hand to Lombre, remove all Special Conditions from Lombre.","[2] Blot (20) 
<br>Remove 2 damage counters from Lombre.",,L,None,1,6.13,9.82,13.5,4.61,,Reverse Holofoil,
86833,Lotad - 035/107,Lotad 035 107,https://tcgplayer-cdn.tcgplayer.com/product/86833_200w.jpg,3,1404,https://cpt.tcgcsv.com/HLJ,2024-04-11T17:56:40.937,1,35/107,Uncommon,Water,50,Basic,,"[W] Surprise (10) 
<br>Choose 1 card from your opponent's hand without looking.  Look at the card you chose, then have your opponent shuffle that card into his or her deck.",,L,None,1,0.65,0.85,1.58,0.85,,Normal,
86833,Lotad - 035/107,Lotad 035 107,https://tcgplayer-cdn.tcgplayer.com/product/86833_200w.jpg,3,1404,https://cpt.tcgcsv.com/HLJ,2024-04-11T17:56:40.937,1,35/107,Uncommon,Water,50,Basic,,"[W] Surprise (10) 
<br>Choose 1 card from your opponent's hand without looking.  Look at the card you chose, then have your opponent shuffle that card into his or her deck.",,L,None,1,5.62,6.9,13.22,8.92,,Reverse Holofoil,
86834,Lotad - 063/107,Lotad 063 107,https://tcgplayer-cdn.tcgplayer.com/product/86834_200w.jpg,3,1404,https://cpt.tcgcsv.com/JLJ,2024-07-26T17:23:07.547,1,63/107,Common,Water,50,Basic,,[1] Rain Splash (10),"[1W] Aqua Wave (20+) 
<br>Flip a coin.  If heads, this attack does 20 damage plus 10 more damage.",L,None,1,0.1,0.3,1.5,0.29,,Normal,
86834,Lotad - 063/107,Lotad 063 107,https://tcgplayer-cdn.tcgplayer.com/product/86834_200w.jpg,3,1404,https://cpt.tcgcsv.com/JLJ,2024-07-26T17:23:07.547,1,63/107,Common,Water,50,Basic,,[1] Rain Splash (10),"[1W] Aqua Wave (20+) 
<br>Flip a coin.  If heads, this attack does 20 damage plus 10 more damage.",L,None,1,5.63,10.5,11.99,9.86,,Reverse Holofoil,
86897,Ludicolo - 010/107,Ludicolo 010 107,https://tcgplayer-cdn.tcgplayer.com/product/86897_200w.jpg,3,1404,https://cpt.tcgcsv.com/ZMJ,2024-04-11T17:56:41.133,1,10/107,Holo Rare,Water,100,Stage 2,"<b>Poke-POWER</b> Swing Dance <br>
<br>Once during your turn <em>(before your attack)</em>, you may draw a card.  This power can't be used if Ludicolo is affected by a Special Condition.","[W] Healing Steps (30) 
<br>You may discard as many cards as you like from your hand.  If you do, remove that many damage counters from Ludicolo.","[2W] Circular Steps (10x) 
<br>Does 10 damage times the number of Pokemon in play (both yours and your opponent's), excluding Ludicolo.",L,None,2,20.0,20.0,20.0,,,Normal,
86897,Ludicolo - 010/107,Ludicolo 010 107,https://tcgplayer-cdn.tcgplayer.com/product/86897_200w.jpg,3,1404,https://cpt.tcgcsv.com/ZMJ,2024-04-11T17:56:41.133,1,10/107,Holo Rare,Water,100,Stage 2,"<b>Poke-POWER</b> Swing Dance <br>
<br>Once during your turn <em>(before your attack)</em>, you may draw a card.  This power can't be used if Ludicolo is affected by a Special Condition.","[W] Healing Steps (30) 
<br>You may discard as many cards as you like from your hand.  If you do, remove that many damage counters from Ludicolo.","[2W] Circular Steps (10x) 
<br>Does 10 damage times the number of Pokemon in play (both yours and your opponent's), excluding Ludicolo.",L,None,2,12.5,14.31,39.99,17.94,,Holofoil,
86897,Ludicolo - 010/107,Ludicolo 010 107,https://tcgplayer-cdn.tcgplayer.com/product/86897_200w.jpg,3,1404,https://cpt.tcgcsv.com/ZMJ,2024-04-11T17:56:41.133,1,10/107,Holo Rare,Water,100,Stage 2,"<b>Poke-POWER</b> Swing Dance <br>
<br>Once during your turn <em>(before your attack)</em>, you may draw a card.  This power can't be used if Ludicolo is affected by a Special Condition.","[W] Healing Steps (30) 
<br>You may discard as many cards as you like from your hand.  If you do, remove that many damage counters from Ludicolo.","[2W] Circular Steps (10x) 
<br>Does 10 damage times the number of Pokemon in play (both yours and your opponent's), excluding Ludicolo.",L,None,2,4.69,10.97,13.9,13.65,,Reverse Holofoil,
86898,Ludicolo - 019/107,Ludicolo 019 107,https://tcgplayer-cdn.tcgplayer.com/product/86898_200w.jpg,3,1404,https://cpt.tcgcsv.com/-MJ,2024-04-11T17:56:41.257,1,19/107,Rare,Water,100,Stage 2,"<br>Poke-POWER</b> Happy Dance <br>
<br>Once during your turn (before your attack), you may remove 1 damage counter from each of your Pokemon.  You can't use more than 1 Happy Dance Poke-Power each turn.  This power can't be used if Ludicolo is affected by a Special Condition.","[3] Water Punch (40+)
<br>Flip a coin for each W Energy attached to Ludicolo.  This attack does 40 damage plus 20 more damage for each heads.",,L,None,2,0.39,0.87,3.29,0.79,,Normal,
86898,Ludicolo - 019/107,Ludicolo 019 107,https://tcgplayer-cdn.tcgplayer.com/product/86898_200w.jpg,3,1404,https://cpt.tcgcsv.com/-MJ,2024-04-11T17:56:41.257,1,19/107,Rare,Water,100,Stage 2,"<br>Poke-POWER</b> Happy Dance <br>
<br>Once during your turn (before your attack), you may remove 1 damage counter from each of your Pokemon.  You can't use more than 1 Happy Dance Poke-Power each turn.  This power can't be used if Ludicolo is affected by a Special Condition.","[3] Water Punch (40+)
<br>Flip a coin for each W Energy attached to Ludicolo.  This attack does 40 damage plus 20 more damage for each heads.",,L,None,2,11.07,13.95,19.99,16.09,,Reverse Holofoil,
86924,Lunatone,Lunatone,https://tcgplayer-cdn.tcgplayer.com/product/86924_200w.jpg,3,1404,https://cpt.tcgcsv.com/vNJ,2024-04-11T17:56:41.37,1,36/107,Uncommon,Fighting,60,Basic,"<b>Poke-BODY</b> Moonglow <br>
<br>The Retreat Cost for each Solrock you have in play is 0.","[1] Foresight 
<br>Look at the top 5 cards of either player's deck and put them back on top of that player's deck in any order.","[1F] Target Beam (20+) 
<br>Does 20 damage plus 10 more damage for each Solrock you have in play.",W,None,1,0.5,1.87,3.11,1.91,1.5,Normal,
86924,Lunatone,Lunatone,https://tcgplayer-cdn.tcgplayer.com/product/86924_200w.jpg,3,1404,https://cpt.tcgcsv.com/vNJ,2024-04-11T17:56:41.37,1,36/107,Uncommon,Fighting,60,Basic,"<b>Poke-BODY</b> Moonglow <br>
<br>The Retreat Cost for each Solrock you have in play is 0.","[1] Foresight 
<br>Look at the top 5 cards of either player's deck and put them back on top of that player's deck in any order.","[1F] Target Beam (20+) 
<br>Does 20 damage plus 10 more damage for each Solrock you have in play.",W,None,1,10.99,15.0,19.95,14.78,,Reverse Holofoil,
87013,Magcargo - 020/107,Magcargo 020 107,https://tcgplayer-cdn.tcgplayer.com/product/87013_200w.jpg,3,1404,https://cpt.tcgcsv.com/hQJ,2024-04-11T17:56:41.48,1,20/107,Rare,Fire,80,Stage 1,"<b>Poke-POWER</b> Smooth Over <br>
<br>Once during your turn (before your attack), you may search your deck for a card.  Shuffle your deck, then put that card on top of your deck.  This power can't be used if Magcargo is affected by a Special Condition.","[1] Knock Over (10) 
<br>You may discard any Stadium in play.",[2R] Combustion (50),W,None,3,0.74,1.99,4.99,2.23,,Normal,
87013,Magcargo - 020/107,Magcargo 020 107,https://tcgplayer-cdn.tcgplayer.com/product/87013_200w.jpg,3,1404,https://cpt.tcgcsv.com/hQJ,2024-04-11T17:56:41.48,1,20/107,Rare,Fire,80,Stage 1,"<b>Poke-POWER</b> Smooth Over <br>
<br>Once during your turn (before your attack), you may search your deck for a card.  Shuffle your deck, then put that card on top of your deck.  This power can't be used if Magcargo is affected by a Special Condition.","[1] Knock Over (10) 
<br>You may discard any Stadium in play.",[2R] Combustion (50),W,None,3,4.98,13.69,39.99,9.81,39.99,Reverse Holofoil,
87014,Magcargo - 037/107,Magcargo 037 107,https://tcgplayer-cdn.tcgplayer.com/product/87014_200w.jpg,3,1404,https://cpt.tcgcsv.com/jQJ,2024-04-11T17:56:41.577,1,37/107,Uncommon,Fire,80,Stage 1,,[1] Headbutt (20),"[2R] Burning Ball (50) 
<br>If Magcargo has at least 2 R Energy attached to it, the Defending Pokemon is now Burned.",W,None,2,0.5,0.86,2.25,0.93,,Normal,
87014,Magcargo - 037/107,Magcargo 037 107,https://tcgplayer-cdn.tcgplayer.com/product/87014_200w.jpg,3,1404,https://cpt.tcgcsv.com/jQJ,2024-04-11T17:56:41.577,1,37/107,Uncommon,Fire,80,Stage 1,,[1] Headbutt (20),"[2R] Burning Ball (50) 
<br>If Magcargo has at least 2 R Energy attached to it, the Defending Pokemon is now Burned.",W,None,2,18.09,19.04,19.99,18.66,,Reverse Holofoil,
