productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extAttack3
197806,Mewtwo GX,Mewtwo GX,https://tcgplayer-cdn.tcgplayer.com/product/197806_200w.jpg,3,2594,https://cpt.tcgcsv.com/88C2,2023-04-10T10:58:16.05,1,SV59/SV94,Shiny Holo Rare,Psychic,190,Basic,"[P] Full Burst (30x)
<br>This attack does 30 damage times the amount of Energy attached to this Pokemon.","[1P] Super Absorption (60)
<br>Heal 30 damage from this Pokemon.",Px2,None,1,79.58,94.5,110.68,78.65,79.58,Holofoil,,"<span style=""color:Teal""><strong>[PPP] Psystrike GX (200)</strong>
<br>This attack's damage isn't affected by any effects on your opponent's Active Pokemon. <em>(You can't use more than 1 GX attack in a game.)</em></span>"
197807,Gabite,Gabite,https://tcgplayer-cdn.tcgplayer.com/product/197807_200w.jpg,3,2594,https://cpt.tcgcsv.com/98C2,2019-12-27T16:20:15.373,1,SV39/SV94,Shiny Holo Rare,Dragon,80,Stage 1,"[F] Ascension
<br>Search your deck for a card that evolves from this Pokemon and put it onto this Pokemon to evolve it. Then, shuffle your deck.",[2] Slash (40),Yx2,None,1,1.9,3.07,15.99,3.03,3.97,Holofoil,,
197808,Espeon GX,Espeon GX,https://tcgplayer-cdn.tcgplayer.com/product/197808_200w.jpg,3,2594,https://cpt.tcgcsv.com/b8C2,2021-05-19T12:36:52.653,1,SV60/SV94,Shiny Holo Rare,Psychic,200,Stage 1,"[1] Psybeam (30)
<br>Your opponent's Active Pokemon is now Confused.","[2P] Psychic (60+)
<br>Does 30 more damage for eachEnergy attached to your opponent's Active Pokemon.",Px2,None,1,100.0,129.99,500.0,109.79,119.95,Holofoil,,"<b><font color=""teal"">[2P] Division GX</b>
<br>Put 10 damage counters on your opponent's Pokemon in any way you like. <i>(You can't use more than 1 GX attack in a game.)</i>
</font>"
197809,Garchomp,Garchomp,https://tcgplayer-cdn.tcgplayer.com/product/197809_200w.jpg,3,2594,https://cpt.tcgcsv.com/c8C2,2025-07-15T14:29:55.79,1,SV40/SV94,Shiny Holo Rare,Dragon,150,Stage 2,"[2] Quick Dive 
<br>This attack does 50 damage to 1 of your opponent's Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokémon)</em>","[2F] Royal Blades (100+)
<br>If you played Cynthia from your hand during this turn, this attack does 100 more damage.",Yx2,None,0,5.06,7.12,19.69,8.14,7.3,Holofoil,,
197810,Banette GX,Banette GX,https://tcgplayer-cdn.tcgplayer.com/product/197810_200w.jpg,3,2594,https://cpt.tcgcsv.com/d8C2,2022-05-22T14:02:08.187,1,SV61/SV94,Shiny Holo Rare,Psychic,190,Stage 1,"[P] Shadow Chant (30+)
<br>This attack does 10 more damage for each Supporter card in your discard pile. You can’t add more than 100 damage in this way.","<span style=""color:Teal""><strong>[P] Tomb Hunter GX</strong>
<br>Put 3 cards from your discard pile into your hand.  <em>(You can't use more than 1 GX attack in a game.)</em></span>",Dx2,F-20,1,7.0,10.79,17.0,9.8,10.1,Holofoil,"<strong>Ability — Shady Move</strong>
<br>Once during your turn <em>(before your attack)</em>, if this Pokemon is your Active Pokemon, you may move 1 damage counter from either player’s Pokemon to another Pokemon (yours or your opponent’s).",
197811,Eevee,Eevee,https://tcgplayer-cdn.tcgplayer.com/product/197811_200w.jpg,3,2594,https://cpt.tcgcsv.com/f8C2,2023-03-21T15:24:36.583,1,SV41/SV94,Shiny Holo Rare,Colorless,60,Basic,"[1] Quick Draw 
<br>Flip a coin. If heads, draw 1 card.",,Fx2,None,2,26.0,34.99,99.99,33.25,38.09,Holofoil,"<strong>Ability — Energy Evolution</strong>
<br>When you attach a basic Energy card from your hand to this Pokémon during your turn, you may search your deck for a card that evolves from this Pokémon that is the same type as that Energy card and put it onto this Pokémon to evolve it. Then, shuffle your deck.",
197812,Nihilego GX,Nihilego GX,https://tcgplayer-cdn.tcgplayer.com/product/197812_200w.jpg,3,2594,https://cpt.tcgcsv.com/g8C2,2024-06-11T15:10:05.593,1,SV62/SV94,Shiny Holo Rare,Psychic,180,Basic,"[PPP] Lock Up (120)
<br>The Defending Pokemon can't retreat during your opponent's next turn.","<span style=""color:DarkRed""><strong>[PPP] Symbiont GX</strong>
<br>Add the top 2 cards of your opponent's deck to their Prize cards.<em> (You can't use more than 1 GX attack in a game.)</em></span>",Px2,None,2,12.17,16.32,25.54,15.57,17.79,Holofoil,"<strong>Ability — Empty Light</strong>
<br>When you play this Pokemon from your hand onto your Bench during your turn, you may leave both Active Pokemon Confused and Poisoned.",
197813,Swablu,Swablu,https://tcgplayer-cdn.tcgplayer.com/product/197813_200w.jpg,3,2594,https://cpt.tcgcsv.com/h8C2,2019-12-27T16:19:02.213,1,SV42/SV94,Shiny Holo Rare,Colorless,50,Basic,"[1] Collect
<br>Draw a card.",[2] Peck (20),Lx2,F-20,1,2.0,3.78,12.0,3.84,8.99,Holofoil,,
197814,Naganadel GX,Naganadel GX,https://tcgplayer-cdn.tcgplayer.com/product/197814_200w.jpg,3,2594,https://cpt.tcgcsv.com/j8C2,2022-04-20T11:14:46.98,1,SV63/SV94,Shiny Holo Rare,Psychic,210,Stage 1,"[1] Beast Raid (20×)
<br>This attack does 20 damage for each of your Ultra Beasts in play.","[2P] Jet Needle (110)
<br>This attack's damage isn't affected by Weakness or Resistance.",Px2,None,1,8.0,11.1,20.0,9.89,10.4,Holofoil,,"<span style=""color:DarkRed""><strong>[3] Stinger GX</strong>
<br>Both players shuffle their Prize cards into their decks. Then, each player puts the top 3 cards of their deck face down as their Prize cards. <em>(You can't use more than 1 GX attack in a game.)</em></span>"
197815,Noibat,Noibat,https://tcgplayer-cdn.tcgplayer.com/product/197815_200w.jpg,3,2594,https://cpt.tcgcsv.com/k8C2,2021-10-15T15:02:10.97,1,SV43/SV94,Shiny Holo Rare,Colorless,50,Basic,"[1] Agility (10)
<br>Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokemon during your opponent's next turn.",,Lx2,F-20,1,1.5,2.65,5.0,2.6,4.99,Holofoil,,
197816,Lucario GX,Lucario GX,https://tcgplayer-cdn.tcgplayer.com/product/197816_200w.jpg,3,2594,https://cpt.tcgcsv.com/l8C2,2022-10-01T17:18:12.09,1,SV64/SV94,Shiny Holo Rare,Fighting,210,Stage 1,"[F] Aura Strike: (30+) 
<br>If this Pokemon evolved from Riolu during this turn, this attack does 90 more damage.",[1FF] Cyclone Kick (130),Px2,None,2,46.13,69.99,99.99,60.22,84.69,Holofoil,,"<span style=""color:Teal"">[2] Cantankerous Beatdown GX (30x)
<br>This attack does 30 damage for each damage counter on this Pokemon.<em>(You can't use more than 1 GX attack in a game.)</em></span>"
197817,Oranguru,Oranguru,https://tcgplayer-cdn.tcgplayer.com/product/197817_200w.jpg,3,2594,https://cpt.tcgcsv.com/m8C2,2024-08-28T21:26:37.47,1,SV44/SV94,Shiny Holo Rare,Colorless,120,Basic,"[3] Psychic (60+) 
<br>This attack does 20 more damage for each Energy attached to your opponent's Active Pokemon.",,Fx2,None,2,1.0,1.75,6.95,1.59,1.62,Holofoil,"<strong>Ability — Instruct</strong>
<br>Once during your turn <em>(before your attack)</em>, you may draw cards until you have 3 cards in your hand.",
197818,Zygarde GX,Zygarde GX,https://tcgplayer-cdn.tcgplayer.com/product/197818_200w.jpg,3,2594,https://cpt.tcgcsv.com/n8C2,2025-02-19T14:35:52.36,1,SV65/SV94,Shiny Holo Rare,Fighting,200,Basic,"[2] Cell Connector (50)
<br>Attach 2 Fighting Energy cards from your discard pile to this Pokémon.",[2FF] Land's Wrath (130),Gx2,None,3,84.9,90.0,139.22,25.0,75.0,Holofoil,,"<span style=""color:Teal""><strong>[2FF] Verdict GX (150)</strong>
<br>Prevent all damage done to this Pokémon by attacks from Pokémon-GX and Pokémon-EX during your opponent's next turn. <em>(You can't use more than 1 GX attack in a game.)</em></span>"
197819,Type: Null,Type Null,https://tcgplayer-cdn.tcgplayer.com/product/197819_200w.jpg,3,2594,https://cpt.tcgcsv.com/p8C2,2021-06-09T13:03:49.133,1,SV45/SV94,Shiny Holo Rare,Colorless,110,Basic,"[2] Armor Press (30)
<br>During your opponent's next turn, this Pokemon takes 30 less damage from attacks <em>(after applying Weakness and Resistance)</em>.",[3] Slashing Claw (70),Fx2,None,2,1.94,3.13,9.99,2.98,,Holofoil,,
197820,Lycanroc GX (SV66),Lycanroc GX SV66,https://tcgplayer-cdn.tcgplayer.com/product/197820_200w.jpg,3,2594,https://cpt.tcgcsv.com/q8C2,2022-01-25T18:51:40.263,1,SV66/SV94,Shiny Holo Rare,Fighting,200,Stage 1,[2F] Claw Slash (110),"<strong><span style=""color:teal"">[1F] Dangerous Rogue GX (50x)</strong>
<br>This attack does 50 damage for each of your opponent's Benched Pokemon. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Gx2,None,2,11.0,12.72,20.97,12.54,,Holofoil,"<strong>Ability — Bloodthirsty Eyes</strong>
<br>When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may switch 1 of your opponent's Benched Pokemon with their Active Pokemon.",
197821,Lycanroc GX (SV67),Lycanroc GX SV67,https://tcgplayer-cdn.tcgplayer.com/product/197821_200w.jpg,3,2594,https://cpt.tcgcsv.com/r8C2,2021-06-09T12:56:05.837,1,SV67/SV94,Shiny Holo Rare,Fighting,200,Stage 1,[2F] Accelerock (120),"<span style=""color:Teal""><strong>[F] Splintered Shards GX (30x)</strong>
<br>This attack does 30 damage for each Energy card in your opponent's discard pile. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Gx2,None,2,11.0,14.95,21.99,13.88,14.85,Holofoil,"<strong>Ability — Twilight Eyes</strong>
<br>When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may discard an Energy attached to your opponent's Active Pokemon.",
197822,Buzzwole GX,Buzzwole GX,https://tcgplayer-cdn.tcgplayer.com/product/197822_200w.jpg,3,2594,https://cpt.tcgcsv.com/s8C2,2023-10-17T14:44:59.56,1,SV68/SV94,Shiny Holo Rare,Fighting,190,Basic,"[F] Jet Punch (30)
<br>This attack does 30 damage to 1 of your opponent's Benched Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>","[FFF] Knuckle Impact (160)
<br>This Pokemon can't attack during your next turn.",Px2,None,2,8.58,13.19,24.95,9.71,11.68,Holofoil,,"<span style=""color:DarkRed""><strong>[FFF] Absorption GX</strong>
<br>This attack does 40 damage for each of your remaining Prize cards.<em> (You can't use more than 1 GX attack in a game.)</em></span>"
197823,Umbreon GX,Umbreon GX,https://tcgplayer-cdn.tcgplayer.com/product/197823_200w.jpg,3,2594,https://cpt.tcgcsv.com/t8C2,2023-02-12T21:17:10.467,1,SV69/SV94,Shiny Holo Rare,Darkness,200,Stage 1,[D] Strafe (30) <br>You may switch this Pokemon with 1 of your Benched Pokemon.,[D2] Shadow Bullet (90) <br>This attack does 30 damage to 1 of your opponent's Benched Pokemon. <i>(Don't apply Weakness or Resistance for Benched Pokemon.)</i>,Fx2,P-20,2,195.17,279.99,1000.0,215.27,279.99,Holofoil,,"<b><font color=""teal"">[D1] Dark Call GX</b>
<br>Discard 2 Energy attached to your opponent's Pokemon in play. <i>(You can't use more than 1 GX attack in a game.)</i></font>"
197824,Darkrai GX,Darkrai GX,https://tcgplayer-cdn.tcgplayer.com/product/197824_200w.jpg,3,2594,https://cpt.tcgcsv.com/v8C2,2021-05-19T12:34:13.683,1,SV70/SV94,Shiny Holo Rare,Darkness,180,Basic,"[1DD] Dark Cleave (130)
<br>This attack's damage isn't affected by Resistance.","<span style=""color:Teal"">[1DD] Dead End GX
<br>If your opponent's Active Pokemon is affected by a Special Condition, that Pokemon is Knocked Out. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Fx2,P-20,2,38.99,49.99,99.69,44.88,43.2,Holofoil,"<strong>Ability — Restoration</strong>
<br> Once during your turn <em>(before your attack)</em>, if this Pokemon is in your discard pile, you may put it onto your Bench. Then, attach a Darkness Energy card from your discard pile to this Pokemon.",
197825,Guzzlord GX,Guzzlord GX,https://tcgplayer-cdn.tcgplayer.com/product/197825_200w.jpg,3,2594,https://cpt.tcgcsv.com/w8C2,2022-07-08T19:35:15.84,1,SV71/SV94,Shiny Holo Rare,Darkness,210,Basic,"[D] Eat Sloppily
<br>Discard the top 5 cards of your deck. If any of those cards are Energy cards, attach them to this Pokemon.",[2DDD] Tyrannical Hole (180),Fx2,P-20,4,8.11,12.1,50.0,10.94,11.0,Holofoil,,"<span style=""color:DarkRed""><strong>[DDDDD] Glutton GX (100)</strong>
<br>If your opponent's Pokemon is Knocked Out by damage from this attack, take 2 more Prize cards.
<em> (You can't use more than 1 GX attack in a game.)</em></span>"
197826,Scizor GX,Scizor GX,https://tcgplayer-cdn.tcgplayer.com/product/197826_200w.jpg,3,2594,https://cpt.tcgcsv.com/x8C2,2019-12-27T16:13:09.217,1,SV72/SV94,Shiny Holo Rare,Metal,210,Stage 1,"[1M] Steel Wing (80)
<br>During your opponent’s next turn, any damage done this Pokemon by attacks is reduced by 30.","<span style=""color:Teal""><strong>[3] Cross Cut GX (100)</strong>
<br>If your opponent’s Active Pokemon is an Evolved Pokemon, this attack does 100 more damage.  <em>(You can't use more than 1 GX attack in a game.)</em></span>",Rx2,P-20,1,55.39,78.12,136.9,54.41,59.99,Holofoil,"<strong>Ability — Danger Perception</strong>
<br>As long as this Pokemon’s remaining HP is 100 or less, this Pokemon’s attacks do 80 more damage to your opponent’s Active Pokemon <em>(before applying Weakness and Resistance)</em>.",
197827,Kartana GX,Kartana GX,https://tcgplayer-cdn.tcgplayer.com/product/197827_200w.jpg,3,2594,https://cpt.tcgcsv.com/z8C2,2024-05-22T12:08:17.527,1,SV73/SV94,Shiny Holo Rare,Metal,170,Basic,"[2M] Gale Blade (70)
<br>You may shuffle this Pokemon and all cards attached to it into your deck.","<span style=""color:DarkRed""><strong>[M] Blade GX</strong>
<br>Take a Prize card.<em> (You can't use more than 1 GX attack in a game.)</em></span>",Rx2,P-20,1,5.2,8.59,14.69,8.16,,Holofoil,"<strong>Ability — Slice Off</strong>
<br>When you play this Pokemon from your hand onto your Bench during your turn, you may discard a Special Energy from your opponent's Pokemon.",
197828,Stakataka GX,Stakataka GX,https://tcgplayer-cdn.tcgplayer.com/product/197828_200w.jpg,3,2594,https://cpt.tcgcsv.com/B8C2,2019-12-27T16:13:02.683,1,SV74/SV94,Shiny Holo Rare,Metal,180,Basic,[1MM] Gigaton Stamp (120),"<span style=""color:DarkRed""><strong>[1MM] Assembly GX (50+)</strong>
<br>This attack does 50 more damage for each Prize card you have taken. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Rx2,P-20,3,6.74,9.2,15.75,9.17,10.58,Holofoil,"<strong>Ability — Ultra Wall</strong>
<br>Any damage done to your Ultra Beasts by an opponent’s attack is reduced by 10 <em>(after applying Weakness and Resistance)</em>.",
197829,Gardevoir GX,Gardevoir GX,https://tcgplayer-cdn.tcgplayer.com/product/197829_200w.jpg,3,2594,https://cpt.tcgcsv.com/C8C2,2021-10-09T12:50:55.303,1,SV75/SV94,Shiny Holo Rare,Fairy,230,Stage 2,"[Y] Infinite Force (30x)
<br>This attack does 30 damage times the amount of Energy attached to both Active Pokemon.","<span style=""color:Teal"">[Y] Twilight GX
<br>Shuffle 10 cards from your discard pile into your deck. <em>(You can't use more than 1 GX attack in a game.)</em></span>",Mx2,D-20,2,38.1,45.5,111.0,38.34,44.49,Holofoil,"<strong>Ability — Secret Spring</strong>
<br> Once during your turn <em>(before your attack)</em>, you may attach a Fairy Energy card from your hand to 1 of your Pokemon.",
197830,Sylveon GX,Sylveon GX,https://tcgplayer-cdn.tcgplayer.com/product/197830_200w.jpg,3,2594,https://cpt.tcgcsv.com/D8C2,2023-02-12T21:17:04.48,1,SV76/SV94,Shiny Holo Rare,Fairy,200,Stage 1,"[Y] Magical Ribbon
<br>Search your deck for up to 3 cards and put them into your hand. Then shuffle your deck.",[2Y] Fairy Wind (110),Mx2,D-20,2,160.0,199.84,205.0,155.7,199.69,Holofoil,,"<b><font color=""teal"">[2Y] Plea GX</b>
<br>Put 2 of your opponent's Benched Pokemon and all cards attached to them into your opponent's hand. <i>(You can't use more than 1 GX attack in a game.)</i></font>"
197831,Altaria GX,Altaria GX,https://tcgplayer-cdn.tcgplayer.com/product/197831_200w.jpg,3,2594,https://cpt.tcgcsv.com/F8C2,2024-12-01T10:50:25.72,1,SV77/SV94,Shiny Holo Rare,Dragon,200,Stage 1,"[1Y] Bright Tone (50)
<br>During your opponent’s next turn, this Pokemon can’t be damaged by attacks from your opponent’s Pokemon-GX and Pokemon-EX.","[1WY] Sonic Edge (110)
<br>This attack’s damage isn’t affected by effects on your opponent’s Active Pokemon.",Yx2,None,1,18.0,33.99,39.99,18.84,20.19,Holofoil,,"<span style=""color:Teal""><strong>[1Y] Euphoria GX</strong>
<br>Your opponent’s Active Pokemon is now Asleep. Heal all damage from all of your Pokemon in play. <em>(You can't use more than 1 GX attack in a game.)</em></span>"
197832,Noivern GX,Noivern GX,https://tcgplayer-cdn.tcgplayer.com/product/197832_200w.jpg,3,2594,https://cpt.tcgcsv.com/G8C2,2021-06-09T13:01:49.24,1,SV78/SV94,Shiny Holo Rare,Dragon,200,Stage 1,"[1D] Distort (50)
<br>Your opponent can't play any Item cards from their hand during their next turn.","[1PD] Sonic Volume (120)
<br>Your opponent can't play any Special Energy cards from their hand during their next turn.",Yx2,None,0,10.7,13.0,19.69,12.75,12.53,Holofoil,,"<span style=""color:Teal"">[1PD] Boomburst GX
<br>This attack does 50 damage to each of your opponent's Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.) (You can't use more than 1 GX attack in a game.)</em></span>"
197833,Silvally GX,Silvally GX,https://tcgplayer-cdn.tcgplayer.com/product/197833_200w.jpg,3,2594,https://cpt.tcgcsv.com/H8C2,2023-01-13T11:19:40.66,1,SV79/SV94,Shiny Holo Rare,Colorless,210,Stage 1,"[3] Turbo Drive (120)
<br>Attach a basic Energy card from your discard pile to 1 of your Benched Pokemon.","<span style=""color:Teal""><strong>[3] Rebel GX (50x)</strong>
<br>This attack does 50 damage for each of your opponent's Benched Pokemon.<em> (You can't use more than 1 GX attack in a game.)</em></span>",Fx2,None,2,8.08,10.0,19.99,9.59,,Holofoil,"<strong>Ability — Gyro Unit</strong>
<br>Your Basic Pokemon in play have no Retreat Cost.",
197834,Drampa GX,Drampa GX,https://tcgplayer-cdn.tcgplayer.com/product/197834_200w.jpg,3,2594,https://cpt.tcgcsv.com/J8C2,2019-12-27T16:12:23.85,1,SV80/SV94,Shiny Holo Rare,Colorless,180,Basic,"[1] Righteous Edge (20)
<br>Discard a Special Energy from your opponent's Active Pokemon.","[3] Berserk (80+)
<br>If your Benched Pokemon have any damage counters on them, this attack does 70 more damage.",Fx2,None,3,6.13,8.0,24.99,7.28,9.49,Holofoil,,"<b><font color=""teal"">[1] Big Wheel GX</b>
<br>Shuffle your hand into your deck. Then, draw 10 cards. <i>(You can't use more than 1 GX attack in a game.)</i></font>"
197835,Aether Foundation Employee,Aether Foundation Employee,https://tcgplayer-cdn.tcgplayer.com/product/197835_200w.jpg,3,2594,https://cpt.tcgcsv.com/K8C2,2023-01-08T12:16:19.46,1,SV81/SV94,Shiny Holo Rare,Supporter,,,,,,,,7.49,9.57,29.99,8.29,12.98,Holofoil,"Put 3 Pokemon that have ""Alolan"" in their names from your discard pile into your hand.",
197836,Cynthia,Cynthia,https://tcgplayer-cdn.tcgplayer.com/product/197836_200w.jpg,3,2594,https://cpt.tcgcsv.com/L8C2,2022-08-07T08:06:38.167,1,SV82/SV94,Shiny Holo Rare,Supporter,,,,,,,,143.46,172.76,300.0,153.49,,Holofoil,"Shuffle your hand into your deck. Then, draw 6 cards.",
197837,Fisherman,Fisherman,https://tcgplayer-cdn.tcgplayer.com/product/197837_200w.jpg,3,2594,https://cpt.tcgcsv.com/M8C2,2023-01-06T06:27:31.303,1,SV83/SV94,Shiny Holo Rare,Supporter,,,,,,,,2.99,5.49,35.0,4.95,5.78,Holofoil,"You can play only one Supporter card each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.
<br>
<br>Choose 4 basic Energy cards from your discard pile <em>(if there are fewer basic Energy cards than 4, take all of them)</em>, show them to your opponent, and put them into your hand.",
197838,Guzma,Guzma,https://tcgplayer-cdn.tcgplayer.com/product/197838_200w.jpg,3,2594,https://cpt.tcgcsv.com/N8C2,2022-07-02T14:59:02.163,1,SV84/SV94,Shiny Holo Rare,Supporter,,,,,,,,18.69,22.25,39.99,21.04,18.69,Holofoil,"Switch 1 of your opponent's Benched Pokemon with their Active Pokemon. If you do, switch your Active Pokemon with 1 of your Benched Pokemon.",
197839,Hiker,Hiker,https://tcgplayer-cdn.tcgplayer.com/product/197839_200w.jpg,3,2594,https://cpt.tcgcsv.com/P8C2,2019-12-27T16:11:13.93,1,SV85/SV94,Shiny Holo Rare,Supporter,,,,,,,,2.66,3.45,23.0,2.9,4.49,Holofoil,"Look at the top 5 cards of either your deck or your opponent’s deck and choose 1 card. Shuffle the remaining cards back into that deck, then put the card you chose on top of that deck.",
197840,Lady,Lady,https://tcgplayer-cdn.tcgplayer.com/product/197840_200w.jpg,3,2594,https://cpt.tcgcsv.com/Q8C2,2022-11-14T06:48:36.207,1,SV86/SV94,Shiny Holo Rare,Supporter,,,,,,,,10.0,15.27,39.69,14.44,15.24,Holofoil,"Search your deck for up to 4 basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.",
197841,Aether Paradise Conservation Area,Aether Paradise Conservation Area,https://tcgplayer-cdn.tcgplayer.com/product/197841_200w.jpg,3,2594,https://cpt.tcgcsv.com/R8C2,2023-11-26T18:09:33.58,1,SV87/SV94,Shiny Holo Rare,Stadium,,,,,,,,5.21,7.81,19.69,6.86,9.39,Holofoil,Basic Grass Pokemon and Basic Lightning Pokemon <em>(both yours and your opponent's)</em> take 30 less damage from the opponent's attacks <em>(after applying Weakness and Resistance)</em>.,
197842,Brooklet Hill,Brooklet Hill,https://tcgplayer-cdn.tcgplayer.com/product/197842_200w.jpg,3,2594,https://cpt.tcgcsv.com/S8C2,2020-07-07T13:11:53.707,1,SV88/SV94,Shiny Holo Rare,Stadium,,,,,,,,11.97,14.87,34.95,12.76,14.37,Holofoil,"Once during each player's turn, that player may search their deck for a Basic Water Pokemon or Basic Fighting Pokemon, put it onto their Bench, and shuffle their deck.",
197843,Mt. Coronet,Mt Coronet,https://tcgplayer-cdn.tcgplayer.com/product/197843_200w.jpg,3,2594,https://cpt.tcgcsv.com/T8C2,2019-12-27T16:11:03.48,1,SV89/SV94,Shiny Holo Rare,Stadium,,,,,,,,7.99,9.14,19.69,8.35,,Holofoil,"Once during each player's turn, that player may put 2 Metal Energy cards from their discard pile into their hand.",
197844,Shrine of Punishment,Shrine of Punishment,https://tcgplayer-cdn.tcgplayer.com/product/197844_200w.jpg,3,2594,https://cpt.tcgcsv.com/V8C2,2023-01-08T12:14:12.05,1,SV90/SV94,Shiny Holo Rare,Stadium,,,,,,,,3.99,5.42,50.0,5.45,6.49,Holofoil,"Between turns, put 1 damage counter on each Pokemon-GX and Pokemon-EX (both yours and your opponent’s).",
197845,Tapu Bulu GX,Tapu Bulu GX,https://tcgplayer-cdn.tcgplayer.com/product/197845_200w.jpg,3,2594,https://cpt.tcgcsv.com/W8C2,2019-12-27T16:10:45.453,1,SV91/SV94,Shiny Holo Rare,Grass,180,Basic,[G] Horn Attack (30),"[1GG] Nature's Judgment (120+)
<br>You may discard all Energy from this Pokemon. If you do, this attack does 60 more damage.",None,None,3,10.25,13.85,24.99,12.78,19.18,Holofoil,,"<strong><span style=""color:teal"">[1GG] Tapu Wilderness GX (150)</strong>
<br>Heal all damage from this Pokemon. <em>(You can't use more than 1 GX attack in a game.)</em></span>"
197846,Tapu Fini GX,Tapu Fini GX,https://tcgplayer-cdn.tcgplayer.com/product/197846_200w.jpg,3,2594,https://cpt.tcgcsv.com/X8C2,2021-10-09T12:51:46.133,1,SV92/SV94,Shiny Holo Rare,Water,170,Basic,"[1] Aqua Ring (20)
<br>You may switch this Pokemon with 1 of your Benched Pokemon.","[1WW] Hydro Shot
<br>Discard 2 Water Energy from this Pokemon. This attack does 120 damage to 1 of your opponent's Pokemon. <em>(Don't apply Weakness or Resistance for Benched Pokemon.)</em>",None,None,1,19.99,27.0,39.69,16.8,,Holofoil,,"<span style=""color:Teal"">[W] Tapu Storm GX
<br>Shuffle your opponent's Active Pokemon and all cards attached to it into their deck. If your opponent has no Benched Pokemon, this attack does nothing. <em>(You can't use more than 1 GX attack in a game.)</em></span>"
197847,Tapu Koko GX,Tapu Koko GX,https://tcgplayer-cdn.tcgplayer.com/product/197847_200w.jpg,3,2594,https://cpt.tcgcsv.com/Z8C2,2019-12-27T16:07:57.717,1,SV93/SV94,Shiny Holo Rare,Lightning,170,Basic,[1LL] Sky-High Claws (130),"<strong><span style=""color:teal"">[1LL] Tapu Thunder GX (50x)</strong>
<br>This attack does 50 damage times the amount of Energy attached to all of your opponent's Pokemon. <em>(You can't use more than 1 GX attack in a game.)</em></span>",None,None,2,15.75,17.93,34.69,15.58,17.9,Holofoil,"<strong>Ability — Aero Trail</strong>
<br>When you play this Pokemon from your hand onto your Bench during your turn, you may move any number of Lightning Energy from your other Pokemon to this Pokemon. If you do, switch this Pokemon with your Active Pokemon.",
197848,Tapu Lele GX,Tapu Lele GX,https://tcgplayer-cdn.tcgplayer.com/product/197848_200w.jpg,3,2594,https://cpt.tcgcsv.com/-8C2,2023-08-13T13:25:44.117,1,SV94/SV94,Shiny Holo Rare,Psychic,170,Basic,"[2] Energy Drive (20x)
<br>This attack does 20 damage times the amount of Energy attached to both Active Pokemon. This damage isn't affect by Weakness or Resistance.","<strong><span style=""teal"">[P] Tapu Cure GX</strong>
<br>Heal all damage from 2 of your Benched Pokemon. <em>(You can't use more than 1 GX attack in a game.)</em></span>",None,None,1,15.16,19.51,79.99,15.93,,Holofoil,"<strong>Ability — Wonder Tag</strong>
<br>When you play this Pokemon from your hand onto your Bench during your turn, you may search your deck for a Supporter card, reveal it, and put it into your hand. Then, shuffle your deck.",
