productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extCardText,extAttack3,extAttack4
220281,Eternatus VMAX - SWSH045,Eternatus VMAX SWSH045,https://tcgplayer-cdn.tcgplayer.com/product/220281_200w.jpg,3,2545,https://cpt.tcgcsv.com/F7N2,2024-09-20T03:08:35.897,1,SWSH045,Promo,Darkness,340,VMAX,"[1D] Dread End (30x)
<br>This attack does 30 damage for each of your Darkness Pokemon in play.",Fx2,None,3,1.79,3.17,9999.0,3.06,5.99,Holofoil,,"<strong>Ability — Eternal Zone</strong>
<br>If all of your Pokemon in play are Darkness type, you can have up to 8 Pokemon on your Bench, and you can't put non-Darkness Pokemon into play. <em>(If this Ability stops working, discard Pokemon from your Bench until you have 5.)</em>",,
220313,Zacian - SWSH033,Zacian SWSH033,https://tcgplayer-cdn.tcgplayer.com/product/220313_200w.jpg,3,2545,https://cpt.tcgcsv.com/h8N2,2021-10-04T13:42:41.38,1,SWSH033,Promo,Metal,130,Basic,"[3] Crunch (60)
<br>Flip a coin. If heads, discard an Energy from your opponent's Active Pokemon.",Rx2,G-30,2,2.15,3.49,8.0,3.35,,Holofoil,"[1MMM] Metal Blade (190)
<br>Discard 3 Energy from this Pokemon.",,,
220314,Zamazenta - SWSH034,Zamazenta SWSH034,https://tcgplayer-cdn.tcgplayer.com/product/220314_200w.jpg,3,2545,https://cpt.tcgcsv.com/j8N2,2022-04-03T07:17:27.097,1,SWSH034,Promo,Metal,130,Basic,[1MMM] Headbang (130),Rx2,G-30,2,2.25,3.8,5.95,3.8,3.8,Holofoil,,"<strong>Ability — Sturdy Shield</strong>
<br>This Pokemon takes 20 less damage from attacks <em>(after applying Weakness and Resistance)</em>.",,
220315,Pikachu V - SWSH063,Pikachu V SWSH063,https://tcgplayer-cdn.tcgplayer.com/product/220315_200w.jpg,3,2545,https://cpt.tcgcsv.com/k8N2,2023-02-16T14:38:32.537,1,SWSH063,Promo,Lightning,190,Basic,[L] Pika Ball (30),Fx2,None,1,2.89,4.99,9.99,3.97,6.99,Holofoil,"[LL] Circle Circuit (30x)
<br>This attack does 30 damage for each of your Benched Pokemon.",,,
220316,Eternatus V - SWSH064,Eternatus V SWSH064,https://tcgplayer-cdn.tcgplayer.com/product/220316_200w.jpg,3,2545,https://cpt.tcgcsv.com/l8N2,2021-06-15T12:40:03.017,1,SWSH064,Promo,Darkness,220,Basic,"[1] Power Accelerator (30)
<br>You may attach a Darkness Energy card from your hand to 1 of your Benched Pokemon.",Fx2,None,2,0.99,1.49,5.0,1.41,,Holofoil,"[3D] Dynamax Cannon (120+)
<br>If your opponent's Active Pokemon is a Pokemon VMAX, this attack does 120 more damage.",,,
220317,Eevee V - SWSH065,Eevee V SWSH065,https://tcgplayer-cdn.tcgplayer.com/product/220317_200w.jpg,3,2545,https://cpt.tcgcsv.com/m8N2,2024-09-18T11:48:45.303,1,SWSH065,Promo,Colorless,190,Basic,"[1] Collect
<br>Draw 3 cards.",Fx2,None,1,2.9,5.0,9999.0,4.83,,Holofoil,"[3] Brave Buddies (80+)
<br>If you played a Supporter card from your hand during this turn, this attack does 80 more damage.",,,
221753,Vaporeon - SWSH072,Vaporeon SWSH072,https://tcgplayer-cdn.tcgplayer.com/product/221753_200w.jpg,3,2545,https://cpt.tcgcsv.com/5KN2,2024-08-28T19:11:04.26,1,SWSH072,Promo,Water,110,Stage 1,"[3] Hydro Pump (60+)
<br>This attack does 20 more damage for each W energy attached to this Pokemon.",Lx2,None,2,2.73,5.1,9.0,4.92,,Holofoil,,"<strong>Ability — Watery Shroud</strong>                                          
<br>As long as this Pokemon is on your Bench, prevent all damage done to this Pokemon by attacks <em>(both yours and your opponent's.)</em>",,
221754,Sobble - SWSH073,Sobble SWSH073,https://tcgplayer-cdn.tcgplayer.com/product/221754_200w.jpg,3,2545,https://cpt.tcgcsv.com/6KN2,2024-08-28T19:10:18.38,1,SWSH073,Promo,Water,60,Basic,"[1] Growl
<br>During your opponent's next turn, the Defending Pokemon's attacks do 20 less damage <em>(before applying Weakness and Resistance).</em>",Lx2,None,1,0.5,1.0,3.0,0.99,1.99,Holofoil,[W] Rain Splash (10),,,
222071,Lapras - SWSH051,Lapras SWSH051,https://tcgplayer-cdn.tcgplayer.com/product/222071_200w.jpg,3,2545,https://cpt.tcgcsv.com/rRN2,2021-10-04T13:40:08.57,1,SWSH051,Promo,Water,130,Basic,"[WWWW] Aqua Wash (70)
<br>You may put 2 Energy attached to your opponent's Active Pokemon into their hand.",Lx2,None,3,3.0,5.99,999.99,3.0,90.8,Holofoil,,,,
222072,Gengar - SWSH052,Gengar SWSH052,https://tcgplayer-cdn.tcgplayer.com/product/222072_200w.jpg,3,2545,https://cpt.tcgcsv.com/sRN2,2023-02-28T08:57:06.02,1,SWSH052,Promo,Psychic,110,Stage 2,"[1PP] Hypnoblast (90)
<br>Your opponent's Active Pokemon is now Asleep.",Dx2,F-30,2,68.39,95.0,149.95,94.47,69.98,Holofoil,,"<strong>Ability — Life Shaker</strong>
<br>As often as you like during your turn, you may move 1 damage counter from 1 of your Psychic Pokemon to another of your Psychic Pokemon.",,
222073,Machamp - SWSH053,Machamp SWSH053,https://tcgplayer-cdn.tcgplayer.com/product/222073_200w.jpg,3,2545,https://cpt.tcgcsv.com/tRN2,2021-04-22T13:55:39,1,SWSH053,Promo,Fighting,170,Stage 2,"[1F] Macho Revenge (20x)
<br>This attack does 20 damage for each Fighting Pokemon in your discard pile.",Px2,None,3,0.7,6.99,9.99,1.96,,Holofoil,"[1FF] Dynamite Punch (200)
<br>This Pokemon also does 50 damage to itself.",,,
222074,Coalossal - SWSH054,Coalossal SWSH054,https://tcgplayer-cdn.tcgplayer.com/product/222074_200w.jpg,3,2545,https://cpt.tcgcsv.com/vRN2,2021-10-04T13:31:06.567,1,SWSH054,Promo,Fighting,160,Stage 2,[3F] Flaming Avalanche (130),Gx2,None,4,0.75,1.04,5.7,1.04,1.08,Holofoil,,"<strong>Ability — Tar Generator</strong>
<br>Once during your turn, you may attach a Fire Energy card, a Fighting Energy card, or 1 each from your discard pile to your Pokemon in any way you like.",,
223749,Centiskorch - SWSH048,Centiskorch SWSH048,https://tcgplayer-cdn.tcgplayer.com/product/223749_200w.jpg,3,2545,https://cpt.tcgcsv.com/_vP2,2020-09-25T04:03:13.787,1,SWSH048,Promo,Fire,130,Stage 1,"[R] Hundred Foot Flames
<br>For each Fire Energy attached to this Pokemon, discard the top card of your opponent's deck.",Wx2,None,3,0.8,1.08,2.99,1.01,1.13,Holofoil,"[3R] Searing Flame (110)
<br>Your opponent's Active Pokemon is now Burned.",,,
223750,Drednaw - SWSH047,Drednaw SWSH047,https://tcgplayer-cdn.tcgplayer.com/product/223750_200w.jpg,3,2545,https://cpt.tcgcsv.com/0wP2,2021-11-04T20:01:45.657,1,SWSH047,Promo,Water,130,Stage 1,"[2W] Vise Bite (60+)
<br>This attack does 30 more damage for each Colorless in your opponent's Active Pokemon's Retreat Cost.",Lx2,None,3,0.5,1.0,2.99,0.99,0.89,Holofoil,"[3W] Jaw Lock (130)
<br>During your opponent's next turn, the Defending Pokemon can't retreat.",,,
223751,Eldegoss - SWSH046,Eldegoss SWSH046,https://tcgplayer-cdn.tcgplayer.com/product/223751_200w.jpg,3,2545,https://cpt.tcgcsv.com/2wP2,2024-08-30T20:16:52.297,1,SWSH046,Promo,Grass,80,Stage 1,"[1] Blessing of Fluff
<br>Search your deck for up to 3 Grass Energy cards and attach them to your Benched Pokemon in any way you like. Then, shuffle your deck.",Rx2,None,1,0.45,0.88,2.99,0.73,,Holofoil,[G] Leafage (30),,,
223752,Dubwool V - SWSH049,Dubwool V SWSH049,https://tcgplayer-cdn.tcgplayer.com/product/223752_200w.jpg,3,2545,https://cpt.tcgcsv.com/3wP2,2024-08-20T18:07:45.913,1,SWSH049,Promo,Colorless,210,Basic,"[3] Revenge Blast (120+)
<br>This attack does 30 more damage for each Prize card your opponent has taken.",Fx2,None,2,0.23,0.87,10.25,0.48,0.47,Holofoil,,"<strong>Ability — Soft Wool</strong>
<br>This Pokemon takes 30 less damage from attacks <em>(after applying Weakness and Resistance)</em>.",,
223754,Charizard V - SWSH050,Charizard V SWSH050,https://tcgplayer-cdn.tcgplayer.com/product/223754_200w.jpg,3,2545,https://cpt.tcgcsv.com/6wP2,2023-10-31T16:48:42.373,1,SWSH050,Promo,Fire,220,Basic,[3] Claw Slash (80),Wx2,None,3,9.5,14.13,500.0,10.46,10.24,Holofoil,"[2RR] Fire Spin (220)
<br>Discard 2 Energy from this Pokemon.",,,
223755,Hatterene V - SWSH055,Hatterene V SWSH055,https://tcgplayer-cdn.tcgplayer.com/product/223755_200w.jpg,3,2545,https://cpt.tcgcsv.com/7wP2,2024-02-09T15:13:35.51,1,SWSH055,Promo,Psychic,200,Basic,"[1P] Confounding Pulse
<br>Switch 1 of your opponent's Benched Pokemon with their Active Pokemon. The Active Pokemon is now Confused.",Dx2,F-30,2,0.38,0.92,7.0,0.84,0.72,Holofoil,"[1PP] Mental Crush (90+)
<br>If your opponent's Active Pokemon is Confused, this attack does 90 more damage.",,,
223757,Morpeko V - SWSH056,Morpeko V SWSH056,https://tcgplayer-cdn.tcgplayer.com/product/223757_200w.jpg,3,2545,https://cpt.tcgcsv.com/9wP2,2021-06-15T12:58:37.16,1,SWSH056,Promo,Lightning,170,Basic,"[1] Spark (20)
<br>This attack also does 20 damage to 1 of your opponent's Benched Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",Fx2,None,2,0.7,1.17,6.0,1.12,,Holofoil,"[1LL] Electro Wheel (150)
<br>Discard an Energy from this Pokemon. If you do, switch it with 1 of your Benched Pokemon.",,,
223758,Grimmsnarl V - SWSH057,Grimmsnarl V SWSH057,https://tcgplayer-cdn.tcgplayer.com/product/223758_200w.jpg,3,2545,https://cpt.tcgcsv.com/bwP2,2023-06-30T11:49:23.983,1,SWSH057,Promo,Darkness,220,Basic,[D] Bite (40),Gx2,None,2,0.59,1.0,10.59,0.89,,Holofoil,"[DDD] Spiky Knuckle (200)
<br>Put 2 Darkness Energy attached to this Pokemon into your hand.",,,
224361,Snorlax - SWSH068 (Prerelease),Snorlax SWSH068 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/224361_200w.jpg,3,2545,https://cpt.tcgcsv.com/fMP2,2024-04-08T15:55:29.01,1,SWSH068,Promo,Colorless,130,Basic,"[4] Body Slam (100)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Fx2,None,3,13.84,18.77,99.0,18.21,18.99,Holofoil,,"<strong>Ability — Gormandize</strong>
<br>Once during your turn, if this Pokemon  is in the Active Spot, you may draw cards until you have 7 cards in your hand. If you use this Ability, your turn ends.",,
224362,Snorlax - SWSH068 (Prerelease) [Staff],Snorlax SWSH068 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/224362_200w.jpg,3,2545,https://cpt.tcgcsv.com/gMP2,2024-04-08T15:55:34.15,1,SWSH068,Promo,Colorless,130,Basic,"[4] Body Slam (100)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Fx2,None,3,,,,,,,,"<strong>Ability — Gormandize</strong>
<br>Once during your turn, if this Pokemon  is in the Active Spot, you may draw cards until you have 7 cards in your hand. If you use this Ability, your turn ends.",,
224363,Lugia - SWSH069 (Prerelease) [Staff],Lugia SWSH069 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/224363_200w.jpg,3,2545,https://cpt.tcgcsv.com/hMP2,2024-04-08T15:49:03.893,1,SWSH069,Promo,Colorless,130,Basic,[2] Gust (40),Lx2,F-30,2,249.98,252.5,1000.0,249.98,,Holofoil,"[4] Wind Pressure (250)
<br>If your opponent has 5 or fewer cards in their hand, this attack does nothing.",,,
224364,Lugia - SWSH069 (Prerelease),Lugia SWSH069 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/224364_200w.jpg,3,2545,https://cpt.tcgcsv.com/jMP2,2024-04-08T15:48:59.553,1,SWSH069,Promo,Colorless,130,Basic,[2] Gust (40),Lx2,F-30,2,129.95,129.95,129.95,22.93,,Holofoil,"[4] Wind Pressure (250)
<br>If your opponent has 5 or fewer cards in their hand, this attack does nothing.",,,
224365,Charizard - SWSH066 (Prerelease),Charizard SWSH066 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/224365_200w.jpg,3,2545,https://cpt.tcgcsv.com/kMP2,2024-04-08T16:27:06.417,1,SWSH066,Promo,Fire,170,Stage 2,"[RR] Royal Blaze (100+)
<br>This attack does 50 more damage for each Leon card in your discard pile.",Wx2,None,3,60.0,74.55,328.45,52.68,67.49,Holofoil,,"<strong>Ability — Battle Sense</strong>
<br>Once during your turn, you may look  at the top 3 cards of your deck and put 1 of them into your hand. Discard the other cards.",,
224366,Charizard - SWSH066 (Prerelease) [Staff],Charizard SWSH066 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/224366_200w.jpg,3,2545,https://cpt.tcgcsv.com/lMP2,2024-04-08T16:28:12.707,1,SWSH066,Promo,Fire,170,Stage 2,"[RR] Royal Blaze (100+)
<br>This attack does 50 more damage for each Leon card in your discard pile.",Wx2,None,3,999.99,5499.99,9999.99,550.0,,Holofoil,,"<strong>Ability — Battle Sense</strong>
<br>Once during your turn, you may look  at the top 3 cards of your deck and put 1 of them into your hand. Discard the other cards.",,
224367,Donphan - SWSH067 (Prerelease) [Staff],Donphan SWSH067 Prerelease Staff,https://tcgplayer-cdn.tcgplayer.com/product/224367_200w.jpg,3,2545,https://cpt.tcgcsv.com/mMP2,2024-04-08T16:08:21.157,1,SWSH067,Promo,Fighting,150,Stage 1,"[F] Earthquake (120)
<br>This attack also does 20 damage to each of your Benched Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",Gx2,None,4,32.76,37.75,115.98,31.48,,Holofoil,[2F] Heavy Impact (90),,,
224368,Donphan - SWSH067 (Prerelease),Donphan SWSH067 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/224368_200w.jpg,3,2545,https://cpt.tcgcsv.com/nMP2,2024-04-08T16:06:09.31,1,SWSH067,Promo,Fighting,150,Stage 1,"[F] Earthquake (120)
<br>This attack also does 20 damage to each of your Benched Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",Gx2,None,4,2.39,3.95,9.99,3.22,4.0,Holofoil,[2F] Heavy Impact (90),,,
227025,Orbeetle V - SWSH078,Orbeetle V SWSH078,https://tcgplayer-cdn.tcgplayer.com/product/227025_200w.jpg,3,2545,https://cpt.tcgcsv.com/wQQ2,2023-02-08T10:34:05.047,1,SWSH078,Promo,Grass,180,Basic,"[G] Strafe (20)
<br>You may switch this Pokémon with 1 of your Benched Pokémon.",Rx2,None,1,0.21,0.99,4.0,0.67,,Holofoil,"[1G] Mysterious Wave (50+)
<br>This attack does 30 more damage times the amount of Energy attached to your opponent's Active Pokémon.",,,
227027,Scorbunny - SWSH071,Scorbunny SWSH071,https://tcgplayer-cdn.tcgplayer.com/product/227027_200w.jpg,3,2545,https://cpt.tcgcsv.com/zQQ2,2021-10-04T13:41:43.97,1,SWSH071,Promo,Fire,60,Basic,"[1] Me First
<br>Draw a card.",Wx2,None,1,0.2,0.59,7.0,0.59,0.47,Holofoil,[RR] Live Coal (20),,,
227028,Grookey - SWSH070,Grookey SWSH070,https://tcgplayer-cdn.tcgplayer.com/product/227028_200w.jpg,3,2545,https://cpt.tcgcsv.com/BQQ2,2024-08-20T18:07:45.993,1,SWSH070,Promo,Grass,60,Basic,"[G] Full On (30)
<br>Flip a coin. If tails, this attack does nothing.",Rx2,None,1,0.24,0.55,5.03,0.56,0.25,Holofoil,,,,
227029,Alcremie - SWSH058,Alcremie SWSH058,https://tcgplayer-cdn.tcgplayer.com/product/227029_200w.jpg,3,2545,https://cpt.tcgcsv.com/CQQ2,2021-11-04T20:01:15.653,1,SWSH058,Promo,Psychic,110,Stage 1,"[1] Decorate
<br>Attach any number of basic Energy cards from your hand to your Pokemon in any way you like.",Mx2,None,1,2.0,3.86,7.0,3.22,,Holofoil,"[1P] Draining Kiss (50)
<br>Heal 30 damage from this Pokemon.",,,
227030,Galarian Obstagoon - SWSH059,Galarian Obstagoon SWSH059,https://tcgplayer-cdn.tcgplayer.com/product/227030_200w.jpg,3,2545,https://cpt.tcgcsv.com/DQQ2,2021-11-04T20:02:04.09,1,SWSH059,Promo,Darkness,160,Stage 2,"[1D] Obstruct (90)
<br>During your opponent's next turn, prevent all damage done to this Pokemon by attacks from Basic Pokemon.",Gx2,None,2,1.0,1.31,5.0,1.25,1.79,Holofoil,,"<strong>Ability — Untamed Shout</strong>
<br>When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may put 3 damage counters on 1 of your opponent's Pokemon.",,
227031,Duraludon - SWSH060,Duraludon SWSH060,https://tcgplayer-cdn.tcgplayer.com/product/227031_200w.jpg,3,2545,https://cpt.tcgcsv.com/FQQ2,2021-11-04T20:02:52.717,1,SWSH060,Promo,Metal,130,Basic,"[1] Metal Sharpener (30)
<br>Attach a Metal Energy card from your discard pile to 1 of your Pokemon.",Rx2,G-30,2,1.47,1.99,5.0,1.73,,Holofoil,[1MM] Power Beam (110),,,
227646,Special Delivery Pikachu - SWSH074,Special Delivery Pikachu SWSH074,https://tcgplayer-cdn.tcgplayer.com/product/227646_200w.jpg,3,2545,https://cpt.tcgcsv.com/X3R2,2020-12-07T15:56:27.5,1,SWSH074,Promo,Lightning,60,Basic,"[1] Happy Delivery 
<br>Search your deck for an Item card, reveal it, and putt it into your hand. Then, shuffle your deck.",Fx2,None,1,200.52,399.99,799.99,253.81,200.52,Holofoil,[1L] Electro Ball (30),,,
228595,Zacian V - SWSH076,Zacian V SWSH076,https://tcgplayer-cdn.tcgplayer.com/product/228595_200w.jpg,3,2545,https://cpt.tcgcsv.com/WrR2,2021-10-05T13:12:17.173,1,SWSH076,Promo,Metal,220,Basic,"[MMM] Brave Blade (230)
<br>During your next turn, this Pokemon can't attack.",Rx2,G-30,2,14.97,23.27,9999.0,15.76,17.19,Holofoil,,"<strong>Ability — Intrepid Sword</strong>
<br>Once during your turn, you may look at the top 3 cards of your deck and attach any number of Metal Energy cards you find there to this Pokemon. Put the other cards into your hand. If you use this Ability, your turn ends.",,
228596,Zamazenta V - SWSH077,Zamazenta V SWSH077,https://tcgplayer-cdn.tcgplayer.com/product/228596_200w.jpg,3,2545,https://cpt.tcgcsv.com/XrR2,2021-08-13T15:49:06.63,1,SWSH077,Promo,Metal,230,Basic,"[1MM] Assault Tackle (130)
<br>Discard a Special Energy from your opponent's Active Pokémon.",Rx2,G-30,2,12.19,18.47,9999.0,12.38,17.99,Holofoil,,"<strong>Ability — Dauntless Shield</strong>
<br>Prevent all damage done to this Pokemon by attacks from your opponent's <strong>Pokemon VMAX</strong>.",,
228980,Alakazam V - SWSH083,Alakazam V SWSH083,https://tcgplayer-cdn.tcgplayer.com/product/228980_200w.jpg,3,2545,https://cpt.tcgcsv.com/DCR2,2025-01-14T11:10:13.68,1,SWSH083,Promo,Psychic,190,Basic,"[P] Zen Spoon
<br>Put 3 damage counters on your opponent's Pokemon in any way you like.",Dx2,F-30,1,0.58,1.16,59.99,1.05,2.02,Holofoil,"[PP] Mind Ruler (30x)
<br>This attack does 30 damage for each card in your opponent's hand.",,,
232434,Pikachu V - SWSH061,Pikachu V SWSH061,https://tcgplayer-cdn.tcgplayer.com/product/232434_200w.jpg,3,2545,https://cpt.tcgcsv.com/J-S2,2024-09-04T08:43:11.953,1,SWSH061,Promo,Lightning,190,Basic,"[L] Charge
<br>Search your deck for up to 2 Lightning Energy cards and attach them to this Pokemon. Then, shuffle your deck.",Fx2,None,1,0.59,1.34,29.99,1.3,1.5,Holofoil,"[1LL] Thunderbolt (200)
<br>Discard all Energy from this Pokemon.",,,
232450,Galarian Mr. Rime - SWSH079,Galarian Mr Rime SWSH079,https://tcgplayer-cdn.tcgplayer.com/product/232450_200w.jpg,3,2545,https://cpt.tcgcsv.com/0_S2,2021-03-09T13:35:59.31,1,SWSH079,Promo,Water,120,Stage 1,"[2W] Mad Party (20x)
<br>This attack does 20 damage for each Pokemon in your discard pile that has the Mad Party attack.",Mx2,None,2,0.25,0.62,7.0,0.71,,Holofoil,,"<strong>Ability — Shuffle Dance</strong>
<br>Once during my turn, you may switch 1 of your opponent's face-down Prize cards with the top card of their deck. <em>(The cards stay face down.)</em>",,
232453,Dedenne - SWSH080,Dedenne SWSH080,https://tcgplayer-cdn.tcgplayer.com/product/232453_200w.jpg,3,2545,https://cpt.tcgcsv.com/5_S2,2023-07-12T17:13:47.657,1,SWSH080,Promo,Psychic,70,Basic,"[2P] Mad Party (20x)
<br>This attack does 20 damage for each Pokemon in your discard pile that has the Mad Party attack.",Mx2,None,1,0.41,0.75,8.0,0.72,,Holofoil,,,,
232458,Polteageist - SWSH081,Polteageist SWSH081,https://tcgplayer-cdn.tcgplayer.com/product/232458_200w.jpg,3,2545,https://cpt.tcgcsv.com/b_S2,2022-05-28T17:55:57.93,1,SWSH081,Promo,Psychic,60,Stage 1,"[2P] Mad Party (20x)
<br>This attack does 20 damage for each Pokemon in your discard pile that has the Mad Party attack.",Dx2,F-30,1,0.1,0.49,7.0,0.45,0.25,Holofoil,,"<strong>Ability — Tea Break</strong>
<br>You must discard a Pokemon that has the Mad Party attack from your hand in order to use this Ability. Once during your turn, you may draw 2 cards.",,
232461,Bunnelby - SWSH082,Bunnelby SWSH082,https://tcgplayer-cdn.tcgplayer.com/product/232461_200w.jpg,3,2545,https://cpt.tcgcsv.com/f_S2,2024-08-20T18:07:46.08,1,SWSH082,Promo,Colorless,40,Basic,"[2] Mad Party (20x)
<br>This attack does 20 damage for each Pokemon in your discard pile that has the Mad Party attack.",Dx2,None,1,0.25,0.55,3.0,0.49,0.44,Holofoil,,,,
232481,Eldegoss V - SWSH084,Eldegoss V SWSH084,https://tcgplayer-cdn.tcgplayer.com/product/232481_200w.jpg,3,2545,https://cpt.tcgcsv.com/F_S2,2025-02-14T07:04:59.043,1,SWSH084,Promo,Grass,180,Basic,"[2] Float Up (50)
<br>You may shuffle this Pokemon and all attached cards into your deck.",Rx2,None,1,0.39,0.99,10.4,0.65,,Holofoil,,"<strong>Ability — Happy Match</strong>
<br>When you play this Pokemon from your hand onto your Bench during your turn, you may put a Supporter card from your discard pile into your hand.",,
232499,Boltund V - SWSH085,Boltund V SWSH085,https://tcgplayer-cdn.tcgplayer.com/product/232499_200w.jpg,3,2545,https://cpt.tcgcsv.com/__S2,2024-04-05T16:08:00.38,1,SWSH085,Promo,Lightning,200,Basic,"[L] Electrify
<br>Search your deck for up to 2 Lightning Energy cards and attach them to your Benched Pokemon in any way you like. Then, shuffle your deck.",Fx2,None,2,0.35,0.99,8.0,0.76,0.82,Holofoil,"[1L] Bolt Storm (10+)
<br>This attack does 30 damage for each Lightning Energy attached to all of your Pokemon.",,,
232503,Cramorant V - SWSH086,Cramorant V SWSH086,https://tcgplayer-cdn.tcgplayer.com/product/232503_200w.jpg,3,2545,https://cpt.tcgcsv.com/50T2,2024-07-07T14:11:09.76,1,SWSH086,Promo,Colorless,200,Basic,"[1] Beak Catch
<br>Search your deck for up to 2 cards and put them into your hand. Then, shuffle your deck.",Lx2,F-30,1,0.45,0.99,25.79,0.8,0.8,Holofoil,"[3] Spit Shot
<br>Discard all Energy from this Pokemon. This attack does 160 damage to 1 of your opponent's Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",,,
232608,Dragapult VMAX - SWSH097,Dragapult VMAX SWSH097,https://tcgplayer-cdn.tcgplayer.com/product/232608_200w.jpg,3,2545,https://cpt.tcgcsv.com/b3T2,2023-12-11T02:37:04.483,1,SWSH097,Promo,Psychic,320,VMAX,"[P] Shred (60)
<br>This attack's damage isn't affected by any effects on your opponent's Active Pokemon.",Dx2,F-30,1,1.65,2.93,9999.0,2.81,2.81,Holofoil,"[PP] Max Phantom (130)
<br>Put 5 damage counters on your opponent's Benched Pokemon in any way you like.",,,
232610,Dragapult V - SWSH096,Dragapult V SWSH096,https://tcgplayer-cdn.tcgplayer.com/product/232610_200w.jpg,3,2545,https://cpt.tcgcsv.com/d3T2,2021-07-23T21:09:02.213,1,SWSH096,Promo,Psychic,210,Basic,[P] Bite (30),Dx2,F-30,1,1.25,2.0,15.0,1.87,2.48,Holofoil,"[PP] Jet Assault (60+)
<br>If this Pokemon moved from your Bench to the Active Spot this turn, this attack does 80 more damage.",,,
232611,Eevee VMAX - SWSH087,Eevee VMAX SWSH087,https://tcgplayer-cdn.tcgplayer.com/product/232611_200w.jpg,3,2545,https://cpt.tcgcsv.com/f3T2,2025-01-05T22:17:20.167,1,SWSH087,Promo,Colorless,300,VMAX,"[3] G-Max Cuddle (150)
<br>During your opponent's next turn, if the Defending Pokemon tries to attack, your opponent flips a coin. If tails, that attack doesn't happen.",Fx2,None,2,2.5,4.98,100.0,4.02,3.38,Holofoil,,,,
232612,Crobat V - SWSH098,Crobat V SWSH098,https://tcgplayer-cdn.tcgplayer.com/product/232612_200w.jpg,3,2545,https://cpt.tcgcsv.com/g3T2,2024-08-20T18:07:46.11,1,SWSH098,Promo,Darkness,180,Basic,"[1D] Venomous Fang (70)
<br>Your opponent's Active Pokemon is now Poisoned.",Fx2,None,1,0.89,1.67,20.0,1.47,1.6,Holofoil,,"<strong>Ability — Dark Asset</strong>
<br>When you play this Pokemon from your hand onto your Bench during your turn, you may draw cards until you have 6 cards in your hand. You can't use more than 1 Dark Asset Ability each turn.",,
232613,Crobat VMAX - SWSH099,Crobat VMAX SWSH099,https://tcgplayer-cdn.tcgplayer.com/product/232613_200w.jpg,3,2545,https://cpt.tcgcsv.com/h3T2,2024-10-11T07:42:19.023,1,SWSH099,Promo,Darkness,300,VMAX,"[1D] Stealth Poison (70)
<br>Your opponent's Active Pokemon is now Poisoned. Switch this Pokemon with 1 of your Bench Pokemon.",Fx2,None,1,1.5,2.5,19.99,2.02,2.48,Holofoil,[1DD] Max Cutter (180),,,
232723,Venusaur V - SWSH100,Venusaur V SWSH100,https://tcgplayer-cdn.tcgplayer.com/product/232723_200w.jpg,3,2545,https://cpt.tcgcsv.com/t6T2,2021-03-09T13:37:27.053,1,SWSH100,Promo,Grass,220,VMAX,"[1G] Leaf Drain (50)
<br>Heal 30 damage from this Pokemon.",Rx2,None,3,2.49,3.46,14.97,3.33,4.74,Holofoil,"[1GG] Double-Edge (190)
<br>This Pokemon also does 30 damage to itself.",,,
232724,Blastoise V - SWSH101,Blastoise V SWSH101,https://tcgplayer-cdn.tcgplayer.com/product/232724_200w.jpg,3,2545,https://cpt.tcgcsv.com/v6T2,2022-07-14T16:05:38.563,1,SWSH101,Promo,Water,220,VMAX,[W] Water Gun (30),Lx2,None,3,3.87,5.72,79.99,5.59,7.74,Holofoil,"[WWW] Torrential Cannon (200)
<br>During your next turn, this Pokemon can't use Torrential Cannon.",,,
234276,Cherrim - SWSH088 (Prerelease),Cherrim SWSH088 Prerelease,https://tcgplayer-cdn.tcgplayer.com/product/234276_200w.jpg,3,2545,https://cpt.tcgcsv.com/xKT2,2024-04-08T16:28:20.747,1,SWSH088,Promo,Grass,80,Stage 1,[2G] Seed Bomb (70),Rx2,None,2,5.28,7.99,15.0,8.21,9.99,Holofoil,,"<strong>Ability — Spring Bloom</strong>                                             
<br>As often as you like during your turn, you may attach a G Energy card from your hand to 1 of your Pokemon that doesn't have a Rule Box <em>(Pokemon V, Pokemon-GX, etc. have Rule Boxes).</em>",,
