productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extRetreatCost,extAttack2,extResistance
654340,Bulbasaur - 001/132,Bulbasaur 001 132,https://tcgplayer-cdn.tcgplayer.com/product/654340_200w.jpg,3,24380,https://cpt.tcgcsv.com/QLf7,2025-09-26T14:35:08.193,1,,,0.07,0.42,4.99,0.4,0.45,Reverse Holofoil,001/132,Common,Grass,80,Basic,"[G] Bind Down (10)<br> During your opponent's next turn, the Defending Pokemon can't retreat.",Rx2,2,,
654340,Bulbasaur - 001/132,Bulbasaur 001 132,https://tcgplayer-cdn.tcgplayer.com/product/654340_200w.jpg,3,24380,https://cpt.tcgcsv.com/QLf7,2025-09-26T14:35:08.193,1,,,0.01,0.2,4.99,0.17,,Normal,001/132,Common,Grass,80,Basic,"[G] Bind Down (10)<br> During your opponent's next turn, the Defending Pokemon can't retreat.",Rx2,2,,
654341,Ivysaur - 002/132,Ivysaur 002 132,https://tcgplayer-cdn.tcgplayer.com/product/654341_200w.jpg,3,24380,https://cpt.tcgcsv.com/RLf7,2025-09-26T14:35:08.27,1,,,0.15,0.75,4.99,1.2,1.23,Reverse Holofoil,002/132,Common,Grass,110,Stage 1,[GG] Razor Leaf (60),Rx2,3,,
654341,Ivysaur - 002/132,Ivysaur 002 132,https://tcgplayer-cdn.tcgplayer.com/product/654341_200w.jpg,3,24380,https://cpt.tcgcsv.com/RLf7,2025-09-26T14:35:08.27,1,,,0.1,0.4,40.0,0.43,,Normal,002/132,Common,Grass,110,Stage 1,[GG] Razor Leaf (60),Rx2,3,,
654342,Mega Venusaur ex - 003/132,Mega Venusaur ex 003 132,https://tcgplayer-cdn.tcgplayer.com/product/654342_200w.jpg,3,24380,https://cpt.tcgcsv.com/SLf7,2025-09-26T14:35:08.333,1,"<strong>Ability: Solar Transfer</strong> As often as you like during your turn, you may use this Ability. Move a Basic Grass Energy from 1 of your Pokmon to another of your Pokmon.",,1.5,2.7,26.73,2.28,,Holofoil,003/132,Double Rare,Grass,380,Stage 2,[GGGG] Jungle Dump (240)<br> Heal 30 damage from this Pokemon.,Rx2,4,,
654343,Exeggcute,Exeggcute,https://tcgplayer-cdn.tcgplayer.com/product/654343_200w.jpg,3,24380,https://cpt.tcgcsv.com/TLf7,2025-09-26T14:35:08.383,1,,,0.05,0.19,4.99,0.18,0.18,Reverse Holofoil,004/132,Common,Grass,60,Basic,"[C] Jam-Packed<br> Search your deck for a Basic Grass Energy card and attach it to this Pokemon. Then, shuffle your deck.",Rx2,1,,
654343,Exeggcute,Exeggcute,https://tcgplayer-cdn.tcgplayer.com/product/654343_200w.jpg,3,24380,https://cpt.tcgcsv.com/TLf7,2025-09-26T14:35:08.383,1,,,0.01,0.1,4.99,0.08,0.05,Normal,004/132,Common,Grass,60,Basic,"[C] Jam-Packed<br> Search your deck for a Basic Grass Energy card and attach it to this Pokemon. Then, shuffle your deck.",Rx2,1,,
654344,Exeggutor - 005/132,Exeggutor 005 132,https://tcgplayer-cdn.tcgplayer.com/product/654344_200w.jpg,3,24380,https://cpt.tcgcsv.com/VLf7,2025-09-26T14:35:08.447,1,,,0.01,0.1,4.99,0.09,0.05,Normal,005/132,Uncommon,Grass,140,Stage 1,"[G] Guard Press (30)<br> During your opponent's next turn, this Pokemon takes 30 less damage from attacks <em>(after applying Weakness and Resistance)</em>.",Rx2,2,[CCC] Stomping Wood (60+)<br> This attack does 30 more damage for each Grass Energy attached to this Pokemon.,
654344,Exeggutor - 005/132,Exeggutor 005 132,https://tcgplayer-cdn.tcgplayer.com/product/654344_200w.jpg,3,24380,https://cpt.tcgcsv.com/VLf7,2025-09-26T14:35:08.447,1,,,0.02,0.24,4.99,0.18,0.17,Reverse Holofoil,005/132,Uncommon,Grass,140,Stage 1,"[G] Guard Press (30)<br> During your opponent's next turn, this Pokemon takes 30 less damage from attacks <em>(after applying Weakness and Resistance)</em>.",Rx2,2,[CCC] Stomping Wood (60+)<br> This attack does 30 more damage for each Grass Energy attached to this Pokemon.,
654345,Tangela,Tangela,https://tcgplayer-cdn.tcgplayer.com/product/654345_200w.jpg,3,24380,https://cpt.tcgcsv.com/WLf7,2025-09-26T14:35:08.493,1,,,0.01,0.15,4.99,0.13,0.13,Reverse Holofoil,006/132,Common,Grass,80,Basic,[G] Poison Powder<br> Your opponent's Active Pokemon is now Poisoned.,Rx2,2,[GCC] Hook (30),
654345,Tangela,Tangela,https://tcgplayer-cdn.tcgplayer.com/product/654345_200w.jpg,3,24380,https://cpt.tcgcsv.com/WLf7,2025-09-26T14:35:08.493,1,,,0.01,0.1,4.99,0.06,0.05,Normal,006/132,Common,Grass,80,Basic,[G] Poison Powder<br> Your opponent's Active Pokemon is now Poisoned.,Rx2,2,[GCC] Hook (30),
654346,Tangrowth,Tangrowth,https://tcgplayer-cdn.tcgplayer.com/product/654346_200w.jpg,3,24380,https://cpt.tcgcsv.com/XLf7,2025-09-26T14:35:08.603,1,,,0.01,0.1,4.99,0.06,0.04,Normal,007/132,Uncommon,Grass,150,Stage 1,[GC] Absorb (30)<br> Heal 30 damage from this Pokemon.,Rx2,4,"[GGCC] Pumped-Up Whip (120+)<br> If this Pokemon has at least 2 extra Energy attached <em>(in addition to this attack's cost)</em>, this attack does 140 more damage.",
654346,Tangrowth,Tangrowth,https://tcgplayer-cdn.tcgplayer.com/product/654346_200w.jpg,3,24380,https://cpt.tcgcsv.com/XLf7,2025-09-26T14:35:08.603,1,,,0.01,0.15,4.99,0.1,0.09,Reverse Holofoil,007/132,Uncommon,Grass,150,Stage 1,[GC] Absorb (30)<br> Heal 30 damage from this Pokemon.,Rx2,4,"[GGCC] Pumped-Up Whip (120+)<br> If this Pokemon has at least 2 extra Energy attached <em>(in addition to this attack's cost)</em>, this attack does 140 more damage.",
654347,Chikorita,Chikorita,https://tcgplayer-cdn.tcgplayer.com/product/654347_200w.jpg,3,24380,https://cpt.tcgcsv.com/ZLf7,2025-09-26T14:35:08.687,1,,,0.04,0.15,4.99,0.12,,Normal,008/132,Common,Grass,70,Basic,[G] Razor Leaf (20),Rx2,1,,
654347,Chikorita,Chikorita,https://tcgplayer-cdn.tcgplayer.com/product/654347_200w.jpg,3,24380,https://cpt.tcgcsv.com/ZLf7,2025-09-26T14:35:08.687,1,,,0.07,0.49,4.99,0.47,,Reverse Holofoil,008/132,Common,Grass,70,Basic,[G] Razor Leaf (20),Rx2,1,,
654348,Bayleef,Bayleef,https://tcgplayer-cdn.tcgplayer.com/product/654348_200w.jpg,3,24380,https://cpt.tcgcsv.com/-Lf7,2025-09-26T14:35:08.747,1,,,0.08,0.38,4.99,0.37,,Normal,009/132,Common,Grass,110,Stage 1,[GC] Push Down (50)<br> Switch out your opponent's Active Pokemon to the Bench. <em>(Your opponent chooses the new Active Pokemon.)</em>,Rx2,2,,
654348,Bayleef,Bayleef,https://tcgplayer-cdn.tcgplayer.com/product/654348_200w.jpg,3,24380,https://cpt.tcgcsv.com/-Lf7,2025-09-26T14:35:08.747,1,,,0.15,0.61,5.0,1.04,0.34,Reverse Holofoil,009/132,Common,Grass,110,Stage 1,[GC] Push Down (50)<br> Switch out your opponent's Active Pokemon to the Bench. <em>(Your opponent chooses the new Active Pokemon.)</em>,Rx2,2,,
654349,Meganium,Meganium,https://tcgplayer-cdn.tcgplayer.com/product/654349_200w.jpg,3,24380,https://cpt.tcgcsv.com/_Lf7,2025-09-26T14:35:08.793,1,<strong>Ability: Wild Growth</strong> Each Basic Grass Energy attached to all of your Pokmon provides GrassGrass Energy. The effect of Wild Growth doesn't stack.,,0.05,0.25,4.99,0.27,0.25,Holofoil,010/132,Rare,Grass,160,Stage 2,[GGCC] Solar Beam (140),Rx2,2,,
654349,Meganium,Meganium,https://tcgplayer-cdn.tcgplayer.com/product/654349_200w.jpg,3,24380,https://cpt.tcgcsv.com/_Lf7,2025-09-26T14:35:08.793,1,<strong>Ability: Wild Growth</strong> Each Basic Grass Energy attached to all of your Pokmon provides GrassGrass Energy. The effect of Wild Growth doesn't stack.,,0.07,0.54,4.99,0.58,0.74,Reverse Holofoil,010/132,Rare,Grass,160,Stage 2,[GGCC] Solar Beam (140),Rx2,2,,
654350,Shuckle - 011/132,Shuckle 011 132,https://tcgplayer-cdn.tcgplayer.com/product/654350_200w.jpg,3,24380,https://cpt.tcgcsv.com/0Mf7,2025-09-26T14:35:08.84,1,"<strong>Ability: Fermented Juice</strong> Once during your turn, if this Pokmon has any Grass Energy attached, you may use this Ability. Heal 30 damage from 1 of your Pokmon.",,0.01,0.11,4.99,0.07,0.07,Normal,011/132,Uncommon,Grass,80,Basic,[GC] Rollout (30),Rx2,1,,
654350,Shuckle - 011/132,Shuckle 011 132,https://tcgplayer-cdn.tcgplayer.com/product/654350_200w.jpg,3,24380,https://cpt.tcgcsv.com/0Mf7,2025-09-26T14:35:08.84,1,"<strong>Ability: Fermented Juice</strong> Once during your turn, if this Pokmon has any Grass Energy attached, you may use this Ability. Heal 30 damage from 1 of your Pokmon.",,0.04,0.25,4.99,0.27,0.22,Reverse Holofoil,011/132,Uncommon,Grass,80,Basic,[GC] Rollout (30),Rx2,1,,
654351,Celebi,Celebi,https://tcgplayer-cdn.tcgplayer.com/product/654351_200w.jpg,3,24380,https://cpt.tcgcsv.com/2Mf7,2025-09-26T14:35:08.89,1,,,0.05,0.2,4.99,0.21,0.2,Reverse Holofoil,012/132,Uncommon,Grass,80,Basic,"[G] Traverse Time<br> Search your deck for up to 3 in any combination of Grass Pokemon and Stadium cards, reveal them, and put them into your hand. Then, shuffle your deck.",Rx2,1,[G] Solar Cutter (30),
654351,Celebi,Celebi,https://tcgplayer-cdn.tcgplayer.com/product/654351_200w.jpg,3,24380,https://cpt.tcgcsv.com/2Mf7,2025-09-26T14:35:08.89,1,,,0.01,0.1,4.99,0.08,0.09,Normal,012/132,Uncommon,Grass,80,Basic,"[G] Traverse Time<br> Search your deck for up to 3 in any combination of Grass Pokemon and Stadium cards, reveal them, and put them into your hand. Then, shuffle your deck.",Rx2,1,[G] Solar Cutter (30),
654352,Seedot,Seedot,https://tcgplayer-cdn.tcgplayer.com/product/654352_200w.jpg,3,24380,https://cpt.tcgcsv.com/3Mf7,2025-09-26T14:35:08.937,1,,,0.02,0.15,4.99,0.11,0.1,Reverse Holofoil,013/132,Common,Grass,60,Basic,[C] Nap<br> Heal 20 damage from this Pokemon.,Rx2,1,[GC] Seed Bomb (20),
654352,Seedot,Seedot,https://tcgplayer-cdn.tcgplayer.com/product/654352_200w.jpg,3,24380,https://cpt.tcgcsv.com/3Mf7,2025-09-26T14:35:08.937,1,,,0.01,0.08,4.99,0.04,0.04,Normal,013/132,Common,Grass,60,Basic,[C] Nap<br> Heal 20 damage from this Pokemon.,Rx2,1,[GC] Seed Bomb (20),
654353,Nuzleaf,Nuzleaf,https://tcgplayer-cdn.tcgplayer.com/product/654353_200w.jpg,3,24380,https://cpt.tcgcsv.com/5Mf7,2025-09-26T14:35:08.983,1,,,0.01,0.12,4.99,0.1,0.08,Reverse Holofoil,014/132,Common,Grass,100,Stage 1,[G] Pound (30),Rx2,2,[GC] Low Kick (50),
654353,Nuzleaf,Nuzleaf,https://tcgplayer-cdn.tcgplayer.com/product/654353_200w.jpg,3,24380,https://cpt.tcgcsv.com/5Mf7,2025-09-26T14:35:08.983,1,,,0.01,0.09,4.99,0.04,0.04,Normal,014/132,Common,Grass,100,Stage 1,[G] Pound (30),Rx2,2,[GC] Low Kick (50),
654354,Shiftry,Shiftry,https://tcgplayer-cdn.tcgplayer.com/product/654354_200w.jpg,3,24380,https://cpt.tcgcsv.com/6Mf7,2025-09-26T14:35:09.03,1,,,0.03,0.2,4.99,0.16,0.16,Reverse Holofoil,015/132,Uncommon,Grass,160,Stage 2,"[G] Reversing Gust<br> Flip a coin. If heads, choose 1 of your opponent's Pokemon. Shuffle that Pokemon and all attached cards into their deck.",Rx2,2,[GC] Perplex (100)<br> Your opponent's Active Pokemon is now Confused.,
654354,Shiftry,Shiftry,https://tcgplayer-cdn.tcgplayer.com/product/654354_200w.jpg,3,24380,https://cpt.tcgcsv.com/6Mf7,2025-09-26T14:35:09.03,1,,,0.01,0.08,4.99,0.04,0.04,Normal,015/132,Uncommon,Grass,160,Stage 2,"[G] Reversing Gust<br> Flip a coin. If heads, choose 1 of your opponent's Pokemon. Shuffle that Pokemon and all attached cards into their deck.",Rx2,2,[GC] Perplex (100)<br> Your opponent's Active Pokemon is now Confused.,
654355,Nincada,Nincada,https://tcgplayer-cdn.tcgplayer.com/product/654355_200w.jpg,3,24380,https://cpt.tcgcsv.com/7Mf7,2025-09-26T14:35:09.077,1,,,0.01,0.1,4.99,0.07,0.07,Normal,016/132,Common,Grass,50,Basic,[C] Scratch (20),Rx2,1,,
654355,Nincada,Nincada,https://tcgplayer-cdn.tcgplayer.com/product/654355_200w.jpg,3,24380,https://cpt.tcgcsv.com/7Mf7,2025-09-26T14:35:09.077,1,,,0.01,0.15,4.99,0.14,0.12,Reverse Holofoil,016/132,Common,Grass,50,Basic,[C] Scratch (20),Rx2,1,,
654356,Ninjask - 017/132,Ninjask 017 132,https://tcgplayer-cdn.tcgplayer.com/product/654356_200w.jpg,3,24380,https://cpt.tcgcsv.com/8Mf7,2025-09-26T14:35:09.123,1,"<strong>Ability: Cast-Off Shell</strong> Once during your turn, when you play this Pokmon from your hand to evolve 1 of your Pokmon, you may use this Ability. Search your deck for a Shedinja and put it onto your Bench. Then, shuffle your deck.",,0.03,0.17,4.99,0.16,0.13,Reverse Holofoil,017/132,Uncommon,Grass,80,Stage 1,[GC] U-turn (90)<br> Switch this Pokemon with 1 of your Benched Pokemon.,Rx2,0,,
654356,Ninjask - 017/132,Ninjask 017 132,https://tcgplayer-cdn.tcgplayer.com/product/654356_200w.jpg,3,24380,https://cpt.tcgcsv.com/8Mf7,2025-09-26T14:35:09.123,1,"<strong>Ability: Cast-Off Shell</strong> Once during your turn, when you play this Pokmon from your hand to evolve 1 of your Pokmon, you may use this Ability. Search your deck for a Shedinja and put it onto your Bench. Then, shuffle your deck.",,0.01,0.08,5.0,0.06,0.05,Normal,017/132,Uncommon,Grass,80,Stage 1,[GC] U-turn (90)<br> Switch this Pokemon with 1 of your Benched Pokemon.,Rx2,0,,
654357,Dhelmise,Dhelmise,https://tcgplayer-cdn.tcgplayer.com/product/654357_200w.jpg,3,24380,https://cpt.tcgcsv.com/9Mf7,2025-09-26T04:11:11.67,1,,,0.01,0.08,4.99,0.06,0.04,Normal,018/132,Common,Grass,120,Basic,"[GC] Earthen Power (30+)<br> If you have a Stadium in play, this attack does 50 more damage.",Rx2,2,,
654357,Dhelmise,Dhelmise,https://tcgplayer-cdn.tcgplayer.com/product/654357_200w.jpg,3,24380,https://cpt.tcgcsv.com/9Mf7,2025-09-26T04:11:11.67,1,,,0.01,0.15,4.99,0.17,0.09,Reverse Holofoil,018/132,Common,Grass,120,Basic,"[GC] Earthen Power (30+)<br> If you have a Stadium in play, this attack does 50 more damage.",Rx2,2,,
654358,Vulpix - 019/132,Vulpix 019 132,https://tcgplayer-cdn.tcgplayer.com/product/654358_200w.jpg,3,24380,https://cpt.tcgcsv.com/bMf7,2025-09-26T14:35:09.17,1,,,0.01,0.11,4.99,0.08,0.06,Normal,019/132,Common,Fire,70,Basic,[C] Stampede (10),Wx2,1,[RC] Combustion (20),
654358,Vulpix - 019/132,Vulpix 019 132,https://tcgplayer-cdn.tcgplayer.com/product/654358_200w.jpg,3,24380,https://cpt.tcgcsv.com/bMf7,2025-09-26T14:35:09.17,1,,,0.05,0.21,4.99,0.18,0.19,Reverse Holofoil,019/132,Common,Fire,70,Basic,[C] Stampede (10),Wx2,1,[RC] Combustion (20),
654359,Ninetales,Ninetales,https://tcgplayer-cdn.tcgplayer.com/product/654359_200w.jpg,3,24380,https://cpt.tcgcsv.com/cMf7,2025-09-26T14:35:09.233,1,,,0.01,0.15,4.99,0.12,0.1,Normal,020/132,Uncommon,Fire,120,Stage 1,"[C] Supernatural Shapeshifter<br> Discard the top card of your deck, and if that card is a Supporter card, use the effect of that card as the effect of this attack.",Wx2,1,[RC] Combustion (60),
654359,Ninetales,Ninetales,https://tcgplayer-cdn.tcgplayer.com/product/654359_200w.jpg,3,24380,https://cpt.tcgcsv.com/cMf7,2025-09-26T14:35:09.233,1,,,0.03,0.26,4.99,0.24,0.21,Reverse Holofoil,020/132,Uncommon,Fire,120,Stage 1,"[C] Supernatural Shapeshifter<br> Discard the top card of your deck, and if that card is a Supporter card, use the effect of that card as the effect of this attack.",Wx2,1,[RC] Combustion (60),
654360,Numel,Numel,https://tcgplayer-cdn.tcgplayer.com/product/654360_200w.jpg,3,24380,https://cpt.tcgcsv.com/dMf7,2025-09-26T14:35:09.28,1,,,0.05,0.22,4.99,0.22,0.18,Reverse Holofoil,021/132,Common,Fire,80,Basic,"[R] Call for Family<br> Search your deck for up to 2 Basic Pokemon and put them onto your Bench. Then, shuffle your deck.",Wx2,2,[RCC] Flare (30),
654360,Numel,Numel,https://tcgplayer-cdn.tcgplayer.com/product/654360_200w.jpg,3,24380,https://cpt.tcgcsv.com/dMf7,2025-09-26T14:35:09.28,1,,,0.01,0.1,4.99,0.07,0.07,Normal,021/132,Common,Fire,80,Basic,"[R] Call for Family<br> Search your deck for up to 2 Basic Pokemon and put them onto your Bench. Then, shuffle your deck.",Wx2,2,[RCC] Flare (30),
654361,Mega Camerupt ex - 022/132,Mega Camerupt ex 022 132,https://tcgplayer-cdn.tcgplayer.com/product/654361_200w.jpg,3,24380,https://cpt.tcgcsv.com/fMf7,2025-09-26T14:35:09.347,1,,,0.22,0.85,25.69,0.7,0.72,Holofoil,022/132,Double Rare,Fire,340,Stage 1,"[R] Roasting Heat (80+)<br> If your opponent's Active Pokemon is Burned, this attack does 160 more damage.",Wx2,4,[RCCC] Volcanic Meteor (280)<br> Discard 2 Energy from this Pokemon.,
654362,Litleo - 023/132,Litleo 023 132,https://tcgplayer-cdn.tcgplayer.com/product/654362_200w.jpg,3,24380,https://cpt.tcgcsv.com/gMf7,2025-09-26T14:35:09.41,1,,,0.01,0.15,4.99,0.13,0.11,Reverse Holofoil,023/132,Common,Fire,70,Basic,[RC] Flare (30),Wx2,2,,
654362,Litleo - 023/132,Litleo 023 132,https://tcgplayer-cdn.tcgplayer.com/product/654362_200w.jpg,3,24380,https://cpt.tcgcsv.com/gMf7,2025-09-26T14:35:09.41,1,,,0.01,0.09,4.99,0.05,0.05,Normal,023/132,Common,Fire,70,Basic,[RC] Flare (30),Wx2,2,,
654363,Pyroar,Pyroar,https://tcgplayer-cdn.tcgplayer.com/product/654363_200w.jpg,3,24380,https://cpt.tcgcsv.com/hMf7,2025-09-26T14:35:09.457,1,"<strong>Ability: Intimidating Fang</strong> As long as this Pokmon is in the Active Spot, attacks used by your opponent's Active Pokmon do 30 less damage <em>(before applying Weakness and Resistance).</em>",,0.01,0.1,4.99,0.06,0.06,Normal,024/132,Uncommon,Fire,130,Stage 1,[RCC] Searing Flame (70)<br> Your opponent's Active Pokemon is now Burned.,Wx2,2,,
654363,Pyroar,Pyroar,https://tcgplayer-cdn.tcgplayer.com/product/654363_200w.jpg,3,24380,https://cpt.tcgcsv.com/hMf7,2025-09-26T14:35:09.457,1,"<strong>Ability: Intimidating Fang</strong> As long as this Pokmon is in the Active Spot, attacks used by your opponent's Active Pokmon do 30 less damage <em>(before applying Weakness and Resistance).</em>",,0.03,0.15,25.0,0.17,0.1,Reverse Holofoil,024/132,Uncommon,Fire,130,Stage 1,[RCC] Searing Flame (70)<br> Your opponent's Active Pokemon is now Burned.,Wx2,2,,
654364,Volcanion,Volcanion,https://tcgplayer-cdn.tcgplayer.com/product/654364_200w.jpg,3,24380,https://cpt.tcgcsv.com/jMf7,2025-09-26T14:35:09.503,1,,,0.01,0.1,4.99,0.05,0.05,Normal,025/132,Uncommon,Fire,130,Basic,[R] Singe<br> Your opponent's Active Pokemon is now Burned.,Wx2,2,[RRC] Backfire (130)<br> Put 2 Fire Energy attached to this Pokemon into your hand.,
654364,Volcanion,Volcanion,https://tcgplayer-cdn.tcgplayer.com/product/654364_200w.jpg,3,24380,https://cpt.tcgcsv.com/jMf7,2025-09-26T14:35:09.503,1,,,0.05,0.25,4.99,0.21,0.21,Reverse Holofoil,025/132,Uncommon,Fire,130,Basic,[R] Singe<br> Your opponent's Active Pokemon is now Burned.,Wx2,2,[RRC] Backfire (130)<br> Put 2 Fire Energy attached to this Pokemon into your hand.,
654365,Scorbunny,Scorbunny,https://tcgplayer-cdn.tcgplayer.com/product/654365_200w.jpg,3,24380,https://cpt.tcgcsv.com/kMf7,2025-09-26T14:35:09.55,1,,,0.03,0.15,4.99,0.14,0.12,Reverse Holofoil,026/132,Common,Fire,70,Basic,"[C] Wild Kick (30)<br> Flip a coin. If tails, this attack does nothing.",Wx2,1,,
654365,Scorbunny,Scorbunny,https://tcgplayer-cdn.tcgplayer.com/product/654365_200w.jpg,3,24380,https://cpt.tcgcsv.com/kMf7,2025-09-26T14:35:09.55,1,,,0.01,0.1,4.99,0.07,0.06,Normal,026/132,Common,Fire,70,Basic,"[C] Wild Kick (30)<br> Flip a coin. If tails, this attack does nothing.",Wx2,1,,
654366,Raboot,Raboot,https://tcgplayer-cdn.tcgplayer.com/product/654366_200w.jpg,3,24380,https://cpt.tcgcsv.com/lMf7,2025-09-26T14:35:09.597,1,,,0.01,0.15,4.99,0.12,0.12,Normal,027/132,Common,Fire,100,Stage 1,[C] Jumping Kick<br> This attack does 40 damage to 1 of your opponent's Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>,Wx2,1,,
654366,Raboot,Raboot,https://tcgplayer-cdn.tcgplayer.com/product/654366_200w.jpg,3,24380,https://cpt.tcgcsv.com/lMf7,2025-09-26T14:35:09.597,1,,,0.03,0.19,4.99,0.13,0.14,Reverse Holofoil,027/132,Common,Fire,100,Stage 1,[C] Jumping Kick<br> This attack does 40 damage to 1 of your opponent's Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>,Wx2,1,,
654367,Cinderace,Cinderace,https://tcgplayer-cdn.tcgplayer.com/product/654367_200w.jpg,3,24380,https://cpt.tcgcsv.com/mMf7,2025-09-26T14:35:09.643,1,"<strong>Ability: Explosiveness</strong> If this Pokmon is in your hand when you are setting up to play, you may put it face down in the Active Spot.",,0.01,0.15,10.0,0.11,0.11,Holofoil,028/132,Rare,Fire,160,Stage 2,"[C] Turbo Flare (50)<br> Search your deck for up to 3 Basic Energy cards and attach them to your Benched Pokemon in any way you like. Then, shuffle your deck.",Wx2,0,,
654367,Cinderace,Cinderace,https://tcgplayer-cdn.tcgplayer.com/product/654367_200w.jpg,3,24380,https://cpt.tcgcsv.com/mMf7,2025-09-26T14:35:09.643,1,"<strong>Ability: Explosiveness</strong> If this Pokmon is in your hand when you are setting up to play, you may put it face down in the Active Spot.",,0.05,0.27,4.99,0.25,0.23,Reverse Holofoil,028/132,Rare,Fire,160,Stage 2,"[C] Turbo Flare (50)<br> Search your deck for up to 3 Basic Energy cards and attach them to your Benched Pokemon in any way you like. Then, shuffle your deck.",Wx2,0,,
654368,Sizzlipede,Sizzlipede,https://tcgplayer-cdn.tcgplayer.com/product/654368_200w.jpg,3,24380,https://cpt.tcgcsv.com/nMf7,2025-09-26T14:35:09.723,1,,,0.01,0.17,4.99,0.14,0.13,Reverse Holofoil,029/132,Common,Fire,80,Basic,[R] Ram (10),Wx2,2,[RRC] Combustion (50),
654368,Sizzlipede,Sizzlipede,https://tcgplayer-cdn.tcgplayer.com/product/654368_200w.jpg,3,24380,https://cpt.tcgcsv.com/nMf7,2025-09-26T14:35:09.723,1,,,0.01,0.08,5.0,0.08,0.05,Normal,029/132,Common,Fire,80,Basic,[R] Ram (10),Wx2,2,[RRC] Combustion (50),
654369,Centiskorch,Centiskorch,https://tcgplayer-cdn.tcgplayer.com/product/654369_200w.jpg,3,24380,https://cpt.tcgcsv.com/pMf7,2025-09-26T14:35:09.77,1,,,0.01,0.08,5.0,0.04,0.04,Normal,030/132,Uncommon,Fire,140,Stage 1,"[CC] Coiling Crush (50)<br> Flip 2 coins. For each heads, discard an Energy from your opponent's Active Pokemon.",Wx2,3,[RRCC] Heat Crawler (140),
654369,Centiskorch,Centiskorch,https://tcgplayer-cdn.tcgplayer.com/product/654369_200w.jpg,3,24380,https://cpt.tcgcsv.com/pMf7,2025-09-26T14:35:09.77,1,,,0.01,0.15,4.99,0.08,0.07,Reverse Holofoil,030/132,Uncommon,Fire,140,Stage 1,"[CC] Coiling Crush (50)<br> Flip 2 coins. For each heads, discard an Energy from your opponent's Active Pokemon.",Wx2,3,[RRCC] Heat Crawler (140),
654370,Chi-Yu,Chi Yu,https://tcgplayer-cdn.tcgplayer.com/product/654370_200w.jpg,3,24380,https://cpt.tcgcsv.com/qMf7,2025-09-26T14:35:09.823,1,,,0.01,0.1,4.99,0.05,0.05,Normal,031/132,Uncommon,Fire,110,Basic,"[R] Scorching Earth (40)<br> If your opponent has a Stadium in play, discard it. If you do, your opponent can't play any Stadium cards from their hand during their next turn.",Wx2,1,,
654370,Chi-Yu,Chi Yu,https://tcgplayer-cdn.tcgplayer.com/product/654370_200w.jpg,3,24380,https://cpt.tcgcsv.com/qMf7,2025-09-26T14:35:09.823,1,,,0.01,0.16,4.99,0.12,0.09,Reverse Holofoil,031/132,Uncommon,Fire,110,Basic,"[R] Scorching Earth (40)<br> If your opponent has a Stadium in play, discard it. If you do, your opponent can't play any Stadium cards from their hand during their next turn.",Wx2,1,,
654371,Mantine,Mantine,https://tcgplayer-cdn.tcgplayer.com/product/654371_200w.jpg,3,24380,https://cpt.tcgcsv.com/rMf7,2025-09-26T14:35:09.873,1,,,0.01,0.15,4.99,0.12,0.12,Reverse Holofoil,032/132,Common,Water,110,Basic,"[C] Call for Family<br> Search your deck for up to 2 Basic Pokemon and put them onto your Bench. Then, shuffle your deck.",Lx2,1,[WC] Waterfall (50),
654371,Mantine,Mantine,https://tcgplayer-cdn.tcgplayer.com/product/654371_200w.jpg,3,24380,https://cpt.tcgcsv.com/rMf7,2025-09-26T14:35:09.873,1,,,0.01,0.08,4.99,0.03,0.03,Normal,032/132,Common,Water,110,Basic,"[C] Call for Family<br> Search your deck for up to 2 Basic Pokemon and put them onto your Bench. Then, shuffle your deck.",Lx2,1,[WC] Waterfall (50),
654372,Corphish,Corphish,https://tcgplayer-cdn.tcgplayer.com/product/654372_200w.jpg,3,24380,https://cpt.tcgcsv.com/sMf7,2025-09-26T14:35:09.937,1,,,0.01,0.08,4.99,0.05,0.04,Normal,033/132,Common,Water,80,Basic,[C] Vise Grip (10),Lx2,2,[CC] Take Down (30)<br> This Pokemon also does 10 damage to itself.,
654372,Corphish,Corphish,https://tcgplayer-cdn.tcgplayer.com/product/654372_200w.jpg,3,24380,https://cpt.tcgcsv.com/sMf7,2025-09-26T14:35:09.937,1,,,0.02,0.17,4.99,0.16,0.12,Reverse Holofoil,033/132,Common,Water,80,Basic,[C] Vise Grip (10),Lx2,2,[CC] Take Down (30)<br> This Pokemon also does 10 damage to itself.,
654373,Kyogre,Kyogre,https://tcgplayer-cdn.tcgplayer.com/product/654373_200w.jpg,3,24380,https://cpt.tcgcsv.com/tMf7,2025-09-26T14:35:10,1,,,0.01,0.16,4.99,0.15,0.13,Holofoil,034/132,Rare,Water,150,Basic,"[W] Riptide (20x)<br> This attack does 20 damage for each Basic Water Energy card in your discard pile. Then, shuffle those cards into your deck.",Lx2,3,[WWC] Swirling Waves (130)<br> Discard 2 Energy from this Pokemon.,
