productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extAttack3,extWeakness,extResistance,extRetreatCost,extUPC
189122,Slowpoke,Slowpoke,https://tcgplayer-cdn.tcgplayer.com/product/189122_200w.jpg,3,2420,https://cpt.tcgcsv.com/sGw2,2023-10-17T08:13:59.053,1,,0.05,0.23,1.5,0.23,0.19,Normal,42/214,Common,Water,70,Basic,"[W] Growl
<br>During your opponent's next turn, the Defending Pokémon's attacks do 20 less damage <em>(before applying Weakness and Resistance)</em>.",[2] Tail Whip (20),,Gx2,None,2,
189142,Slowbro,Slowbro,https://tcgplayer-cdn.tcgplayer.com/product/189142_200w.jpg,3,2420,https://cpt.tcgcsv.com/SGw2,2022-12-13T16:31:45.193,1,,0.82,1.51,5.0,1.54,,Holofoil,43/214,Holo Rare,Water,120,Stage 1,"[W] Yawn
<br>Your opponent's Active Pokémon is now Asleep.","[2W] Brilliant Wager (100x)
<br>Flip 3 coins. This attack does 100 damage for each heads. If all of them are tails, you lose this game.",,Gx2,None,2,
189142,Slowbro,Slowbro,https://tcgplayer-cdn.tcgplayer.com/product/189142_200w.jpg,3,2420,https://cpt.tcgcsv.com/SGw2,2022-12-13T16:31:45.193,1,,0.82,1.2,19.99,1.15,19.97,Reverse Holofoil,43/214,Holo Rare,Water,120,Stage 1,"[W] Yawn
<br>Your opponent's Active Pokémon is now Asleep.","[2W] Brilliant Wager (100x)
<br>Flip 3 coins. This attack does 100 damage for each heads. If all of them are tails, you lose this game.",,Gx2,None,2,
189143,Seel,Seel,https://tcgplayer-cdn.tcgplayer.com/product/189143_200w.jpg,3,2420,https://cpt.tcgcsv.com/TGw2,2025-02-07T19:59:43.223,1,,0.02,0.18,2.09,0.14,,Normal,44/214,Common,Water,80,Basic,[2] Horn Attack (30),,,Gx2,None,2,
189143,Seel,Seel,https://tcgplayer-cdn.tcgplayer.com/product/189143_200w.jpg,3,2420,https://cpt.tcgcsv.com/TGw2,2025-02-07T19:59:43.223,1,,0.09,0.28,1.49,0.26,,Reverse Holofoil,44/214,Common,Water,80,Basic,[2] Horn Attack (30),,,Gx2,None,2,
189144,Dewgong,Dewgong,https://tcgplayer-cdn.tcgplayer.com/product/189144_200w.jpg,3,2420,https://cpt.tcgcsv.com/VGw2,2022-12-13T16:31:58.937,1,,0.22,0.4,1.56,0.41,,Normal,45/214,Rare,Water,120,Stage 1,[2] Tail Whip (60),"[3] Dual Blizzard
<br>Discard 2 Energy from this Pokémon. This attack does 60 damage to 2 of your opponent's Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,Mx2,None,2,
189144,Dewgong,Dewgong,https://tcgplayer-cdn.tcgplayer.com/product/189144_200w.jpg,3,2420,https://cpt.tcgcsv.com/VGw2,2022-12-13T16:31:58.937,1,,0.15,0.47,1.89,0.47,,Reverse Holofoil,45/214,Rare,Water,120,Stage 1,[2] Tail Whip (60),"[3] Dual Blizzard
<br>Discard 2 Energy from this Pokémon. This attack does 60 damage to 2 of your opponent's Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,Mx2,None,2,
189145,Krabby,Krabby,https://tcgplayer-cdn.tcgplayer.com/product/189145_200w.jpg,3,2420,https://cpt.tcgcsv.com/WGw2,2022-12-13T16:32:04.957,1,,0.03,0.2,2.01,0.14,0.12,Normal,46/214,Common,Water,70,Basic,[1] Stampede (10),[1W] Vice Grip (20),,Gx2,None,1,
189145,Krabby,Krabby,https://tcgplayer-cdn.tcgplayer.com/product/189145_200w.jpg,3,2420,https://cpt.tcgcsv.com/WGw2,2022-12-13T16:32:04.957,1,,0.08,0.32,2.0,0.31,,Reverse Holofoil,46/214,Common,Water,70,Basic,[1] Stampede (10),[1W] Vice Grip (20),,Gx2,None,1,
189146,Kingler,Kingler,https://tcgplayer-cdn.tcgplayer.com/product/189146_200w.jpg,3,2420,https://cpt.tcgcsv.com/XGw2,2022-12-13T16:32:10.79,1,,0.25,0.6,1.04,0.59,0.99,Reverse Holofoil,47/214,Rare,Water,130,Stage 1,[2W] Bubble Beam (80),[3W] Massive Rend (130),,Gx2,None,4,
189146,Kingler,Kingler,https://tcgplayer-cdn.tcgplayer.com/product/189146_200w.jpg,3,2420,https://cpt.tcgcsv.com/XGw2,2022-12-13T16:32:10.79,1,,0.25,0.41,1.56,0.41,,Normal,47/214,Rare,Water,130,Stage 1,[2W] Bubble Beam (80),[3W] Massive Rend (130),,Gx2,None,4,
189147,Goldeen,Goldeen,https://tcgplayer-cdn.tcgplayer.com/product/189147_200w.jpg,3,2420,https://cpt.tcgcsv.com/ZGw2,2023-12-29T11:00:56.75,1,,0.03,0.19,1.49,0.11,0.1,Normal,48/214,Common,Water,60,Basic,"[1] Elegant Swim (10)
<Br>Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokémon during your opponent's next turn.",,,Gx2,None,1,
189147,Goldeen,Goldeen,https://tcgplayer-cdn.tcgplayer.com/product/189147_200w.jpg,3,2420,https://cpt.tcgcsv.com/ZGw2,2023-12-29T11:00:56.75,1,,0.07,0.25,1.49,0.24,0.08,Reverse Holofoil,48/214,Common,Water,60,Basic,"[1] Elegant Swim (10)
<Br>Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokémon during your opponent's next turn.",,,Gx2,None,1,
189148,Seaking,Seaking,https://tcgplayer-cdn.tcgplayer.com/product/189148_200w.jpg,3,2420,https://cpt.tcgcsv.com/-Gw2,2025-02-07T19:59:43.287,1,,0.19,0.41,1.51,0.39,,Reverse Holofoil,49/214,Rare,Water,100,Stage 1,"[W] Excited Horn (30x)
<Br>Flip 2 coins. This attack does 30 damage for each heads. If this Pokémon has a Pokémon Tool card attached to it, flip 6 coins instead.",,,Gx2,None,1,
189148,Seaking,Seaking,https://tcgplayer-cdn.tcgplayer.com/product/189148_200w.jpg,3,2420,https://cpt.tcgcsv.com/-Gw2,2025-02-07T19:59:43.287,1,,0.14,0.32,1.49,0.32,,Normal,49/214,Rare,Water,100,Stage 1,"[W] Excited Horn (30x)
<Br>Flip 2 coins. This attack does 30 damage for each heads. If this Pokémon has a Pokémon Tool card attached to it, flip 6 coins instead.",,,Gx2,None,1,
189149,Kyurem,Kyurem,https://tcgplayer-cdn.tcgplayer.com/product/189149_200w.jpg,3,2420,https://cpt.tcgcsv.com/_Gw2,2022-12-13T16:32:30.04,1,,0.29,0.69,2.95,0.58,,Reverse Holofoil,50/214,Holo Rare,Water,130,Basic,"[1] Cold Call
<br>Search your deck for a W Energy card and attach it to this Pokémon. Then, shuffle your deck.","[1WW] Hail Prison (110)
<br>Discard 2 W Energy from this Pokémon. Your opponent's Active Pokémon is now Paralyzed.",,Mx2,None,2,
189149,Kyurem,Kyurem,https://tcgplayer-cdn.tcgplayer.com/product/189149_200w.jpg,3,2420,https://cpt.tcgcsv.com/_Gw2,2022-12-13T16:32:30.04,1,,0.25,0.62,1.95,0.63,0.67,Holofoil,50/214,Holo Rare,Water,130,Basic,"[1] Cold Call
<br>Search your deck for a W Energy card and attach it to this Pokémon. Then, shuffle your deck.","[1WW] Hail Prison (110)
<br>Discard 2 W Energy from this Pokémon. Your opponent's Active Pokémon is now Paralyzed.",,Mx2,None,2,
189150,Froakie,Froakie,https://tcgplayer-cdn.tcgplayer.com/product/189150_200w.jpg,3,2420,https://cpt.tcgcsv.com/0Hw2,2022-12-13T16:50:54.263,1,,0.05,0.2,1.49,0.16,,Normal,51/214,Common,Water,60,Basic,"[1] Quick Attack (10+)
<br>Flip a coin. If heads, this attack does 20 more damage.",,,Gx2,None,1,
189150,Froakie,Froakie,https://tcgplayer-cdn.tcgplayer.com/product/189150_200w.jpg,3,2420,https://cpt.tcgcsv.com/0Hw2,2022-12-13T16:50:54.263,1,,0.09,0.38,10.0,0.38,,Reverse Holofoil,51/214,Common,Water,60,Basic,"[1] Quick Attack (10+)
<br>Flip a coin. If heads, this attack does 20 more damage.",,,Gx2,None,1,
189151,Frogadier,Frogadier,https://tcgplayer-cdn.tcgplayer.com/product/189151_200w.jpg,3,2420,https://cpt.tcgcsv.com/2Hw2,2022-12-13T16:51:01.41,1,,0.05,0.2,1.49,0.16,,Normal,52/214,Uncommon,Water,80,Stage 1,"[1] Afterimage Strike (20)
<br>If any damage is done to this Pokémon by attacks during your opponent's next turn, flip a coin. If heads, prevent that damage.",,,Gx2,None,1,
189151,Frogadier,Frogadier,https://tcgplayer-cdn.tcgplayer.com/product/189151_200w.jpg,3,2420,https://cpt.tcgcsv.com/2Hw2,2022-12-13T16:51:01.41,1,,0.19,0.39,2.5,0.38,,Reverse Holofoil,52/214,Uncommon,Water,80,Stage 1,"[1] Afterimage Strike (20)
<br>If any damage is done to this Pokémon by attacks during your opponent's next turn, flip a coin. If heads, prevent that damage.",,,Gx2,None,1,
189152,Pyukumuku,Pyukumuku,https://tcgplayer-cdn.tcgplayer.com/product/189152_200w.jpg,3,2420,https://cpt.tcgcsv.com/3Hw2,2022-12-13T16:51:07.193,1,,1.25,3.89,84.57,2.55,,Reverse Holofoil,53/214,Uncommon,Water,70,Basic,"[1] Call for Family
<br>Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck.","[2W] Surprise Fist (60+)
<br>You and your opponent play Rock-Paper-Scissors. If you win, this attack does 60 more damage.",,Gx2,None,1,
189152,Pyukumuku,Pyukumuku,https://tcgplayer-cdn.tcgplayer.com/product/189152_200w.jpg,3,2420,https://cpt.tcgcsv.com/3Hw2,2022-12-13T16:51:07.193,1,,0.2,0.44,1.49,0.44,0.45,Normal,53/214,Uncommon,Water,70,Basic,"[1] Call for Family
<br>Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck.","[2W] Surprise Fist (60+)
<br>You and your opponent play Rock-Paper-Scissors. If you win, this attack does 60 more damage.",,Gx2,None,1,
189153,Pikachu,Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/189153_200w.jpg,3,2420,https://cpt.tcgcsv.com/5Hw2,2025-04-30T15:49:36.997,1,,0.25,0.58,2.0,0.58,,Normal,54/214,Common,Lightning,70,Basic,[1L] Pika Ball (30),,,Fx2,M-20,1,
189153,Pikachu,Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/189153_200w.jpg,3,2420,https://cpt.tcgcsv.com/5Hw2,2025-04-30T15:49:36.997,1,,1.0,2.48,9.99,2.44,,Reverse Holofoil,54/214,Common,Lightning,70,Basic,[1L] Pika Ball (30),,,Fx2,M-20,1,
189154,Raichu,Raichu,https://tcgplayer-cdn.tcgplayer.com/product/189154_200w.jpg,3,2420,https://cpt.tcgcsv.com/6Hw2,2025-02-07T19:59:43.333,1,,0.49,0.75,1.99,0.79,,Reverse Holofoil,55/214,Rare,Lightning,120,Stage 1,"[1] Never Give Up
<br>You can use this attack only if you have 3 or more Prize cards remaining than your opponent. Attach all L Energy cards from your discard pile to your Pokemon in any way you like.",[1LL] Head Bolt (110),,Fx2,M-20,2,
189154,Raichu,Raichu,https://tcgplayer-cdn.tcgplayer.com/product/189154_200w.jpg,3,2420,https://cpt.tcgcsv.com/6Hw2,2025-02-07T19:59:43.333,1,,0.18,0.49,4.95,0.59,,Normal,55/214,Rare,Lightning,120,Stage 1,"[1] Never Give Up
<br>You can use this attack only if you have 3 or more Prize cards remaining than your opponent. Attach all L Energy cards from your discard pile to your Pokemon in any way you like.",[1LL] Head Bolt (110),,Fx2,M-20,2,
189155,Stunfisk,Stunfisk,https://tcgplayer-cdn.tcgplayer.com/product/189155_200w.jpg,3,2420,https://cpt.tcgcsv.com/7Hw2,2025-02-07T19:59:43.38,1,,0.2,0.51,1.99,0.53,,Reverse Holofoil,56/214,Rare,Lightning,110,Basic,"[1] Lightning Strike (30)
<br>This attack does 10 damage to 1 of your Benched Pokemon.","[2] Zaptrap (30x)
<br>This attack does 30 damage for each of your Pokemon with damage counters on them.",,Fx2,M-20,1,
189155,Stunfisk,Stunfisk,https://tcgplayer-cdn.tcgplayer.com/product/189155_200w.jpg,3,2420,https://cpt.tcgcsv.com/7Hw2,2025-02-07T19:59:43.38,1,,0.05,0.29,1.49,0.25,,Normal,56/214,Rare,Lightning,110,Basic,"[1] Lightning Strike (30)
<br>This attack does 10 damage to 1 of your Benched Pokemon.","[2] Zaptrap (30x)
<br>This attack does 30 damage for each of your Pokemon with damage counters on them.",,Fx2,M-20,1,
189156,Dedenne GX,Dedenne GX,https://tcgplayer-cdn.tcgplayer.com/product/189156_200w.jpg,3,2420,https://cpt.tcgcsv.com/8Hw2,2022-12-13T16:51:34.253,1,"<strong>Ability — Dedechange</strong>
<br>When you play this Pokémon from your hand onto your Bench during your turn, you may discard your hand and draw 6 cards. You can't use more than 1 Dedechange Ability each turn.",5.79,11.94,19.95,8.33,10.11,Holofoil,57/214,Ultra Rare,Lightning,160,Basic,[1L] Static Shock (50),"<span style=""color:Teal""><strong>[1L] Tingly Return GX (50)</strong>
<br>Your opponent's Active Pokémon is now Paralyzed. Put this Pokémon and all cards attached to it into your hand.  <em>(You can't use more than 1 GX attack in a game.)</em></span>",,Fx2,M-20,1,
189157,Dedenne GX (Secret),Dedenne GX Secret,https://tcgplayer-cdn.tcgplayer.com/product/189157_200w.jpg,3,2420,https://cpt.tcgcsv.com/9Hw2,2022-12-13T17:19:40.057,1,"<strong>Ability — Dedechange</strong>
<br>When you play this Pokémon from your hand onto your Bench during your turn, you may discard your hand and draw 6 cards. You can't use more than 1 Dedechange Ability each turn.",27.3,35.83,49.42,35.3,,Holofoil,219/214,Secret Rare,Lightning,160,Basic,[1L] Static Shock (50),"<span style=""color:Teal""><strong>[1L] Tingly Return GX (50)</strong>
<br>Your opponent's Active Pokémon is now Paralyzed. Put this Pokémon and all cards attached to it into your hand.  <em>(You can't use more than 1 GX attack in a game.)</em></span>",,Fx2,M-20,1,
189158,Dedenne GX (Full Art),Dedenne GX Full Art,https://tcgplayer-cdn.tcgplayer.com/product/189158_200w.jpg,3,2420,https://cpt.tcgcsv.com/bHw2,2022-12-13T17:15:46.02,1,"<strong>Ability — Dedechange</strong>
<br>When you play this Pokémon from your hand onto your Bench during your turn, you may discard your hand and draw 6 cards. You can't use more than 1 Dedechange Ability each turn.",14.5,18.5,39.99,15.13,,Holofoil,195/214,Ultra Rare,Lightning,160,Basic,"[1L] Static Shock (50)
<br>This attack does 30 damage for each of your Pokemon with damage counters on them.","<span style=""color:Teal""><strong>[1L] Tingly Return GX (50)</strong>
<br>Your opponent's Active Pokémon is now Paralyzed. Put this Pokémon and all cards attached to it into your hand.  <em>(You can't use more than 1 GX attack in a game.)</em></span>",,Fx2,M-20,1,
189159,Charjabug,Charjabug,https://tcgplayer-cdn.tcgplayer.com/product/189159_200w.jpg,3,2420,https://cpt.tcgcsv.com/cHw2,2025-02-07T19:59:43.427,1,"<strong>Ability — Battery </strong>
<br>Once during your turn <em>(before your attack)</em>, you may attach this card from your hand to 1 of your Vikavolt or Vikavolt-GX as a Special Energy card. This card provides 2 L Energy only while it's attached to a Pokémon.",0.05,0.2,1.49,0.15,,Normal,58/214,Uncommon,Lightning,80,Stage 1,[3] Pierce (60),,,Fx2,M-20,3,
189159,Charjabug,Charjabug,https://tcgplayer-cdn.tcgplayer.com/product/189159_200w.jpg,3,2420,https://cpt.tcgcsv.com/cHw2,2025-02-07T19:59:43.427,1,"<strong>Ability — Battery </strong>
<br>Once during your turn <em>(before your attack)</em>, you may attach this card from your hand to 1 of your Vikavolt or Vikavolt-GX as a Special Energy card. This card provides 2 L Energy only while it's attached to a Pokémon.",0.19,0.44,2.03,0.38,,Reverse Holofoil,58/214,Uncommon,Lightning,80,Stage 1,[3] Pierce (60),,,Fx2,M-20,3,
189160,Vikavolt,Vikavolt,https://tcgplayer-cdn.tcgplayer.com/product/189160_200w.jpg,3,2420,https://cpt.tcgcsv.com/dHw2,2022-12-13T16:51:48.443,1,"<strong>Ability — Stealthy Body</strong>
<br>If there is any Stadium card in play, this Pokémon has no Weakness.",0.2,0.4,1.55,0.36,0.3,Holofoil,59/214,Holo Rare,Lightning,150,Stage 2,"[1LLL] Electricannon (120+)
<br>You may discard all L Energy from this Pokémon. If you do, this attack does 100 more damage.",,,Fx2,M-20,2,
189160,Vikavolt,Vikavolt,https://tcgplayer-cdn.tcgplayer.com/product/189160_200w.jpg,3,2420,https://cpt.tcgcsv.com/dHw2,2022-12-13T16:51:48.443,1,"<strong>Ability — Stealthy Body</strong>
<br>If there is any Stadium card in play, this Pokémon has no Weakness.",0.24,0.38,1.61,0.3,,Reverse Holofoil,59/214,Holo Rare,Lightning,150,Stage 2,"[1LLL] Electricannon (120+)
<br>You may discard all L Energy from this Pokémon. If you do, this attack does 100 more damage.",,,Fx2,M-20,2,
189161,Zeraora,Zeraora,https://tcgplayer-cdn.tcgplayer.com/product/189161_200w.jpg,3,2420,https://cpt.tcgcsv.com/fHw2,2025-02-07T19:59:43.473,1,,0.43,0.65,2.0,0.63,,Reverse Holofoil,60/214,Rare,Lightning,120,Basic,"[L] Crushing Claw (20)
<br>Discard a Special Energy from your opponent's Active Pokémon.","[2L] Discharge (50x)
<br>Discard all Lightning Energy from this Pokémon. This attack does 50 damage for each card you discarded in this way.",,Fx2,M-20,1,
189161,Zeraora,Zeraora,https://tcgplayer-cdn.tcgplayer.com/product/189161_200w.jpg,3,2420,https://cpt.tcgcsv.com/fHw2,2025-02-07T19:59:43.473,1,,0.2,0.5,1.49,0.51,,Normal,60/214,Rare,Lightning,120,Basic,"[L] Crushing Claw (20)
<br>Discard a Special Energy from your opponent's Active Pokémon.","[2L] Discharge (50x)
<br>Discard all Lightning Energy from this Pokémon. This attack does 50 damage for each card you discarded in this way.",,Fx2,M-20,1,
189162,Ekans,Ekans,https://tcgplayer-cdn.tcgplayer.com/product/189162_200w.jpg,3,2420,https://cpt.tcgcsv.com/gHw2,2025-02-07T19:59:43.52,1,,0.09,0.29,1.51,0.25,0.25,Reverse Holofoil,62/214,Common,Psychic,70,Basic,"[1] Glare
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",[1P] Tail Smack (20),,Px2,None,2,
189162,Ekans,Ekans,https://tcgplayer-cdn.tcgplayer.com/product/189162_200w.jpg,3,2420,https://cpt.tcgcsv.com/gHw2,2025-02-07T19:59:43.52,1,,0.03,0.2,1.49,0.13,,Normal,62/214,Common,Psychic,70,Basic,"[1] Glare
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",[1P] Tail Smack (20),,Px2,None,2,
189163,Arbok,Arbok,https://tcgplayer-cdn.tcgplayer.com/product/189163_200w.jpg,3,2420,https://cpt.tcgcsv.com/hHw2,2025-02-07T19:59:43.57,1,,0.19,0.38,1.56,0.38,,Normal,63/214,Rare,Psychic,120,Stage 1,"[1] Wrap (30)
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.","[1P] Heavy Choke (50+)
<br>If this Pokémon used Wrap during your last turn, this attack does 120 more damage.",,Px2,None,2,
189163,Arbok,Arbok,https://tcgplayer-cdn.tcgplayer.com/product/189163_200w.jpg,3,2420,https://cpt.tcgcsv.com/hHw2,2025-02-07T19:59:43.57,1,,0.24,0.5,1.95,0.53,,Reverse Holofoil,63/214,Rare,Psychic,120,Stage 1,"[1] Wrap (30)
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.","[1P] Heavy Choke (50+)
<br>If this Pokémon used Wrap during your last turn, this attack does 120 more damage.",,Px2,None,2,
189164,Zubat,Zubat,https://tcgplayer-cdn.tcgplayer.com/product/189164_200w.jpg,3,2420,https://cpt.tcgcsv.com/jHw2,2025-02-07T19:59:43.627,1,,0.03,0.18,1.49,0.12,,Normal,64/214,Common,Psychic,50,Basic,[P] Bite (10),"[2] Venoshock (20+)
<br>If your opponent's Active Pokémon is Poisoned, this attack does 50 more damage.",,Lx2,F-20,1,
189164,Zubat,Zubat,https://tcgplayer-cdn.tcgplayer.com/product/189164_200w.jpg,3,2420,https://cpt.tcgcsv.com/jHw2,2025-02-07T19:59:43.627,1,,0.09,0.27,1.49,0.26,,Reverse Holofoil,64/214,Common,Psychic,50,Basic,[P] Bite (10),"[2] Venoshock (20+)
<br>If your opponent's Active Pokémon is Poisoned, this attack does 50 more damage.",,Lx2,F-20,1,
189165,Golbat,Golbat,https://tcgplayer-cdn.tcgplayer.com/product/189165_200w.jpg,3,2420,https://cpt.tcgcsv.com/kHw2,2025-02-07T19:59:43.667,1,,0.04,0.2,1.49,0.17,,Normal,65/214,Uncommon,Psychic,80,Stage 1,[P] Bite (20),"[3] Leech Life (40)
<br>Heal from this Pokémon the same amount of damage you did to your opponent's Active Pokémon.",,Lx2,F-20,1,
189165,Golbat,Golbat,https://tcgplayer-cdn.tcgplayer.com/product/189165_200w.jpg,3,2420,https://cpt.tcgcsv.com/kHw2,2025-02-07T19:59:43.667,1,,0.15,0.3,1.55,0.28,,Reverse Holofoil,65/214,Uncommon,Psychic,80,Stage 1,[P] Bite (20),"[3] Leech Life (40)
<br>Heal from this Pokémon the same amount of damage you did to your opponent's Active Pokémon.",,Lx2,F-20,1,
189166,Crobat,Crobat,https://tcgplayer-cdn.tcgplayer.com/product/189166_200w.jpg,3,2420,https://cpt.tcgcsv.com/lHw2,2024-05-19T12:04:59.153,1,"<strong>Ability — Sound Veil</strong>
<br>When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may prevent all effects of your opponent's attacks, including damage, done to this Pokémon until the end of your opponent's next turn.",0.21,0.5,1.5,0.48,0.35,Holofoil,66/214,Holo Rare,Psychic,130,Stage 2,"[3] Severe Poison (60)
<br>Your opponent's Active Pokémon is now Poisoned. Put 4 damage counters instead of 1 on that Pokémon between turns.",,,Lx2,F-20,0,
189166,Crobat,Crobat,https://tcgplayer-cdn.tcgplayer.com/product/189166_200w.jpg,3,2420,https://cpt.tcgcsv.com/lHw2,2024-05-19T12:04:59.153,1,"<strong>Ability — Sound Veil</strong>
<br>When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may prevent all effects of your opponent's attacks, including damage, done to this Pokémon until the end of your opponent's next turn.",0.32,0.69,2.49,0.55,0.71,Reverse Holofoil,66/214,Holo Rare,Psychic,130,Stage 2,"[3] Severe Poison (60)
<br>Your opponent's Active Pokémon is now Poisoned. Put 4 damage counters instead of 1 on that Pokémon between turns.",,,Lx2,F-20,0,
189167,Gastly (67),Gastly 67,https://tcgplayer-cdn.tcgplayer.com/product/189167_200w.jpg,3,2420,https://cpt.tcgcsv.com/mHw2,2022-12-13T16:52:49.863,1,"<strong>Ability — Swelling Spite</strong>
<br>When this Pokémon is Knocked Out, search your deck for up to 2 Haunter and put them onto your Bench. Then, shuffle your deck.",0.05,0.25,1.5,0.23,0.22,Normal,67/214,Common,Psychic,40,Basic,[2] Will-O-Wisp (20),,,Dx2,F-20,1,
189167,Gastly (67),Gastly 67,https://tcgplayer-cdn.tcgplayer.com/product/189167_200w.jpg,3,2420,https://cpt.tcgcsv.com/mHw2,2022-12-13T16:52:49.863,1,"<strong>Ability — Swelling Spite</strong>
<br>When this Pokémon is Knocked Out, search your deck for up to 2 Haunter and put them onto your Bench. Then, shuffle your deck.",0.33,0.6,1.99,0.59,0.77,Reverse Holofoil,67/214,Common,Psychic,40,Basic,[2] Will-O-Wisp (20),,,Dx2,F-20,1,
189168,Gastly (68),Gastly 68,https://tcgplayer-cdn.tcgplayer.com/product/189168_200w.jpg,3,2420,https://cpt.tcgcsv.com/nHw2,2025-02-07T19:59:43.713,1,,0.14,0.41,1.99,0.41,,Reverse Holofoil,68/214,Common,Psychic,60,Basic,"[P] Smog
<br>Your opponent's Active Pokémon is now Poisoned.",,,Dx2,F-20,1,
189168,Gastly (68),Gastly 68,https://tcgplayer-cdn.tcgplayer.com/product/189168_200w.jpg,3,2420,https://cpt.tcgcsv.com/nHw2,2025-02-07T19:59:43.713,1,,0.05,0.2,1.49,0.17,,Normal,68/214,Common,Psychic,60,Basic,"[P] Smog
<br>Your opponent's Active Pokémon is now Poisoned.",,,Dx2,F-20,1,
189169,Haunter,Haunter,https://tcgplayer-cdn.tcgplayer.com/product/189169_200w.jpg,3,2420,https://cpt.tcgcsv.com/pHw2,2024-12-05T04:51:42.877,1,,0.98,1.34,2.79,1.41,0.99,Reverse Holofoil,69/214,Uncommon,Psychic,70,Stage 1,"[P] Sinister Fog
<br>Your opponent's Active Pokémon is now Poisoned. Put 1 damage counter on each of your opponent's Benched Pokémon.",,,Dx2,F-20,1,
189169,Haunter,Haunter,https://tcgplayer-cdn.tcgplayer.com/product/189169_200w.jpg,3,2420,https://cpt.tcgcsv.com/pHw2,2024-12-05T04:51:42.877,1,,0.1,0.25,1.49,0.23,0.23,Normal,69/214,Uncommon,Psychic,70,Stage 1,"[P] Sinister Fog
<br>Your opponent's Active Pokémon is now Poisoned. Put 1 damage counter on each of your opponent's Benched Pokémon.",,,Dx2,F-20,1,
189170,Gengar,Gengar,https://tcgplayer-cdn.tcgplayer.com/product/189170_200w.jpg,3,2420,https://cpt.tcgcsv.com/qHw2,2022-12-13T16:53:09.3,1,"<strong>Ability — Shadow Pain</strong>
<br>When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may put 6 damage counters on your opponent's Pokémon-GX and Pokémon-EX in any way you like.",9.99,27.0,35.0,22.05,,Reverse Holofoil,70/214,Rare,Psychic,130,Stage 2,"[3] Twilight Poison (70)
<br>Your opponent's Active Pokémon is now Asleep and Poisoned.",,,Dx2,F-20,0,
189170,Gengar,Gengar,https://tcgplayer-cdn.tcgplayer.com/product/189170_200w.jpg,3,2420,https://cpt.tcgcsv.com/qHw2,2022-12-13T16:53:09.3,1,"<strong>Ability — Shadow Pain</strong>
<br>When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may put 6 damage counters on your opponent's Pokémon-GX and Pokémon-EX in any way you like.",7.42,10.04,13.97,10.1,,Normal,70/214,Rare,Psychic,130,Stage 2,"[3] Twilight Poison (70)
<br>Your opponent's Active Pokémon is now Asleep and Poisoned.",,,Dx2,F-20,0,
189171,Drowzee,Drowzee,https://tcgplayer-cdn.tcgplayer.com/product/189171_200w.jpg,3,2420,https://cpt.tcgcsv.com/rHw2,2022-12-13T16:53:15.653,1,,0.09,0.25,1.49,0.2,,Reverse Holofoil,71/214,Common,Psychic,70,Basic,"[P] Hypnosis
<br>Your opponent's Active Pokémon is now Asleep.",[2P] Psypunch (30),,Px2,None,2,
189171,Drowzee,Drowzee,https://tcgplayer-cdn.tcgplayer.com/product/189171_200w.jpg,3,2420,https://cpt.tcgcsv.com/rHw2,2022-12-13T16:53:15.653,1,,0.05,0.2,1.49,0.17,,Normal,71/214,Common,Psychic,70,Basic,"[P] Hypnosis
<br>Your opponent's Active Pokémon is now Asleep.",[2P] Psypunch (30),,Px2,None,2,
189172,Hypno,Hypno,https://tcgplayer-cdn.tcgplayer.com/product/189172_200w.jpg,3,2420,https://cpt.tcgcsv.com/sHw2,2025-02-07T19:59:43.777,1,"<strong>Ability — Hypnotic Pendulum</strong>
<br>When your opponent's Active Pokémon is Knocked Out, flip a coin. If heads, choose which of your opponent's Benched Pokémon becomes their new Active Pokémon.",0.2,0.31,1.5,0.3,,Normal,72/214,Rare,Psychic,110,Stage 1,"[2P] Stir the Brain (30+)
<br>This attack does 10 more damage for each card in your opponent's hand.",,,Px2,None,2,
