productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardType,extCardText
85312,Escape Rope,Escape Rope,https://tcgplayer-cdn.tcgplayer.com/product/85312_200w.jpg,3,1413,https://cpt.tcgcsv.com/g8J,2024-11-12T13:54:44.91,1,120/135,Uncommon,0,Item,"Each player switches his or her Active Pokemon with 1 of his or her Benched Pokemon.  (Your opponent switches first.  If a player does not have a Benched Pokemon, he or she doesn't have to switch Pokemon.)",,,,,0.95,2.88,8.04,1.95,3.97,Reverse Holofoil,Item,You may play as many Item cards as you like during your turn (before your attack).
85332,Ether,Ether,https://tcgplayer-cdn.tcgplayer.com/product/85332_200w.jpg,3,1413,https://cpt.tcgcsv.com/G8J,2025-01-07T04:30:47.983,1,121/135,Uncommon,0,Item,"Reveal the top card of your deck.  If that card is a basic Energy card, attach it to 1 of your Pokemon.  If it is not a basic Energy card, return it to the top of your deck.",,,,,0.12,0.4,3.99,0.36,0.12,Normal,Item,You may play as many Item cards as you like during your turn (before your attack).
85332,Ether,Ether,https://tcgplayer-cdn.tcgplayer.com/product/85332_200w.jpg,3,1413,https://cpt.tcgcsv.com/G8J,2025-01-07T04:30:47.983,1,121/135,Uncommon,0,Item,"Reveal the top card of your deck.  If that card is a basic Energy card, attach it to 1 of your Pokemon.  If it is not a basic Energy card, return it to the top of your deck.",,,,,0.3,0.8,4.99,0.8,,Reverse Holofoil,Item,You may play as many Item cards as you like during your turn (before your attack).
85334,Eviolite,Eviolite,https://tcgplayer-cdn.tcgplayer.com/product/85334_200w.jpg,3,1413,https://cpt.tcgcsv.com/J8J,2023-01-10T17:22:57.457,1,122/135,Uncommon,0,Item,"If the Pokemon this card is attached to is a Basic Pokemon, any damage done to this Pokemon by attacks is reduced by 20 (after applying Weakness and Resistance).",,,,,0.13,0.37,1.5,0.37,0.18,Normal,Item,You may play as many Item cards as you like during your turn (before your attack).
85334,Eviolite,Eviolite,https://tcgplayer-cdn.tcgplayer.com/product/85334_200w.jpg,3,1413,https://cpt.tcgcsv.com/J8J,2023-01-10T17:22:57.457,1,122/135,Uncommon,0,Item,"If the Pokemon this card is attached to is a Basic Pokemon, any damage done to this Pokemon by attacks is reduced by 20 (after applying Weakness and Resistance).",,,,,0.19,0.6,2.0,0.51,0.21,Reverse Holofoil,Item,You may play as many Item cards as you like during your turn (before your attack).
85374,Exploud,Exploud,https://tcgplayer-cdn.tcgplayer.com/product/85374_200w.jpg,3,1413,https://cpt.tcgcsv.com/v9J,2023-01-10T17:20:37.233,1,107/135,Rare,140,Stage 2,[3] Destructive Sound - Your opponent reveals his or her hand.  Discard all Item cards you find there.,[4] Round (50x) Does 50 damage times the number of your Pokemon that have the Round attack.,Fx2,,4,0.33,0.73,1.75,0.78,0.42,Normal,,
85374,Exploud,Exploud,https://tcgplayer-cdn.tcgplayer.com/product/85374_200w.jpg,3,1413,https://cpt.tcgcsv.com/v9J,2023-01-10T17:20:37.233,1,107/135,Rare,140,Stage 2,[3] Destructive Sound - Your opponent reveals his or her hand.  Discard all Item cards you find there.,[4] Round (50x) Does 50 damage times the number of your Pokemon that have the Round attack.,Fx2,,4,0.75,1.0,4.0,1.06,,Reverse Holofoil,,
85540,Foongus,Foongus,https://tcgplayer-cdn.tcgplayer.com/product/85540_200w.jpg,3,1413,https://cpt.tcgcsv.com/QdJ,2023-01-10T16:57:54.467,1,12/135,Common,40,Basic,"[1] Astonish - Flip a coin.  If heads, choose a random card from your opponent's hand.  Your opponent reveals that card and shuffles it into his or her deck.",,Rx2,W-20,1,0.05,0.23,1.0,0.21,,Normal,,
85540,Foongus,Foongus,https://tcgplayer-cdn.tcgplayer.com/product/85540_200w.jpg,3,1413,https://cpt.tcgcsv.com/QdJ,2023-01-10T16:57:54.467,1,12/135,Common,40,Basic,"[1] Astonish - Flip a coin.  If heads, choose a random card from your opponent's hand.  Your opponent reveals that card and shuffles it into his or her deck.",,Rx2,W-20,1,0.27,0.49,3.75,0.41,,Reverse Holofoil,,
85566,Frillish,Frillish,https://tcgplayer-cdn.tcgplayer.com/product/85566_200w.jpg,3,1413,https://cpt.tcgcsv.com/lfJ,2023-01-10T17:02:30.933,1,38/135,Common,70,Basic,[1W] Absorb (10) Heal 10 damage from this Pokemon.,,Lx2,,2,0.07,0.25,1.49,0.27,,Normal,,
85566,Frillish,Frillish,https://tcgplayer-cdn.tcgplayer.com/product/85566_200w.jpg,3,1413,https://cpt.tcgcsv.com/lfJ,2023-01-10T17:02:30.933,1,38/135,Common,70,Basic,[1W] Absorb (10) Heal 10 damage from this Pokemon.,,Lx2,,2,0.25,0.75,1.25,0.81,,Reverse Holofoil,,
85606,Gallade,Gallade,https://tcgplayer-cdn.tcgplayer.com/product/85606_200w.jpg,3,1413,https://cpt.tcgcsv.com/8gJ,2023-01-10T17:08:49.59,1,61/135,Holo Rare,140,Stage 2,[2] Powerful Storm (20x) Does 20 times the amount of Energy attached to all of your Pokemon.,[2P] Swift Lunge (80) Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.,Px2,,2,0.95,2.25,4.54,2.09,,Holofoil,,
85606,Gallade,Gallade,https://tcgplayer-cdn.tcgplayer.com/product/85606_200w.jpg,3,1413,https://cpt.tcgcsv.com/8gJ,2023-01-10T17:08:49.59,1,61/135,Holo Rare,140,Stage 2,[2] Powerful Storm (20x) Does 20 times the amount of Energy attached to all of your Pokemon.,[2P] Swift Lunge (80) Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.,Px2,,2,7.0,7.69,9.16,4.84,,Reverse Holofoil,,
85613,Galvantula,Galvantula,https://tcgplayer-cdn.tcgplayer.com/product/85613_200w.jpg,3,1413,https://cpt.tcgcsv.com/hgJ,2023-01-10T17:04:41.97,1,51/135,Uncommon,80,Stage 1,[L] Discharge (30x) Discard all L Energy attached to this Pokemon.  This attack does 30 damage times the number of Energy cards you discarded.,"[2] Signal Beam (30) Flip a coin.  If heads, the Defending Pokemon is now Confused.",Fx2,,0,0.24,0.44,1.49,0.37,0.44,Normal,,
85613,Galvantula,Galvantula,https://tcgplayer-cdn.tcgplayer.com/product/85613_200w.jpg,3,1413,https://cpt.tcgcsv.com/hgJ,2023-01-10T17:04:41.97,1,51/135,Uncommon,80,Stage 1,[L] Discharge (30x) Discard all L Energy attached to this Pokemon.  This attack does 30 damage times the number of Energy cards you discarded.,"[2] Signal Beam (30) Flip a coin.  If heads, the Defending Pokemon is now Confused.",Fx2,,0,2.19,6.1,10.0,1.68,,Reverse Holofoil,,
85619,Garbodor (Team Plasma) (66),Garbodor Team Plasma 66,https://tcgplayer-cdn.tcgplayer.com/product/85619_200w.jpg,3,1413,https://cpt.tcgcsv.com/pgJ,2023-01-10T17:10:05.83,1,66/135,Holo Rare,110,Stage 1,"[1] Biosmog (20) The Defending Pokemon is now Poisoned.  Flip a coin.  If heads, discard an Energy attached to that Pokemon.",[1PP] Sludge Bomb (70),Px2,,3,0.52,1.55,9.98,1.3,,Holofoil,,
85619,Garbodor (Team Plasma) (66),Garbodor Team Plasma 66,https://tcgplayer-cdn.tcgplayer.com/product/85619_200w.jpg,3,1413,https://cpt.tcgcsv.com/pgJ,2023-01-10T17:10:05.83,1,66/135,Holo Rare,110,Stage 1,"[1] Biosmog (20) The Defending Pokemon is now Poisoned.  Flip a coin.  If heads, discard an Energy attached to that Pokemon.",[1PP] Sludge Bomb (70),Px2,,3,0.82,3.57,8.0,3.62,,Reverse Holofoil,,
85620,Garbodor (Team Plasma) (67),Garbodor Team Plasma 67,https://tcgplayer-cdn.tcgplayer.com/product/85620_200w.jpg,3,1413,https://cpt.tcgcsv.com/qgJ,2023-01-10T17:10:12.42,1,67/135,Rare,110,Stage 1,[2] Ensnarl (20x) Does 20 damage times the number of C in the Defending Pokemon's Retreat Cost.,[3P] Double Ducts (80x) Flip 2 coins.  This attack does 80 damage times the number of heads.,Px2,,3,0.3,0.75,2.03,0.78,,Normal,,
85620,Garbodor (Team Plasma) (67),Garbodor Team Plasma 67,https://tcgplayer-cdn.tcgplayer.com/product/85620_200w.jpg,3,1413,https://cpt.tcgcsv.com/qgJ,2023-01-10T17:10:12.42,1,67/135,Rare,110,Stage 1,[2] Ensnarl (20x) Does 20 damage times the number of C in the Defending Pokemon's Retreat Cost.,[3P] Double Ducts (80x) Flip 2 coins.  This attack does 80 damage times the number of heads.,Px2,,3,0.99,2.55,6.0,2.62,,Reverse Holofoil,,
85738,Giratina (Team Plasma),Giratina Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/85738_200w.jpg,3,1413,https://cpt.tcgcsv.com/NjJ,2023-01-10T17:09:40.507,1,62/135,Rare,130,Basic,"[2P] Hex (50+) If the Defending Pokemon is affected by a Special Condition, this attack does 50 more damage.",[2PP] Shadow Claw (90) Discard a random card from your opponent's hand.,Dx2,,3,2.0,3.28,9.99,4.1,,Normal,,
85738,Giratina (Team Plasma),Giratina Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/85738_200w.jpg,3,1413,https://cpt.tcgcsv.com/NjJ,2023-01-10T17:09:40.507,1,62/135,Rare,130,Basic,"[2P] Hex (50+) If the Defending Pokemon is affected by a Special Condition, this attack does 50 more damage.",[2PP] Shadow Claw (90) Discard a random card from your opponent's hand.,Dx2,,3,19.9,27.99,40.0,19.54,,Reverse Holofoil,,
85798,Golbat,Golbat,https://tcgplayer-cdn.tcgplayer.com/product/85798_200w.jpg,3,1413,https://cpt.tcgcsv.com/-kJ,2023-01-10T17:05:07.72,1,54/135,Uncommon,80,Stage 1,[1P] Spiral Drain (20) Heal 20 damage from this Pokemon.,,Lx2,F-20,1,0.2,0.3,1.53,0.27,,Normal,,
85798,Golbat,Golbat,https://tcgplayer-cdn.tcgplayer.com/product/85798_200w.jpg,3,1413,https://cpt.tcgcsv.com/-kJ,2023-01-10T17:05:07.72,1,54/135,Uncommon,80,Stage 1,[1P] Spiral Drain (20) Heal 20 damage from this Pokemon.,,Lx2,F-20,1,0.5,0.71,4.0,0.9,,Reverse Holofoil,,
85920,Grotle,Grotle,https://tcgplayer-cdn.tcgplayer.com/product/85920_200w.jpg,3,1413,https://cpt.tcgcsv.com/qnJ,2023-01-10T16:56:34.447,1,2/135,Uncommon,100,Stage 1,"[2G] Knock Away (40+) Flip a coin.  If heads, this attack does 20 more damage.",,Rx2,W-20,3,0.21,0.43,1.0,0.42,0.75,Normal,,
85920,Grotle,Grotle,https://tcgplayer-cdn.tcgplayer.com/product/85920_200w.jpg,3,1413,https://cpt.tcgcsv.com/qnJ,2023-01-10T16:56:34.447,1,2/135,Uncommon,100,Stage 1,"[2G] Knock Away (40+) Flip a coin.  If heads, this attack does 20 more damage.",,Rx2,W-20,3,5.85,5.99,30.0,5.85,,Reverse Holofoil,,
85983,Gurdurr,Gurdurr,https://tcgplayer-cdn.tcgplayer.com/product/85983_200w.jpg,3,1413,https://cpt.tcgcsv.com/HpJ,2023-01-10T17:13:40.42,1,80/135,Uncommon,90,Stage 1,"[2F] Dynamic Punch (40+) Flip a coin.  If heads, this attack does 20 more damage and the Defending Pokemon is now Confused.",[2FF] Hammer In (80),Px2,,3,0.24,0.4,1.0,0.47,,Normal,,
85983,Gurdurr,Gurdurr,https://tcgplayer-cdn.tcgplayer.com/product/85983_200w.jpg,3,1413,https://cpt.tcgcsv.com/HpJ,2023-01-10T17:13:40.42,1,80/135,Uncommon,90,Stage 1,"[2F] Dynamic Punch (40+) Flip a coin.  If heads, this attack does 20 more damage and the Defending Pokemon is now Confused.",[2FF] Hammer In (80),Px2,,3,0.53,1.08,3.0,1.07,,Reverse Holofoil,,
86046,Heatmor,Heatmor,https://tcgplayer-cdn.tcgplayer.com/product/86046_200w.jpg,3,1413,https://cpt.tcgcsv.com/XqJ,2023-01-10T16:59:52.883,1,23/135,Uncommon,90,Basic,[R] Luring Flame - Switch 1 of your opponent's Benched Pokemon with the Defending Pokemon.  The new Defending Pokemon is now Burned.,[RRR] Fiery Licks (50x) Discard the top 4 cards of your deck.  This attack does 50 damage times the number of R Energy cards you discarded.,Wx2,,2,0.19,0.33,0.99,0.31,0.3,Normal,,
86046,Heatmor,Heatmor,https://tcgplayer-cdn.tcgplayer.com/product/86046_200w.jpg,3,1413,https://cpt.tcgcsv.com/XqJ,2023-01-10T16:59:52.883,1,23/135,Uncommon,90,Basic,[R] Luring Flame - Switch 1 of your opponent's Benched Pokemon with the Defending Pokemon.  The new Defending Pokemon is now Burned.,[RRR] Fiery Licks (50x) Discard the top 4 cards of your deck.  This attack does 50 damage times the number of R Energy cards you discarded.,Wx2,,2,0.25,0.67,2.0,0.51,,Reverse Holofoil,,
86256,Hypnotoxic Laser (Team Plasma),Hypnotoxic Laser Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/86256_200w.jpg,3,1413,https://cpt.tcgcsv.com/8wJ,2024-11-11T13:35:47.92,1,123/135,Uncommon,0,Item,"Your opponent's Active Pokemon is now Poisoned.  Flip a coin.  If heads, your opponent's Active Pokemon is also Asleep.",,,,,0.98,1.86,19.99,1.86,2.6,Normal,Item,You may play as many Item cards as you like during your turn (before your attack).
86256,Hypnotoxic Laser (Team Plasma),Hypnotoxic Laser Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/86256_200w.jpg,3,1413,https://cpt.tcgcsv.com/8wJ,2024-11-11T13:35:47.92,1,123/135,Uncommon,0,Item,"Your opponent's Active Pokemon is now Poisoned.  Flip a coin.  If heads, your opponent's Active Pokemon is also Asleep.",,,,,6.62,10.58,15.0,11.75,,Reverse Holofoil,Item,You may play as many Item cards as you like during your turn (before your attack).
86278,Infernape (Team Plasma),Infernape Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/86278_200w.jpg,3,1413,https://cpt.tcgcsv.com/BwJ,2023-01-10T16:58:59.203,1,17/135,Holo Rare,130,Stage 2,[1] Torment (30) Choose 1 of the Defending Pokemon's attacks.  That Pokemon can't use that attack during your opponent's next turn.,[1R] Malevolent Fire (120) Discard all Energy attached to this Pokemon.,Wx2,,0,1.0,5.18,12.0,4.85,,Holofoil,,
86278,Infernape (Team Plasma),Infernape Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/86278_200w.jpg,3,1413,https://cpt.tcgcsv.com/BwJ,2023-01-10T16:58:59.203,1,17/135,Holo Rare,130,Stage 2,[1] Torment (30) Choose 1 of the Defending Pokemon's attacks.  That Pokemon can't use that attack during your opponent's next turn.,[1R] Malevolent Fire (120) Discard all Energy attached to this Pokemon.,Wx2,,0,8.1,15.0,30.0,4.03,,Reverse Holofoil,,
86308,Jellicent (Team Plasma),Jellicent Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/86308_200w.jpg,3,1413,https://cpt.tcgcsv.com/bxJ,2023-06-14T11:33:11.277,1,39/135,Rare,100,Stage 1,[1W] Aqua Bullet (40) Does 10 damage to 1 of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),,Lx2,,2,0.35,0.89,2.22,0.92,,Normal,,"Spiteful Spirit - If this Pokemon is your Active Pokemon and is Knocked Out by damage from an opponent's attack, the Attacking Pokemon is now Confused and Poisoned.  (Ability)"
86308,Jellicent (Team Plasma),Jellicent Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/86308_200w.jpg,3,1413,https://cpt.tcgcsv.com/bxJ,2023-06-14T11:33:11.277,1,39/135,Rare,100,Stage 1,[1W] Aqua Bullet (40) Does 10 damage to 1 of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.),,Lx2,,2,2.05,3.0,8.0,2.23,,Reverse Holofoil,,"Spiteful Spirit - If this Pokemon is your Active Pokemon and is Knocked Out by damage from an opponent's attack, the Attacking Pokemon is now Confused and Poisoned.  (Ability)"
86358,Joltik,Joltik,https://tcgplayer-cdn.tcgplayer.com/product/86358_200w.jpg,3,1413,https://cpt.tcgcsv.com/bzJ,2023-01-10T17:04:33.97,1,50/135,Common,40,Basic,"[L] Jump On (10+) Flip a coin.  If heads, this attack does 10 more damage.",,Fx2,,1,0.15,0.43,1.0,0.34,,Normal,,
86358,Joltik,Joltik,https://tcgplayer-cdn.tcgplayer.com/product/86358_200w.jpg,3,1413,https://cpt.tcgcsv.com/bzJ,2023-01-10T17:04:33.97,1,50/135,Common,40,Basic,"[L] Jump On (10+) Flip a coin.  If heads, this attack does 10 more damage.",,Fx2,,1,2.69,2.8,8.0,2.83,,Reverse Holofoil,,
86470,Kirlia,Kirlia,https://tcgplayer-cdn.tcgplayer.com/product/86470_200w.jpg,3,1413,https://cpt.tcgcsv.com/qCJ,2023-01-10T17:06:00.883,1,60/135,Uncommon,80,Stage 1,"[P] Psy Bolt (20) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",,Px2,,1,0.18,0.29,1.58,0.27,,Normal,,
86470,Kirlia,Kirlia,https://tcgplayer-cdn.tcgplayer.com/product/86470_200w.jpg,3,1413,https://cpt.tcgcsv.com/qCJ,2023-01-10T17:06:00.883,1,60/135,Uncommon,80,Stage 1,"[P] Psy Bolt (20) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",,Px2,,1,2.33,3.46,8.0,3.34,,Reverse Holofoil,,
86477,Klang,Klang,https://tcgplayer-cdn.tcgplayer.com/product/86477_200w.jpg,3,1413,https://cpt.tcgcsv.com/zCJ,2023-01-10T17:17:16.647,1,89/135,Uncommon,80,Stage 1,[M] Vice Grip (20),[2M] Gear Smash (30+) Flip 2 coins.  This attack does 20 more damage for each heads.,Rx2,P-20,2,0.18,0.25,1.49,0.22,0.25,Normal,,
86477,Klang,Klang,https://tcgplayer-cdn.tcgplayer.com/product/86477_200w.jpg,3,1413,https://cpt.tcgcsv.com/zCJ,2023-01-10T17:17:16.647,1,89/135,Uncommon,80,Stage 1,[M] Vice Grip (20),[2M] Gear Smash (30+) Flip 2 coins.  This attack does 20 more damage for each heads.,Rx2,P-20,2,0.25,0.42,2.0,0.77,1.19,Reverse Holofoil,,
86484,Klink,Klink,https://tcgplayer-cdn.tcgplayer.com/product/86484_200w.jpg,3,1413,https://cpt.tcgcsv.com/JCJ,2023-01-10T17:17:08.957,1,88/135,Common,60,Basic,"[1] Rigidify - During your opponent's next turn, any damage done to this Pokemon by attacks is reduced by 20 (after applying Weakness and Resistance).",[1M] Vice Grip (20),Rx2,P-20,2,0.09,0.25,1.0,0.14,0.13,Normal,,
86484,Klink,Klink,https://tcgplayer-cdn.tcgplayer.com/product/86484_200w.jpg,3,1413,https://cpt.tcgcsv.com/JCJ,2023-01-10T17:17:08.957,1,88/135,Common,60,Basic,"[1] Rigidify - During your opponent's next turn, any damage done to this Pokemon by attacks is reduced by 20 (after applying Weakness and Resistance).",[1M] Vice Grip (20),Rx2,P-20,2,0.3,0.49,2.0,0.58,0.38,Reverse Holofoil,,
86488,Klinklang (Team Plasma),Klinklang Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/86488_200w.jpg,3,1413,https://cpt.tcgcsv.com/NCJ,2023-01-10T17:17:25.867,1,90/135,Holo Rare,140,Stage 2,"[1MM] Heavy Bullet (70) Flip a coin.  If heads, this attack does 20 damage to 1 of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.)",,Rx2,P-20,3,0.8,1.49,3.0,1.67,,Holofoil,,Plasma Steel - Prevent all damage done to your M Pokemon by attacks from your opponent's Pokemon-EX.  (Ability)
86488,Klinklang (Team Plasma),Klinklang Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/86488_200w.jpg,3,1413,https://cpt.tcgcsv.com/NCJ,2023-01-10T17:17:25.867,1,90/135,Holo Rare,140,Stage 2,"[1MM] Heavy Bullet (70) Flip a coin.  If heads, this attack does 20 damage to 1 of your opponent's Benched Pokemon.  (Don't apply Weakness and Resistance for Benched Pokemon.)",,Rx2,P-20,3,1.31,2.2,6.0,2.28,,Reverse Holofoil,,Plasma Steel - Prevent all damage done to your M Pokemon by attacks from your opponent's Pokemon-EX.  (Ability)
86500,Koffing (56),Koffing 56,https://tcgplayer-cdn.tcgplayer.com/product/86500_200w.jpg,3,1413,https://cpt.tcgcsv.com/0DJ,2023-01-10T17:05:21.667,1,56/135,Common,70,Basic,[P] Tackle (10),[2] Double Spin (20x) Flip 2 coins.  This attack does 20 damage times the number of heads.,Px2,,2,0.1,0.25,1.53,0.25,,Normal,,
86500,Koffing (56),Koffing 56,https://tcgplayer-cdn.tcgplayer.com/product/86500_200w.jpg,3,1413,https://cpt.tcgcsv.com/0DJ,2023-01-10T17:05:21.667,1,56/135,Common,70,Basic,[P] Tackle (10),[2] Double Spin (20x) Flip 2 coins.  This attack does 20 damage times the number of heads.,Px2,,2,0.3,0.68,2.0,0.68,,Reverse Holofoil,,
86501,Koffing (57),Koffing 57,https://tcgplayer-cdn.tcgplayer.com/product/86501_200w.jpg,3,1413,https://cpt.tcgcsv.com/2DJ,2023-01-10T17:05:28.983,1,57/135,Uncommon,60,Basic,"[1P] Smokescreen (20) If the Defending Pokemon tries to attack during your opponent's next turn, your opponent flips a coin.  If tails, that attack does nothing.",,Px2,,1,0.25,0.45,1.0,0.48,,Normal,,
86501,Koffing (57),Koffing 57,https://tcgplayer-cdn.tcgplayer.com/product/86501_200w.jpg,3,1413,https://cpt.tcgcsv.com/2DJ,2023-01-10T17:05:28.983,1,57/135,Uncommon,60,Basic,"[1P] Smokescreen (20) If the Defending Pokemon tries to attack during your opponent's next turn, your opponent flips a coin.  If tails, that attack does nothing.",,Px2,,1,0.75,3.37,8.0,3.68,,Reverse Holofoil,,
86589,Lampent,Lampent,https://tcgplayer-cdn.tcgplayer.com/product/86589_200w.jpg,3,1413,https://cpt.tcgcsv.com/PFJ,2023-01-10T16:59:45.377,1,22/135,Uncommon,70,Stage 1,[1R] Will-O-Wisp (20),,Wx2,,1,0.06,0.25,1.49,0.28,,Normal,,"Freefloating - If this Pokemon has no Energy attached to it, this Pokemon has no Retreat Cost.  (Ability)"
86589,Lampent,Lampent,https://tcgplayer-cdn.tcgplayer.com/product/86589_200w.jpg,3,1413,https://cpt.tcgcsv.com/PFJ,2023-01-10T16:59:45.377,1,22/135,Uncommon,70,Stage 1,[1R] Will-O-Wisp (20),,Wx2,,1,0.47,0.48,4.0,0.5,,Reverse Holofoil,,"Freefloating - If this Pokemon has no Energy attached to it, this Pokemon has no Retreat Cost.  (Ability)"
86688,Leavanny,Leavanny,https://tcgplayer-cdn.tcgplayer.com/product/86688_200w.jpg,3,1413,https://cpt.tcgcsv.com/NHJ,2023-01-10T16:57:39.373,1,10/135,Rare,140,Stage 2,"[2] Cleave (30) Flip 2 coins.  If both of them are heads, discard all Energy attached to the Defending Pokemon.","[1GG] Leaf Blade (70+) Flip a coin.  If heads, this attack does 20 more damage.",Rx2,,2,0.25,0.59,2.48,0.58,,Normal,,
86688,Leavanny,Leavanny,https://tcgplayer-cdn.tcgplayer.com/product/86688_200w.jpg,3,1413,https://cpt.tcgcsv.com/NHJ,2023-01-10T16:57:39.373,1,10/135,Rare,140,Stage 2,"[2] Cleave (30) Flip 2 coins.  If both of them are heads, discard all Energy attached to the Defending Pokemon.","[1GG] Leaf Blade (70+) Flip a coin.  If heads, this attack does 20 more damage.",Rx2,,2,0.68,0.99,4.0,0.97,,Reverse Holofoil,,
86728,Liepard (Team Plasma),Liepard Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/86728_200w.jpg,3,1413,https://cpt.tcgcsv.com/BJJ,2023-01-10T17:16:41.99,1,84/135,Rare,80,Stage 1,[1] Silent Claw - Your opponent reveals his or her hand.  Discard a Supporter card you find there.  Use the effect of that card as the effect of this attack.,"[1D] Fake Out (30) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",Fx2,P-20,1,0.53,0.79,2.0,0.79,,Normal,,
86728,Liepard (Team Plasma),Liepard Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/86728_200w.jpg,3,1413,https://cpt.tcgcsv.com/BJJ,2023-01-10T17:16:41.99,1,84/135,Rare,80,Stage 1,[1] Silent Claw - Your opponent reveals his or her hand.  Discard a Supporter card you find there.  Use the effect of that card as the effect of this attack.,"[1D] Fake Out (30) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",Fx2,P-20,1,1.0,1.49,4.0,1.99,,Reverse Holofoil,,
86812,Litwick,Litwick,https://tcgplayer-cdn.tcgplayer.com/product/86812_200w.jpg,3,1413,https://cpt.tcgcsv.com/gLJ,2023-01-10T16:59:38.2,1,21/135,Common,60,Basic,"[1] Surprise Attack (20) Flip a coin.  If tails, this attack does nothing.",,Wx2,,1,0.05,0.26,1.53,0.27,0.22,Normal,,
86812,Litwick,Litwick,https://tcgplayer-cdn.tcgplayer.com/product/86812_200w.jpg,3,1413,https://cpt.tcgcsv.com/gLJ,2023-01-10T16:59:38.2,1,21/135,Common,60,Basic,"[1] Surprise Attack (20) Flip a coin.  If tails, this attack does nothing.",,Wx2,,1,0.3,0.88,2.0,1.0,,Reverse Holofoil,,
86821,Lombre,Lombre,https://tcgplayer-cdn.tcgplayer.com/product/86821_200w.jpg,3,1413,https://cpt.tcgcsv.com/rLJ,2023-01-10T17:00:57.493,1,30/135,Uncommon,80,Stage 1,"[2] Jump On (20+) Flip a coin.  If heads, this attack does 20 more damage.",[2W] Wave Splash (50),Lx2,,2,0.21,0.34,4.54,0.28,,Normal,,
86821,Lombre,Lombre,https://tcgplayer-cdn.tcgplayer.com/product/86821_200w.jpg,3,1413,https://cpt.tcgcsv.com/rLJ,2023-01-10T17:00:57.493,1,30/135,Uncommon,80,Stage 1,"[2] Jump On (20+) Flip a coin.  If heads, this attack does 20 more damage.",[2W] Wave Splash (50),Lx2,,2,0.42,2.27,6.27,2.2,,Reverse Holofoil,,
86839,Lotad,Lotad,https://tcgplayer-cdn.tcgplayer.com/product/86839_200w.jpg,3,1413,https://cpt.tcgcsv.com/PLJ,2023-01-10T17:00:48.723,1,29/135,Common,60,Basic,"[1W] Bubble Beam (20) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",,Lx2,,1,0.04,0.33,1.49,0.36,,Normal,,
86839,Lotad,Lotad,https://tcgplayer-cdn.tcgplayer.com/product/86839_200w.jpg,3,1413,https://cpt.tcgcsv.com/PLJ,2023-01-10T17:00:48.723,1,29/135,Common,60,Basic,"[1W] Bubble Beam (20) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",,Lx2,,1,0.25,0.47,2.0,0.87,,Reverse Holofoil,,
86845,Loudred,Loudred,https://tcgplayer-cdn.tcgplayer.com/product/86845_200w.jpg,3,1413,https://cpt.tcgcsv.com/WLJ,2023-01-10T17:20:27.333,1,106/135,Uncommon,90,Stage 1,[1] Supersonic - The Defending Pokemon is now Confused.,[3] Hyper Voice (50),Fx2,,3,0.15,0.36,1.0,0.45,0.23,Normal,,
86845,Loudred,Loudred,https://tcgplayer-cdn.tcgplayer.com/product/86845_200w.jpg,3,1413,https://cpt.tcgcsv.com/WLJ,2023-01-10T17:20:27.333,1,106/135,Uncommon,90,Stage 1,[1] Supersonic - The Defending Pokemon is now Confused.,[3] Hyper Voice (50),Fx2,,3,0.55,0.75,7.0,0.73,,Reverse Holofoil,,
86883,Lucario (77),Lucario 77,https://tcgplayer-cdn.tcgplayer.com/product/86883_200w.jpg,3,1413,https://cpt.tcgcsv.com/HMJ,2023-01-10T17:13:20.013,1,77/135,Uncommon,90,Stage 1,[1F] Kick (30),[2F] Mach Cross (70),Px2,,1,0.44,0.81,2.25,0.88,,Normal,,
