productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extResistance,extCardText
94167,Gengar EX,Gengar EX,https://tcgplayer-cdn.tcgplayer.com/product/94167_200w.jpg,3,1494,https://cpt.tcgcsv.com/mHM,2022-12-22T20:30:56.207,1,34/119,Ultra Rare,Psychic,170,Basic,"[1] Night Attack
Put 3 damage counters on 1 of your opponent's Pokémon.",Mx2,2,33.0,56.27,79.99,57.76,50.15,Holofoil,"[2P] Dark Corridor (60)
Your opponent's Active Pokémon is now Poisoned. Switch this Pokémon with 1 of your Benched Pokémon.",F-20,
94168,M Gengar EX,M Gengar EX,https://tcgplayer-cdn.tcgplayer.com/product/94168_200w.jpg,3,1494,https://cpt.tcgcsv.com/nHM,2022-12-22T20:31:05.48,1,35/119,Ultra Rare,Psychic,220,Mega,"[2P] Phantom Gate
Choose 1 of your opponent's Pokémon's attacks and use it as this attack.",Mx2,1,118.93,246.58,376.22,144.45,,Holofoil,,F-20,"When 1 of your Pokémon becomes a Mega Evolution Pokémon, your turn ends."
94169,Wobbuffet,Wobbuffet,https://tcgplayer-cdn.tcgplayer.com/product/94169_200w.jpg,3,1494,https://cpt.tcgcsv.com/pHM,2025-02-05T21:17:38.377,1,36/119,Uncommon,Psychic,110,Basic,"[1P] Psychic Assault (10+)
Does 10 more damage for each damage counter on your opponent's Active Pokémon.",Px2,2,0.7,1.24,9.07,1.25,,Normal,,,"Ability - Bide Barrier
<br>
If this Pokémon is your Active Pokémon, each Pokémon in play, in each player's hand, and in each player's discard pile has no Abilities (except for Psychic Pokémon)."
94169,Wobbuffet,Wobbuffet,https://tcgplayer-cdn.tcgplayer.com/product/94169_200w.jpg,3,1494,https://cpt.tcgcsv.com/pHM,2025-02-05T21:17:38.377,1,36/119,Uncommon,Psychic,110,Basic,"[1P] Psychic Assault (10+)
Does 10 more damage for each damage counter on your opponent's Active Pokémon.",Px2,2,3.44,5.05,6.99,5.04,,Reverse Holofoil,,,"Ability - Bide Barrier
<br>
If this Pokémon is your Active Pokémon, each Pokémon in play, in each player's hand, and in each player's discard pile has no Abilities (except for Psychic Pokémon)."
94235,Gulpin,Gulpin,https://tcgplayer-cdn.tcgplayer.com/product/94235_200w.jpg,3,1494,https://cpt.tcgcsv.com/KJM,2022-12-22T20:31:24.28,1,37/119,Common,Psychic,60,Basic,"[P] Poison Gas
Flip a coin. If heads, your opponent's Active Pokemon is now Poisoned.",Px2,2,0.05,0.25,1.49,0.23,0.25,Normal,[2P] Sludge Bomb (30),,
94235,Gulpin,Gulpin,https://tcgplayer-cdn.tcgplayer.com/product/94235_200w.jpg,3,1494,https://cpt.tcgcsv.com/KJM,2022-12-22T20:31:24.28,1,37/119,Common,Psychic,60,Basic,"[P] Poison Gas
Flip a coin. If heads, your opponent's Active Pokemon is now Poisoned.",Px2,2,0.24,0.5,4.29,0.36,,Reverse Holofoil,[2P] Sludge Bomb (30),,
94236,Swalot,Swalot,https://tcgplayer-cdn.tcgplayer.com/product/94236_200w.jpg,3,1494,https://cpt.tcgcsv.com/LJM,2022-12-22T20:31:35.54,1,38/119,Rare,Psychic,110,Stage 1,"[P] Poison Gas (30)
Flip a coin. If heads, your opponent's Active Pokemon is now Poisoned.",Px2,3,0.35,1.0,4.99,1.06,,Normal,"[2P] Swallow Up (50+)
If, before doing damage, your opponent's Active Pokemon has fewer remaining HP than this Pokemon, this attack does 50 more damage.",,
94236,Swalot,Swalot,https://tcgplayer-cdn.tcgplayer.com/product/94236_200w.jpg,3,1494,https://cpt.tcgcsv.com/LJM,2022-12-22T20:31:35.54,1,38/119,Rare,Psychic,110,Stage 1,"[P] Poison Gas (30)
Flip a coin. If heads, your opponent's Active Pokemon is now Poisoned.",Px2,3,1.19,2.43,6.97,2.43,,Reverse Holofoil,"[2P] Swallow Up (50+)
If, before doing damage, your opponent's Active Pokemon has fewer remaining HP than this Pokemon, this attack does 50 more damage.",,
94237,Munna,Munna,https://tcgplayer-cdn.tcgplayer.com/product/94237_200w.jpg,3,1494,https://cpt.tcgcsv.com/MJM,2022-12-22T20:31:44.623,1,39/119,Common,Psychic,70,Basic,"[P] See Through
Your opponent reveals his or her hand.",Px2,2,0.05,0.23,1.49,0.18,0.18,Normal,"[1P] Double Headbutt (20x)
Flip 2 coins. This attack does 20 damage times the number of heads.",,
94237,Munna,Munna,https://tcgplayer-cdn.tcgplayer.com/product/94237_200w.jpg,3,1494,https://cpt.tcgcsv.com/MJM,2022-12-22T20:31:44.623,1,39/119,Common,Psychic,70,Basic,"[P] See Through
Your opponent reveals his or her hand.",Px2,2,0.08,0.35,1.53,0.37,,Reverse Holofoil,"[1P] Double Headbutt (20x)
Flip 2 coins. This attack does 20 damage times the number of heads.",,
94238,Musharna,Musharna,https://tcgplayer-cdn.tcgplayer.com/product/94238_200w.jpg,3,1494,https://cpt.tcgcsv.com/NJM,2022-12-22T20:31:54.057,1,40/119,Rare,Psychic,90,Stage 1,"[P] Dream of Memories
Shuffle 3 cards from your discard pile into your deck.",Px2,2,0.2,0.36,1.54,0.36,,Normal,"[1P] Dream Dance (30)
Both Active Pokemon are now Asleep.",,
94238,Musharna,Musharna,https://tcgplayer-cdn.tcgplayer.com/product/94238_200w.jpg,3,1494,https://cpt.tcgcsv.com/NJM,2022-12-22T20:31:54.057,1,40/119,Rare,Psychic,90,Stage 1,"[P] Dream of Memories
Shuffle 3 cards from your discard pile into your deck.",Px2,2,0.25,0.5,3.41,0.44,,Reverse Holofoil,"[1P] Dream Dance (30)
Both Active Pokemon are now Asleep.",,
94239,Litwick,Litwick,https://tcgplayer-cdn.tcgplayer.com/product/94239_200w.jpg,3,1494,https://cpt.tcgcsv.com/PJM,2023-05-19T13:45:30.55,1,41/119,Common,Psychic,50,Basic,"[P] Trip Over (10+)
Flip a coin. If heads, this attack does 10 more damage.",Dx2,1,0.05,0.25,1.5,0.25,,Normal,,F-20,
94239,Litwick,Litwick,https://tcgplayer-cdn.tcgplayer.com/product/94239_200w.jpg,3,1494,https://cpt.tcgcsv.com/PJM,2023-05-19T13:45:30.55,1,41/119,Common,Psychic,50,Basic,"[P] Trip Over (10+)
Flip a coin. If heads, this attack does 10 more damage.",Dx2,1,0.23,0.43,3.84,0.51,,Reverse Holofoil,,F-20,
94500,Lampent,Lampent,https://tcgplayer-cdn.tcgplayer.com/product/94500_200w.jpg,3,1494,https://cpt.tcgcsv.com/0QM,2022-12-22T20:32:13.767,1,42/119,Uncommon,Psychic,70,Stage 1,"[P] Cursed Drop
<br>Put 3 damage counters on your opponent's Pokemon in any way you like.",Mx2,2,0.09,0.35,2.61,0.36,,Normal,"[2P] Night March (20x)
<br>This attack does 20 damage times the number of Pokemon in your discard pile that have the Night March attack.",F-20,
94500,Lampent,Lampent,https://tcgplayer-cdn.tcgplayer.com/product/94500_200w.jpg,3,1494,https://cpt.tcgcsv.com/0QM,2022-12-22T20:32:13.767,1,42/119,Uncommon,Psychic,70,Stage 1,"[P] Cursed Drop
<br>Put 3 damage counters on your opponent's Pokemon in any way you like.",Mx2,2,1.19,1.89,5.24,2.51,2.65,Reverse Holofoil,"[2P] Night March (20x)
<br>This attack does 20 damage times the number of Pokemon in your discard pile that have the Night March attack.",F-20,
94501,Chandelure,Chandelure,https://tcgplayer-cdn.tcgplayer.com/product/94501_200w.jpg,3,1494,https://cpt.tcgcsv.com/2QM,2022-12-22T20:32:22.12,1,43/119,Holo Rare,Psychic,130,Stage 2,"[2P] Cursed Drop
<br>Put 6 damage counters on your opponent's Pokemon in any way you like.",Mx2,2,0.75,1.5,2.99,1.8,,Holofoil,,F-20,"<b> Ability </b> Fainting Spell
<br>
If this Pokemon is Knocked Out by damage from an opponent's attack, flip a coin. If heads, the Attacking Pokemon is Knocked Out."
94501,Chandelure,Chandelure,https://tcgplayer-cdn.tcgplayer.com/product/94501_200w.jpg,3,1494,https://cpt.tcgcsv.com/2QM,2022-12-22T20:32:22.12,1,43/119,Holo Rare,Psychic,130,Stage 2,"[2P] Cursed Drop
<br>Put 6 damage counters on your opponent's Pokemon in any way you like.",Mx2,2,0.7,1.09,4.74,1.5,,Reverse Holofoil,,F-20,"<b> Ability </b> Fainting Spell
<br>
If this Pokemon is Knocked Out by damage from an opponent's attack, flip a coin. If heads, the Attacking Pokemon is Knocked Out."
94502,Pumpkaboo,Pumpkaboo,https://tcgplayer-cdn.tcgplayer.com/product/94502_200w.jpg,3,1494,https://cpt.tcgcsv.com/3QM,2025-02-05T21:17:38.44,1,44/119,Common,Psychic,60,Basic,[P] Ram (10),Mx2,2,0.05,0.25,2.25,0.22,,Normal,"[3] Night March(20x)
<br>This attack does 20 damage times the number of Pokemon in your discard pile that have the Night March attack.",F-20,
94502,Pumpkaboo,Pumpkaboo,https://tcgplayer-cdn.tcgplayer.com/product/94502_200w.jpg,3,1494,https://cpt.tcgcsv.com/3QM,2025-02-05T21:17:38.44,1,44/119,Common,Psychic,60,Basic,[P] Ram (10),Mx2,2,0.5,1.19,3.5,1.19,,Reverse Holofoil,"[3] Night March(20x)
<br>This attack does 20 damage times the number of Pokemon in your discard pile that have the Night March attack.",F-20,
94503,Gourgeist,Gourgeist,https://tcgplayer-cdn.tcgplayer.com/product/94503_200w.jpg,3,1494,https://cpt.tcgcsv.com/5QM,2022-12-22T20:32:38.147,1,45/119,Holo Rare,Psychic,100,Stage 1,"[2P] Horror Note (10x)
<br>This attack does 10 damage times the number of cards in your hand.",Mx2,3,0.38,0.74,4.74,0.76,,Holofoil,,F-20,"<b>Ability</b> Gourgantic
<br>If this Pokemon has any Grass Energy attached to it, its maximum HP is 200."
94503,Gourgeist,Gourgeist,https://tcgplayer-cdn.tcgplayer.com/product/94503_200w.jpg,3,1494,https://cpt.tcgcsv.com/5QM,2022-12-22T20:32:38.147,1,45/119,Holo Rare,Psychic,100,Stage 1,"[2P] Horror Note (10x)
<br>This attack does 10 damage times the number of cards in your hand.",Mx2,3,0.45,0.87,8.21,0.87,,Reverse Holofoil,,F-20,"<b>Ability</b> Gourgantic
<br>If this Pokemon has any Grass Energy attached to it, its maximum HP is 200."
94504,Gligar,Gligar,https://tcgplayer-cdn.tcgplayer.com/product/94504_200w.jpg,3,1494,https://cpt.tcgcsv.com/6QM,2022-12-22T20:32:47.967,1,46/119,Common,Fighting,60,Basic,"[2] Rock Cannon (20x)
<br>Flip a coin until you get tails. This attack does 20 damage times the number of heads.",Wx2,1,0.04,0.2,1.49,0.16,,Normal,,,
94504,Gligar,Gligar,https://tcgplayer-cdn.tcgplayer.com/product/94504_200w.jpg,3,1494,https://cpt.tcgcsv.com/6QM,2022-12-22T20:32:47.967,1,46/119,Common,Fighting,60,Basic,"[2] Rock Cannon (20x)
<br>Flip a coin until you get tails. This attack does 20 damage times the number of heads.",Wx2,1,0.14,0.35,2.53,0.34,,Reverse Holofoil,,,
94505,Gliscor,Gliscor,https://tcgplayer-cdn.tcgplayer.com/product/94505_200w.jpg,3,1494,https://cpt.tcgcsv.com/7QM,2022-12-22T20:33:03.92,1,47/119,Rare,Fighting,90,Stage 1,"[F] Submission Hold (20)
<br>Your opponent can't attach Energy from his or her hand to the Defending Pokemon during his or her next turn.",Wx2,1,0.17,0.36,2.43,0.36,,Normal,"[2F] Poison Jab
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Poisoned.",,
94505,Gliscor,Gliscor,https://tcgplayer-cdn.tcgplayer.com/product/94505_200w.jpg,3,1494,https://cpt.tcgcsv.com/7QM,2022-12-22T20:33:03.92,1,47/119,Rare,Fighting,90,Stage 1,"[F] Submission Hold (20)
<br>Your opponent can't attach Energy from his or her hand to the Defending Pokemon during his or her next turn.",Wx2,1,0.25,0.59,3.49,0.53,,Reverse Holofoil,"[2F] Poison Jab
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Poisoned.",,
94506,Roggenrola,Roggenrola,https://tcgplayer-cdn.tcgplayer.com/product/94506_200w.jpg,3,1494,https://cpt.tcgcsv.com/8QM,2024-11-22T07:16:19.6,1,48/119,Common,Fighting,70,Basic,[FF] Tackle (30),Gx2,3,0.05,0.2,1.49,0.18,0.17,Normal,,,
94506,Roggenrola,Roggenrola,https://tcgplayer-cdn.tcgplayer.com/product/94506_200w.jpg,3,1494,https://cpt.tcgcsv.com/8QM,2024-11-22T07:16:19.6,1,48/119,Common,Fighting,70,Basic,[FF] Tackle (30),Gx2,3,0.15,0.34,1.49,0.31,,Reverse Holofoil,,,
94507,Boldore,Boldore,https://tcgplayer-cdn.tcgplayer.com/product/94507_200w.jpg,3,1494,https://cpt.tcgcsv.com/9QM,2022-12-22T20:33:22.057,1,49/119,Uncommon,Fighting,90,Stage 1,"[F] Core Heal
<br> Discard a Fighting Energy attached to this Pokemon and heal 50 damage from it.",Gx2,3,0.05,0.25,1.49,0.18,0.2,Normal,[FFF] Power Gem (60),,
94507,Boldore,Boldore,https://tcgplayer-cdn.tcgplayer.com/product/94507_200w.jpg,3,1494,https://cpt.tcgcsv.com/9QM,2022-12-22T20:33:22.057,1,49/119,Uncommon,Fighting,90,Stage 1,"[F] Core Heal
<br> Discard a Fighting Energy attached to this Pokemon and heal 50 damage from it.",Gx2,3,0.18,0.44,1.49,0.38,,Reverse Holofoil,[FFF] Power Gem (60),,
94508,Gigalith,Gigalith,https://tcgplayer-cdn.tcgplayer.com/product/94508_200w.jpg,3,1494,https://cpt.tcgcsv.com/bQM,2022-12-22T20:33:31.433,1,50/119,Holo Rare,Fighting,140,Stage 2,"[1FFF] Overdrive Smash (60+)
<br>During your next turn, this Pokemon's Overdrive Smash attack does 40 more damage <i>(before applying Weakness and Resistance).</i>",Gx2,3,0.34,0.75,4.45,0.69,,Holofoil,,,"<b> Ability </b> High Density Armor
<br> If this Pokemon has full HP, any damage done to this Pokemon by an opponent's attack is reduced by 50 <em>(after applying Weakness and Resistance).</em>"
94508,Gigalith,Gigalith,https://tcgplayer-cdn.tcgplayer.com/product/94508_200w.jpg,3,1494,https://cpt.tcgcsv.com/bQM,2022-12-22T20:33:31.433,1,50/119,Holo Rare,Fighting,140,Stage 2,"[1FFF] Overdrive Smash (60+)
<br>During your next turn, this Pokemon's Overdrive Smash attack does 40 more damage <i>(before applying Weakness and Resistance).</i>",Gx2,3,0.27,0.71,2.69,0.75,,Reverse Holofoil,,,"<b> Ability </b> High Density Armor
<br> If this Pokemon has full HP, any damage done to this Pokemon by an opponent's attack is reduced by 50 <em>(after applying Weakness and Resistance).</em>"
94509,Murkrow,Murkrow,https://tcgplayer-cdn.tcgplayer.com/product/94509_200w.jpg,3,1494,https://cpt.tcgcsv.com/cQM,2022-12-22T20:34:14.097,1,51/119,Common,Darkness,60,Basic,"[D] Ambush (10+)
<br>Flip a coin. If heads, this attack does 10 more damage.",Lx2,1,0.05,0.2,1.49,0.16,0.04,Normal,[2D] Wing Attack (30),F-20,
94509,Murkrow,Murkrow,https://tcgplayer-cdn.tcgplayer.com/product/94509_200w.jpg,3,1494,https://cpt.tcgcsv.com/cQM,2022-12-22T20:34:14.097,1,51/119,Common,Darkness,60,Basic,"[D] Ambush (10+)
<br>Flip a coin. If heads, this attack does 10 more damage.",Lx2,1,0.13,0.41,1.51,0.39,,Reverse Holofoil,[2D] Wing Attack (30),F-20,
94510,Honchkrow,Honchkrow,https://tcgplayer-cdn.tcgplayer.com/product/94510_200w.jpg,3,1494,https://cpt.tcgcsv.com/dQM,2022-12-22T20:34:22.167,1,52/119,Rare,Darkness,100,Stage 1,"[D] Hypnoblast (20)
<br>Your opponent's Active Pokemon is now Asleep.",Lx2,1,0.13,0.48,3.15,0.47,0.55,Normal,"[2D] Nightmare Mambo (60+)
<br>If your opponent's Active Pokemon is Asleep, this attack does 60 more damage.",F-20,
94510,Honchkrow,Honchkrow,https://tcgplayer-cdn.tcgplayer.com/product/94510_200w.jpg,3,1494,https://cpt.tcgcsv.com/dQM,2022-12-22T20:34:22.167,1,52/119,Rare,Darkness,100,Stage 1,"[D] Hypnoblast (20)
<br>Your opponent's Active Pokemon is now Asleep.",Lx2,1,0.29,0.7,4.91,0.7,0.57,Reverse Holofoil,"[2D] Nightmare Mambo (60+)
<br>If your opponent's Active Pokemon is Asleep, this attack does 60 more damage.",F-20,
94511,Poochyena,Poochyena,https://tcgplayer-cdn.tcgplayer.com/product/94511_200w.jpg,3,1494,https://cpt.tcgcsv.com/fQM,2022-12-22T20:34:31.163,1,53/119,Common,Darkness,60,Basic,[1] Bite (10),Fx2,1,0.09,0.25,2.15,0.28,0.12,Normal,"[1D] Lunge (30)
<br>Flip a coin. If tails, this attack does nothing.",P-20,
94511,Poochyena,Poochyena,https://tcgplayer-cdn.tcgplayer.com/product/94511_200w.jpg,3,1494,https://cpt.tcgcsv.com/fQM,2022-12-22T20:34:31.163,1,53/119,Common,Darkness,60,Basic,[1] Bite (10),Fx2,1,0.28,0.62,2.63,0.67,,Reverse Holofoil,"[1D] Lunge (30)
<br>Flip a coin. If tails, this attack does nothing.",P-20,
94512,Mightyena,Mightyena,https://tcgplayer-cdn.tcgplayer.com/product/94512_200w.jpg,3,1494,https://cpt.tcgcsv.com/gQM,2022-12-22T20:34:39.263,1,54/119,Rare,Darkness,90,Stage 1,"[1D] Crunch (30)
<br>Flip a coin. If heads, discard an Energy attached to your opponent's Active Pokemon.",Fx2,1,0.22,0.51,1.49,0.56,,Normal,[2D] Darkness Fang (80),P-20,
94512,Mightyena,Mightyena,https://tcgplayer-cdn.tcgplayer.com/product/94512_200w.jpg,3,1494,https://cpt.tcgcsv.com/gQM,2022-12-22T20:34:39.263,1,54/119,Rare,Darkness,90,Stage 1,"[1D] Crunch (30)
<br>Flip a coin. If heads, discard an Energy attached to your opponent's Active Pokemon.",Fx2,1,0.46,0.88,3.85,0.86,,Reverse Holofoil,[2D] Darkness Fang (80),P-20,
94513,Spiritomb,Spiritomb,https://tcgplayer-cdn.tcgplayer.com/product/94513_200w.jpg,3,1494,https://cpt.tcgcsv.com/hQM,2022-12-22T20:34:46.247,1,55/119,Rare,Darkness,70,Basic,"[1] B Cancel (10)
<br>Your opponent can't play any Pokemon from his or her hand to evolve the Defending Pokemon during your opponent's next turn.",,1,0.16,0.5,3.37,0.5,0.53,Normal,"[1D] Confuse Ray (10)
<br> Flip a coin. If heads, your opponent's Active Pokemon is now Confused.",,
94513,Spiritomb,Spiritomb,https://tcgplayer-cdn.tcgplayer.com/product/94513_200w.jpg,3,1494,https://cpt.tcgcsv.com/hQM,2022-12-22T20:34:46.247,1,55/119,Rare,Darkness,70,Basic,"[1] B Cancel (10)
<br>Your opponent can't play any Pokemon from his or her hand to evolve the Defending Pokemon during your opponent's next turn.",,1,0.35,0.64,2.0,0.63,,Reverse Holofoil,"[1D] Confuse Ray (10)
<br> Flip a coin. If heads, your opponent's Active Pokemon is now Confused.",,
94514,Purrloin,Purrloin,https://tcgplayer-cdn.tcgplayer.com/product/94514_200w.jpg,3,1494,https://cpt.tcgcsv.com/jQM,2022-12-22T20:34:53.603,1,56/119,Common,Darkness,50,Basic,"[D] Fake Out (10)
<br> Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Fx2,1,0.05,0.2,1.49,0.15,0.12,Normal,,P-20,
94514,Purrloin,Purrloin,https://tcgplayer-cdn.tcgplayer.com/product/94514_200w.jpg,3,1494,https://cpt.tcgcsv.com/jQM,2022-12-22T20:34:53.603,1,56/119,Common,Darkness,50,Basic,"[D] Fake Out (10)
<br> Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Fx2,1,0.22,0.49,1.99,0.5,,Reverse Holofoil,,P-20,
94515,Liepard,Liepard,https://tcgplayer-cdn.tcgplayer.com/product/94515_200w.jpg,3,1494,https://cpt.tcgcsv.com/kQM,2022-12-22T20:35:00.56,1,57/119,Uncommon,Darkness,90,Stage 1,"[D] Gentle Bite (10)
<br>During your opponent's next turn, any damage done by attacks from the Defending Pokmeon is reduced by 60 <i>(before applying weakness and Resistance).</i>",Fx2,1,0.09,0.25,1.49,0.32,,Normal,"[DD] Mach Claw (40)
<br>This attack's damage isn't affected by Resistance.",P-20,
94515,Liepard,Liepard,https://tcgplayer-cdn.tcgplayer.com/product/94515_200w.jpg,3,1494,https://cpt.tcgcsv.com/kQM,2022-12-22T20:35:00.56,1,57/119,Uncommon,Darkness,90,Stage 1,"[D] Gentle Bite (10)
<br>During your opponent's next turn, any damage done by attacks from the Defending Pokmeon is reduced by 60 <i>(before applying weakness and Resistance).</i>",Fx2,1,0.29,0.53,4.15,0.49,0.8,Reverse Holofoil,"[DD] Mach Claw (40)
<br>This attack's damage isn't affected by Resistance.",P-20,
94622,XY Phantom Forces Booster Pack,XY Phantom Forces Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/94622_200w.jpg,3,1494,https://cpt.tcgcsv.com/sSM,2017-07-22T17:11:41.93,1,,,,,,,,,179.99,200.0,300.0,117.36,,Normal,,,"Master Mysterious Powers! Gather your courage and peer into the haunted void with the Pokémon TCG: XY—Phantom Forces expansion! Mega Manectric-EX makes a shocking appearance to light the way, while the ghostly grin of Mega Gengar-EX frightens challengers near and far. Take along Aegislash-EX to give you an edge, push the limits of Mega Evolution with new Spirit Link cards, and call on all of your Trainer knowledge to escape the eerie forces at work!"
94623,XY Phantom Forces Booster Box,XY Phantom Forces Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/94623_200w.jpg,3,1494,https://cpt.tcgcsv.com/tSM,2015-04-23T19:15:53.437,1,,,,,,,,,,,,,,,,,"Master Mysterious Powers! Gather your courage and peer into the haunted void with the Pokemon TCG: XY Phantom Forces expansion! Mega Manectric-EX makes a shocking appearance to light the way, while the ghostly grin of Mega Gengar-EX frightens challengers near and far. Take along Aegislash-EX to give you an edge, push the limits of Mega Evolution with new Spirit Link cards, and call on all of your Trainer knowledge to escape the eerie forces at work! 

36 packs per box, 10 cards per pack"
94624,"Phantom Forces Theme Deck - ""Burning Winds"" [Talonflame]",Phantom Forces Theme Deck Burning Winds Talonflame,https://tcgplayer-cdn.tcgplayer.com/product/94624_200w.jpg,3,1494,https://cpt.tcgcsv.com/vSM,2018-10-03T13:47:59.657,1,,,,,,,,,27.69,27.97,29.99,27.69,,Normal,,,"<em>Carry a fiery storm under your wings with the Burning Winds theme deck! Let Talonflame light up the sky with Jet Shoot, while Venomoth stirs up a Dizzying Wind to keep a foe guessing—and with Yanmega's Windfall to refill your hand, you can fly the unfriendly skies with ease. Add in Pyroar's Flare Command and Loudred's Energy Press to turn your opponent's resources in your favor, and total air superiority could be yours!</em>
<br>
<br><strong>Contents:</strong>
<br>• 1 60-card preconstructed deck
<br>• Damage counters
<br>• 1 coin"
94625,"Phantom Forces Theme Deck - ""Bolt Twister"" [Galvantula]",Phantom Forces Theme Deck Bolt Twister Galvantula,https://tcgplayer-cdn.tcgplayer.com/product/94625_200w.jpg,3,1494,https://cpt.tcgcsv.com/wSM,2018-10-03T13:47:07.313,1,,,,,,,,,22.99,26.89,30.75,25.88,,Normal,,,"<em>Lightning and Water make a dangerous combination—for your opponents! Galvantula can spin a bright Electroweb, while Heliolisk powers up its Parabolic Spark. At the same time, Kingler can drop the big Crabhammer, and Feraligatr's Hyper Whirlpool is ready to pull the foe under. To maximize your odds, Frillish and Jellicent confuse and befuddle opposing Pokemon—sometimes the path to victory takes a few twists and turns, and sometimes you can bolt to the top!</em>
<br>
<br><strong>Contents:</strong>
<br>• 1 60-card preconstructed deck
<br>• Damage counters
<br>• 1 coin"
94626,Malamar EX,Malamar EX,https://tcgplayer-cdn.tcgplayer.com/product/94626_200w.jpg,3,1494,https://cpt.tcgcsv.com/xSM,2022-12-22T20:35:08.21,1,58/119,Ultra Rare,Darkness,170,Basic,"[1D] MAXamar (60x)
<br>Flip a coin for each Energy attached to this Pokemon. This attack does 60 damage times the number of heads.",Fx2,2,1.0,2.32,6.07,2.33,,Holofoil,,P-20,"<b>Ability</b> Hyper Hypnosis
<br>
When you attach an Energy from your hand to this Pokemon, you may use this Ability. Your opponent's Active Pokemon is now Asleep."
94627,Skarmory,Skarmory,https://tcgplayer-cdn.tcgplayer.com/product/94627_200w.jpg,3,1494,https://cpt.tcgcsv.com/zSM,2023-08-15T10:25:05.35,1,59/119,Common,Metal,100,Basic,[2] Slash (30),Lx2,1,0.08,0.2,1.49,0.18,0.11,Normal,"[1MM] Iron Wing (90)
<br>Discard a Metal Energy attached to this Pokemon.",P-20,
94627,Skarmory,Skarmory,https://tcgplayer-cdn.tcgplayer.com/product/94627_200w.jpg,3,1494,https://cpt.tcgcsv.com/zSM,2023-08-15T10:25:05.35,1,59/119,Common,Metal,100,Basic,[2] Slash (30),Lx2,1,0.2,0.68,4.24,0.64,,Reverse Holofoil,"[1MM] Iron Wing (90)
<br>Discard a Metal Energy attached to this Pokemon.",P-20,
94628,Bronzor,Bronzor,https://tcgplayer-cdn.tcgplayer.com/product/94628_200w.jpg,3,1494,https://cpt.tcgcsv.com/BSM,2023-04-10T14:57:25.333,1,60/119,Common,Metal,50,Basic,[1] Tackle (10),Rx2,1,0.05,0.22,1.49,0.19,0.1,Normal,,P-20,
94628,Bronzor,Bronzor,https://tcgplayer-cdn.tcgplayer.com/product/94628_200w.jpg,3,1494,https://cpt.tcgcsv.com/BSM,2023-04-10T14:57:25.333,1,60/119,Common,Metal,50,Basic,[1] Tackle (10),Rx2,1,0.15,0.35,1.21,0.37,,Reverse Holofoil,,P-20,
94629,Bronzong,Bronzong,https://tcgplayer-cdn.tcgplayer.com/product/94629_200w.jpg,3,1494,https://cpt.tcgcsv.com/CSM,2022-12-22T20:35:38.167,1,61/119,Rare,Metal,90,Stage 1,[1MM] Hammer In (60),Rx2,1,2.42,3.17,4.99,3.24,2.88,Normal,,P-20,"<b>Ability</b> Metal Links
<br>Once during your turn <em>(before you attack)</em>, you may attach a Metal Energy card from your discard pile to 1 of your Benched Pokemon."
94629,Bronzong,Bronzong,https://tcgplayer-cdn.tcgplayer.com/product/94629_200w.jpg,3,1494,https://cpt.tcgcsv.com/CSM,2022-12-22T20:35:38.167,1,61/119,Rare,Metal,90,Stage 1,[1MM] Hammer In (60),Rx2,1,2.88,4.0,12.0,3.7,,Reverse Holofoil,,P-20,"<b>Ability</b> Metal Links
<br>Once during your turn <em>(before you attack)</em>, you may attach a Metal Energy card from your discard pile to 1 of your Benched Pokemon."
94630,Dialga EX,Dialga EX,https://tcgplayer-cdn.tcgplayer.com/product/94630_200w.jpg,3,1494,https://cpt.tcgcsv.com/DSM,2022-12-22T20:35:45.087,1,62/119,Ultra Rare,Metal,180,Basic,"[2M] Chrono Wind (60)
<br>If the Defending Pokemon is a Pokemon-EX, it can't attack during your opponent's next turn.",Rx2,2,4.43,9.74,20.0,10.58,,Holofoil,"[2MM] Full Metal Impact (150)
<br>Discard 2 Metal Energy attached to this Pokemon.",P-20,
94631,Heatran,Heatran,https://tcgplayer-cdn.tcgplayer.com/product/94631_200w.jpg,3,1494,https://cpt.tcgcsv.com/FSM,2022-12-22T20:35:53.243,1,63/119,Holo Rare,Metal,130,Basic,"[2M] Steel Drop (40+)
<br>If there is any Stadium card in play, this attack does 40 more damage.",Rx2,3,0.25,0.64,2.0,0.71,,Holofoil,"[2MM] Steam Blast (130)
<br>Discard an Energy attached to this Pokemon.",P-20,
