productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack3,extAttack4
85402,Feebas - 049/106,Feebas 049 106,https://tcgplayer-cdn.tcgplayer.com/product/85402_200w.jpg,3,1410,https://cpt.tcgcsv.com/3bJ,2024-04-11T15:05:27.693,1,49/106,Common,Water,30,Basic,"<b>Poke-BODY</b> Submerge <br>
<br>As long as Feebas is on your Bench, prevent all damage done to Feebas by attacks <em>(both yours and your opponent's). </em>","[1W] Lunge (20) 
<br>Flip a coin.  If tails, this attack does nothing.",,L,None,1,27.77,36.44,41.7,16.0,34.99,Reverse Holofoil,,
85403,Feebas - 050/106,Feebas 050 106,https://tcgplayer-cdn.tcgplayer.com/product/85403_200w.jpg,3,1410,https://cpt.tcgcsv.com/5bJ,2024-05-30T16:46:06.357,1,50/106,Common,Water,30,Basic,,"[W] Water Arrow 
<br>Choose 1 of your opponent's Pokemon.  This attack does 10 damage to that Pokemon. <i> (Don't apply Weakness and Resistance for Benched Pokemon.)</i>",,L,None,1,0.1,0.36,1.49,0.4,0.3,Normal,,
85403,Feebas - 050/106,Feebas 050 106,https://tcgplayer-cdn.tcgplayer.com/product/85403_200w.jpg,3,1410,https://cpt.tcgcsv.com/5bJ,2024-05-30T16:46:06.357,1,50/106,Common,Water,30,Basic,,"[W] Water Arrow 
<br>Choose 1 of your opponent's Pokemon.  This attack does 10 damage to that Pokemon. <i> (Don't apply Weakness and Resistance for Benched Pokemon.)</i>",,L,None,1,29.0,29.99,36.99,22.5,,Reverse Holofoil,,
85439,Fighting Energy,Fighting Energy,https://tcgplayer-cdn.tcgplayer.com/product/85439_200w.jpg,3,1410,https://cpt.tcgcsv.com/PbJ,2024-04-11T15:12:25.213,1,106/106,Holo Rare,Energy,,,,,,,,,2.94,8.75,19.99,7.57,,Holofoil,,
85459,Fire Energy,Fire Energy,https://tcgplayer-cdn.tcgplayer.com/product/85459_200w.jpg,3,1410,https://cpt.tcgcsv.com/ccJ,2024-04-11T15:12:35.647,1,102/106,Holo Rare,Energy,,,,,,,,,14.99,17.34,18.96,17.34,,Normal,,
85459,Fire Energy,Fire Energy,https://tcgplayer-cdn.tcgplayer.com/product/85459_200w.jpg,3,1410,https://cpt.tcgcsv.com/ccJ,2024-04-11T15:12:35.647,1,102/106,Holo Rare,Energy,,,,,,,,,16.99,23.4,32.78,18.72,,Holofoil,,
85633,Gardevoir,Gardevoir,https://tcgplayer-cdn.tcgplayer.com/product/85633_200w.jpg,3,1410,https://cpt.tcgcsv.com/HgJ,2024-04-11T15:05:28.527,1,4/106,Holo Rare,Psychic,100,Stage 2,"<b>Poke-POWER</b> Heal Dance <br>
<br>Once during your turn <em>(before you attack)</em>, you may remove 2 damage counters from 1 of your Pokemon.  You can't use more than 1 Heal Dance Poke-Power each turn.  This power can't be used if Gardevoir is affected by a Special Condition.",[1P] Psypunch (30),"[3P] Mind Shock (60) 
<br>This attack's damage isn't affected by Weakness or Resistance.",P,None,2,46.66,60.0,68.77,29.21,,Holofoil,,
85633,Gardevoir,Gardevoir,https://tcgplayer-cdn.tcgplayer.com/product/85633_200w.jpg,3,1410,https://cpt.tcgcsv.com/HgJ,2024-04-11T15:05:28.527,1,4/106,Holo Rare,Psychic,100,Stage 2,"<b>Poke-POWER</b> Heal Dance <br>
<br>Once during your turn <em>(before you attack)</em>, you may remove 2 damage counters from 1 of your Pokemon.  You can't use more than 1 Heal Dance Poke-Power each turn.  This power can't be used if Gardevoir is affected by a Special Condition.",[1P] Psypunch (30),"[3P] Mind Shock (60) 
<br>This attack's damage isn't affected by Weakness or Resistance.",P,None,2,141.85,141.85,141.85,113.58,,Reverse Holofoil,,
85753,Glalie,Glalie,https://tcgplayer-cdn.tcgplayer.com/product/85753_200w.jpg,3,1410,https://cpt.tcgcsv.com/5kJ,2024-04-11T15:05:28.623,1,13/106,Rare,Water,80,Stage 1,,"[1] Hailstone 
<br>Does 10 damage to each of your opponent's Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>","[2W] Super Slash (40+) 
<br>If the Defending Pokemon is an Evolved Pokemon, this attack does 40 damage plus 20 more damage.",M,None,1,0.44,0.93,2.99,0.83,,Normal,,
85753,Glalie,Glalie,https://tcgplayer-cdn.tcgplayer.com/product/85753_200w.jpg,3,1410,https://cpt.tcgcsv.com/5kJ,2024-04-11T15:05:28.623,1,13/106,Rare,Water,80,Stage 1,,"[1] Hailstone 
<br>Does 10 damage to each of your opponent's Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>","[2W] Super Slash (40+) 
<br>If the Defending Pokemon is an Evolved Pokemon, this attack does 40 damage plus 20 more damage.",M,None,1,4.99,5.5,6.0,15.78,,Reverse Holofoil,,
85875,Grass Energy,Grass Energy,https://tcgplayer-cdn.tcgplayer.com/product/85875_200w.jpg,3,1410,https://cpt.tcgcsv.com/wmJ,2024-04-11T15:12:42.52,1,101/106,Holo Rare,Energy,,,,,,,,,47.56,47.56,72.0,15.14,,Normal,,
85875,Grass Energy,Grass Energy,https://tcgplayer-cdn.tcgplayer.com/product/85875_200w.jpg,3,1410,https://cpt.tcgcsv.com/wmJ,2024-04-11T15:12:42.52,1,101/106,Holo Rare,Energy,,,,,,,,,15.0,18.74,74.95,21.55,,Holofoil,,
85922,Groudon - 005/106,Groudon 005 106,https://tcgplayer-cdn.tcgplayer.com/product/85922_200w.jpg,3,1410,https://cpt.tcgcsv.com/snJ,2024-04-11T15:05:28.943,1,5/106,Holo Rare,Fighting,80,Basic,,[F] Slash (10),"[2F] Rock Tumble (40) 
<br>This attack's damage isn't affected by Resistance.",W,None,1,22.0,22.0,22.0,22.0,,Normal,,
85922,Groudon - 005/106,Groudon 005 106,https://tcgplayer-cdn.tcgplayer.com/product/85922_200w.jpg,3,1410,https://cpt.tcgcsv.com/snJ,2024-04-11T15:05:28.943,1,5/106,Holo Rare,Fighting,80,Basic,,[F] Slash (10),"[2F] Rock Tumble (40) 
<br>This attack's damage isn't affected by Resistance.",W,None,1,38.49,46.97,145.99,25.35,,Holofoil,,
85922,Groudon - 005/106,Groudon 005 106,https://tcgplayer-cdn.tcgplayer.com/product/85922_200w.jpg,3,1410,https://cpt.tcgcsv.com/snJ,2024-04-11T15:05:28.943,1,5/106,Holo Rare,Fighting,80,Basic,,[F] Slash (10),"[2F] Rock Tumble (40) 
<br>This attack's damage isn't affected by Resistance.",W,None,1,79.96,200.0,299.99,79.99,,Reverse Holofoil,,
85923,Groudon - 014/106,Groudon 014 106,https://tcgplayer-cdn.tcgplayer.com/product/85923_200w.jpg,3,1410,https://cpt.tcgcsv.com/tnJ,2024-04-11T15:05:29.113,1,14/106,Rare,Fighting,80,Basic,,[1F] Slash (20),"[3F] Eruption (40+) 
<br>Each player discards the top card of his or her deck.  This attack does 40 damage plus 10 more damage for each Energy card discarded in this way.",W,None,2,2.0,5.6,19.99,5.85,,Normal,,
85923,Groudon - 014/106,Groudon 014 106,https://tcgplayer-cdn.tcgplayer.com/product/85923_200w.jpg,3,1410,https://cpt.tcgcsv.com/tnJ,2024-04-11T15:05:29.113,1,14/106,Rare,Fighting,80,Basic,,[1F] Slash (20),"[3F] Eruption (40+) 
<br>Each player discards the top card of his or her deck.  This attack does 40 damage plus 10 more damage for each Energy card discarded in this way.",W,None,2,59.99,300.0,301.25,54.42,,Reverse Holofoil,,
85938,Grovyle,Grovyle,https://tcgplayer-cdn.tcgplayer.com/product/85938_200w.jpg,3,1410,https://cpt.tcgcsv.com/NnJ,2024-04-11T15:05:29.223,1,28/106,Uncommon,Grass,70,Stage 1,,"[G] Tail Shake (10) 
<br>The Defending Pokemon is now Asleep.",[3] Razor Leaf (40),R,W,1,0.4,0.8,2.25,0.81,,Normal,,
85938,Grovyle,Grovyle,https://tcgplayer-cdn.tcgplayer.com/product/85938_200w.jpg,3,1410,https://cpt.tcgcsv.com/NnJ,2024-04-11T15:05:29.223,1,28/106,Uncommon,Grass,70,Stage 1,,"[G] Tail Shake (10) 
<br>The Defending Pokemon is now Asleep.",[3] Razor Leaf (40),R,W,1,19.77,23.7,26.39,21.07,,Reverse Holofoil,,
85966,Grumpig - 029/106,Grumpig 029 106,https://tcgplayer-cdn.tcgplayer.com/product/85966_200w.jpg,3,1410,https://cpt.tcgcsv.com/lpJ,2024-04-11T15:05:29.363,1,29/106,Uncommon,Psychic,80,Stage 1,,"[P] Psyshock (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.","[3] Teleport Blast (40) 
<br>After your attack, you may switch Grumpig with 1 of your Benched Pokemon.",P,None,2,0.5,0.92,2.49,1.01,,Normal,,
85966,Grumpig - 029/106,Grumpig 029 106,https://tcgplayer-cdn.tcgplayer.com/product/85966_200w.jpg,3,1410,https://cpt.tcgcsv.com/lpJ,2024-04-11T15:05:29.363,1,29/106,Uncommon,Psychic,80,Stage 1,,"[P] Psyshock (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.","[3] Teleport Blast (40) 
<br>After your attack, you may switch Grumpig with 1 of your Benched Pokemon.",P,None,2,5.0,7.49,9.98,9.98,,Reverse Holofoil,,
85967,Grumpig - 030/106,Grumpig 030 106,https://tcgplayer-cdn.tcgplayer.com/product/85967_200w.jpg,3,1410,https://cpt.tcgcsv.com/mpJ,2024-04-11T15:05:29.98,1,30/106,Uncommon,Psychic,70,Stage 1,,"[1] Snap Tail 
<br>Choose 1 of your opponent's Pokemon.  This attack does 10 damage to that Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",[1P] Psypunch (40),P,None,1,0.73,1.49,2.99,1.09,,Normal,,
85967,Grumpig - 030/106,Grumpig 030 106,https://tcgplayer-cdn.tcgplayer.com/product/85967_200w.jpg,3,1410,https://cpt.tcgcsv.com/mpJ,2024-04-11T15:05:29.98,1,30/106,Uncommon,Psychic,70,Stage 1,,"[1] Snap Tail 
<br>Choose 1 of your opponent's Pokemon.  This attack does 10 damage to that Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",[1P] Psypunch (40),P,None,1,12.76,13.75,15.29,13.49,,Reverse Holofoil,,
85975,Gulpin,Gulpin,https://tcgplayer-cdn.tcgplayer.com/product/85975_200w.jpg,3,1410,https://cpt.tcgcsv.com/wpJ,2024-04-11T15:05:30.12,1,51/106,Common,Grass,50,Basic,,[1] Headbutt (10),[2] Drool (20),P,None,1,0.25,0.42,1.99,0.48,0.55,Normal,,
85975,Gulpin,Gulpin,https://tcgplayer-cdn.tcgplayer.com/product/85975_200w.jpg,3,1410,https://cpt.tcgcsv.com/wpJ,2024-04-11T15:05:30.12,1,51/106,Common,Grass,50,Basic,,[1] Headbutt (10),[2] Drool (20),P,None,1,8.75,19.39,24.99,14.99,,Reverse Holofoil,,
86012,Hariyama,Hariyama,https://tcgplayer-cdn.tcgplayer.com/product/86012_200w.jpg,3,1410,https://cpt.tcgcsv.com/gqJ,2024-04-11T15:05:30.34,1,31/106,Uncommon,Fighting,80,Stage 1,,"[1F] Cross-Cut (20+) 
<br>If the Defending Pokemon is an Evolved Pokemon, this attack does 20 damage plus 20 more damage.","[2F] Shove (40) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",P,None,1,0.41,1.1,2.25,1.18,,Normal,,
86012,Hariyama,Hariyama,https://tcgplayer-cdn.tcgplayer.com/product/86012_200w.jpg,3,1410,https://cpt.tcgcsv.com/gqJ,2024-04-11T15:05:30.34,1,31/106,Uncommon,Fighting,80,Stage 1,,"[1F] Cross-Cut (20+) 
<br>If the Defending Pokemon is an Evolved Pokemon, this attack does 20 damage plus 20 more damage.","[2F] Shove (40) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",P,None,1,5.0,5.0,36.3,14.66,,Reverse Holofoil,,
86265,Illumise,Illumise,https://tcgplayer-cdn.tcgplayer.com/product/86265_200w.jpg,3,1410,https://cpt.tcgcsv.com/kwJ,2024-04-11T15:05:30.513,1,32/106,Uncommon,Grass,60,Basic,,"[1] Collect 
<br>Draw a card.",[2] Tackle (20),R,None,1,0.89,1.28,2.88,2.02,1.99,Normal,,
86265,Illumise,Illumise,https://tcgplayer-cdn.tcgplayer.com/product/86265_200w.jpg,3,1410,https://cpt.tcgcsv.com/kwJ,2024-04-11T15:05:30.513,1,32/106,Uncommon,Grass,60,Basic,,"[1] Collect 
<br>Draw a card.",[2] Tackle (20),R,None,1,22.96,27.12,37.63,21.8,,Reverse Holofoil,,
86462,Kirlia,Kirlia,https://tcgplayer-cdn.tcgplayer.com/product/86462_200w.jpg,3,1410,https://cpt.tcgcsv.com/gCJ,2024-04-11T15:05:30.84,1,33/106,Uncommon,Psychic,70,Stage 1,,[1P] Psypunch (30),"[3] Mind Shock (40) 
<br>This attack's damage isn't affected by Weakness or Resistance.",P,None,1,1.5,2.43,4.11,2.46,,Normal,,
86462,Kirlia,Kirlia,https://tcgplayer-cdn.tcgplayer.com/product/86462_200w.jpg,3,1410,https://cpt.tcgcsv.com/gCJ,2024-04-11T15:05:30.84,1,33/106,Uncommon,Psychic,70,Stage 1,,[1P] Psypunch (30),"[3] Mind Shock (40) 
<br>This attack's damage isn't affected by Weakness or Resistance.",P,None,1,14.99,21.44,27.89,20.49,,Reverse Holofoil,,
86547,Kyogre - 006/106,Kyogre 006 106,https://tcgplayer-cdn.tcgplayer.com/product/86547_200w.jpg,3,1410,https://cpt.tcgcsv.com/ZDJ,2024-04-11T15:05:31.007,1,6/106,Holo Rare,Water,80,Basic,,[1] Ram (10),"[2W] Aqua Sonic (40) 
<br>This attack's damage isn't affected by Resistance.",L,None,2,39.98,51.65,58.88,33.29,,Holofoil,,
86548,Kyogre - 015/106,Kyogre 015 106,https://tcgplayer-cdn.tcgplayer.com/product/86548_200w.jpg,3,1410,https://cpt.tcgcsv.com/-DJ,2024-04-11T15:05:31.27,1,15/106,Rare,Water,80,Basic,,"[1] Scary Face 
<br>Flip a coin.  If heads, the Defending Pokemon can't attack or retreat during your opponent's next turn.","[1WW] Hydro Pump (40+) 
<br>Does 40 damage plus 10 more damage for each Water Energy attached to Kyogre but not used to pay for this attack's Energy cost.  You can't add more than 20 damage in this way.",L,None,2,2.72,5.17,8.0,4.92,,Normal,,
86548,Kyogre - 015/106,Kyogre 015 106,https://tcgplayer-cdn.tcgplayer.com/product/86548_200w.jpg,3,1410,https://cpt.tcgcsv.com/-DJ,2024-04-11T15:05:31.27,1,15/106,Rare,Water,80,Basic,,"[1] Scary Face 
<br>Flip a coin.  If heads, the Defending Pokemon can't attack or retreat during your opponent's next turn.","[1WW] Hydro Pump (40+) 
<br>Does 40 damage plus 10 more damage for each Water Energy attached to Kyogre but not used to pay for this attack's Energy cost.  You can't add more than 20 damage in this way.",L,None,2,67.57,84.91,102.25,145.77,,Reverse Holofoil,,
86598,Lanette's Net Search,Lanettes Net Search,https://tcgplayer-cdn.tcgplayer.com/product/86598_200w.jpg,3,1410,https://cpt.tcgcsv.com/-FJ,2024-04-11T15:12:52.047,1,77/106,Uncommon,Supporter,,,"Search your deck for up to 3 different types of Basic Pokemon cards <em>(excluding Baby Pokemon)</em>, show them to your opponent and put them into your hand.  Shuffle your deck afterward.",,,,,,1.88,3.5,5.54,3.94,3.74,Normal,,
86598,Lanette's Net Search,Lanettes Net Search,https://tcgplayer-cdn.tcgplayer.com/product/86598_200w.jpg,3,1410,https://cpt.tcgcsv.com/-FJ,2024-04-11T15:12:52.047,1,77/106,Uncommon,Supporter,,,"Search your deck for up to 3 different types of Basic Pokemon cards <em>(excluding Baby Pokemon)</em>, show them to your opponent and put them into your hand.  Shuffle your deck afterward.",,,,,,8.24,10.1,15.1,11.61,,Reverse Holofoil,,
86639,Larvitar,Larvitar,https://tcgplayer-cdn.tcgplayer.com/product/86639_200w.jpg,3,1410,https://cpt.tcgcsv.com/PGJ,2024-04-11T15:05:31.567,1,52/106,Common,Fighting,50,Basic,,"[1F] Dig Under  
<br>Choose 1 of your opponent's Pokemon.  This attack does 20 damage to that Pokemon.  This attack's damage isn't affected by Weakness or Resistance.",,G,None,1,0.39,0.61,3.0,0.68,,Normal,,
86639,Larvitar,Larvitar,https://tcgplayer-cdn.tcgplayer.com/product/86639_200w.jpg,3,1410,https://cpt.tcgcsv.com/PGJ,2024-04-11T15:05:31.567,1,52/106,Common,Fighting,50,Basic,,"[1F] Dig Under  
<br>Choose 1 of your opponent's Pokemon.  This attack does 20 damage to that Pokemon.  This attack's damage isn't affected by Weakness or Resistance.",,G,None,1,7.89,19.99,22.8,14.23,,Reverse Holofoil,,
86762,Lightning Energy,Lightning Energy,https://tcgplayer-cdn.tcgplayer.com/product/86762_200w.jpg,3,1410,https://cpt.tcgcsv.com/gKJ,2024-04-11T15:13:10.887,1,104/106,Holo Rare,Energy,,,,,,,,,14.33,14.5,21.95,14.33,,Normal,,
86762,Lightning Energy,Lightning Energy,https://tcgplayer-cdn.tcgplayer.com/product/86762_200w.jpg,3,1410,https://cpt.tcgcsv.com/gKJ,2024-04-11T15:13:10.887,1,104/106,Holo Rare,Energy,,,,,,,,,12.1,18.62,22.79,13.96,,Holofoil,,
86806,Linoone,Linoone,https://tcgplayer-cdn.tcgplayer.com/product/86806_200w.jpg,3,1410,https://cpt.tcgcsv.com/8LJ,2024-04-11T15:05:31.817,1,34/106,Uncommon,Colorless,70,Stage 1,,"[1] Body Slam (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",[2] Claw Swipe (30),F,None,0,4.55,16.1,16.75,5.74,,Normal,,
86806,Linoone,Linoone,https://tcgplayer-cdn.tcgplayer.com/product/86806_200w.jpg,3,1410,https://cpt.tcgcsv.com/8LJ,2024-04-11T15:05:31.817,1,34/106,Uncommon,Colorless,70,Stage 1,,"[1] Body Slam (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",[2] Claw Swipe (30),F,None,0,39.99,51.0,100.99,38.0,,Reverse Holofoil,,
86841,Loudred,Loudred,https://tcgplayer-cdn.tcgplayer.com/product/86841_200w.jpg,3,1410,https://cpt.tcgcsv.com/RLJ,2024-04-11T15:05:31.97,1,35/106,Uncommon,Colorless,80,Stage 1,,"[1] Body Slam (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.","[3] Double-edge (50) 
<br>Loudred does 10 damage to itself.",F,None,2,1.4,1.9,5.0,1.83,3.65,Normal,,
86841,Loudred,Loudred,https://tcgplayer-cdn.tcgplayer.com/product/86841_200w.jpg,3,1410,https://cpt.tcgcsv.com/RLJ,2024-04-11T15:05:31.97,1,35/106,Uncommon,Colorless,80,Stage 1,,"[1] Body Slam (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.","[3] Double-edge (50) 
<br>Loudred does 10 damage to itself.",F,None,2,7.74,8.95,10.15,8.1,,Reverse Holofoil,,
86920,Lum Berry,Lum Berry,https://tcgplayer-cdn.tcgplayer.com/product/86920_200w.jpg,3,1410,https://cpt.tcgcsv.com/qNJ,2024-04-11T15:13:29.72,1,78/106,Uncommon,Tool,,,"Attach Lum Berry to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.
<br>
<br>
<br>
<br>
<br>
<br>At any time between turns, if the Pokemon this card is attached to is affected by any Special Conditions, remove all of them.  Then discard Lum Berry.",,,,,,0.25,0.9,3.0,0.9,0.93,Normal,,
86920,Lum Berry,Lum Berry,https://tcgplayer-cdn.tcgplayer.com/product/86920_200w.jpg,3,1410,https://cpt.tcgcsv.com/qNJ,2024-04-11T15:13:29.72,1,78/106,Uncommon,Tool,,,"Attach Lum Berry to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.
<br>
<br>
<br>
<br>
<br>
<br>At any time between turns, if the Pokemon this card is attached to is affected by any Special Conditions, remove all of them.  Then discard Lum Berry.",,,,,,4.94,5.99,9.99,2.29,,Reverse Holofoil,,
86933,Luvdisc,Luvdisc,https://tcgplayer-cdn.tcgplayer.com/product/86933_200w.jpg,3,1410,https://cpt.tcgcsv.com/HNJ,2024-04-11T15:05:32.417,1,53/106,Common,Water,60,Basic,,"[1] Call for Friend 
<br>Search your deck for a Basic Pokemon and put it onto your Bench.  Shuffle your deck afterward.","[1W] Strange Scale (20) 
<br>If the Defending Pokemon is an Evolved Pokemon, the Defending Pokemon is now Confused.",L,None,1,0.25,0.67,1.99,0.61,,Normal,,
86933,Luvdisc,Luvdisc,https://tcgplayer-cdn.tcgplayer.com/product/86933_200w.jpg,3,1410,https://cpt.tcgcsv.com/HNJ,2024-04-11T15:05:32.417,1,53/106,Common,Water,60,Basic,,"[1] Call for Friend 
<br>Search your deck for a Basic Pokemon and put it onto your Bench.  Shuffle your deck afterward.","[1W] Strange Scale (20) 
<br>If the Defending Pokemon is an Evolved Pokemon, the Defending Pokemon is now Confused.",L,None,1,7.0,7.0,7.0,12.99,,Reverse Holofoil,,
87129,Makuhita,Makuhita,https://tcgplayer-cdn.tcgplayer.com/product/87129_200w.jpg,3,1410,https://cpt.tcgcsv.com/CSJ,2024-04-11T15:05:32.657,1,54/106,Common,Fighting,50,Basic,,"[F] Cross Chop (10+) 
<br>Flip a coin.  If heads, this attack does 10 damage plus 10 more damage.",,P,None,1,0.2,0.44,1.75,0.58,0.26,Normal,,
87129,Makuhita,Makuhita,https://tcgplayer-cdn.tcgplayer.com/product/87129_200w.jpg,3,1410,https://cpt.tcgcsv.com/CSJ,2024-04-11T15:05:32.657,1,54/106,Common,Fighting,50,Basic,,"[F] Cross Chop (10+) 
<br>Flip a coin.  If heads, this attack does 10 damage plus 10 more damage.",,P,None,1,1.8,2.89,3.97,7.1,,Reverse Holofoil,,
87156,Manectric - 007/106,Manectric 007 106,https://tcgplayer-cdn.tcgplayer.com/product/87156_200w.jpg,3,1410,https://cpt.tcgcsv.com/8TJ,2024-04-11T15:05:32.767,1,7/106,Holo Rare,Lightning,80,Stage 1,,"[1L] Swift (20) 
<br>This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.","[2L] Tail Shock (40) 
<br>Does 10 damage to each of your opponent's Benched Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",F,M,1,3.0,5.4,11.03,5.74,,Normal,,
87156,Manectric - 007/106,Manectric 007 106,https://tcgplayer-cdn.tcgplayer.com/product/87156_200w.jpg,3,1410,https://cpt.tcgcsv.com/8TJ,2024-04-11T15:05:32.767,1,7/106,Holo Rare,Lightning,80,Stage 1,,"[1L] Swift (20) 
<br>This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.","[2L] Tail Shock (40) 
<br>Does 10 damage to each of your opponent's Benched Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",F,M,1,6.5,9.99,24.98,6.5,,Holofoil,,
87156,Manectric - 007/106,Manectric 007 106,https://tcgplayer-cdn.tcgplayer.com/product/87156_200w.jpg,3,1410,https://cpt.tcgcsv.com/8TJ,2024-04-11T15:05:32.767,1,7/106,Holo Rare,Lightning,80,Stage 1,,"[1L] Swift (20) 
<br>This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.","[2L] Tail Shock (40) 
<br>Does 10 damage to each of your opponent's Benched Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",F,M,1,6.08,30.16,36.56,26.05,,Reverse Holofoil,,
87157,Manectric - 016/106,Manectric 016 106,https://tcgplayer-cdn.tcgplayer.com/product/87157_200w.jpg,3,1410,https://cpt.tcgcsv.com/9TJ,2024-04-11T15:05:32.877,1,16/106,Rare,Lightning,70,Stage 1,,"[1] Dazzle Blast (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Confused.",[1L] Zap Kick (40),F,M,1,0.75,1.25,3.75,1.92,,Normal,,
87157,Manectric - 016/106,Manectric 016 106,https://tcgplayer-cdn.tcgplayer.com/product/87157_200w.jpg,3,1410,https://cpt.tcgcsv.com/9TJ,2024-04-11T15:05:32.877,1,16/106,Rare,Lightning,70,Stage 1,,"[1] Dazzle Blast (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Confused.",[1L] Zap Kick (40),F,M,1,21.5,23.25,24.99,24.1,,Reverse Holofoil,,
87235,Marshtomp,Marshtomp,https://tcgplayer-cdn.tcgplayer.com/product/87235_200w.jpg,3,1410,https://cpt.tcgcsv.com/KVJ,2024-04-11T15:05:33.043,1,36/106,Uncommon,Water,70,Stage 1,,"[1] Super Hypno Wave (10) 
<br>The Defending Pokemon is now Asleep.",[1WW] Surf (50),G,None,1,0.75,1.03,2.0,1.18,,Normal,,
87235,Marshtomp,Marshtomp,https://tcgplayer-cdn.tcgplayer.com/product/87235_200w.jpg,3,1410,https://cpt.tcgcsv.com/KVJ,2024-04-11T15:05:33.043,1,36/106,Uncommon,Water,70,Stage 1,,"[1] Super Hypno Wave (10) 
<br>The Defending Pokemon is now Asleep.",[1WW] Surf (50),G,None,1,87.0,87.0,87.0,17.74,,Reverse Holofoil,,
87277,Medicham ex,Medicham ex,https://tcgplayer-cdn.tcgplayer.com/product/87277_200w.jpg,3,1410,https://cpt.tcgcsv.com/zWJ,2024-04-11T15:05:33.137,1,95/106,Ultra Rare,Fighting,110,Stage 1,"<b>Poke-BODY</b> Wise Aura  <br>
<br>As long as Medicham ex is your Active Pokemon, each Pokemon <em>(excluding Pokemon-ex) (both yours and your opponent's)</em> can't use any Poke-Powers.","[2] Pure Power  
<br>Put 3 damage counters on your opponent's Pokemon in any way you like.","[2F] Sky Kick (60+) 
<br>If the Defending Pokemon has F Resistance, this attack does 60 damage plus 40 more damage.",P,None,1,29.99,115.0,200.0,,,Normal,,
87277,Medicham ex,Medicham ex,https://tcgplayer-cdn.tcgplayer.com/product/87277_200w.jpg,3,1410,https://cpt.tcgcsv.com/zWJ,2024-04-11T15:05:33.137,1,95/106,Ultra Rare,Fighting,110,Stage 1,"<b>Poke-BODY</b> Wise Aura  <br>
<br>As long as Medicham ex is your Active Pokemon, each Pokemon <em>(excluding Pokemon-ex) (both yours and your opponent's)</em> can't use any Poke-Powers.","[2] Pure Power  
<br>Put 3 damage counters on your opponent's Pokemon in any way you like.","[2F] Sky Kick (60+) 
<br>If the Defending Pokemon has F Resistance, this attack does 60 damage plus 40 more damage.",P,None,1,99.94,99.99,131.86,70.0,,Holofoil,,
87281,Meditite,Meditite,https://tcgplayer-cdn.tcgplayer.com/product/87281_200w.jpg,3,1410,https://cpt.tcgcsv.com/FWJ,2024-04-11T15:05:33.51,1,55/106,Common,Fighting,50,Basic,,[1] High Jump Kick (10),"[1F] Fake Out (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",P,None,1,0.07,0.39,1.99,0.51,,Normal,,
87281,Meditite,Meditite,https://tcgplayer-cdn.tcgplayer.com/product/87281_200w.jpg,3,1410,https://cpt.tcgcsv.com/FWJ,2024-04-11T15:05:33.51,1,55/106,Common,Fighting,50,Basic,,[1] High Jump Kick (10),"[1F] Fake Out (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",P,None,1,3.0,6.88,10.86,6.6,,Reverse Holofoil,,
