productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost,extResistance,extAttack3,extUPC
83986,Brock's Vulpix,Brocks Vulpix,https://tcgplayer-cdn.tcgplayer.com/product/83986_200w.jpg,3,1440,https://cpt.tcgcsv.com/LCH,2023-08-21T14:09:51.92,1,037/132,Uncommon,Fire,,8.0,10.05,19.99,10.1,,1st Edition,50,Basic,"[1] Hypnotic Gaze
<br>The Defending Pokémon is now Asleep.","[RR] Fire Ring (20)
<br>If your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to it. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",W,1,,,
83986,Brock's Vulpix,Brocks Vulpix,https://tcgplayer-cdn.tcgplayer.com/product/83986_200w.jpg,3,1440,https://cpt.tcgcsv.com/LCH,2023-08-21T14:09:51.92,1,037/132,Uncommon,Fire,,3.15,4.27,9.99,4.27,,Unlimited,50,Basic,"[1] Hypnotic Gaze
<br>The Defending Pokémon is now Asleep.","[RR] Fire Ring (20)
<br>If your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to it. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",W,1,,,
84181,Chaos Gym,Chaos Gym,https://tcgplayer-cdn.tcgplayer.com/product/84181_200w.jpg,3,1440,https://cpt.tcgcsv.com/FHH,2022-11-19T15:38:19.08,1,102/132,Rare,Stadium,"This card stays in play when you play it.  Discard this card if another Stadium card comes into play.
<br>
Whenever a player plays a Trainer card other than a Stadium card, he or she flips a coin. If heads, that player plays that card normally. If tails, the player can't play that card. If the card isn't put into play, the player's opponent may use that card instead, if he or she does everything required in order to play that card <em>(like discarding cards)</em>. Either way, the card goes to its owner's discard pile.",8.84,9.67,12.95,9.34,10.96,1st Edition,,,,,,,,,
84181,Chaos Gym,Chaos Gym,https://tcgplayer-cdn.tcgplayer.com/product/84181_200w.jpg,3,1440,https://cpt.tcgcsv.com/FHH,2022-11-19T15:38:19.08,1,102/132,Rare,Stadium,"This card stays in play when you play it.  Discard this card if another Stadium card comes into play.
<br>
Whenever a player plays a Trainer card other than a Stadium card, he or she flips a coin. If heads, that player plays that card normally. If tails, the player can't play that card. If the card isn't put into play, the player's opponent may use that card instead, if he or she does everything required in order to play that card <em>(like discarding cards)</em>. Either way, the card goes to its owner's discard pile.",6.69,8.25,12.99,8.3,6.24,Unlimited,,,,,,,,,
84322,Cinnabar City Gym,Cinnabar City Gym,https://tcgplayer-cdn.tcgplayer.com/product/84322_200w.jpg,3,1440,https://cpt.tcgcsv.com/sLH,2023-02-11T07:38:52.38,1,113/132,Uncommon,Stadium,"This card stays in play when you play it. Discard this card if another Stadium card comes into play.
<br>
Ignore Weakness when a Water Pokémon does damage to a Pokémon with Blaine in its name.",0.75,1.44,4.74,1.79,,1st Edition,,,,,,,,,
84322,Cinnabar City Gym,Cinnabar City Gym,https://tcgplayer-cdn.tcgplayer.com/product/84322_200w.jpg,3,1440,https://cpt.tcgcsv.com/sLH,2023-02-11T07:38:52.38,1,113/132,Uncommon,Stadium,"This card stays in play when you play it. Discard this card if another Stadium card comes into play.
<br>
Ignore Weakness when a Water Pokémon does damage to a Pokémon with Blaine in its name.",0.4,0.79,3.0,1.0,,Unlimited,,,,,,,,,
85283,Erika's Bellsprout,Erikas Bellsprout,https://tcgplayer-cdn.tcgplayer.com/product/85283_200w.jpg,3,1440,https://cpt.tcgcsv.com/H7J,2022-11-19T15:40:01.993,1,038/132,Uncommon,Grass,"<strong>Pokémon Power: Soak Up</strong> Once during your turn <em>(before your attack)</em>, you may take up to 2 Grass Energy cards attached to your other Pokémon and attach them to Erika's Bellsprout. This power can't be used if Erika's Bellsprout is Asleep, Confused, or Paralyzed.",1.29,2.99,4.98,3.4,,1st Edition,40,Basic,"[G] Stretch Vine
<br>Choose 1 of your opponent's Benched Pokémon, and this attack does 10 damage to it. <em>(Don't apply Weakness and resistance for Benched Pokémon.)</em>",,R,1,,,
85283,Erika's Bellsprout,Erikas Bellsprout,https://tcgplayer-cdn.tcgplayer.com/product/85283_200w.jpg,3,1440,https://cpt.tcgcsv.com/H7J,2022-11-19T15:40:01.993,1,038/132,Uncommon,Grass,"<strong>Pokémon Power: Soak Up</strong> Once during your turn <em>(before your attack)</em>, you may take up to 2 Grass Energy cards attached to your other Pokémon and attach them to Erika's Bellsprout. This power can't be used if Erika's Bellsprout is Asleep, Confused, or Paralyzed.",1.28,2.05,5.91,2.06,,Unlimited,40,Basic,"[G] Stretch Vine
<br>Choose 1 of your opponent's Benched Pokémon, and this attack does 10 damage to it. <em>(Don't apply Weakness and resistance for Benched Pokémon.)</em>",,R,1,,,
85286,Erika's Bulbasaur,Erikas Bulbasaur,https://tcgplayer-cdn.tcgplayer.com/product/85286_200w.jpg,3,1440,https://cpt.tcgcsv.com/L7J,2023-11-06T08:40:39.193,1,039/132,Uncommon,Grass,,22.0,25.39,44.99,25.66,,1st Edition,50,Basic,"[G] Sleep Seed (10)
<br>The Defending Pokémon is now Asleep.","[GG] Errand-Running
<br>Flip a coin. If heads, you may search your deck for a Trainer card. Show it to your opponent and put it into your hand. Shuffle your deck afterward.",R,1,,,
85286,Erika's Bulbasaur,Erikas Bulbasaur,https://tcgplayer-cdn.tcgplayer.com/product/85286_200w.jpg,3,1440,https://cpt.tcgcsv.com/L7J,2023-11-06T08:40:39.193,1,039/132,Uncommon,Grass,,6.5,8.75,19.99,8.73,11.35,Unlimited,50,Basic,"[G] Sleep Seed (10)
<br>The Defending Pokémon is now Asleep.","[GG] Errand-Running
<br>Flip a coin. If heads, you may search your deck for a Trainer card. Show it to your opponent and put it into your hand. Shuffle your deck afterward.",R,1,,,
85289,Erika's Clefairy,Erikas Clefairy,https://tcgplayer-cdn.tcgplayer.com/product/85289_200w.jpg,3,1440,https://cpt.tcgcsv.com/P7J,2022-11-19T15:41:51.11,1,040/132,Uncommon,Colorless,,8.0,12.94,29.99,8.49,,1st Edition,50,Basic,"[1] Lunar Power
<br>Flip a coin. If heads, search your deck for a card that evolves from 1 of your Benched Pokémon and put that card on that Pokémon. <em>(This counts as evolving that Pokémon.)</em> Shuffle your deck afterward.",[2] Moon Kick (20),F,1,P-30,,
85289,Erika's Clefairy,Erikas Clefairy,https://tcgplayer-cdn.tcgplayer.com/product/85289_200w.jpg,3,1440,https://cpt.tcgcsv.com/P7J,2022-11-19T15:41:51.11,1,040/132,Uncommon,Colorless,,2.88,3.98,7.0,4.36,,Unlimited,50,Basic,"[1] Lunar Power
<br>Flip a coin. If heads, search your deck for a card that evolves from 1 of your Benched Pokémon and put that card on that Pokémon. <em>(This counts as evolving that Pokémon.)</em> Shuffle your deck afterward.",[2] Moon Kick (20),F,1,P-30,,
85297,Erika's Ivysaur,Erikas Ivysaur,https://tcgplayer-cdn.tcgplayer.com/product/85297_200w.jpg,3,1440,https://cpt.tcgcsv.com/Z7J,2023-06-08T08:44:21.827,1,041/132,Uncommon,Grass,"<strong>Pokémon Power: Relaxing Scent</strong> As long as Erika's Ivysaur is your Active Pokémon, whenever an attack <em>(even your own)</em> does damage to any Pokémon <em>(after applying Weakness and Resistance)</em>, that attack only does half the damage to that Pokémon (rounded up to the nearest 10). <em>(Any other effects of attacks still happen.)</em> This power stops working while Erika's Ivysaur is Asleep, Confused, or Paralyzed.",15.34,19.42,32.99,19.05,,1st Edition,60,Stage 1,"[GGG] Double Razor Leaf (40x)
<br>Flip 2 coins. This attack does 40 damage times the number of heads.",,R,2,,,
85297,Erika's Ivysaur,Erikas Ivysaur,https://tcgplayer-cdn.tcgplayer.com/product/85297_200w.jpg,3,1440,https://cpt.tcgcsv.com/Z7J,2023-06-08T08:44:21.827,1,041/132,Uncommon,Grass,"<strong>Pokémon Power: Relaxing Scent</strong> As long as Erika's Ivysaur is your Active Pokémon, whenever an attack <em>(even your own)</em> does damage to any Pokémon <em>(after applying Weakness and Resistance)</em>, that attack only does half the damage to that Pokémon (rounded up to the nearest 10). <em>(Any other effects of attacks still happen.)</em> This power stops working while Erika's Ivysaur is Asleep, Confused, or Paralyzed.",4.07,6.04,18.0,7.21,,Unlimited,60,Stage 1,"[GGG] Double Razor Leaf (40x)
<br>Flip 2 coins. This attack does 40 damage times the number of heads.",,R,2,,,
85298,Erika's Jigglypuff,Erikas Jigglypuff,https://tcgplayer-cdn.tcgplayer.com/product/85298_200w.jpg,3,1440,https://cpt.tcgcsv.com/-7J,2023-06-18T08:09:43.717,1,069/132,Common,Colorless,,1.93,4.62,9.88,4.17,,1st Edition,50,Basic,"[1] Group Therapy
<br>You and your opponent remove 1 damage counter from each of your Pokémon with damage counters on them.","[2] Pulled Punch (40-)
<br>If the Defending Pokémon has no damage counters on it, this attack does 40 damage. If it has any damage counters on it, this attack does 10 damage.",F,1,P-30,,
85298,Erika's Jigglypuff,Erikas Jigglypuff,https://tcgplayer-cdn.tcgplayer.com/product/85298_200w.jpg,3,1440,https://cpt.tcgcsv.com/-7J,2023-06-18T08:09:43.717,1,069/132,Common,Colorless,,0.75,1.51,7.99,1.8,,Unlimited,50,Basic,"[1] Group Therapy
<br>You and your opponent remove 1 damage counter from each of your Pokémon with damage counters on them.","[2] Pulled Punch (40-)
<br>If the Defending Pokémon has no damage counters on it, this attack does 40 damage. If it has any damage counters on it, this attack does 10 damage.",F,1,P-30,,
85299,Erika's Kindness,Erikas Kindness,https://tcgplayer-cdn.tcgplayer.com/product/85299_200w.jpg,3,1440,https://cpt.tcgcsv.com/_7J,2023-02-09T16:54:59.953,1,103/132,Rare,Trainer,"Remove 2 damage counters from each Pokémon <em>(yours and your opponent's)</em> with any damage counters on it. If a Pokémon has just 1 damage counter, remove it.",24.99,28.68,32.37,21.39,,1st Edition,,,,,,,,,
85299,Erika's Kindness,Erikas Kindness,https://tcgplayer-cdn.tcgplayer.com/product/85299_200w.jpg,3,1440,https://cpt.tcgcsv.com/_7J,2023-02-09T16:54:59.953,1,103/132,Rare,Trainer,"Remove 2 damage counters from each Pokémon <em>(yours and your opponent's)</em> with any damage counters on it. If a Pokémon has just 1 damage counter, remove it.",12.57,15.25,22.99,15.78,,Unlimited,,,,,,,,,
85302,Erika's Oddish,Erikas Oddish,https://tcgplayer-cdn.tcgplayer.com/product/85302_200w.jpg,3,1440,https://cpt.tcgcsv.com/38J,2023-04-07T05:36:18.19,1,070/132,Common,Grass,,1.22,2.68,4.19,2.68,,1st Edition,40,Basic,"[G] Strange Powder (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused; if tails, the Defending Pokémon is now Asleep.",,R,1,,,
85302,Erika's Oddish,Erikas Oddish,https://tcgplayer-cdn.tcgplayer.com/product/85302_200w.jpg,3,1440,https://cpt.tcgcsv.com/38J,2023-04-07T05:36:18.19,1,070/132,Common,Grass,,0.54,1.0,10.0,1.07,,Unlimited,40,Basic,"[G] Strange Powder (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused; if tails, the Defending Pokémon is now Asleep.",,R,1,,,
85304,Erika's Paras,Erikas Paras,https://tcgplayer-cdn.tcgplayer.com/product/85304_200w.jpg,3,1440,https://cpt.tcgcsv.com/68J,2024-07-26T19:20:47.357,1,071/132,Common,Grass,,0.98,1.75,2.49,1.93,,1st Edition,50,Basic,[1] Irongrip (10),"[GG] Poison Spore
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned and this attack does 10 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",R,1,,,
85304,Erika's Paras,Erikas Paras,https://tcgplayer-cdn.tcgplayer.com/product/85304_200w.jpg,3,1440,https://cpt.tcgcsv.com/68J,2024-07-26T19:20:47.357,1,071/132,Common,Grass,,0.3,0.86,501.5,0.83,,Unlimited,50,Basic,[1] Irongrip (10),"[GG] Poison Spore
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned and this attack does 10 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",R,1,,,
85307,Erika's Venusaur,Erikas Venusaur,https://tcgplayer-cdn.tcgplayer.com/product/85307_200w.jpg,3,1440,https://cpt.tcgcsv.com/98J,2022-11-19T15:47:26.137,1,004/132,Holo Rare,Grass,,139.12,200.2,275.0,250.0,,1st Edition Holofoil,90,Stage 2,"[G] Growth
<br>Flip a coin. If heads, you may attach up to 2 Grass Energy cards from your hand to Erika's Venusaur.","[GGGG] Wide Solarbeam (20)
<br>If your opponent has any Benched Pokémon, choose 2 of them (or 1 if he or she has only 1). This attack does 20 damage to each of them. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",R,2,,,
85307,Erika's Venusaur,Erikas Venusaur,https://tcgplayer-cdn.tcgplayer.com/product/85307_200w.jpg,3,1440,https://cpt.tcgcsv.com/98J,2022-11-19T15:47:26.137,1,004/132,Holo Rare,Grass,,94.0,119.99,265.0,128.94,114.99,Unlimited Holofoil,90,Stage 2,"[G] Growth
<br>Flip a coin. If heads, you may attach up to 2 Grass Energy cards from your hand to Erika's Venusaur.","[GGGG] Wide Solarbeam (20)
<br>If your opponent has any Benched Pokémon, choose 2 of them (or 1 if he or she has only 1). This attack does 20 damage to each of them. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",R,2,,,
85430,Fervor,Fervor,https://tcgplayer-cdn.tcgplayer.com/product/85430_200w.jpg,3,1440,https://cpt.tcgcsv.com/DbJ,2024-07-26T19:20:47.693,1,124/132,Common,Trainer,Show the top 3 cards of your deck to all players. Put any Fire Energy cards there into your hand and discard the rest.,0.6,1.19,2.99,1.52,,1st Edition,,,,,,,,,
85430,Fervor,Fervor,https://tcgplayer-cdn.tcgplayer.com/product/85430_200w.jpg,3,1440,https://cpt.tcgcsv.com/DbJ,2024-07-26T19:20:47.693,1,124/132,Common,Trainer,Show the top 3 cards of your deck to all players. Put any Fire Energy cards there into your hand and discard the rest.,0.27,0.49,1.99,0.54,,Unlimited,,,,,,,,,
85436,Fighting Energy,Fighting Energy,https://tcgplayer-cdn.tcgplayer.com/product/85436_200w.jpg,3,1440,https://cpt.tcgcsv.com/LbJ,2024-10-17T03:17:44.9,1,127/132,Common,Basic Energy,,0.61,1.0,2.49,1.19,,1st Edition,,,,,,,,,
85436,Fighting Energy,Fighting Energy,https://tcgplayer-cdn.tcgplayer.com/product/85436_200w.jpg,3,1440,https://cpt.tcgcsv.com/LbJ,2024-10-17T03:17:44.9,1,127/132,Common,Basic Energy,,0.2,0.47,1.77,0.74,0.54,Unlimited,,,,,,,,,
85455,Fire Energy,Fire Energy,https://tcgplayer-cdn.tcgplayer.com/product/85455_200w.jpg,3,1440,https://cpt.tcgcsv.com/7cJ,2023-06-18T08:12:20.887,1,128/132,Common,Basic Energy,,0.5,1.26,6.09,1.28,,1st Edition,,,,,,,,,
85455,Fire Energy,Fire Energy,https://tcgplayer-cdn.tcgplayer.com/product/85455_200w.jpg,3,1440,https://cpt.tcgcsv.com/7cJ,2023-06-18T08:12:20.887,1,128/132,Common,Basic Energy,,0.15,0.36,2.01,0.48,,Unlimited,,,,,,,,,
85578,Fuchsia City Gym,Fuchsia City Gym,https://tcgplayer-cdn.tcgplayer.com/product/85578_200w.jpg,3,1440,https://cpt.tcgcsv.com/BfJ,2024-07-26T19:20:47.757,1,114/132,Uncommon,Stadium,"This card stays in play when you play it. Discard this card if another Stadium card comes into play.
<br>
Once during each player's turn <em>(before attacking)</em>, that player may flip a coin. If heads, that player may shuffle 1 of his or her Pokémon in play with Koga in its name and any cards attached to it into his or her deck.",1.0,1.73,3.69,1.91,,1st Edition,,,,,,,,,
85578,Fuchsia City Gym,Fuchsia City Gym,https://tcgplayer-cdn.tcgplayer.com/product/85578_200w.jpg,3,1440,https://cpt.tcgcsv.com/BfJ,2024-07-26T19:20:47.757,1,114/132,Uncommon,Stadium,"This card stays in play when you play it. Discard this card if another Stadium card comes into play.
<br>
Once during each player's turn <em>(before attacking)</em>, that player may flip a coin. If heads, that player may shuffle 1 of his or her Pokémon in play with Koga in its name and any cards attached to it into his or her deck.",0.4,0.99,2.99,1.05,,Unlimited,,,,,,,,,
85708,Giovanni (18),Giovanni 18,https://tcgplayer-cdn.tcgplayer.com/product/85708_200w.jpg,3,1440,https://cpt.tcgcsv.com/bjJ,2022-11-19T15:49:52.03,1,018/132,Holo Rare,Trainer,"Choose 1 of your Pokémon in play with Giovanni in its name. For the rest of your turn, you may evolve that Pokémon even if you just played or evolved it this turn or if this is your first turn. This effect also applies to the Pokémon it evolves into.",59.17,98.82,499.0,99.79,,1st Edition Holofoil,,,,,,,,,
85708,Giovanni (18),Giovanni 18,https://tcgplayer-cdn.tcgplayer.com/product/85708_200w.jpg,3,1440,https://cpt.tcgcsv.com/bjJ,2022-11-19T15:49:52.03,1,018/132,Holo Rare,Trainer,"Choose 1 of your Pokémon in play with Giovanni in its name. For the rest of your turn, you may evolve that Pokémon even if you just played or evolved it this turn or if this is your first turn. This effect also applies to the Pokémon it evolves into.",29.29,40.02,58.87,39.04,,Unlimited Holofoil,,,,,,,,,
85709,Giovanni (104),Giovanni 104,https://tcgplayer-cdn.tcgplayer.com/product/85709_200w.jpg,3,1440,https://cpt.tcgcsv.com/cjJ,2023-07-30T09:52:27.767,1,104/132,Rare,Trainer,"Choose 1 of your Pokémon in play with Giovanni in its name. For the rest of your turn, you may evolve that Pokémon even if you just played or evolved it this turn or if this is your first turn. This effect also applies to the Pokémon it evolves into.",7.95,14.61,60.0,10.41,,1st Edition,,,,,,,,,
85709,Giovanni (104),Giovanni 104,https://tcgplayer-cdn.tcgplayer.com/product/85709_200w.jpg,3,1440,https://cpt.tcgcsv.com/cjJ,2023-07-30T09:52:27.767,1,104/132,Rare,Trainer,"Choose 1 of your Pokémon in play with Giovanni in its name. For the rest of your turn, you may evolve that Pokémon even if you just played or evolved it this turn or if this is your first turn. This effect also applies to the Pokémon it evolves into.",3.13,4.55,44.97,4.63,5.99,Unlimited,,,,,,,,,
85710,Giovanni's Gyarados,Giovannis Gyarados,https://tcgplayer-cdn.tcgplayer.com/product/85710_200w.jpg,3,1440,https://cpt.tcgcsv.com/djJ,2022-11-19T15:50:59.263,1,005/132,Holo Rare,Water,,148.0,249.99,399.99,300.73,,1st Edition Holofoil,90,Stage 1,"[W] Summon Storm
<br>Flip 2 coins. If both of them are heads, this attack does 20 damage to each other Pokémon <em>(even your own)</em>. Don't apply Weakness and Resistance for this attack.","[2WW] Dragon Tornado (40)
<br>Unless this attack Knocks Out the Defending Pokémon, choose 1 of your opponent's Benched Pokémon and switch it with the Defending Pokémon.",G,3,F-30,,
85710,Giovanni's Gyarados,Giovannis Gyarados,https://tcgplayer-cdn.tcgplayer.com/product/85710_200w.jpg,3,1440,https://cpt.tcgcsv.com/djJ,2022-11-19T15:50:59.263,1,005/132,Holo Rare,Water,,81.59,117.75,1375.0,107.3,,Unlimited Holofoil,90,Stage 1,"[W] Summon Storm
<br>Flip 2 coins. If both of them are heads, this attack does 20 damage to each other Pokémon <em>(even your own)</em>. Don't apply Weakness and Resistance for this attack.","[2WW] Dragon Tornado (40)
<br>Unless this attack Knocks Out the Defending Pokémon, choose 1 of your opponent's Benched Pokémon and switch it with the Defending Pokémon.",G,3,F-30,,
85711,Giovanni's Last Resort,Giovannis Last Resort,https://tcgplayer-cdn.tcgplayer.com/product/85711_200w.jpg,3,1440,https://cpt.tcgcsv.com/fjJ,2022-11-19T15:51:15.943,1,105/132,Rare,Trainer,Remove all damage counters from 1 of your Pokémon with Giovanni in its name. Then discard your hand.,10.45,13.97,19.99,10.42,,1st Edition,,,,,,,,,
85711,Giovanni's Last Resort,Giovannis Last Resort,https://tcgplayer-cdn.tcgplayer.com/product/85711_200w.jpg,3,1440,https://cpt.tcgcsv.com/fjJ,2022-11-19T15:51:15.943,1,105/132,Rare,Trainer,Remove all damage counters from 1 of your Pokémon with Giovanni in its name. Then discard your hand.,6.0,6.87,15.0,6.16,,Unlimited,,,,,,,,,
85712,Giovanni's Machamp,Giovannis Machamp,https://tcgplayer-cdn.tcgplayer.com/product/85712_200w.jpg,3,1440,https://cpt.tcgcsv.com/gjJ,2022-11-19T15:52:41.037,1,006/132,Holo Rare,Fighting,"<strong>Pokémon Power: Fortitude</strong> If Giovanni's Machamp would be Knocked Out by an opponent's attack, flip a coin. If heads, Giovanni's Machamp is not Knocked Out and its remaining HP become 10 instead. This power can't be used if Giovanni's Machamp is already Asleep, Confused, or Paralyzed",48.09,62.0,84.99,102.09,,1st Edition Holofoil,100,Stage 2,"[1FFF] Hurricane Punch (30x)
<br>Flip 4 coins. This attack does 30 damage times the number of heads.",,P,3,,,
85712,Giovanni's Machamp,Giovannis Machamp,https://tcgplayer-cdn.tcgplayer.com/product/85712_200w.jpg,3,1440,https://cpt.tcgcsv.com/gjJ,2022-11-19T15:52:41.037,1,006/132,Holo Rare,Fighting,"<strong>Pokémon Power: Fortitude</strong> If Giovanni's Machamp would be Knocked Out by an opponent's attack, flip a coin. If heads, Giovanni's Machamp is not Knocked Out and its remaining HP become 10 instead. This power can't be used if Giovanni's Machamp is already Asleep, Confused, or Paralyzed",41.17,66.94,79.99,60.8,,Unlimited Holofoil,100,Stage 2,"[1FFF] Hurricane Punch (30x)
<br>Flip 4 coins. This attack does 30 damage times the number of heads.",,P,3,,,
85713,Giovanni's Machoke,Giovannis Machoke,https://tcgplayer-cdn.tcgplayer.com/product/85713_200w.jpg,3,1440,https://cpt.tcgcsv.com/hjJ,2024-12-05T21:39:54.353,1,042/132,Uncommon,Fighting,,4.79,6.0,34.99,5.51,8.24,1st Edition,80,Stage 1,"[F] Risky Attack (60)
<br>Flip a coin. If tails, this attack does no damage to the Defending Pokémon and Giovanni's Machoke does 100 damage to itself.","[1FF] Headlock (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 20 more damage and the Defending Pokémon is now Paralyzed. If tails, this attack does 20 damage.",P,2,,,
85713,Giovanni's Machoke,Giovannis Machoke,https://tcgplayer-cdn.tcgplayer.com/product/85713_200w.jpg,3,1440,https://cpt.tcgcsv.com/hjJ,2024-12-05T21:39:54.353,1,042/132,Uncommon,Fighting,,1.15,1.82,4.99,2.14,,Unlimited,80,Stage 1,"[F] Risky Attack (60)
<br>Flip a coin. If tails, this attack does no damage to the Defending Pokémon and Giovanni's Machoke does 100 damage to itself.","[1FF] Headlock (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 20 more damage and the Defending Pokémon is now Paralyzed. If tails, this attack does 20 damage.",P,2,,,
85714,Giovanni's Machop,Giovannis Machop,https://tcgplayer-cdn.tcgplayer.com/product/85714_200w.jpg,3,1440,https://cpt.tcgcsv.com/jjJ,2023-09-25T20:50:00.193,1,072/132,Common,Fighting,,1.78,3.99,33.99,4.5,5.35,1st Edition,50,Basic,[1] Chop (10),"[FF] Fury Punch (20x)
<br>Flip a coin. If heads, this attack does 20 damage times the number of damage counters on Giovanni's Machop.",P,1,,,
85714,Giovanni's Machop,Giovannis Machop,https://tcgplayer-cdn.tcgplayer.com/product/85714_200w.jpg,3,1440,https://cpt.tcgcsv.com/jjJ,2023-09-25T20:50:00.193,1,072/132,Common,Fighting,,0.37,0.7,501.5,0.66,0.64,Unlimited,50,Basic,[1] Chop (10),"[FF] Fury Punch (20x)
<br>Flip a coin. If heads, this attack does 20 damage times the number of damage counters on Giovanni's Machop.",P,1,,,
85715,Giovanni's Magikarp,Giovannis Magikarp,https://tcgplayer-cdn.tcgplayer.com/product/85715_200w.jpg,3,1440,https://cpt.tcgcsv.com/kjJ,2022-11-19T15:55:22.753,1,073/132,Common,Water,,3.5,6.27,12.0,6.94,,1st Edition,30,Basic,"[W] Ancestral Memory (40)
<br>Flip a coin. If tails, this attack does nothing. Either way, you can't use this attack again as long as Giovanni's Magikarp stays in play <em>(even putting Giovanni's Magikarp on the Bench won't let you use it again)</em>.","[1W] Flail Around (10x)
<br>Flip 3 coins. This attack does 10 damage times the number of heads.",L,1,,,
85715,Giovanni's Magikarp,Giovannis Magikarp,https://tcgplayer-cdn.tcgplayer.com/product/85715_200w.jpg,3,1440,https://cpt.tcgcsv.com/kjJ,2022-11-19T15:55:22.753,1,073/132,Common,Water,,1.11,2.2,14567.18,2.7,,Unlimited,30,Basic,"[W] Ancestral Memory (40)
<br>Flip a coin. If tails, this attack does nothing. Either way, you can't use this attack again as long as Giovanni's Magikarp stays in play <em>(even putting Giovanni's Magikarp on the Bench won't let you use it again)</em>.","[1W] Flail Around (10x)
<br>Flip 3 coins. This attack does 10 damage times the number of heads.",L,1,,,
85716,Giovanni's Meowth (43),Giovannis Meowth 43,https://tcgplayer-cdn.tcgplayer.com/product/85716_200w.jpg,3,1440,https://cpt.tcgcsv.com/ljJ,2023-03-19T11:36:46.217,1,043/132,Uncommon,Colorless,,3.49,6.54,10.0,6.23,,1st Edition,40,Basic,"[1] False Charity
<br>Flip a coin. If heads, look at the top card of your opponent's deck. If it's a Trainer card, put it in your opponent's discard pile; otherwise, put it into his or her hand.","[2] Double Scratch (20x)
<br>Flip 2 coins. This attack does 20 damage times the number of heads.",F,1,P-30,,
85716,Giovanni's Meowth (43),Giovannis Meowth 43,https://tcgplayer-cdn.tcgplayer.com/product/85716_200w.jpg,3,1440,https://cpt.tcgcsv.com/ljJ,2023-03-19T11:36:46.217,1,043/132,Uncommon,Colorless,,1.49,2.43,7.18,2.89,,Unlimited,40,Basic,"[1] False Charity
<br>Flip a coin. If heads, look at the top card of your opponent's deck. If it's a Trainer card, put it in your opponent's discard pile; otherwise, put it into his or her hand.","[2] Double Scratch (20x)
<br>Flip 2 coins. This attack does 20 damage times the number of heads.",F,1,P-30,,
85717,Giovanni's Meowth (74),Giovannis Meowth 74,https://tcgplayer-cdn.tcgplayer.com/product/85717_200w.jpg,3,1440,https://cpt.tcgcsv.com/mjJ,2024-07-26T19:20:47.817,1,074/132,Common,Colorless,,2.15,4.18,5.68,4.19,,1st Edition,50,Basic,"[1] Cat Fleas
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.",[3] Cat Kick (30),F,2,P-30,,
85717,Giovanni's Meowth (74),Giovannis Meowth 74,https://tcgplayer-cdn.tcgplayer.com/product/85717_200w.jpg,3,1440,https://cpt.tcgcsv.com/mjJ,2024-07-26T19:20:47.817,1,074/132,Common,Colorless,,0.5,1.0,501.5,1.12,1.92,Unlimited,50,Basic,"[1] Cat Fleas
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.",[3] Cat Kick (30),F,2,P-30,,
85718,Giovanni's Nidoking,Giovannis Nidoking,https://tcgplayer-cdn.tcgplayer.com/product/85718_200w.jpg,3,1440,https://cpt.tcgcsv.com/njJ,2023-02-06T12:51:15.977,1,007/132,Holo Rare,Grass,,123.01,124.0,239.99,174.18,,1st Edition Holofoil,120,Stage 2,"[G] Intimidate
<br>If the Defending Pokémon's maximum HP is 50 or less, it can't attack Giovanni's Nidoking during your opponent's next turn. <em>(Benching or evolving either Pokémon ends this effect.)</em>","[1GGG] Tumbling Attack (40+)
<br>Flip a coin. If heads, this attack does 40 damage plus 30 more damage; if tails, this attack does 40 damage.",P,3,,,
