productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,extUPC
84656,Dark Slowking,Dark Slowking,https://tcgplayer-cdn.tcgplayer.com/product/84656_200w.jpg,3,1444,https://cpt.tcgcsv.com/8TH,2022-11-28T20:14:29.82,1,020/105,Rare,Psychic,"<strong>Pokémon Power: Cunning</strong> Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, look at the top card of your opponent's deck. Then, you may have your opponent shuffle his or her deck. This power can't be used if Dark Slowking is Asleep, Confused, or Paralyzed.",30.0,64.5,99.0,52.15,,1st Edition,60,Stage 1,"[PP] Mind Shock (30)
<br>Don't apply Weakness and Resistance for this attack.",,P,,2,
84656,Dark Slowking,Dark Slowking,https://tcgplayer-cdn.tcgplayer.com/product/84656_200w.jpg,3,1444,https://cpt.tcgcsv.com/8TH,2022-11-28T20:14:29.82,1,020/105,Rare,Psychic,"<strong>Pokémon Power: Cunning</strong> Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, look at the top card of your opponent's deck. Then, you may have your opponent shuffle his or her deck. This power can't be used if Dark Slowking is Asleep, Confused, or Paralyzed.",22.64,40.09,77.0,21.39,,Unlimited,60,Stage 1,"[PP] Mind Shock (30)
<br>Don't apply Weakness and Resistance for this attack.",,P,,2,
84659,Dark Typhlosion,Dark Typhlosion,https://tcgplayer-cdn.tcgplayer.com/product/84659_200w.jpg,3,1444,https://cpt.tcgcsv.com/cTH,2022-11-28T20:15:49.63,1,010/105,Holo Rare,Fire,,160.0,160.0,160.0,195.0,,1st Edition Holofoil,80,Stage 2,[1] Claw Swipe (20),"[R] Rushing Flames (40x)
<br>You may discard any number of Fire Energy cards attached to your Pokémon. Flip a coin for each Fire Energy card discarded in this way. This attack does 40 damage times the number of heads.",W,,1,
84659,Dark Typhlosion,Dark Typhlosion,https://tcgplayer-cdn.tcgplayer.com/product/84659_200w.jpg,3,1444,https://cpt.tcgcsv.com/cTH,2022-11-28T20:15:49.63,1,010/105,Holo Rare,Fire,,39.99,60.99,175.0,56.84,,Unlimited Holofoil,80,Stage 2,[1] Claw Swipe (20),"[R] Rushing Flames (40x)
<br>You may discard any number of Fire Energy cards attached to your Pokémon. Flip a coin for each Fire Energy card discarded in this way. This attack does 40 damage times the number of heads.",W,,1,
84660,Dark Tyranitar,Dark Tyranitar,https://tcgplayer-cdn.tcgplayer.com/product/84660_200w.jpg,3,1444,https://cpt.tcgcsv.com/dTH,2022-11-28T20:18:14.817,1,011/105,Holo Rare,Fighting,,200.0,200.0,200.0,399.99,,1st Edition Holofoil,90,Stage 2,"[F] Mountain Smasher (20x)
<br>
Flip a number of coins equal to the number of Fighting Energy cards attached to Dark Tyranitar. This attack does 20 damage times the number of heads. Then, for each heads, discard the top card from your opponent's deck.","[1FFF] Fling Away (50)
<br>If your opponent has any Benched Pokémon, this attack does 30 damage instead of 50 and choose 1 of those Benched Pokémon. This attack does 30 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",G,L-30,3,
84660,Dark Tyranitar,Dark Tyranitar,https://tcgplayer-cdn.tcgplayer.com/product/84660_200w.jpg,3,1444,https://cpt.tcgcsv.com/dTH,2022-11-28T20:18:14.817,1,011/105,Holo Rare,Fighting,,135.0,188.29,286.88,250.0,,Unlimited Holofoil,90,Stage 2,"[F] Mountain Smasher (20x)
<br>
Flip a number of coins equal to the number of Fighting Energy cards attached to Dark Tyranitar. This attack does 20 damage times the number of heads. Then, for each heads, discard the top card from your opponent's deck.","[1FFF] Fling Away (50)
<br>If your opponent has any Benched Pokémon, this attack does 30 damage instead of 50 and choose 1 of those Benched Pokémon. This attack does 30 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",G,L-30,3,
84663,Dark Ursaring,Dark Ursaring,https://tcgplayer-cdn.tcgplayer.com/product/84663_200w.jpg,3,1444,https://cpt.tcgcsv.com/hTH,2022-11-28T20:20:15.163,1,021/105,Rare,Colorless,,11.79,12.68,13.56,32.28,,1st Edition,60,Stage 1,"[1] Provoke
<br>Look at your opponent's hand. If he or she has any Baby Pokémon and/or Basic Pokémon there, you. may put any number of them onto your opponent's Bench <em>(as long as there's room)</em>. Then, your opponent looks at your hand. If you have any Baby Pokémon and/or Basic Pokémon there, your opponent may put any number of them onto your Bench <em>(as long as there's room)</em>.","[2] Battle Frenzy
<br>For each Pokémon in play <em>(yours and your opponent's)</em>, flip a coin. For each heads, this attack does 20 damage to that Pokémon. Don't apply Weakness and Resistance for this attack.",F,P-30,2,
84663,Dark Ursaring,Dark Ursaring,https://tcgplayer-cdn.tcgplayer.com/product/84663_200w.jpg,3,1444,https://cpt.tcgcsv.com/hTH,2022-11-28T20:20:15.163,1,021/105,Rare,Colorless,,7.66,11.86,16.22,11.72,,Unlimited,60,Stage 1,"[1] Provoke
<br>Look at your opponent's hand. If he or she has any Baby Pokémon and/or Basic Pokémon there, you. may put any number of them onto your opponent's Bench <em>(as long as there's room)</em>. Then, your opponent looks at your hand. If you have any Baby Pokémon and/or Basic Pokémon there, your opponent may put any number of them onto your Bench <em>(as long as there's room)</em>.","[2] Battle Frenzy
<br>For each Pokémon in play <em>(yours and your opponent's)</em>, flip a coin. For each heads, this attack does 20 damage to that Pokémon. Don't apply Weakness and Resistance for this attack.",F,P-30,2,
84674,Dark Wigglytuff,Dark Wigglytuff,https://tcgplayer-cdn.tcgplayer.com/product/84674_200w.jpg,3,1444,https://cpt.tcgcsv.com/vTH,2022-11-28T20:22:03.59,1,040/105,Uncommon,Colorless,,8.0,8.54,10.0,9.76,,1st Edition,60,Stage 1,"[2] Dark Song
<br>Flip a coin. If heads, the Defending Pokémon is now Asleep. If tails, the Defending Pokémon is now Confused.","[3] Slap Awake (20+)
<br>If the Defending Pokémon is Asleep or Confused, this attack does 20 more damage. Then, the Defending Pokémon is no longer Asleep or Confused.",F,P-30,2,
84674,Dark Wigglytuff,Dark Wigglytuff,https://tcgplayer-cdn.tcgplayer.com/product/84674_200w.jpg,3,1444,https://cpt.tcgcsv.com/vTH,2022-11-28T20:22:03.59,1,040/105,Uncommon,Colorless,,2.45,4.14,6.38,4.41,,Unlimited,60,Stage 1,"[2] Dark Song
<br>Flip a coin. If heads, the Defending Pokémon is now Asleep. If tails, the Defending Pokémon is now Confused.","[3] Slap Awake (20+)
<br>If the Defending Pokémon is Asleep or Confused, this attack does 20 more damage. Then, the Defending Pokémon is no longer Asleep or Confused.",F,P-30,2,
84929,Dratini,Dratini,https://tcgplayer-cdn.tcgplayer.com/product/84929_200w.jpg,3,1444,https://cpt.tcgcsv.com/C-H,2022-11-28T20:23:05.47,1,063/105,Common,Colorless,,5.76,7.75,29.99,7.74,,1st Edition,40,Basic,"[1] Shed
<br>Remove 1 damage counter from Dratini.","[1] Fury Attack (10x)
<br>Flip 2 coins. This attack does 10 damage times the number of heads.",,P-30,1,
84929,Dratini,Dratini,https://tcgplayer-cdn.tcgplayer.com/product/84929_200w.jpg,3,1444,https://cpt.tcgcsv.com/C-H,2022-11-28T20:23:05.47,1,063/105,Common,Colorless,,1.89,3.33,6.99,3.31,,Unlimited,40,Basic,"[1] Shed
<br>Remove 1 damage counter from Dratini.","[1] Fury Attack (10x)
<br>Flip 2 coins. This attack does 10 damage times the number of heads.",,P-30,1,
85208,Energy Amplifier,Energy Amplifier,https://tcgplayer-cdn.tcgplayer.com/product/85208_200w.jpg,3,1444,https://cpt.tcgcsv.com/b6J,2022-11-28T20:23:39.067,1,098/105,Uncommon,Trainer,"Choose an Energy card in your hand, show it to your opponent, and shuffle it into your deck. Then flip a coin. If heads, search your deck for up to 3 basic Energy cards. Show them to your opponent, and put them into your hand. Shuffle your deck afterward.",0.73,1.75,4.19,1.85,,1st Edition,,,,,,,,
85208,Energy Amplifier,Energy Amplifier,https://tcgplayer-cdn.tcgplayer.com/product/85208_200w.jpg,3,1444,https://cpt.tcgcsv.com/b6J,2022-11-28T20:23:39.067,1,098/105,Uncommon,Trainer,"Choose an Energy card in your hand, show it to your opponent, and shuffle it into your deck. Then flip a coin. If heads, search your deck for up to 3 basic Energy cards. Show them to your opponent, and put them into your hand. Shuffle your deck afterward.",0.53,1.27,4.99,1.28,,Unlimited,,,,,,,,
85251,Energy Stadium,Energy Stadium,https://tcgplayer-cdn.tcgplayer.com/product/85251_200w.jpg,3,1444,https://cpt.tcgcsv.com/27J,2022-11-28T20:24:25.24,1,099/105,Uncommon,Stadium,"This card stays in play when you play it. Discard this card if another Stadium card comes into play.
<br>
Once during each player's turn <em>(before attacking)</em>, that play may flip a coin. If heads, that player puts a basic Energy card from his or her discard pile into his or her hand.",3.0,6.72,11.97,6.93,11.97,1st Edition,,,,,,,,
85251,Energy Stadium,Energy Stadium,https://tcgplayer-cdn.tcgplayer.com/product/85251_200w.jpg,3,1444,https://cpt.tcgcsv.com/27J,2022-11-28T20:24:25.24,1,099/105,Uncommon,Stadium,"This card stays in play when you play it. Discard this card if another Stadium card comes into play.
<br>
Once during each player's turn <em>(before attacking)</em>, that play may flip a coin. If heads, that player puts a basic Energy card from his or her discard pile into his or her hand.",0.6,1.28,4.99,1.35,,Unlimited,,,,,,,,
85342,Exeggcute,Exeggcute,https://tcgplayer-cdn.tcgplayer.com/product/85342_200w.jpg,3,1444,https://cpt.tcgcsv.com/S8J,2025-02-05T21:14:41.693,1,064/105,Common,Psychic,,0.29,1.38,4.99,1.33,,1st Edition,40,Basic,"[G] Sleep Power (10)
<br>The Defending Pokémon is now Asleep.","[P] Psyshock (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",P,,1,
85342,Exeggcute,Exeggcute,https://tcgplayer-cdn.tcgplayer.com/product/85342_200w.jpg,3,1444,https://cpt.tcgcsv.com/S8J,2025-02-05T21:14:41.693,1,064/105,Common,Psychic,,0.47,0.9,5.94,0.95,,Unlimited,40,Basic,"[G] Sleep Power (10)
<br>The Defending Pokémon is now Asleep.","[P] Psyshock (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",P,,1,
85367,EXP.ALL,EXPALL,https://tcgplayer-cdn.tcgplayer.com/product/85367_200w.jpg,3,1444,https://cpt.tcgcsv.com/m9J,2022-11-28T20:26:34.62,1,093/105,Rare,Tool,"Attach EXP.ALL to 1 of your Pokémon that doesn't have a Pokémon Tool attached to it.
<br>
During your opponent's turn, if your Active Pokémon would be Knocked Out by your opponent's attack, you may take 1 of the basic Energy cards attached to your Active Pokémon and attach it to the Pokémon with EXP. ALL attached to it. If you do, discard EXP. ALL",5.88,7.34,7.99,7.3,,1st Edition,,,,,,,,
85367,EXP.ALL,EXPALL,https://tcgplayer-cdn.tcgplayer.com/product/85367_200w.jpg,3,1444,https://cpt.tcgcsv.com/m9J,2022-11-28T20:26:34.62,1,093/105,Rare,Tool,"Attach EXP.ALL to 1 of your Pokémon that doesn't have a Pokémon Tool attached to it.
<br>
During your opponent's turn, if your Active Pokémon would be Knocked Out by your opponent's attack, you may take 1 of the basic Energy cards attached to your Active Pokémon and attach it to the Pokémon with EXP. ALL attached to it. If you do, discard EXP. ALL",4.05,5.06,7.0,5.02,,Unlimited,,,,,,,,
85647,Gastly,Gastly,https://tcgplayer-cdn.tcgplayer.com/product/85647_200w.jpg,3,1444,https://cpt.tcgcsv.com/ZgJ,2023-07-13T16:01:18.03,1,065/105,Common,Psychic,,4.0,4.6,11.98,4.5,,1st Edition,40,Basic,"[P] Nightmare (10)
<br>The Defending Pokémon is now Asleep.",,,F-30,,
85647,Gastly,Gastly,https://tcgplayer-cdn.tcgplayer.com/product/85647_200w.jpg,3,1444,https://cpt.tcgcsv.com/ZgJ,2023-07-13T16:01:18.03,1,065/105,Common,Psychic,,0.35,1.16,501.5,1.19,,Unlimited,40,Basic,"[P] Nightmare (10)
<br>The Defending Pokémon is now Asleep.",,,F-30,,
85728,Girafarig,Girafarig,https://tcgplayer-cdn.tcgplayer.com/product/85728_200w.jpg,3,1444,https://cpt.tcgcsv.com/BjJ,2023-03-08T18:01:23.513,1,066/105,Common,Colorless,,2.16,2.46,2.99,2.45,,1st Edition,60,Basic,"[2] Tail Bite (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.","[PP] Psychic (10+)
<br>
Does 10 damage plus 10 more damage for each Energy card attached to the Defending Pokémon.",,,1,
85728,Girafarig,Girafarig,https://tcgplayer-cdn.tcgplayer.com/product/85728_200w.jpg,3,1444,https://cpt.tcgcsv.com/BjJ,2023-03-08T18:01:23.513,1,066/105,Common,Colorless,,0.85,1.1,501.5,1.12,,Unlimited,60,Basic,"[2] Tail Bite (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.","[PP] Psychic (10+)
<br>
Does 10 damage plus 10 more damage for each Energy card attached to the Defending Pokémon.",,,1,
85762,Gligar,Gligar,https://tcgplayer-cdn.tcgplayer.com/product/85762_200w.jpg,3,1444,https://cpt.tcgcsv.com/gkJ,2025-02-05T21:14:41.757,1,067/105,Common,Fighting,,0.89,1.38,4.99,1.34,,1st Edition,50,Basic,"[1F] Stun Poison (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed and Poisoned.",,G,F-30,,
85762,Gligar,Gligar,https://tcgplayer-cdn.tcgplayer.com/product/85762_200w.jpg,3,1444,https://cpt.tcgcsv.com/gkJ,2025-02-05T21:14:41.757,1,067/105,Common,Fighting,,0.16,0.47,5.94,0.47,,Unlimited,50,Basic,"[1F] Stun Poison (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed and Poisoned.",,G,F-30,,
85952,Growlithe,Growlithe,https://tcgplayer-cdn.tcgplayer.com/product/85952_200w.jpg,3,1444,https://cpt.tcgcsv.com/3pJ,2022-11-28T20:32:10.76,1,068/105,Common,Fire,,3.1,4.0,4.47,3.89,,1st Edition,50,Basic,[2] Bite (20),,W,,1,
85952,Growlithe,Growlithe,https://tcgplayer-cdn.tcgplayer.com/product/85952_200w.jpg,3,1444,https://cpt.tcgcsv.com/3pJ,2022-11-28T20:32:10.76,1,068/105,Common,Fire,,0.75,1.3,501.5,1.3,,Unlimited,50,Basic,[2] Bite (20),,W,,1,
86039,Heal Powder,Heal Powder,https://tcgplayer-cdn.tcgplayer.com/product/86039_200w.jpg,3,1444,https://cpt.tcgcsv.com/PqJ,2025-02-05T21:14:41.817,1,104/105,Common,Item,"Flip a coin. If heads, your Active Pokémon is no longer Asleep, Confused, Paralyzed, or Poisoned and removed 2 damage counters from it. If your Active Pokémon has fewer damage counters than that, remove all of them.",0.48,0.88,2.09,0.72,0.56,1st Edition,,,,,,,,
86039,Heal Powder,Heal Powder,https://tcgplayer-cdn.tcgplayer.com/product/86039_200w.jpg,3,1444,https://cpt.tcgcsv.com/PqJ,2025-02-05T21:14:41.817,1,104/105,Common,Item,"Flip a coin. If heads, your Active Pokémon is no longer Asleep, Confused, Paralyzed, or Poisoned and removed 2 damage counters from it. If your Active Pokémon has fewer damage counters than that, remove all of them.",0.14,0.39,1.99,0.42,,Unlimited,,,,,,,,
86060,Heracross,Heracross,https://tcgplayer-cdn.tcgplayer.com/product/86060_200w.jpg,3,1444,https://cpt.tcgcsv.com/drJ,2022-11-28T20:36:33.597,1,041/105,Uncommon,Grass,,6.52,11.39,15.0,10.52,,1st Edition,60,Basic,[1G] Tackle (20),"[GGG] Charging Horn (30+)
<br>Flip a coin. If heads, this attack does 30 damage plus 30 more damage. If tails, this attack does 30 damage.",R,,2,
86060,Heracross,Heracross,https://tcgplayer-cdn.tcgplayer.com/product/86060_200w.jpg,3,1444,https://cpt.tcgcsv.com/drJ,2022-11-28T20:36:33.597,1,041/105,Uncommon,Grass,,3.0,4.0,7.64,4.65,,Unlimited,60,Basic,[1G] Tackle (20),"[GGG] Charging Horn (30+)
<br>Flip a coin. If heads, this attack does 30 damage plus 30 more damage. If tails, this attack does 30 damage.",R,,2,
86090,Hitmonchan,Hitmonchan,https://tcgplayer-cdn.tcgplayer.com/product/86090_200w.jpg,3,1444,https://cpt.tcgcsv.com/QrJ,2022-11-28T20:37:56.75,1,069/105,Common,Fighting,,2.22,3.5,7.97,3.26,3.79,1st Edition,60,Basic,"[F] Dodge
<br>
If Hitmonchan would be damaged by an attack during your opponent's next turn, flip a coin. If heads, prevent that attack's damage done to Hitmonchan. <em>(Any other effects of attacks still happen.)</em>",[FFF] Supersonic Jab (40),P,,1,
86090,Hitmonchan,Hitmonchan,https://tcgplayer-cdn.tcgplayer.com/product/86090_200w.jpg,3,1444,https://cpt.tcgcsv.com/QrJ,2022-11-28T20:37:56.75,1,069/105,Common,Fighting,,0.5,1.1,2.99,1.28,1.31,Unlimited,60,Basic,"[F] Dodge
<br>
If Hitmonchan would be damaged by an attack during your opponent's next turn, flip a coin. If heads, prevent that attack's damage done to Hitmonchan. <em>(Any other effects of attacks still happen.)</em>",[FFF] Supersonic Jab (40),P,,1,
86103,Hitmonlee,Hitmonlee,https://tcgplayer-cdn.tcgplayer.com/product/86103_200w.jpg,3,1444,https://cpt.tcgcsv.com/5sJ,2023-06-17T08:00:53.097,1,042/105,Uncommon,Fighting,,3.99,5.69,7.0,6.32,,1st Edition,60,Basic,"[FF] One-Two Kick (20x)
<br>
Flip 2 coins. This attack does 20 damage times the number of heads.","[FFF] Heel Drop (60)
<br>Flip a coin. If tails, this attack does nothing.",P,,1,
86103,Hitmonlee,Hitmonlee,https://tcgplayer-cdn.tcgplayer.com/product/86103_200w.jpg,3,1444,https://cpt.tcgcsv.com/5sJ,2023-06-17T08:00:53.097,1,042/105,Uncommon,Fighting,,0.65,1.64,7.99,1.91,,Unlimited,60,Basic,"[FF] One-Two Kick (20x)
<br>
Flip 2 coins. This attack does 20 damage times the number of heads.","[FFF] Heel Drop (60)
<br>Flip a coin. If tails, this attack does nothing.",P,,1,
86219,Houndour,Houndour,https://tcgplayer-cdn.tcgplayer.com/product/86219_200w.jpg,3,1444,https://cpt.tcgcsv.com/pvJ,2022-11-28T20:40:50.237,1,043/105,Uncommon,Darkness,,4.0,4.98,9.72,6.19,,1st Edition,40,Basic,"[D] Corner
<br>
The Defending Pokémon can't retreat during your opponent's next turn.","[2] Lunge (30)
<br>Flip a coin. If tails, this attack does nothing.",,P-30,1,
86219,Houndour,Houndour,https://tcgplayer-cdn.tcgplayer.com/product/86219_200w.jpg,3,1444,https://cpt.tcgcsv.com/pvJ,2022-11-28T20:40:50.237,1,043/105,Uncommon,Darkness,,1.25,2.7,9.0,2.79,,Unlimited,40,Basic,"[D] Corner
<br>
The Defending Pokémon can't retreat during your opponent's next turn.","[2] Lunge (30)
<br>Flip a coin. If tails, this attack does nothing.",,P-30,1,
86272,Impostor Professor Oak's Invention,Impostor Professor Oaks Invention,https://tcgplayer-cdn.tcgplayer.com/product/86272_200w.jpg,3,1444,https://cpt.tcgcsv.com/swJ,2022-11-28T20:41:54.557,1,094/105,Rare,Trainer,"Look at your opponent's Prize cards. You may have your opponent shuffle them into his or her deck. If you do, your opponent takes that many cards from the top of his or her deck and sets them aside as his or her new Prize cards (without looking at them).",6.99,8.0,10.5,7.75,,1st Edition,,,,,,,,
86272,Impostor Professor Oak's Invention,Impostor Professor Oaks Invention,https://tcgplayer-cdn.tcgplayer.com/product/86272_200w.jpg,3,1444,https://cpt.tcgcsv.com/swJ,2022-11-28T20:41:54.557,1,094/105,Rare,Trainer,"Look at your opponent's Prize cards. You may have your opponent shuffle them into his or her deck. If you do, your opponent takes that many cards from the top of his or her deck and sets them aside as his or her new Prize cards (without looking at them).",2.42,4.64,7.49,4.54,,Unlimited,,,,,,,,
86311,Jigglypuff,Jigglypuff,https://tcgplayer-cdn.tcgplayer.com/product/86311_200w.jpg,3,1444,https://cpt.tcgcsv.com/fxJ,2022-11-28T20:42:59.937,1,044/105,Uncommon,Colorless,,13.62,13.95,14.27,14.27,,1st Edition,50,Basic,"[2] Expand (10)
<br>
All damage done to Jigglypuff during your opponent's next turn is reduced by 10 <em>(after applying Weakness and Resistance)</em>.",,F,P-30,1,
86311,Jigglypuff,Jigglypuff,https://tcgplayer-cdn.tcgplayer.com/product/86311_200w.jpg,3,1444,https://cpt.tcgcsv.com/fxJ,2022-11-28T20:42:59.937,1,044/105,Uncommon,Colorless,,8.0,9.3,29.99,8.98,29.99,Unlimited,50,Basic,"[2] Expand (10)
<br>
All damage done to Jigglypuff during your opponent's next turn is reduced by 10 <em>(after applying Weakness and Resistance)</em>.",,F,P-30,1,
86633,Larvitar,Larvitar,https://tcgplayer-cdn.tcgplayer.com/product/86633_200w.jpg,3,1444,https://cpt.tcgcsv.com/HGJ,2022-12-12T20:08:27.403,1,070/105,Common,Fighting,,2.67,5.43,14.99,6.04,6.49,1st Edition,40,Basic,"[1] Leer
<br>Flip a coin. If heads, the Defending Pokémon can't attack during your opponent's next turn. <em>(Benching or evolving either Pokémon ends this effect.)</em>",[1F] Rock Throw (20),G,L-30,1,
86633,Larvitar,Larvitar,https://tcgplayer-cdn.tcgplayer.com/product/86633_200w.jpg,3,1444,https://cpt.tcgcsv.com/HGJ,2022-12-12T20:08:27.403,1,070/105,Common,Fighting,,0.68,1.2,3.5,1.12,1.1,Unlimited,40,Basic,"[1] Leer
<br>Flip a coin. If heads, the Defending Pokémon can't attack during your opponent's next turn. <em>(Benching or evolving either Pokémon ends this effect.)</em>",[1F] Rock Throw (20),G,L-30,1,
86700,Ledyba,Ledyba,https://tcgplayer-cdn.tcgplayer.com/product/86700_200w.jpg,3,1444,https://cpt.tcgcsv.com/0JJ,2023-06-28T15:52:00.907,1,071/105,Common,Grass,,1.6,2.37,9.99,1.78,,1st Edition,40,Basic,"[1G] Swift (20)
<br>This attack's damage isn't affected by Weakness, Resistance, Pokémon Powers, or any other effects on the Defending Pokémon.",,R,F-30,,
86700,Ledyba,Ledyba,https://tcgplayer-cdn.tcgplayer.com/product/86700_200w.jpg,3,1444,https://cpt.tcgcsv.com/0JJ,2023-06-28T15:52:00.907,1,071/105,Common,Grass,,0.5,0.89,2.5,1.04,,Unlimited,40,Basic,"[1G] Swift (20)
<br>This attack's damage isn't affected by Weakness, Resistance, Pokémon Powers, or any other effects on the Defending Pokémon.",,R,F-30,,
86734,Light Arcanine,Light Arcanine,https://tcgplayer-cdn.tcgplayer.com/product/86734_200w.jpg,3,1444,https://cpt.tcgcsv.com/JJJ,2022-11-28T20:51:44.31,1,012/105,Holo Rare,Fire,"<strong>Pokémon Power: Drive Off</strong> As long as Light Arcanine is your Active Pokémon, once during your turn <em>(before your attack)</em>, if your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. This power can't be used while Light Arcanine is Asleep, Confused, or Paralyzed.",339.37,339.37,339.37,200.0,,1st Edition Holofoil,100,Stage 1,"[1RR] Gentle Flames (50)
<br>
If the Defending Pokémon is a Baby Pokémon, this attack does 10 damage instead of 50. If the Defending Pokémon is a Basic Pokémon, this attack does 30 damage instead of 50.",,W,,2,
86734,Light Arcanine,Light Arcanine,https://tcgplayer-cdn.tcgplayer.com/product/86734_200w.jpg,3,1444,https://cpt.tcgcsv.com/JJJ,2022-11-28T20:51:44.31,1,012/105,Holo Rare,Fire,"<strong>Pokémon Power: Drive Off</strong> As long as Light Arcanine is your Active Pokémon, once during your turn <em>(before your attack)</em>, if your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. This power can't be used while Light Arcanine is Asleep, Confused, or Paralyzed.",129.99,225.66,282.76,281.08,,Unlimited Holofoil,100,Stage 1,"[1RR] Gentle Flames (50)
<br>
If the Defending Pokémon is a Baby Pokémon, this attack does 10 damage instead of 50. If the Defending Pokémon is a Basic Pokémon, this attack does 30 damage instead of 50.",,W,,2,
86735,Light Azumarill,Light Azumarill,https://tcgplayer-cdn.tcgplayer.com/product/86735_200w.jpg,3,1444,https://cpt.tcgcsv.com/KJJ,2022-11-28T20:55:45.443,1,013/105,Holo Rare,Water,,69.95,101.99,101.99,119.0,,1st Edition Holofoil,80,Stage 1,"[W] Bubble (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.","[2W] Bubble Jump (30)
<br>
If you have any Benched Pokémon, flip a coin. If heads, take 2 Energy cards attached to Light Azumarill and attach them to 1 of your Benched Pokémon. Then return Light Azumarill and all cards attached to it to your hand.",L,,1,
86735,Light Azumarill,Light Azumarill,https://tcgplayer-cdn.tcgplayer.com/product/86735_200w.jpg,3,1444,https://cpt.tcgcsv.com/KJJ,2022-11-28T20:55:45.443,1,013/105,Holo Rare,Water,,13.71,20.0,59.95,17.68,,Unlimited Holofoil,80,Stage 1,"[W] Bubble (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.","[2W] Bubble Jump (30)
<br>
If you have any Benched Pokémon, flip a coin. If heads, take 2 Energy cards attached to Light Azumarill and attach them to 1 of your Benched Pokémon. Then return Light Azumarill and all cards attached to it to your hand.",L,,1,
86736,Light Dewgong,Light Dewgong,https://tcgplayer-cdn.tcgplayer.com/product/86736_200w.jpg,3,1444,https://cpt.tcgcsv.com/LJJ,2022-11-28T21:00:57.153,1,045/105,Uncommon,Water,,4.25,5.95,7.86,5.99,,1st Edition,80,Stage 1,"[WW] Freezing Breath (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, the Defending Pokémon is now Asleep.","[WWW] Ice Pillar (40)
<br>
Until the end of your opponent's next turn, as long as Light Dewgong is your Active Pokémon, prevent all damage done by attacks to your Benched Pokémon. <em>(Any other effects of attacks still happen.)</em>",L,,2,
86736,Light Dewgong,Light Dewgong,https://tcgplayer-cdn.tcgplayer.com/product/86736_200w.jpg,3,1444,https://cpt.tcgcsv.com/LJJ,2022-11-28T21:00:57.153,1,045/105,Uncommon,Water,,0.43,1.5,3.49,1.83,,Unlimited,80,Stage 1,"[WW] Freezing Breath (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, the Defending Pokémon is now Asleep.","[WWW] Ice Pillar (40)
<br>
Until the end of your opponent's next turn, as long as Light Dewgong is your Active Pokémon, prevent all damage done by attacks to your Benched Pokémon. <em>(Any other effects of attacks still happen.)</em>",L,,2,
86737,Light Dragonair,Light Dragonair,https://tcgplayer-cdn.tcgplayer.com/product/86737_200w.jpg,3,1444,https://cpt.tcgcsv.com/MJJ,2022-11-28T21:02:56.35,1,022/105,Rare,Colorless,,30.0,30.0,59.99,65.71,,1st Edition,80,Stage 1,"[2] Healing Light
<br>Remove 1 damage counter from each of your Pokémon that has any damage counters on it.","[3] Protective Wave
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Light Dragonair.",,P-30,2,
86737,Light Dragonair,Light Dragonair,https://tcgplayer-cdn.tcgplayer.com/product/86737_200w.jpg,3,1444,https://cpt.tcgcsv.com/MJJ,2022-11-28T21:02:56.35,1,022/105,Rare,Colorless,,18.7,20.0,54.99,19.24,,Unlimited,80,Stage 1,"[2] Healing Light
<br>Remove 1 damage counter from each of your Pokémon that has any damage counters on it.","[3] Protective Wave
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Light Dragonair.",,P-30,2,
