productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extAttack3,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText
85803,Goldeen,Goldeen,https://tcgplayer-cdn.tcgplayer.com/product/85803_200w.jpg,3,1393,https://cpt.tcgcsv.com/5lJ,2024-09-20T15:40:58.823,1,55/109,Common,Water,50,Basic,"[1] Flail (10x) 
<br>Does 10 damage for each damage counter on Goldeen.",,,L,None,1,0.28,0.5,2.25,0.45,0.35,Normal,
85803,Goldeen,Goldeen,https://tcgplayer-cdn.tcgplayer.com/product/85803_200w.jpg,3,1393,https://cpt.tcgcsv.com/5lJ,2024-09-20T15:40:58.823,1,55/109,Common,Water,50,Basic,"[1] Flail (10x) 
<br>Does 10 damage for each damage counter on Goldeen.",,,L,None,1,2.2,2.99,3.2,3.67,,Reverse Holofoil,
85874,Grass Energy,Grass Energy,https://tcgplayer-cdn.tcgplayer.com/product/85874_200w.jpg,3,1393,https://cpt.tcgcsv.com/vmJ,2024-08-20T16:03:09.09,1,104/109,Common,Basic Energy,,,,,,,,,0.04,0.3,1.49,0.33,,Normal,
85874,Grass Energy,Grass Energy,https://tcgplayer-cdn.tcgplayer.com/product/85874_200w.jpg,3,1393,https://cpt.tcgcsv.com/vmJ,2024-08-20T16:03:09.09,1,104/109,Common,Basic Energy,,,,,,,,,2.75,3.64,8.0,9.7,,Reverse Holofoil,
85935,Grovyle - 31/109,Grovyle 31 109,https://tcgplayer-cdn.tcgplayer.com/product/85935_200w.jpg,3,1393,https://cpt.tcgcsv.com/KnJ,2023-12-21T20:54:32.033,1,31/109,Uncommon,Grass,70,Stage 1,"[2] Poison Breath 
<br>The Defending Pokemon is now Poisoned.","[2G] Swift (30) 
<br>This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.",,R,W,1,0.55,1.16,2.55,1.13,,Normal,
85935,Grovyle - 31/109,Grovyle 31 109,https://tcgplayer-cdn.tcgplayer.com/product/85935_200w.jpg,3,1393,https://cpt.tcgcsv.com/KnJ,2023-12-21T20:54:32.033,1,31/109,Uncommon,Grass,70,Stage 1,"[2] Poison Breath 
<br>The Defending Pokemon is now Poisoned.","[2G] Swift (30) 
<br>This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.",,R,W,1,5.07,10.46,15.4,11.0,,Reverse Holofoil,
85936,Grovyle - 32/109,Grovyle 32 109,https://tcgplayer-cdn.tcgplayer.com/product/85936_200w.jpg,3,1393,https://cpt.tcgcsv.com/LnJ,2023-12-21T20:54:44.283,1,32/109,Uncommon,Grass,80,Stage 1,[2] Slash (20),,,R,W,1,1.58,2.86,5.27,2.67,,Normal,"<b>Poke-BODY</b> Natural Care
<br>When you attach a Grass Energy card from your hand to Grovyle, remove all Special Conditions from Grovyle."
85936,Grovyle - 32/109,Grovyle 32 109,https://tcgplayer-cdn.tcgplayer.com/product/85936_200w.jpg,3,1393,https://cpt.tcgcsv.com/LnJ,2023-12-21T20:54:44.283,1,32/109,Uncommon,Grass,80,Stage 1,[2] Slash (20),,,R,W,1,2.05,6.66,12.0,10.62,,Reverse Holofoil,"<b>Poke-BODY</b> Natural Care
<br>When you attach a Grass Energy card from your hand to Grovyle, remove all Special Conditions from Grovyle."
86010,Hariyama - 8/109,Hariyama 8 109,https://tcgplayer-cdn.tcgplayer.com/product/86010_200w.jpg,3,1393,https://cpt.tcgcsv.com/dqJ,2023-12-21T20:34:44.867,1,8/109,Holo Rare,Fighting,90,Stage 1,"[F] Super Slap Push 
<br>Does 20 damage to each Defending Pokemon.","[2F] Mega Throw (40+) 
<br>If the Defending Pokemon is a Pokemon-ex, this attack does 40 damage plus 40 more damage.",,P,None,2,5.99,10.86,19.32,10.27,,Holofoil,
86010,Hariyama - 8/109,Hariyama 8 109,https://tcgplayer-cdn.tcgplayer.com/product/86010_200w.jpg,3,1393,https://cpt.tcgcsv.com/dqJ,2023-12-21T20:34:44.867,1,8/109,Holo Rare,Fighting,90,Stage 1,"[F] Super Slap Push 
<br>Does 20 damage to each Defending Pokemon.","[2F] Mega Throw (40+) 
<br>If the Defending Pokemon is a Pokemon-ex, this attack does 40 damage plus 40 more damage.",,P,None,2,3.5,6.54,9.99,7.48,,Reverse Holofoil,
86011,Hariyama - 33/109,Hariyama 33 109,https://tcgplayer-cdn.tcgplayer.com/product/86011_200w.jpg,3,1393,https://cpt.tcgcsv.com/fqJ,2023-12-21T20:54:52.4,1,33/109,Uncommon,Fighting,80,Stage 1,"[1F] Shove (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.","[2F] Slap Down (40+) 
<br>Flip 2 coins.  This attack does 40 damage plus 10 more damage for each heads.",,P,None,1,0.26,0.54,1.99,0.54,0.43,Normal,
86011,Hariyama - 33/109,Hariyama 33 109,https://tcgplayer-cdn.tcgplayer.com/product/86011_200w.jpg,3,1393,https://cpt.tcgcsv.com/fqJ,2023-12-21T20:54:52.4,1,33/109,Uncommon,Fighting,80,Stage 1,"[1F] Shove (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.","[2F] Slap Down (40+) 
<br>Flip 2 coins.  This attack does 40 damage plus 10 more damage for each heads.",,P,None,1,3.5,4.25,5.0,3.72,,Reverse Holofoil,
86099,Hitmonchan ex,Hitmonchan ex,https://tcgplayer-cdn.tcgplayer.com/product/86099_200w.jpg,3,1393,https://cpt.tcgcsv.com/_rJ,2023-12-21T21:09:18.297,1,98/109,Ultra Rare,Fighting,90,Basic,"[F] Steady Punch (10+)
<br>Flip a coin.  If heads, this attack does 10 damage plus 10 more damage.","[2FF] Sky Uppercut (50) 
<br>This attack's damage is not affected by Resistance.",,P,None,2,61.49,80.0,90.0,49.74,,Holofoil,
86459,Kirlia - 34/109,Kirlia 34 109,https://tcgplayer-cdn.tcgplayer.com/product/86459_200w.jpg,3,1393,https://cpt.tcgcsv.com/cCJ,2023-12-21T20:55:03.303,1,34/109,Uncommon,Psychic,70,Stage 1,"[P] Removal Beam (10) 
<br>Flip a coin.  If heads, discard 1 Energy card attached to the Defending Pokemon.",[2P] Super Psy (50),,P,None,1,1.03,1.81,3.75,1.91,,Normal,
86459,Kirlia - 34/109,Kirlia 34 109,https://tcgplayer-cdn.tcgplayer.com/product/86459_200w.jpg,3,1393,https://cpt.tcgcsv.com/cCJ,2023-12-21T20:55:03.303,1,34/109,Uncommon,Psychic,70,Stage 1,"[P] Removal Beam (10) 
<br>Flip a coin.  If heads, discard 1 Energy card attached to the Defending Pokemon.",[2P] Super Psy (50),,P,None,1,3.99,5.3,15.6,3.12,,Reverse Holofoil,
86460,Kirlia - 35/109,Kirlia 35 109,https://tcgplayer-cdn.tcgplayer.com/product/86460_200w.jpg,3,1393,https://cpt.tcgcsv.com/dCJ,2023-12-21T20:55:18.61,1,35/109,Uncommon,Psychic,70,Stage 1,"[1] Dazzle Dance 
<br>Flip a coin.  If heads, each Defending Pokemon is now Confused.","[P] Life Drain - Flip a coin.  If heads, put damage counters on the Defending Pokemon until it is 10 HP away from being Knocked Out.",,P,None,1,0.99,1.91,2.99,1.49,,Normal,
86460,Kirlia - 35/109,Kirlia 35 109,https://tcgplayer-cdn.tcgplayer.com/product/86460_200w.jpg,3,1393,https://cpt.tcgcsv.com/dCJ,2023-12-21T20:55:18.61,1,35/109,Uncommon,Psychic,70,Stage 1,"[1] Dazzle Dance 
<br>Flip a coin.  If heads, each Defending Pokemon is now Confused.","[P] Life Drain - Flip a coin.  If heads, put damage counters on the Defending Pokemon until it is 10 HP away from being Knocked Out.",,P,None,1,7.61,10.88,14.12,9.13,,Reverse Holofoil,
86490,Koffing,Koffing,https://tcgplayer-cdn.tcgplayer.com/product/86490_200w.jpg,3,1393,https://cpt.tcgcsv.com/QCJ,2024-08-20T16:03:09.123,1,54/109,Common,Grass,50,Basic,[1] Tackle (10),"[1G] Double Edge (30) 
<br>Koffing does 10 damage to itself.",,P,None,1,0.13,0.4,2.25,0.33,,Normal,
86490,Koffing,Koffing,https://tcgplayer-cdn.tcgplayer.com/product/86490_200w.jpg,3,1393,https://cpt.tcgcsv.com/QCJ,2024-08-20T16:03:09.123,1,54/109,Common,Grass,50,Basic,[1] Tackle (10),"[1G] Double Edge (30) 
<br>Koffing does 10 damage to itself.",,P,None,1,5.35,5.58,5.81,5.81,,Reverse Holofoil,
86571,Lady Outing,Lady Outing,https://tcgplayer-cdn.tcgplayer.com/product/86571_200w.jpg,3,1393,https://cpt.tcgcsv.com/rFJ,2024-08-20T16:03:09.17,1,83/109,Uncommon,Supporter,,,,,,,,,0.25,0.58,3.37,0.59,,Normal,"You can play only one Supporter card each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.
<br>
<br>Search your deck for up to 3 different types of basic Energy cards, show them to your opponent, and put them into your hand.  Shuffle your deck afterward."
86571,Lady Outing,Lady Outing,https://tcgplayer-cdn.tcgplayer.com/product/86571_200w.jpg,3,1393,https://cpt.tcgcsv.com/rFJ,2024-08-20T16:03:09.17,1,83/109,Uncommon,Supporter,,,,,,,,,0.24,1.83,5.09,1.9,1.28,Reverse Holofoil,"You can play only one Supporter card each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.
<br>
<br>Search your deck for up to 3 different types of basic Energy cards, show them to your opponent, and put them into your hand.  Shuffle your deck afterward."
86573,Lairon - 36/109,Lairon 36 109,https://tcgplayer-cdn.tcgplayer.com/product/86573_200w.jpg,3,1393,https://cpt.tcgcsv.com/tFJ,2023-12-21T20:55:44.017,1,36/109,Uncommon,Metal,70,Stage 1,[2] Ram (20),[2M] Metal Claw (40),,R,G,2,0.83,1.95,3.19,1.85,,Normal,
86573,Lairon - 36/109,Lairon 36 109,https://tcgplayer-cdn.tcgplayer.com/product/86573_200w.jpg,3,1393,https://cpt.tcgcsv.com/tFJ,2023-12-21T20:55:44.017,1,36/109,Uncommon,Metal,70,Stage 1,[2] Ram (20),[2M] Metal Claw (40),,R,G,2,2.05,3.08,4.99,3.17,,Reverse Holofoil,
86574,Lairon - 37/109,Lairon 37 109,https://tcgplayer-cdn.tcgplayer.com/product/86574_200w.jpg,3,1393,https://cpt.tcgcsv.com/vFJ,2023-12-21T20:55:54.02,1,37/109,Uncommon,Metal,80,Stage 1,"[M] Magnitude (20) 
<br>Does 10 damage to each Benched Pokemon (both yours and your opponent's). <i> (Don't apply Weakness and Resistance for Benched Pokemon.)</i>","[4] One-Two Strike (30+) 
<br>Flip 2 coins.  This attack does 30 damage plus 20 more for each heads.",,R,G,2,0.8,1.42,2.72,1.42,,Normal,
86574,Lairon - 37/109,Lairon 37 109,https://tcgplayer-cdn.tcgplayer.com/product/86574_200w.jpg,3,1393,https://cpt.tcgcsv.com/vFJ,2023-12-21T20:55:54.02,1,37/109,Uncommon,Metal,80,Stage 1,"[M] Magnitude (20) 
<br>Does 10 damage to each Benched Pokemon (both yours and your opponent's). <i> (Don't apply Weakness and Resistance for Benched Pokemon.)</i>","[4] One-Two Strike (30+) 
<br>Flip 2 coins.  This attack does 30 damage plus 20 more for each heads.",,R,G,2,3.4,4.79,6.59,4.48,,Reverse Holofoil,
86626,Lapras ex,Lapras ex,https://tcgplayer-cdn.tcgplayer.com/product/86626_200w.jpg,3,1393,https://cpt.tcgcsv.com/xGJ,2023-12-21T21:09:26.077,1,99/109,Ultra Rare,Water,110,Basic,"[W] Energy Ball (10+) 
<br>Does 10 damage plus 10 more damage for each Energy attached to Lapras ex but not used to pay for this attack's Energy cost.  You can't add more then 20 damage in this way.","[1WW] Confuse Ray (30) 
<br>The Defending Pokemon is now Confused.",,L,None,3,69.99,115.5,129.99,82.5,,Holofoil,
86761,Lightning Energy,Lightning Energy,https://tcgplayer-cdn.tcgplayer.com/product/86761_200w.jpg,3,1393,https://cpt.tcgcsv.com/fKJ,2025-03-06T09:36:13.91,1,109/109,Common,Basic Energy,,,,,,,,,0.1,0.3,1.5,0.27,0.24,Normal,
86761,Lightning Energy,Lightning Energy,https://tcgplayer-cdn.tcgplayer.com/product/86761_200w.jpg,3,1393,https://cpt.tcgcsv.com/fKJ,2025-03-06T09:36:13.91,1,109/109,Common,Basic Energy,,,,,,,,,5.11,7.82,19.97,9.03,,Reverse Holofoil,
86803,Linoone,Linoone,https://tcgplayer-cdn.tcgplayer.com/product/86803_200w.jpg,3,1393,https://cpt.tcgcsv.com/5LJ,2023-12-21T20:56:04.033,1,38/109,Uncommon,Colorless,70,Stage 1,"[1] Seek Out 
<br>Search your deck for up to 2 cards and put them into your hand.  Shuffle your deck afterward.","[2] Continuous Headbutt (40x) 
<br>Flip a coin until you get tails.  This attack does 40 damage times the number of heads.",,F,None,1,1.0,1.68,3.99,1.71,,Normal,
86803,Linoone,Linoone,https://tcgplayer-cdn.tcgplayer.com/product/86803_200w.jpg,3,1393,https://cpt.tcgcsv.com/5LJ,2023-12-21T20:56:04.033,1,38/109,Uncommon,Colorless,70,Stage 1,"[1] Seek Out 
<br>Search your deck for up to 2 cards and put them into your hand.  Shuffle your deck afterward.","[2] Continuous Headbutt (40x) 
<br>Flip a coin until you get tails.  This attack does 40 damage times the number of heads.",,F,None,1,2.58,4.68,5.25,4.11,,Reverse Holofoil,
86919,Lum Berry,Lum Berry,https://tcgplayer-cdn.tcgplayer.com/product/86919_200w.jpg,3,1393,https://cpt.tcgcsv.com/pNJ,2023-12-21T21:05:40.767,1,84/109,Uncommon,Tool,,,,,,,,,0.19,0.5,3.89,0.54,,Normal,"Attach Lum Berry to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.
<br>
<br>At any time between turns, if the Pokemon this card is attached to is affected by any Special Conditions, remove all of them.  Then discard Lum Berry."
86919,Lum Berry,Lum Berry,https://tcgplayer-cdn.tcgplayer.com/product/86919_200w.jpg,3,1393,https://cpt.tcgcsv.com/pNJ,2023-12-21T21:05:40.767,1,84/109,Uncommon,Tool,,,,,,,,,0.72,1.75,5.0,1.66,,Reverse Holofoil,"Attach Lum Berry to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.
<br>
<br>At any time between turns, if the Pokemon this card is attached to is affected by any Special Conditions, remove all of them.  Then discard Lum Berry."
87054,Magmar ex,Magmar ex,https://tcgplayer-cdn.tcgplayer.com/product/87054_200w.jpg,3,1393,https://cpt.tcgcsv.com/6RJ,2022-11-16T19:49:51.323,1,100/109,Ultra Rare,Fire,90,Basic,"[R] Smokescreen (10) 
<br>If the Defending Pokemon tries to attack during your opponent's next turn, your opponent flips a coin.  If tails, that attack does nothing.","[1RR] Super Singe (40) 
<br>The Defending Pokemon is now Burned.",,W,None,2,27.84,74.95,115.0,45.04,,Holofoil,
87125,Makuhita - 56109,Makuhita 56109,https://tcgplayer-cdn.tcgplayer.com/product/87125_200w.jpg,3,1393,https://cpt.tcgcsv.com/wSJ,2023-12-21T20:59:50.53,1,56/109,Common,Fighting,50,Basic,[1] Slap Punch (10),[2] Lunge Out (20),,P,None,1,0.09,0.33,4.78,0.3,,Normal,
87125,Makuhita - 56109,Makuhita 56109,https://tcgplayer-cdn.tcgplayer.com/product/87125_200w.jpg,3,1393,https://cpt.tcgcsv.com/wSJ,2023-12-21T20:59:50.53,1,56/109,Common,Fighting,50,Basic,[1] Slap Punch (10),[2] Lunge Out (20),,P,None,1,0.89,2.16,3.75,3.46,,Reverse Holofoil,
87126,Makuhita - 57/109,Makuhita 57 109,https://tcgplayer-cdn.tcgplayer.com/product/87126_200w.jpg,3,1393,https://cpt.tcgcsv.com/xSJ,2023-12-21T20:59:59.323,1,57/109,Common,Fighting,50,Basic,"[1] Fling
<br>Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.",[1F] Low Kick (30),,P,None,1,0.2,0.49,2.99,0.48,0.49,Normal,
87126,Makuhita - 57/109,Makuhita 57 109,https://tcgplayer-cdn.tcgplayer.com/product/87126_200w.jpg,3,1393,https://cpt.tcgcsv.com/xSJ,2023-12-21T20:59:59.323,1,57/109,Common,Fighting,50,Basic,"[1] Fling
<br>Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.",[1F] Low Kick (30),,P,None,1,1.5,2.98,5.0,2.91,,Reverse Holofoil,
87127,Makuhita - 58/109,Makuhita 58 109,https://tcgplayer-cdn.tcgplayer.com/product/87127_200w.jpg,3,1393,https://cpt.tcgcsv.com/zSJ,2023-12-21T21:00:09.92,1,58/109,Common,Fighting,50,Basic,"[F] Fake Out (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",,,P,None,1,0.34,0.66,2.99,0.66,,Normal,
87127,Makuhita - 58/109,Makuhita 58 109,https://tcgplayer-cdn.tcgplayer.com/product/87127_200w.jpg,3,1393,https://cpt.tcgcsv.com/zSJ,2023-12-21T21:00:09.92,1,58/109,Common,Fighting,50,Basic,"[F] Fake Out (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",,,P,None,1,1.5,4.0,5.39,3.06,4.03,Reverse Holofoil,
87153,Manectric - 9/109,Manectric 9 109,https://tcgplayer-cdn.tcgplayer.com/product/87153_200w.jpg,3,1393,https://cpt.tcgcsv.com/5TJ,2023-12-21T20:34:58.187,1,9/109,Holo Rare,Lightning,70,Stage 1,"[1] Attract Current (10) 
<br>Search your deck for a Lightning Energy card and attach it to 1 of your Pokemon.  Shuffle your deck afterward.","[1LL] Thunder jolt (50) 
<br>Flip a coin.  If tails, Manectric does 10 damage to itself.",,F,M,1,8.27,12.33,15.0,11.57,9.0,Holofoil,
87153,Manectric - 9/109,Manectric 9 109,https://tcgplayer-cdn.tcgplayer.com/product/87153_200w.jpg,3,1393,https://cpt.tcgcsv.com/5TJ,2023-12-21T20:34:58.187,1,9/109,Holo Rare,Lightning,70,Stage 1,"[1] Attract Current (10) 
<br>Search your deck for a Lightning Energy card and attach it to 1 of your Pokemon.  Shuffle your deck afterward.","[1LL] Thunder jolt (50) 
<br>Flip a coin.  If tails, Manectric does 10 damage to itself.",,F,M,1,7.94,8.4,29.99,7.93,,Reverse Holofoil,
87154,Manectric - 39/109,Manectric 39 109,https://tcgplayer-cdn.tcgplayer.com/product/87154_200w.jpg,3,1393,https://cpt.tcgcsv.com/6TJ,2023-12-21T20:56:14.1,1,39/109,Uncommon,Lightning,70,Stage 1,"[2] Thundershock (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.","[2L] Gigashock (40) 
<br>Does 10 damage to 2 of your opponent's Benched Pokemon (1 if there is only 1). <i> (Don't apply Weakness and Resistance for Benched Pokemon.)</i>",,F,M,1,0.75,1.2,2.63,1.19,,Normal,
87154,Manectric - 39/109,Manectric 39 109,https://tcgplayer-cdn.tcgplayer.com/product/87154_200w.jpg,3,1393,https://cpt.tcgcsv.com/6TJ,2023-12-21T20:56:14.1,1,39/109,Uncommon,Lightning,70,Stage 1,"[2] Thundershock (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.","[2L] Gigashock (40) 
<br>Does 10 damage to 2 of your opponent's Benched Pokemon (1 if there is only 1). <i> (Don't apply Weakness and Resistance for Benched Pokemon.)</i>",,F,M,1,3.17,3.85,4.5,3.77,,Reverse Holofoil,
87232,Marshtomp - 40/109,Marshtomp 40 109,https://tcgplayer-cdn.tcgplayer.com/product/87232_200w.jpg,3,1393,https://cpt.tcgcsv.com/GVJ,2023-12-21T20:56:29.193,1,40/109,Uncommon,Water,70,Stage 1,"[W] Bubble (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",[3] Slash (40),,L,None,1,0.45,1.0,2.3,1.01,,Normal,
87232,Marshtomp - 40/109,Marshtomp 40 109,https://tcgplayer-cdn.tcgplayer.com/product/87232_200w.jpg,3,1393,https://cpt.tcgcsv.com/GVJ,2023-12-21T20:56:29.193,1,40/109,Uncommon,Water,70,Stage 1,"[W] Bubble (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",[3] Slash (40),,L,None,1,9.59,19.75,26.0,10.51,,Reverse Holofoil,
87233,Marshtomp - 41/109,Marshtomp 41 109,https://tcgplayer-cdn.tcgplayer.com/product/87233_200w.jpg,3,1393,https://cpt.tcgcsv.com/HVJ,2023-12-21T20:56:49.073,1,41/109,Uncommon,Water,80,Stage 1,"[2] Aqua Sonic (20) 
<br>This attack's damage is not affected by Resistance.",,,L,None,1,1.0,1.34,2.57,2.52,,Normal,"<b>Poke-BODY</b> Natural Care
<br>When you attach a Water Energy card from your hand to Marshtomp, remove all Special Conditions from Marshtomp."
87233,Marshtomp - 41/109,Marshtomp 41 109,https://tcgplayer-cdn.tcgplayer.com/product/87233_200w.jpg,3,1393,https://cpt.tcgcsv.com/HVJ,2023-12-21T20:56:49.073,1,41/109,Uncommon,Water,80,Stage 1,"[2] Aqua Sonic (20) 
<br>This attack's damage is not affected by Resistance.",,,L,None,1,4.81,8.97,13.12,19.85,,Reverse Holofoil,"<b>Poke-BODY</b> Natural Care
<br>When you attach a Water Energy card from your hand to Marshtomp, remove all Special Conditions from Marshtomp."
87356,Metal Energy (Special),Metal Energy Special,https://tcgplayer-cdn.tcgplayer.com/product/87356_200w.jpg,3,1393,https://cpt.tcgcsv.com/8ZJ,2024-08-20T16:03:09.2,1,94/109,Rare,Special Metal Energy,,,,,,,,,0.32,0.75,5.97,0.76,0.5,Normal,Damage done by attacks to the Pokemon that Metal Energy is attached to is reduced by 10 <em>(after applying Weakness and Resistance.)</em> Ignore this effect if the Pokemon that Metal Energy is attached to isn't Metal.  Metal Energy provides Metal Energy.  <em>(Doesn't count as a basic Energy card.)</em>
87356,Metal Energy (Special),Metal Energy Special,https://tcgplayer-cdn.tcgplayer.com/product/87356_200w.jpg,3,1393,https://cpt.tcgcsv.com/8ZJ,2024-08-20T16:03:09.2,1,94/109,Rare,Special Metal Energy,,,,,,,,,1.2,5.14,7.0,4.94,5.34,Reverse Holofoil,Damage done by attacks to the Pokemon that Metal Energy is attached to is reduced by 10 <em>(after applying Weakness and Resistance.)</em> Ignore this effect if the Pokemon that Metal Energy is attached to isn't Metal.  Metal Energy provides Metal Energy.  <em>(Doesn't count as a basic Energy card.)</em>
87428,Mewtwo ex,Mewtwo ex,https://tcgplayer-cdn.tcgplayer.com/product/87428_200w.jpg,3,1393,https://cpt.tcgcsv.com/B-J,2022-11-16T19:49:57.21,1,101/109,Ultra Rare,Psychic,100,Basic,"[P] Energy Absorption 
<br>Attach up to 2 Energy cards from your discard pile to Mewtwo ex.",[1PP] Psyburn (60),,P,None,3,146.99,149.0,395.0,156.24,,Holofoil,
87443,Mightyena - 10/109,Mightyena 10 109,https://tcgplayer-cdn.tcgplayer.com/product/87443_200w.jpg,3,1393,https://cpt.tcgcsv.com/T-J,2023-12-21T20:35:12.017,1,10/109,Holo Rare,Darkness,70,Stage 1,"[2D] Shakedown (40) 
<br>Flip a coin.  If heads, choose 1 card from your opponent's hand without looking and discard it.",,,F,P,1,10.16,19.0,24.99,13.24,18.74,Holofoil,"<b>Poke-BODY</b> Intimidating Fang 
<br>As long as Mightyena is your Active Pokemon, any damage done to your Pokemon by an opponent's attack is reduced by 10 <em>(before applying Weakness and Resistance). </em>"
87443,Mightyena - 10/109,Mightyena 10 109,https://tcgplayer-cdn.tcgplayer.com/product/87443_200w.jpg,3,1393,https://cpt.tcgcsv.com/T-J,2023-12-21T20:35:12.017,1,10/109,Holo Rare,Darkness,70,Stage 1,"[2D] Shakedown (40) 
<br>Flip a coin.  If heads, choose 1 card from your opponent's hand without looking and discard it.",,,F,P,1,13.0,17.25,32.0,16.67,,Reverse Holofoil,"<b>Poke-BODY</b> Intimidating Fang 
<br>As long as Mightyena is your Active Pokemon, any damage done to your Pokemon by an opponent's attack is reduced by 10 <em>(before applying Weakness and Resistance). </em>"
87444,Mightyena - 42/109,Mightyena 42 109,https://tcgplayer-cdn.tcgplayer.com/product/87444_200w.jpg,3,1393,https://cpt.tcgcsv.com/V-J,2023-12-21T20:56:58.67,1,42/109,Uncommon,Darkness,70,Stage 1,[2] Bite (20),"[2D] Ambush (30+) 
<br>Flip a coin.  If heads, this attack does 30 damage plus 30 more damage.",,F,P,1,0.95,1.5,6.45,1.41,,Normal,
87444,Mightyena - 42/109,Mightyena 42 109,https://tcgplayer-cdn.tcgplayer.com/product/87444_200w.jpg,3,1393,https://cpt.tcgcsv.com/V-J,2023-12-21T20:56:58.67,1,42/109,Uncommon,Darkness,70,Stage 1,[2] Bite (20),"[2D] Ambush (30+) 
<br>Flip a coin.  If heads, this attack does 30 damage plus 30 more damage.",,F,P,1,3.69,5.16,13.33,7.88,,Reverse Holofoil,
87605,Mudkip - 59/109,Mudkip 59 109,https://tcgplayer-cdn.tcgplayer.com/product/87605_200w.jpg,3,1393,https://cpt.tcgcsv.com/73K,2023-12-21T21:00:30.05,1,59/109,Common,Water,50,Basic,"[W] Bubble (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",,,L,None,1,1.33,2.0,3.63,1.96,,Normal,
87605,Mudkip - 59/109,Mudkip 59 109,https://tcgplayer-cdn.tcgplayer.com/product/87605_200w.jpg,3,1393,https://cpt.tcgcsv.com/73K,2023-12-21T21:00:30.05,1,59/109,Common,Water,50,Basic,"[W] Bubble (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",,,L,None,1,4.99,4.99,19.47,19.13,,Reverse Holofoil,
87606,Mudkip - 60/109,Mudkip 60 109,https://tcgplayer-cdn.tcgplayer.com/product/87606_200w.jpg,3,1393,https://cpt.tcgcsv.com/83K,2023-12-21T21:00:53.243,1,60/109,Common,Water,50,Basic,[1] Pound (10),"[2] Fury Swipes (10x) 
<br>Flip 3 coins.  This attack does 10 damage times the number of heads.",,L,None,1,0.35,1.1,150.0,1.26,,Normal,
87606,Mudkip - 60/109,Mudkip 60 109,https://tcgplayer-cdn.tcgplayer.com/product/87606_200w.jpg,3,1393,https://cpt.tcgcsv.com/83K,2023-12-21T21:00:53.243,1,60/109,Common,Water,50,Basic,[1] Pound (10),"[2] Fury Swipes (10x) 
<br>Flip 3 coins.  This attack does 10 damage times the number of heads.",,L,None,1,9.99,9.99,14.44,13.38,,Reverse Holofoil,
87797,Nosepass,Nosepass,https://tcgplayer-cdn.tcgplayer.com/product/87797_200w.jpg,3,1393,https://cpt.tcgcsv.com/Z7K,2023-12-21T20:51:15.027,1,18/109,Rare,Fighting,60,Basic,"[1] Invisible Hand 
<br>If any of your opponent's Active Pokemon are Evolved Pokemon, search your deck for any 1 card and put it into your hand.  Shuffle your deck afterward.","[2] Repulsion
<br>Flip a coin.  If heads, your opponent returns the Defending Pokemon and all cards attached to it in his or her hand.  <i>(If your opponent doesn't have any Benched Pokemon or other Active Pokemon, this attack does nothing.)</i>",,W,None,1,0.69,1.15,7.49,1.13,,Normal,
87797,Nosepass,Nosepass,https://tcgplayer-cdn.tcgplayer.com/product/87797_200w.jpg,3,1393,https://cpt.tcgcsv.com/Z7K,2023-12-21T20:51:15.027,1,18/109,Rare,Fighting,60,Basic,"[1] Invisible Hand 
<br>If any of your opponent's Active Pokemon are Evolved Pokemon, search your deck for any 1 card and put it into your hand.  Shuffle your deck afterward.","[2] Repulsion
<br>Flip a coin.  If heads, your opponent returns the Defending Pokemon and all cards attached to it in his or her hand.  <i>(If your opponent doesn't have any Benched Pokemon or other Active Pokemon, this attack does nothing.)</i>",,W,None,1,4.95,5.63,6.3,3.49,,Reverse Holofoil,
