productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost
271523,Code Card - Pokemon GO Tin [Snorlax],Code Card Pokemon GO Tin Snorlax,https://tcgplayer-cdn.tcgplayer.com/product/271523_200w.jpg,3,3064,https://cpt.tcgcsv.com/tDb3,2022-07-20T19:42:54.143,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,0.04,0.12,0.55,0.1,,Normal,Code Card,,,,,,,,,
274421,Pokemon GO Booster Pack,Pokemon GO Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/274421_200w.jpg,3,3064,https://cpt.tcgcsv.com/rNc3,2022-07-01T04:03:10.78,1,Each Pokemon GO booster pack contains 10 random cards.,,6.5,9.25,40.99,8.7,,Normal,,,,,,,,,,
274433,Bulbasaur,Bulbasaur,https://tcgplayer-cdn.tcgplayer.com/product/274433_200w.jpg,3,3064,https://cpt.tcgcsv.com/HNc3,2022-07-01T04:03:10.78,1,,,0.02,0.18,5.11,0.17,,Normal,Common,001/078,Grass,70,Basic,[G] Vine Whip (10),[1G] Razor Leaf (20),Rx2,None,2
274433,Bulbasaur,Bulbasaur,https://tcgplayer-cdn.tcgplayer.com/product/274433_200w.jpg,3,3064,https://cpt.tcgcsv.com/HNc3,2022-07-01T04:03:10.78,1,,,0.09,0.3,3.02,0.25,,Reverse Holofoil,Common,001/078,Grass,70,Basic,[G] Vine Whip (10),[1G] Razor Leaf (20),Rx2,None,2
274434,Ivysaur,Ivysaur,https://tcgplayer-cdn.tcgplayer.com/product/274434_200w.jpg,3,3064,https://cpt.tcgcsv.com/JNc3,2022-08-11T18:39:04.593,1,,,0.15,0.39,2.99,0.34,,Reverse Holofoil,Uncommon,002/078,Grass,100,Stage 1,"[G] Summoning Aroma
<br>Search your deck for up to 2 Pokémon, reveal them, and put them into your hand. Then, shuffle your deck.",[2G] Razor Leaf (60),Rx2,None,3
274434,Ivysaur,Ivysaur,https://tcgplayer-cdn.tcgplayer.com/product/274434_200w.jpg,3,3064,https://cpt.tcgcsv.com/JNc3,2022-08-11T18:39:04.593,1,,,0.02,0.19,5.0,0.13,,Normal,Uncommon,002/078,Grass,100,Stage 1,"[G] Summoning Aroma
<br>Search your deck for up to 2 Pokémon, reveal them, and put them into your hand. Then, shuffle your deck.",[2G] Razor Leaf (60),Rx2,None,3
274435,Venusaur,Venusaur,https://tcgplayer-cdn.tcgplayer.com/product/274435_200w.jpg,3,3064,https://cpt.tcgcsv.com/KNc3,2022-07-01T04:03:10.78,1,"<strong>Ability — Loopy Lasso</strong>
<br>Once during your turn, you may flip a coin. If heads, switch 1 of your opponent's Benched Pokémon with their Active Pokémon, and the new Active Pokémon is now Asleep and Poisoned.",,0.45,0.74,19.99,0.69,,Reverse Holofoil,Holo Rare,003/078,Grass,180,Stage 2,[2GG] Solar Beam (130),,Rx2,None,4
274435,Venusaur,Venusaur,https://tcgplayer-cdn.tcgplayer.com/product/274435_200w.jpg,3,3064,https://cpt.tcgcsv.com/KNc3,2022-07-01T04:03:10.78,1,"<strong>Ability — Loopy Lasso</strong>
<br>Once during your turn, you may flip a coin. If heads, switch 1 of your opponent's Benched Pokémon with their Active Pokémon, and the new Active Pokémon is now Asleep and Poisoned.",,0.16,0.7,25.0,0.68,1.49,Holofoil,Holo Rare,003/078,Grass,180,Stage 2,[2GG] Solar Beam (130),,Rx2,None,4
274436,Charmander,Charmander,https://tcgplayer-cdn.tcgplayer.com/product/274436_200w.jpg,3,3064,https://cpt.tcgcsv.com/LNc3,2022-07-01T04:03:10.78,1,,,0.09,0.41,4.99,0.41,,Reverse Holofoil,Common,008/078,Fire,60,Basic,"[R] Tail on Fire (10)
<br>Search your deck for a Fire Energy card and attach it to this Pokémon. Then, shuffle your deck.",,Wx2,None,1
274436,Charmander,Charmander,https://tcgplayer-cdn.tcgplayer.com/product/274436_200w.jpg,3,3064,https://cpt.tcgcsv.com/LNc3,2022-07-01T04:03:10.78,1,,,0.01,0.18,2.17,0.13,,Normal,Common,008/078,Fire,60,Basic,"[R] Tail on Fire (10)
<br>Search your deck for a Fire Energy card and attach it to this Pokémon. Then, shuffle your deck.",,Wx2,None,1
274438,Charmeleon,Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/274438_200w.jpg,3,3064,https://cpt.tcgcsv.com/NNc3,2022-08-18T18:02:16.943,1,,,0.15,0.51,4.75,0.49,,Reverse Holofoil,Uncommon,009/078,Fire,90,Stage 1,[1R] Scratch (30),"[2RR] Flamethrower (100)
<br>Discard a Fire Energy from this Pokémon.",Wx2,None,2
274438,Charmeleon,Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/274438_200w.jpg,3,3064,https://cpt.tcgcsv.com/NNc3,2022-08-18T18:02:16.943,1,,,0.01,0.19,19.99,0.15,0.15,Normal,Uncommon,009/078,Fire,90,Stage 1,[1R] Scratch (30),"[2RR] Flamethrower (100)
<br>Discard a Fire Energy from this Pokémon.",Wx2,None,2
274439,Charizard,Charizard,https://tcgplayer-cdn.tcgplayer.com/product/274439_200w.jpg,3,3064,https://cpt.tcgcsv.com/PNc3,2025-09-18T13:55:41.28,1,"<strong>Ability — Burn Brightly</em>
<br>Each basic R Energy attached to your Pokémon provides RR Energy. You can't apply more than 1 Burn Brightly Ability at a time.",,1.25,2.02,19.95,1.89,2.25,Reverse Holofoil,Holo Rare,010/078,Fire,170,Stage 2,"[2RR] Flare Blitz (170)
<br>Discard all R Energy from this Pokémon.",,Wx2,None,3
274439,Charizard,Charizard,https://tcgplayer-cdn.tcgplayer.com/product/274439_200w.jpg,3,3064,https://cpt.tcgcsv.com/PNc3,2025-09-18T13:55:41.28,1,"<strong>Ability — Burn Brightly</em>
<br>Each basic R Energy attached to your Pokémon provides RR Energy. You can't apply more than 1 Burn Brightly Ability at a time.",,0.76,2.0,50.0,1.74,2.17,Holofoil,Holo Rare,010/078,Fire,170,Stage 2,"[2RR] Flare Blitz (170)
<br>Discard all R Energy from this Pokémon.",,Wx2,None,3
274445,Squirtle,Squirtle,https://tcgplayer-cdn.tcgplayer.com/product/274445_200w.jpg,3,3064,https://cpt.tcgcsv.com/WNc3,2022-07-01T04:03:10.78,1,,,0.01,0.2,2.0,0.19,0.15,Normal,Common,015/078,Water,70,Basic,[W] Water Gun (20),,Lx2,None,1
274445,Squirtle,Squirtle,https://tcgplayer-cdn.tcgplayer.com/product/274445_200w.jpg,3,3064,https://cpt.tcgcsv.com/WNc3,2022-07-01T04:03:10.78,1,,,0.1,0.41,4.99,0.42,,Reverse Holofoil,Common,015/078,Water,70,Basic,[W] Water Gun (20),,Lx2,None,1
274451,Wartortle,Wartortle,https://tcgplayer-cdn.tcgplayer.com/product/274451_200w.jpg,3,3064,https://cpt.tcgcsv.com/2Pc3,2022-07-01T04:03:10.78,1,,,0.15,0.46,4.0,0.43,,Reverse Holofoil,Uncommon,016/078,Water,90,Stage 1,[W] Water Gun (30),"[3] Hydro Pump (50+)
<br>This attack does 10 more damage for each W Energy attached to this Pokémon.",Lx2,None,2
274451,Wartortle,Wartortle,https://tcgplayer-cdn.tcgplayer.com/product/274451_200w.jpg,3,3064,https://cpt.tcgcsv.com/2Pc3,2022-07-01T04:03:10.78,1,,,0.02,0.18,2.0,0.13,,Normal,Uncommon,016/078,Water,90,Stage 1,[W] Water Gun (30),"[3] Hydro Pump (50+)
<br>This attack does 10 more damage for each W Energy attached to this Pokémon.",Lx2,None,2
274453,Blastoise,Blastoise,https://tcgplayer-cdn.tcgplayer.com/product/274453_200w.jpg,3,3064,https://cpt.tcgcsv.com/5Pc3,2025-02-27T04:37:21.427,1,"<strong>Ability — Vitality Spring</strong>
<br>Once during your turn, you may search your deck for up to 6 Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck. If you use this Ability, your turn ends.",,0.75,1.58,12.95,1.47,1.97,Reverse Holofoil,Holo Rare,017/078,Water,170,Stage 2,"[3] Hydro Pump (90+)
<br>This attack does 30 more damage for each W Energy attached to this Pokémon.",,Lx2,None,3
274453,Blastoise,Blastoise,https://tcgplayer-cdn.tcgplayer.com/product/274453_200w.jpg,3,3064,https://cpt.tcgcsv.com/5Pc3,2025-02-27T04:37:21.427,1,"<strong>Ability — Vitality Spring</strong>
<br>Once during your turn, you may search your deck for up to 6 Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck. If you use this Ability, your turn ends.",,0.3,0.9,10.0,0.85,1.59,Holofoil,Holo Rare,017/078,Water,170,Stage 2,"[3] Hydro Pump (90+)
<br>This attack does 30 more damage for each W Energy attached to this Pokémon.",,Lx2,None,3
274457,Wimpod,Wimpod,https://tcgplayer-cdn.tcgplayer.com/product/274457_200w.jpg,3,3064,https://cpt.tcgcsv.com/9Pc3,2022-07-01T04:03:10.78,1,"<strong>Ability — Punk Out</strong>
<br>If your opponent has any Pokémon V in play, this Pokémon has no Retreat Cost.",,0.01,0.1,2.0,0.06,,Normal,Common,025/078,Water,70,Basic,[W] Gnaw (10),,Lx2,None,3
274457,Wimpod,Wimpod,https://tcgplayer-cdn.tcgplayer.com/product/274457_200w.jpg,3,3064,https://cpt.tcgcsv.com/9Pc3,2022-07-01T04:03:10.78,1,"<strong>Ability — Punk Out</strong>
<br>If your opponent has any Pokémon V in play, this Pokémon has no Retreat Cost.",,0.04,0.25,2.0,0.24,,Reverse Holofoil,Common,025/078,Water,70,Basic,[W] Gnaw (10),,Lx2,None,3
274459,Golisopod,Golisopod,https://tcgplayer-cdn.tcgplayer.com/product/274459_200w.jpg,3,3064,https://cpt.tcgcsv.com/cPc3,2022-07-01T04:03:10.78,1,,,0.1,0.26,2.0,0.27,,Reverse Holofoil,Holo Rare,026/078,Water,130,Stage 1,"[W] First Impression (20+)
<br>If this Pokémon moved from your Bench to the Active Spot this turn, this attack does 90 more damage.",[2W] Slash (100),Lx2,None,2
274459,Golisopod,Golisopod,https://tcgplayer-cdn.tcgplayer.com/product/274459_200w.jpg,3,3064,https://cpt.tcgcsv.com/cPc3,2022-07-01T04:03:10.78,1,,,0.04,0.2,2.99,0.18,0.14,Holofoil,Holo Rare,026/078,Water,130,Stage 1,"[W] First Impression (20+)
<br>If this Pokémon moved from your Bench to the Active Spot this turn, this attack does 90 more damage.",[2W] Slash (100),Lx2,None,2
274461,Pikachu (28),Pikachu 28,https://tcgplayer-cdn.tcgplayer.com/product/274461_200w.jpg,3,3064,https://cpt.tcgcsv.com/fPc3,2022-07-01T04:03:10.78,1,,,0.3,0.63,5.95,0.62,,Reverse Holofoil,Holo Rare,028/078,Lightning,70,Basic,"[1LL] Wild Charge (90)
<br>This Pokémon also does 30 damage to itself.",,Fx2,None,1
274461,Pikachu (28),Pikachu 28,https://tcgplayer-cdn.tcgplayer.com/product/274461_200w.jpg,3,3064,https://cpt.tcgcsv.com/fPc3,2022-07-01T04:03:10.78,1,,,0.2,0.57,15.0,0.84,,Holofoil,Holo Rare,028/078,Lightning,70,Basic,"[1LL] Wild Charge (90)
<br>This Pokémon also does 30 damage to itself.",,Fx2,None,1
274465,Radiant Venusaur,Radiant Venusaur,https://tcgplayer-cdn.tcgplayer.com/product/274465_200w.jpg,3,3064,https://cpt.tcgcsv.com/kPc3,2024-06-03T10:11:16.25,1,"<strong>Ability — Sunny Bloom</strong>
<br>Once at the end of your turn <em>(after your attack)</em>, you may use this Ability. Draw cards until you have 4 cards in your hand.",,3.03,5.99,500.0,5.22,6.38,Holofoil,Radiant Rare,004/078,Grass,150,Basic,"[1GG] Pollen Hazard (90)
<br>Your opponent's Active Pokémon is now Burned, Confused, and Poisoned.",,Rx2,None,3
274467,Radiant Charizard,Radiant Charizard,https://tcgplayer-cdn.tcgplayer.com/product/274467_200w.jpg,3,3064,https://cpt.tcgcsv.com/mPc3,2025-01-30T09:10:22.023,1,"<strong>Ability — Excited Heart</strong>
<br>This Pokémon's attacks cost C less for each Prize card your opponent has taken.",,16.99,22.67,2000.0,21.14,25.24,Holofoil,Radiant Rare,011/078,Fire,160,Basic,"[4R] Combustion Blast (250)
<br>During your next turn, this Pokémon can't use Combustion Blast.",,Wx2,None,3
274468,Radiant Blastoise,Radiant Blastoise,https://tcgplayer-cdn.tcgplayer.com/product/274468_200w.jpg,3,3064,https://cpt.tcgcsv.com/nPc3,2025-03-13T11:25:34.797,1,"<strong>Ability — Pump Shot</strong>
<br>You must discard a W Energy card from your hand in order to use this Ability. Once during your turn, you may put 2 damage counters on 1 of your opponent's Benched Pokémon.",,4.93,7.94,65.0,6.75,7.34,Holofoil,Radiant Rare,018/078,Water,150,Basic,"[1WW] Torrential Cannon (170)
<br>During your next turn, this Pokémon can't use Torrential Cannon.",,Lx2,None,2
274470,Mewtwo V (Alternate Full Art),Mewtwo V Alternate Full Art,https://tcgplayer-cdn.tcgplayer.com/product/274470_200w.jpg,3,3064,https://cpt.tcgcsv.com/qPc3,2024-09-25T18:10:17.213,1,,,66.25,94.96,168.0,82.95,69.99,Holofoil,Ultra Rare,072/078,Psychic,220,Basic,[1P] Super Psy Bolt (50),"[1PP] Transfer Break (160)
<br>Move an Energy from this Pokémon to 1 of your Benched Pokémon.",Dx2,F-30,2
275825,Pokemon GO Pin Collection [Bulbasaur],Pokemon GO Pin Collection Bulbasaur,https://tcgplayer-cdn.tcgplayer.com/product/275825_200w.jpg,3,3064,https://cpt.tcgcsv.com/wld3,2022-09-02T04:03:07.71,1,"Celebrate your journey as a Pokémon Trainer, and get ready for brand-new adventures with Bulbasaur! The Kanto region’s first partner Pokémon is here as a playable promo card and gleaming enamel pin, along with booster packs from the Pokémon GO expansion so you can discover even more Pokémon friends!
<br>This product contains:
<br>• 1 foil promo card featuring Bulbasaur
<br>• A collector’s pin featuring Bulbasaur
<br>• 3 Pokémon TCG: Pokémon GO booster packs
<br>• A code card for Pokémon TCG Live",0820650850813,54.99,54.99,54.99,26.82,,Normal,,,,,,,,,,
275826,Pokemon GO Pin Collection [Charmander],Pokemon GO Pin Collection Charmander,https://tcgplayer-cdn.tcgplayer.com/product/275826_200w.jpg,3,3064,https://cpt.tcgcsv.com/xld3,2022-09-02T04:03:07.71,1,"Celebrate your journey as a Pokémon Trainer, and get ready for brand-new adventures with Charmander! The Kanto region’s first partner Pokémon is here as a playable promo card and gleaming enamel pin, along with booster packs from the Pokémon GO expansion so you can discover even more Pokémon friends!
<br>This product contains:
<br>• 1 foil promo card featuring Charmander
<br>• A collector’s pin featuring Charmander
<br>• 3 Pokémon TCG: Pokémon GO booster packs
<br>• A code card for Pokémon TCG Live",0820650850813,27.99,29.98,34.97,27.61,,Normal,,,,,,,,,,
275827,Pokemon GO Pin Collection [Squirtle],Pokemon GO Pin Collection Squirtle,https://tcgplayer-cdn.tcgplayer.com/product/275827_200w.jpg,3,3064,https://cpt.tcgcsv.com/zld3,2022-09-02T04:03:07.71,1,"Celebrate your journey as a Pokémon Trainer, and get ready for brand-new adventures with Squirtle! The Kanto region’s first partner Pokémon is here as a playable promo card and gleaming enamel pin, along with booster packs from the Pokémon GO expansion so you can discover even more Pokémon friends!
<br>This product contains:
<br>• 1 foil promo card featuring Squirtle
<br>• A collector’s pin featuring Squirtle
<br>• 3 Pokémon TCG: Pokémon GO booster packs
<br>• A code card for Pokémon TCG Live",0820650850813,45.0,48.45,51.95,28.39,,Normal,,,,,,,,,,
275831,Code Card - Pokemon GO Pin Collection [Bulbasaur],Code Card Pokemon GO Pin Collection Bulbasaur,https://tcgplayer-cdn.tcgplayer.com/product/275831_200w.jpg,3,3064,https://cpt.tcgcsv.com/Fld3,2022-09-02T04:03:07.71,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,0.03,0.1,2.99,0.07,,Normal,Code Card,,,,,,,,,
275832,Code Card - Pokemon GO Pin Collection [Charmander],Code Card Pokemon GO Pin Collection Charmander,https://tcgplayer-cdn.tcgplayer.com/product/275832_200w.jpg,3,3064,https://cpt.tcgcsv.com/Gld3,2022-09-02T04:03:07.71,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,0.02,0.08,3.99,0.07,,Normal,Code Card,,,,,,,,,
275833,Code Card - Pokemon GO Pin Collection [Squirtle],Code Card Pokemon GO Pin Collection Squirtle,https://tcgplayer-cdn.tcgplayer.com/product/275833_200w.jpg,3,3064,https://cpt.tcgcsv.com/Hld3,2022-09-02T04:03:07.71,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",,0.04,0.09,2.99,0.09,,Normal,Code Card,,,,,,,,,
275842,Pokemon GO Premier Deck Holder Collection [Dragonite VSTAR],Pokemon GO Premier Deck Holder Collection Dragonite VSTAR,https://tcgplayer-cdn.tcgplayer.com/product/275842_200w.jpg,3,3064,https://cpt.tcgcsv.com/Sld3,2022-09-30T04:03:16.653,1,"An epic Raid Battle brings mighty rewards: a powerful Dragonite VSTAR for your collection and
a Premier Ball holder for your favorite deck! With a VSTAR Power that shares loads of Energy
with your Pokémon, Dragonite VSTAR soars to strategic heights, and you’ll receive it along with
Dragonite V in this special collection featuring the Pokémon TCG: Pokémon GO expansion. To top
it off, the sturdy Premier Ball case holds a fully sleeved deck of cards for an ultimate statement
of Pokémon Trainer style!
<br>The Pokémon TCG: Pokémon GO Premier Deck Holder Collection contains:
<br>• 1 etched foil promo card featuring Dragonite VSTAR
<br>• 1 foil promo card featuring Dragonite V
<br>• 1 deck holder shaped like a Premier Ball
<br>• 9 Pokémon GO booster packs
<br>• A code card for Pokémon TCG Live",0820650870798,61.79,74.45,380.0,66.82,,Normal,,,,,,,,,,
275845,Pokemon GO Pin Collection [Set of 3],Pokemon GO Pin Collection Set of 3,https://tcgplayer-cdn.tcgplayer.com/product/275845_200w.jpg,3,3064,https://cpt.tcgcsv.com/Wld3,2022-09-02T04:03:07.71,1,"This contains one of each style from the pin collection.
<br>• Pokémon GO Pin Collection [Bulbasaur]
<br>• Pokémon GO Pin Collection [Charmander]
<br>• Pokémon GO Pin Collection [Squirtle]",0820650850813,91.0,98.37,479.0,86.82,,Normal,,,,,,,,,,
276943,Alolan Exeggutor V,Alolan Exeggutor V,https://tcgplayer-cdn.tcgplayer.com/product/276943_200w.jpg,3,3064,https://cpt.tcgcsv.com/TNd3,2023-01-09T22:46:04.21,1,,,0.34,0.99,10.38,0.72,,Holofoil,Ultra Rare,005/078,Grass,240,Basic,"[G] Growing Tall
<br>Flip a coin. If heads, search your deck for up to 5 G Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck.","[3] Head Swing
<br>This attack does 30 damage to 1 of your opponent's Pokémon for each G Energy attached to this Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",Rx2,None,3
276944,Spinarak,Spinarak,https://tcgplayer-cdn.tcgplayer.com/product/276944_200w.jpg,3,3064,https://cpt.tcgcsv.com/VNd3,2022-07-01T04:03:10.78,1,,,0.01,0.11,6.05,0.09,,Normal,Common,006/078,Grass,60,Basic,"[G] Poison Sting (10)
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Poisoned.",,Rx2,None,1
276944,Spinarak,Spinarak,https://tcgplayer-cdn.tcgplayer.com/product/276944_200w.jpg,3,3064,https://cpt.tcgcsv.com/VNd3,2022-07-01T04:03:10.78,1,,,0.05,0.26,7.0,0.26,,Reverse Holofoil,Common,006/078,Grass,60,Basic,"[G] Poison Sting (10)
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Poisoned.",,Rx2,None,1
276945,Ariados,Ariados,https://tcgplayer-cdn.tcgplayer.com/product/276945_200w.jpg,3,3064,https://cpt.tcgcsv.com/WNd3,2022-07-01T04:03:10.78,1,,,0.01,0.1,2.0,0.08,,Normal,Uncommon,007/078,Grass,110,Stage 1,"[1] Poison String-Up (20)
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed and Poisoned.",[1G] Absorb (50),Rx2,None,1
276945,Ariados,Ariados,https://tcgplayer-cdn.tcgplayer.com/product/276945_200w.jpg,3,3064,https://cpt.tcgcsv.com/WNd3,2022-07-01T04:03:10.78,1,,,0.1,0.27,2.0,0.28,,Reverse Holofoil,Uncommon,007/078,Grass,110,Stage 1,"[1] Poison String-Up (20)
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed and Poisoned.",[1G] Absorb (50),Rx2,None,1
276946,Pikachu (27),Pikachu 27,https://tcgplayer-cdn.tcgplayer.com/product/276946_200w.jpg,3,3064,https://cpt.tcgcsv.com/XNd3,2022-09-01T18:16:26.163,1,,,0.01,0.17,2.0,0.14,0.14,Normal,Common,027/078,Lightning,60,Basic,"[2L] Buddy Bolt (30+)
<br>If you played a Supporter card from your hand during this turn, this attack does 30 more damage.",,Fx2,None,1
276946,Pikachu (27),Pikachu 27,https://tcgplayer-cdn.tcgplayer.com/product/276946_200w.jpg,3,3064,https://cpt.tcgcsv.com/XNd3,2022-09-01T18:16:26.163,1,,,0.13,0.35,3.0,0.37,,Reverse Holofoil,Common,027/078,Lightning,60,Basic,"[2L] Buddy Bolt (30+)
<br>If you played a Supporter card from your hand during this turn, this attack does 30 more damage.",,Fx2,None,1
276947,Numel,Numel,https://tcgplayer-cdn.tcgplayer.com/product/276947_200w.jpg,3,3064,https://cpt.tcgcsv.com/ZNd3,2022-07-01T04:03:10.78,1,,,0.01,0.1,5.01,0.08,0.03,Normal,Common,013/078,Fire,80,Basic,[1R] Tackle (20),"[1RR] Stomp (50+)
<br>Flip a coin. If heads, this attack does 50 more damage.",Wx2,None,3
276947,Numel,Numel,https://tcgplayer-cdn.tcgplayer.com/product/276947_200w.jpg,3,3064,https://cpt.tcgcsv.com/ZNd3,2022-07-01T04:03:10.78,1,,,0.08,0.26,2.0,0.27,,Reverse Holofoil,Common,013/078,Fire,80,Basic,[1R] Tackle (20),"[1RR] Stomp (50+)
<br>Flip a coin. If heads, this attack does 50 more damage.",Wx2,None,3
276948,Camerupt,Camerupt,https://tcgplayer-cdn.tcgplayer.com/product/276948_200w.jpg,3,3064,https://cpt.tcgcsv.com/-Nd3,2022-07-01T04:03:10.78,1,,,0.05,0.24,2.0,0.21,,Reverse Holofoil,Uncommon,014/078,Fire,140,Stage 1,"[1R] Split Bomb
<br>This attack does 50 damage to 2 of your opponent's Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",[1RR] Heat Blast (120),Wx2,None,4
276948,Camerupt,Camerupt,https://tcgplayer-cdn.tcgplayer.com/product/276948_200w.jpg,3,3064,https://cpt.tcgcsv.com/-Nd3,2022-07-01T04:03:10.78,1,,,0.01,0.1,22.0,0.07,,Normal,Uncommon,014/078,Fire,140,Stage 1,"[1R] Split Bomb
<br>This attack does 50 damage to 2 of your opponent's Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",[1RR] Heat Blast (120),Wx2,None,4
276949,Slowpoke,Slowpoke,https://tcgplayer-cdn.tcgplayer.com/product/276949_200w.jpg,3,3064,https://cpt.tcgcsv.com/_Nd3,2022-07-01T04:03:10.78,1,,,0.01,0.34,2.0,0.34,,Reverse Holofoil,Common,019/078,Water,70,Basic,"[1] Hold Still
<br>Heal 30 damage from this Pokémon.","[W] Ideal Fishing Day
<br>Put an Item card from your discard pile into your hand.",Lx2,None,2
276949,Slowpoke,Slowpoke,https://tcgplayer-cdn.tcgplayer.com/product/276949_200w.jpg,3,3064,https://cpt.tcgcsv.com/_Nd3,2022-07-01T04:03:10.78,1,,,0.01,0.14,2.0,0.13,,Normal,Common,019/078,Water,70,Basic,"[1] Hold Still
<br>Heal 30 damage from this Pokémon.","[W] Ideal Fishing Day
<br>Put an Item card from your discard pile into your hand.",Lx2,None,2
276950,Slowbro,Slowbro,https://tcgplayer-cdn.tcgplayer.com/product/276950_200w.jpg,3,3064,https://cpt.tcgcsv.com/0Pd3,2022-07-01T04:03:10.78,1,,,0.05,0.33,1.49,0.31,,Reverse Holofoil,Uncommon,020/078,Water,120,Stage 1,"[1] Tumbling Tackle (20)
<br>Both Active Pokémon are now Asleep.","[2] Twilight Inspiration
<br>You can use this attack only if your opponent has exactly 1 Prize card remaining. Take 2 Prize cards.",Lx2,None,3
276950,Slowbro,Slowbro,https://tcgplayer-cdn.tcgplayer.com/product/276950_200w.jpg,3,3064,https://cpt.tcgcsv.com/0Pd3,2022-07-01T04:03:10.78,1,,,0.01,0.15,5.0,0.15,,Normal,Uncommon,020/078,Water,120,Stage 1,"[1] Tumbling Tackle (20)
<br>Both Active Pokémon are now Asleep.","[2] Twilight Inspiration
<br>You can use this attack only if your opponent has exactly 1 Prize card remaining. Take 2 Prize cards.",Lx2,None,3
276951,Magikarp,Magikarp,https://tcgplayer-cdn.tcgplayer.com/product/276951_200w.jpg,3,3064,https://cpt.tcgcsv.com/2Pd3,2022-07-01T04:03:10.78,1,,,0.05,0.24,5.0,0.22,,Reverse Holofoil,Common,021/078,Water,30,Basic,"[1] Lively Grouping
<br>Search your deck for any number of Magikarp, reveal them, and put them into your hand. Then, shuffle your deck.","[2] Raging Fin (10+)
<br>This attack does 30 more damage for each Magikarp and Gyarados in your discard pile.",Lx2,None,1
276951,Magikarp,Magikarp,https://tcgplayer-cdn.tcgplayer.com/product/276951_200w.jpg,3,3064,https://cpt.tcgcsv.com/2Pd3,2022-07-01T04:03:10.78,1,,,0.01,0.14,2.0,0.12,,Normal,Common,021/078,Water,30,Basic,"[1] Lively Grouping
<br>Search your deck for any number of Magikarp, reveal them, and put them into your hand. Then, shuffle your deck.","[2] Raging Fin (10+)
<br>This attack does 30 more damage for each Magikarp and Gyarados in your discard pile.",Lx2,None,1
276953,Moltres,Moltres,https://tcgplayer-cdn.tcgplayer.com/product/276953_200w.jpg,3,3064,https://cpt.tcgcsv.com/5Pd3,2025-01-31T09:44:46.773,1,"<strong>Ability — Flare Symbol</strong>
<br>Your basic R Pokémon's attacks, except any Moltres, do 10 more damage to your opponent's Active Pokèmon <em>(before applying Weakness and Resistance).</em>",,0.1,0.32,2.99,0.31,,Reverse Holofoil,Holo Rare,012/078,Fire,120,Basic,[1RR] Fire Wing (110),,Wx2,None,3
