productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2,extAttack3
138505,Salazzle GX (Secret),Salazzle GX Secret,https://tcgplayer-cdn.tcgplayer.com/product/138505_200w.jpg,3,1957,https://cpt.tcgcsv.com/7q72,2022-12-05T18:24:16.53,1,,8.19,9.99,18.99,10.41,,Holofoil,151/147,Secret Rare,Fire,200,Stage 1,"[RR] Diabolical Claws (50x)
<br>This attack does 50 damage for each Prize card you have taken.",Wx2,None,2,[2R] Heat Blast (110),"<span style=""color:Teal"">[RR] Queen's Haze GX
<br>Discard all Energy from your opponent's Active Pokemon. <em>(You can't use more than 1 GX attack in a game.)</em></span>"
138506,Turtonator,Turtonator,https://tcgplayer-cdn.tcgplayer.com/product/138506_200w.jpg,3,1957,https://cpt.tcgcsv.com/8q72,2022-12-05T17:58:11.013,1,,0.07,0.24,3.0,0.22,0.15,Normal,26/147,Rare,Fire,130,Basic,"[1R] Flame Cloak (30)
<br>Attach a Fire Energy card from your discard pile to this Pokemon.",Wx2,None,3,[2R] Heat Blast (70),
138506,Turtonator,Turtonator,https://tcgplayer-cdn.tcgplayer.com/product/138506_200w.jpg,3,1957,https://cpt.tcgcsv.com/8q72,2022-12-05T17:58:11.013,1,,0.1,0.32,1.49,0.32,0.2,Reverse Holofoil,26/147,Rare,Fire,130,Basic,"[1R] Flame Cloak (30)
<br>Attach a Fire Energy card from your discard pile to this Pokemon.",Wx2,None,3,[2R] Heat Blast (70),
138507,Alolan Vulpix,Alolan Vulpix,https://tcgplayer-cdn.tcgplayer.com/product/138507_200w.jpg,3,1957,https://cpt.tcgcsv.com/9q72,2022-12-05T17:58:19.067,1,,0.01,0.24,3.34,0.2,0.2,Normal,27/147,Common,Water,60,Basic,"[0] Powder Snow
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Asleep.",Mx2,None,1,[WW] Icy Snow (30),
138507,Alolan Vulpix,Alolan Vulpix,https://tcgplayer-cdn.tcgplayer.com/product/138507_200w.jpg,3,1957,https://cpt.tcgcsv.com/9q72,2022-12-05T17:58:19.067,1,,0.1,0.36,2.95,0.46,,Reverse Holofoil,27/147,Common,Water,60,Basic,"[0] Powder Snow
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Asleep.",Mx2,None,1,[WW] Icy Snow (30),
138508,Alolan Ninetales,Alolan Ninetales,https://tcgplayer-cdn.tcgplayer.com/product/138508_200w.jpg,3,1957,https://cpt.tcgcsv.com/bq72,2025-02-05T21:24:34.65,1,"<strong> Ability — Luminous Barrier</strong>
<br>Prevent all effects of attacks, including damage, done to this Pokemon by your opponent's Pokemon-GX or Pokemon-EX.",0.49,0.8,5.0,0.83,,Normal,28/147,Rare,Water,110,Stage 1,[2W] Aurora Beam (80),Mx2,None,1,,
138508,Alolan Ninetales,Alolan Ninetales,https://tcgplayer-cdn.tcgplayer.com/product/138508_200w.jpg,3,1957,https://cpt.tcgcsv.com/bq72,2025-02-05T21:24:34.65,1,"<strong> Ability — Luminous Barrier</strong>
<br>Prevent all effects of attacks, including damage, done to this Pokemon by your opponent's Pokemon-GX or Pokemon-EX.",0.51,1.33,3.99,1.33,,Reverse Holofoil,28/147,Rare,Water,110,Stage 1,[2W] Aurora Beam (80),Mx2,None,1,,
138509,Horsea,Horsea,https://tcgplayer-cdn.tcgplayer.com/product/138509_200w.jpg,3,1957,https://cpt.tcgcsv.com/cq72,2025-02-05T21:24:34.697,1,,0.01,0.15,1.49,0.14,,Normal,29/147,Common,Water,60,Basic,"[W] Water Arrow
<br>This attack does 10 damage to 1 of your opponent's Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",Gx2,None,1,,
138509,Horsea,Horsea,https://tcgplayer-cdn.tcgplayer.com/product/138509_200w.jpg,3,1957,https://cpt.tcgcsv.com/cq72,2025-02-05T21:24:34.697,1,,0.09,0.3,1.95,0.3,,Reverse Holofoil,29/147,Common,Water,60,Basic,"[W] Water Arrow
<br>This attack does 10 damage to 1 of your opponent's Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",Gx2,None,1,,
138510,Seadra,Seadra,https://tcgplayer-cdn.tcgplayer.com/product/138510_200w.jpg,3,1957,https://cpt.tcgcsv.com/dq72,2025-05-16T09:36:22.35,1,,0.01,0.18,1.49,0.18,0.05,Normal,30/147,Uncommon,Water,80,Stage 1,"[W] Water Arrow
<br>This attack does 30 damage to 1 of your opponent's Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",Gx2,None,1,,
138510,Seadra,Seadra,https://tcgplayer-cdn.tcgplayer.com/product/138510_200w.jpg,3,1957,https://cpt.tcgcsv.com/dq72,2025-05-16T09:36:22.35,1,,0.15,0.26,1.5,0.24,0.2,Reverse Holofoil,30/147,Uncommon,Water,80,Stage 1,"[W] Water Arrow
<br>This attack does 30 damage to 1 of your opponent's Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",Gx2,None,1,,
138511,Kingdra,Kingdra,https://tcgplayer-cdn.tcgplayer.com/product/138511_200w.jpg,3,1957,https://cpt.tcgcsv.com/fq72,2022-12-05T17:58:51.523,1,,0.11,0.41,5.03,0.44,,Holofoil,31/147,Holo Rare,Water,140,Stage 2,"[W] Brine
<br>This attack does 90 damage to 1 of your opponent's Pokemon that has any damage counters on it. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",Gx2,None,1,"[W] Tornado Shot (90)
<br>Discard a Water Energy from this Pokemon. This attack does 30 damage to 1 of your opponent's Benched Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",
138511,Kingdra,Kingdra,https://tcgplayer-cdn.tcgplayer.com/product/138511_200w.jpg,3,1957,https://cpt.tcgcsv.com/fq72,2022-12-05T17:58:51.523,1,,0.22,0.5,2.09,0.46,0.46,Reverse Holofoil,31/147,Holo Rare,Water,140,Stage 2,"[W] Brine
<br>This attack does 90 damage to 1 of your opponent's Pokemon that has any damage counters on it. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",Gx2,None,1,"[W] Tornado Shot (90)
<br>Discard a Water Energy from this Pokemon. This attack does 30 damage to 1 of your opponent's Benched Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",
138512,Magikarp,Magikarp,https://tcgplayer-cdn.tcgplayer.com/product/138512_200w.jpg,3,1957,https://cpt.tcgcsv.com/gq72,2022-12-05T17:58:58.62,1,,0.01,0.23,3.99,0.25,0.18,Normal,32/147,Common,Water,30,Basic,"[W] Splashing Dodge (10)
<br>Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokemon during your opponent's next turn.",Lx2,None,1,,
138512,Magikarp,Magikarp,https://tcgplayer-cdn.tcgplayer.com/product/138512_200w.jpg,3,1957,https://cpt.tcgcsv.com/gq72,2022-12-05T17:58:58.62,1,,0.22,0.5,1.99,0.49,0.32,Reverse Holofoil,32/147,Common,Water,30,Basic,"[W] Splashing Dodge (10)
<br>Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokemon during your opponent's next turn.",Lx2,None,1,,
138513,Gyarados,Gyarados,https://tcgplayer-cdn.tcgplayer.com/product/138513_200w.jpg,3,1957,https://cpt.tcgcsv.com/hq72,2022-12-09T08:36:14.247,1,,0.49,0.78,3.5,0.93,,Holofoil,33/147,Holo Rare,Water,150,Stage 1,"[2] Venting Anger (50x)
<br>This attack does 50 damage for each Magikarp in your discard pile.",Lx2,None,4,"[2WW] Splash Burn (160)
<br>This attack does 30 damage to each of your Benched Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",
138513,Gyarados,Gyarados,https://tcgplayer-cdn.tcgplayer.com/product/138513_200w.jpg,3,1957,https://cpt.tcgcsv.com/hq72,2022-12-09T08:36:14.247,1,,0.48,0.89,2.49,0.84,,Reverse Holofoil,33/147,Holo Rare,Water,150,Stage 1,"[2] Venting Anger (50x)
<br>This attack does 50 damage for each Magikarp in your discard pile.",Lx2,None,4,"[2WW] Splash Burn (160)
<br>This attack does 30 damage to each of your Benched Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",
138514,Marill,Marill,https://tcgplayer-cdn.tcgplayer.com/product/138514_200w.jpg,3,1957,https://cpt.tcgcsv.com/jq72,2025-05-11T11:27:38.473,1,,0.05,0.23,1.49,0.22,0.15,Normal,34/147,Common,Water,60,Basic,"[W] Bubble
<br> Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Gx2,None,1,[2] Rollout (20),
138514,Marill,Marill,https://tcgplayer-cdn.tcgplayer.com/product/138514_200w.jpg,3,1957,https://cpt.tcgcsv.com/jq72,2025-05-11T11:27:38.473,1,,0.23,0.55,2.99,0.49,0.62,Reverse Holofoil,34/147,Common,Water,60,Basic,"[W] Bubble
<br> Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Gx2,None,1,[2] Rollout (20),
138515,Azumarill,Azumarill,https://tcgplayer-cdn.tcgplayer.com/product/138515_200w.jpg,3,1957,https://cpt.tcgcsv.com/kq72,2022-12-05T17:59:21.083,1,"<strong>Ability — Thick Fat</strong>
<br>This Pokemon takes 30 less damage from the attacks of your opponent's Fire or Water Pokemon <em>(after applying Weakness and Resistance)</em>.",0.09,0.26,3.0,0.26,0.2,Normal,35/147,Rare,Water,120,Stage 1,[2W] Waterfall (80),Gx2,None,3,,
138515,Azumarill,Azumarill,https://tcgplayer-cdn.tcgplayer.com/product/138515_200w.jpg,3,1957,https://cpt.tcgcsv.com/kq72,2022-12-05T17:59:21.083,1,"<strong>Ability — Thick Fat</strong>
<br>This Pokemon takes 30 less damage from the attacks of your opponent's Fire or Water Pokemon <em>(after applying Weakness and Resistance)</em>.",0.13,0.48,3.25,0.46,,Reverse Holofoil,35/147,Rare,Water,120,Stage 1,[2W] Waterfall (80),Gx2,None,3,,
138516,Panpour,Panpour,https://tcgplayer-cdn.tcgplayer.com/product/138516_200w.jpg,3,1957,https://cpt.tcgcsv.com/lq72,2025-02-05T21:24:34.743,1,,0.01,0.15,1.49,0.06,,Normal,36/147,Common,Water,70,Basic,[W] Water Gun (10),Gx2,None,1,,
138516,Panpour,Panpour,https://tcgplayer-cdn.tcgplayer.com/product/138516_200w.jpg,3,1957,https://cpt.tcgcsv.com/lq72,2025-02-05T21:24:34.743,1,,0.05,0.25,1.49,0.17,,Reverse Holofoil,36/147,Common,Water,70,Basic,[W] Water Gun (10),Gx2,None,1,,
138517,Simipour,Simipour,https://tcgplayer-cdn.tcgplayer.com/product/138517_200w.jpg,3,1957,https://cpt.tcgcsv.com/mq72,2025-02-05T21:24:34.79,1,,0.01,0.15,1.49,0.07,,Normal,37/147,Uncommon,Water,70,Stage 1,[1] Scratch (30),Gx2,None,1,"[1W] Aqua Reflect (50)
<br>Move a Water Energy from this Pokemon to 1 of your Benched Pokemon.",
138517,Simipour,Simipour,https://tcgplayer-cdn.tcgplayer.com/product/138517_200w.jpg,3,1957,https://cpt.tcgcsv.com/mq72,2025-02-05T21:24:34.79,1,,0.08,0.25,1.49,0.18,,Reverse Holofoil,37/147,Uncommon,Water,70,Stage 1,[1] Scratch (30),Gx2,None,1,"[1W] Aqua Reflect (50)
<br>Move a Water Energy from this Pokemon to 1 of your Benched Pokemon.",
138518,Bruxish,Bruxish,https://tcgplayer-cdn.tcgplayer.com/product/138518_200w.jpg,3,1957,https://cpt.tcgcsv.com/nq72,2022-12-05T17:59:47.267,1,,0.03,0.2,1.49,0.13,0.1,Normal,38/147,Rare,Water,100,Basic,"[W] Gnash Teeth
<br> Your opponent's Active Pokemon is now Confused.",Gx2,None,1,"[2W] Synchronoise (60)
<br>This attack does 20 damage to each of your opponent's Benched Pokemon that shares a type with your opponent's Active Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",
138518,Bruxish,Bruxish,https://tcgplayer-cdn.tcgplayer.com/product/138518_200w.jpg,3,1957,https://cpt.tcgcsv.com/nq72,2022-12-05T17:59:47.267,1,,0.1,0.29,1.49,0.29,0.19,Reverse Holofoil,38/147,Rare,Water,100,Basic,"[W] Gnash Teeth
<br> Your opponent's Active Pokemon is now Confused.",Gx2,None,1,"[2W] Synchronoise (60)
<br>This attack does 20 damage to each of your opponent's Benched Pokemon that shares a type with your opponent's Active Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",
138519,Tapu Fini GX,Tapu Fini GX,https://tcgplayer-cdn.tcgplayer.com/product/138519_200w.jpg,3,1957,https://cpt.tcgcsv.com/pq72,2022-12-05T17:59:54.507,1,,1.3,2.0,8.71,1.64,,Holofoil,39/147,Ultra Rare,Water,170,Basic,"[1] Aqua Ring (20)
<br>You may switch this Pokemon with 1 of your Benched Pokemon.",None,None,1,"[1WW] Hydro Shot
<br>Discard 2 Water Energy from this Pokemon. This attack does 120 damage to 1 of your opponent's Pokemon. <em>(Don't apply Weakness or Resistance for Benched Pokemon.)</em>","<span style=""color:Teal"">[W] Tapu Storm GX
<br>Shuffle your opponent's Active Pokemon and all cards attached to it into their deck. If your opponent has no Benched Pokemon, this attack does nothing. <em>(You can't use more than 1 GX attack in a game.)</em></span>"
138520,Tapu Fini GX (Full Art),Tapu Fini GX Full Art,https://tcgplayer-cdn.tcgplayer.com/product/138520_200w.jpg,3,1957,https://cpt.tcgcsv.com/qq72,2023-10-13T14:43:49.08,1,,2.25,4.61,20.0,4.6,4.12,Holofoil,133/147,Ultra Rare,Water,170,Basic,"[1] Aqua Ring (20)
<br>You may switch this Pokemon with 1 of your Benched Pokemon.",None,None,1,"[1WW] Hydro Shot
<br>Discard 2 Water Energy from this Pokemon. This attack does 120 damage to 1 of your opponent's Pokemon. <em>(Don't apply Weakness or Resistance for Benched Pokemon.)</em>","<span style=""color:Teal"">[W] Tapu Storm GX
<br>Shuffle your opponent's Active Pokemon and all cards attached to it into their deck. If your opponent has no Benched Pokemon, this attack does nothing. <em>(You can't use more than 1 GX attack in a game.)</em></span>"
138521,Tapu Fini GX (Secret),Tapu Fini GX Secret,https://tcgplayer-cdn.tcgplayer.com/product/138521_200w.jpg,3,1957,https://cpt.tcgcsv.com/rq72,2022-12-05T18:24:24.22,1,,6.75,8.99,9.91,9.57,,Holofoil,152/147,Secret Rare,Water,170,Basic,"[1] Aqua Ring (20)
<br>You may switch this Pokemon with 1 of your Benched Pokemon.",None,None,1,"[1WW] Hydro Shot
<br>Discard 2 Water Energy from this Pokemon. This attack does 120 damage to 1 of your opponent's Pokemon. <em>(Don't apply Weakness or Resistance for Benched Pokemon.)</em>","<span style=""color:Teal"">[W] Tapu Storm GX
<br>Shuffle your opponent's Active Pokemon and all cards attached to it into their deck. If your opponent has no Benched Pokemon, this attack does nothing. <em>(You can't use more than 1 GX attack in a game.)</em></span>"
138522,Pikachu,Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/138522_200w.jpg,3,1957,https://cpt.tcgcsv.com/sq72,2023-06-27T18:28:10.507,1,,0.1,0.43,20.0,0.43,,Normal,40/147,Common,Lightning,60,Basic,[1] Tail Whip (10),Fx2,M-20,1,"[1L] Thunder Shock (20)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",
138522,Pikachu,Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/138522_200w.jpg,3,1957,https://cpt.tcgcsv.com/sq72,2023-06-27T18:28:10.507,1,,0.3,0.99,9.99,0.96,1.48,Reverse Holofoil,40/147,Common,Lightning,60,Basic,[1] Tail Whip (10),Fx2,M-20,1,"[1L] Thunder Shock (20)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",
138523,Raichu,Raichu,https://tcgplayer-cdn.tcgplayer.com/product/138523_200w.jpg,3,1957,https://cpt.tcgcsv.com/tq72,2025-02-05T21:24:34.853,1,"<strong>Ability — Evoshock</strong>
<br>When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may leave your opponent's Active Pokemon Paralyzed.",0.42,0.68,3.99,0.7,,Holofoil,41/147,Holo Rare,Lightning,110,Stage 1,"[1LL] Volt Tackle (130)
<br>This Pokemon does 30 damage to itself.",Fx2,M-20,1,,
138523,Raichu,Raichu,https://tcgplayer-cdn.tcgplayer.com/product/138523_200w.jpg,3,1957,https://cpt.tcgcsv.com/tq72,2025-02-05T21:24:34.853,1,"<strong>Ability — Evoshock</strong>
<br>When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may leave your opponent's Active Pokemon Paralyzed.",0.48,0.77,4.99,0.57,,Reverse Holofoil,41/147,Holo Rare,Lightning,110,Stage 1,"[1LL] Volt Tackle (130)
<br>This Pokemon does 30 damage to itself.",Fx2,M-20,1,,
138524,Electabuzz,Electabuzz,https://tcgplayer-cdn.tcgplayer.com/product/138524_200w.jpg,3,1957,https://cpt.tcgcsv.com/vq72,2025-02-05T21:24:34.903,1,,0.03,0.16,1.56,0.15,,Normal,42/147,Uncommon,Lightning,80,Basic,[2] Punch (20),Fx2,M-20,2,"[2L] Thunder Shock (40)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",
138524,Electabuzz,Electabuzz,https://tcgplayer-cdn.tcgplayer.com/product/138524_200w.jpg,3,1957,https://cpt.tcgcsv.com/vq72,2025-02-05T21:24:34.903,1,,0.15,0.26,1.5,0.25,,Reverse Holofoil,42/147,Uncommon,Lightning,80,Basic,[2] Punch (20),Fx2,M-20,2,"[2L] Thunder Shock (40)
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",
138525,Electivire,Electivire,https://tcgplayer-cdn.tcgplayer.com/product/138525_200w.jpg,3,1957,https://cpt.tcgcsv.com/wq72,2022-12-05T18:00:23.263,1,,0.04,0.21,1.49,0.19,0.17,Normal,43/147,Rare,Lightning,140,Stage 1,"[2L] Thunder Punch (60+)
<br>Flip a coin. If heads, this attack does 60 more damage. If tails, this Pokemon does 20 damage to itself.",Fx2,M-20,4,"[2LL] Giga Impact (170)
<br>This Pokemon can't attack during your next turn.",
138525,Electivire,Electivire,https://tcgplayer-cdn.tcgplayer.com/product/138525_200w.jpg,3,1957,https://cpt.tcgcsv.com/wq72,2022-12-05T18:00:23.263,1,,0.11,0.3,2.0,0.29,,Reverse Holofoil,43/147,Rare,Lightning,140,Stage 1,"[2L] Thunder Punch (60+)
<br>Flip a coin. If heads, this attack does 60 more damage. If tails, this Pokemon does 20 damage to itself.",Fx2,M-20,4,"[2LL] Giga Impact (170)
<br>This Pokemon can't attack during your next turn.",
138526,Tynamo,Tynamo,https://tcgplayer-cdn.tcgplayer.com/product/138526_200w.jpg,3,1957,https://cpt.tcgcsv.com/xq72,2022-12-05T18:00:33.953,1,,0.04,0.21,5.04,0.21,0.14,Normal,44/147,Common,Lightning,40,Basic,"[L] Aqua Shock (10+)
<br>If your opponent's Active Pokemon has any Water Energy attached to it, this attack does 30 more damage.",Fx2,M-20,1,,
138526,Tynamo,Tynamo,https://tcgplayer-cdn.tcgplayer.com/product/138526_200w.jpg,3,1957,https://cpt.tcgcsv.com/xq72,2022-12-05T18:00:33.953,1,,0.09,0.42,1.49,0.45,,Reverse Holofoil,44/147,Common,Lightning,40,Basic,"[L] Aqua Shock (10+)
<br>If your opponent's Active Pokemon has any Water Energy attached to it, this attack does 30 more damage.",Fx2,M-20,1,,
138527,Eelektrik,Eelektrik,https://tcgplayer-cdn.tcgplayer.com/product/138527_200w.jpg,3,1957,https://cpt.tcgcsv.com/zq72,2025-02-05T21:24:34.95,1,,0.01,0.15,1.49,0.1,,Normal,45/147,Uncommon,Lightning,90,Stage 1,"[1L] Small Appetite (50)
<br>If your opponent's Active Pokemon's maximum HP is 100 or more, this attack does nothing.",Fx2,M-20,2,,
138527,Eelektrik,Eelektrik,https://tcgplayer-cdn.tcgplayer.com/product/138527_200w.jpg,3,1957,https://cpt.tcgcsv.com/zq72,2025-02-05T21:24:34.95,1,,0.07,0.25,1.49,0.2,,Reverse Holofoil,45/147,Uncommon,Lightning,90,Stage 1,"[1L] Small Appetite (50)
<br>If your opponent's Active Pokemon's maximum HP is 100 or more, this attack does nothing.",Fx2,M-20,2,,
138528,Eelektross,Eelektross,https://tcgplayer-cdn.tcgplayer.com/product/138528_200w.jpg,3,1957,https://cpt.tcgcsv.com/Bq72,2022-12-05T18:00:51.027,1,,0.04,0.22,3.0,0.2,,Normal,46/147,Rare,Lightning,140,Stage 2,"[1L] Dark Clamp (50)
<br>The Defending Pokemon can't retreat during your opponent's next turn.",Fx2,M-20,3,"[1LL] Vacuum Bolt (80+)
<br>You may do 80 more damage. If you do, this attack does 80 damage to 1 of your Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",
138528,Eelektross,Eelektross,https://tcgplayer-cdn.tcgplayer.com/product/138528_200w.jpg,3,1957,https://cpt.tcgcsv.com/Bq72,2022-12-05T18:00:51.027,1,,0.09,0.29,1.52,0.21,0.2,Reverse Holofoil,46/147,Rare,Lightning,140,Stage 2,"[1L] Dark Clamp (50)
<br>The Defending Pokemon can't retreat during your opponent's next turn.",Fx2,M-20,3,"[1LL] Vacuum Bolt (80+)
<br>You may do 80 more damage. If you do, this attack does 80 damage to 1 of your Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",
138529,Togedemaru,Togedemaru,https://tcgplayer-cdn.tcgplayer.com/product/138529_200w.jpg,3,1957,https://cpt.tcgcsv.com/Cq72,2025-02-05T21:24:35.013,1,,0.02,0.15,1.49,0.13,,Normal,47/147,Common,Lightning,80,Basic,[L] Rollout (20),Fx2,M-20,3,"[1L] Electrosmash (40+)
<br>Flip a coin. If heads, this attack does 20 more damage.",
138529,Togedemaru,Togedemaru,https://tcgplayer-cdn.tcgplayer.com/product/138529_200w.jpg,3,1957,https://cpt.tcgcsv.com/Cq72,2025-02-05T21:24:35.013,1,,0.06,0.27,1.49,0.27,,Reverse Holofoil,47/147,Common,Lightning,80,Basic,[L] Rollout (20),Fx2,M-20,3,"[1L] Electrosmash (40+)
<br>Flip a coin. If heads, this attack does 20 more damage.",
138530,Slowking,Slowking,https://tcgplayer-cdn.tcgplayer.com/product/138530_200w.jpg,3,1957,https://cpt.tcgcsv.com/Dq72,2025-02-05T21:24:35.06,1,,0.08,0.44,3.0,0.53,,Normal,48/147,Rare,Psychic,120,Stage 1,"[P] Drift Ashore
<br>Search your deck for a card and put it into your hand. Then, shuffle your deck.",Px2,None,2,"[PPP] Unarmed (110)
<br>If you have no cards in your hand, ignore all Energy in this attack's cost.",
138530,Slowking,Slowking,https://tcgplayer-cdn.tcgplayer.com/product/138530_200w.jpg,3,1957,https://cpt.tcgcsv.com/Dq72,2025-02-05T21:24:35.06,1,,0.25,0.57,4.47,0.67,,Reverse Holofoil,48/147,Rare,Psychic,120,Stage 1,"[P] Drift Ashore
<br>Search your deck for a card and put it into your hand. Then, shuffle your deck.",Px2,None,2,"[PPP] Unarmed (110)
<br>If you have no cards in your hand, ignore all Energy in this attack's cost.",
138531,Wobbuffet,Wobbuffet,https://tcgplayer-cdn.tcgplayer.com/product/138531_200w.jpg,3,1957,https://cpt.tcgcsv.com/Fq72,2022-12-05T18:01:19.097,1,,0.04,0.2,3.0,0.18,,Normal,49/147,Uncommon,Psychic,120,Basic,"[PPP] Shadowy Knot (50x)
<br>This attack does 50 damage for each Colorless Energy in your opponent's Active Pokemon's Retreat Cost.",Px2,None,3,,
138531,Wobbuffet,Wobbuffet,https://tcgplayer-cdn.tcgplayer.com/product/138531_200w.jpg,3,1957,https://cpt.tcgcsv.com/Fq72,2022-12-05T18:01:19.097,1,,0.15,0.35,1.99,0.32,0.23,Reverse Holofoil,49/147,Uncommon,Psychic,120,Basic,"[PPP] Shadowy Knot (50x)
<br>This attack does 50 damage for each Colorless Energy in your opponent's Active Pokemon's Retreat Cost.",Px2,None,3,,
138532,Seviper,Seviper,https://tcgplayer-cdn.tcgplayer.com/product/138532_200w.jpg,3,1957,https://cpt.tcgcsv.com/Gq72,2025-02-05T21:24:35.117,1,"<strong>Ability — More Poison</strong>
<br>Put 1 more damage counter on your opponent's Poisoned Pokemon between turns.",0.03,0.2,3.0,0.15,0.15,Normal,50/147,Uncommon,Psychic,100,Basic,"[2P] Venomous Fang (30)
<br>Your opponent's active Pokemon is now Poisoned.",Px2,None,2,,
138532,Seviper,Seviper,https://tcgplayer-cdn.tcgplayer.com/product/138532_200w.jpg,3,1957,https://cpt.tcgcsv.com/Gq72,2025-02-05T21:24:35.117,1,"<strong>Ability — More Poison</strong>
<br>Put 1 more damage counter on your opponent's Poisoned Pokemon between turns.",0.1,0.26,1.95,0.19,,Reverse Holofoil,50/147,Uncommon,Psychic,100,Basic,"[2P] Venomous Fang (30)
<br>Your opponent's active Pokemon is now Poisoned.",Px2,None,2,,
138533,Duskull,Duskull,https://tcgplayer-cdn.tcgplayer.com/product/138533_200w.jpg,3,1957,https://cpt.tcgcsv.com/Hq72,2023-12-03T10:46:15.097,1,,0.01,0.15,5.01,0.11,0.1,Normal,51/147,Common,Psychic,60,Basic,"[P] Dark Guidance
<br>Put a Basic Pokemon from your discard pile onto your Bench.",Dx2,F-20,1,[1P] Spooky Shot (20),
138533,Duskull,Duskull,https://tcgplayer-cdn.tcgplayer.com/product/138533_200w.jpg,3,1957,https://cpt.tcgcsv.com/Hq72,2023-12-03T10:46:15.097,1,,0.08,0.25,1.49,0.23,0.23,Reverse Holofoil,51/147,Common,Psychic,60,Basic,"[P] Dark Guidance
<br>Put a Basic Pokemon from your discard pile onto your Bench.",Dx2,F-20,1,[1P] Spooky Shot (20),
138534,Dusclops,Dusclops,https://tcgplayer-cdn.tcgplayer.com/product/138534_200w.jpg,3,1957,https://cpt.tcgcsv.com/Jq72,2025-02-05T21:24:35.163,1,,0.01,0.15,2.81,0.13,,Normal,52/147,Uncommon,Psychic,90,Stage 1,"[P] Night Roam 
<br>Put 1 damage counter on each Pokemon <em>(both yours and your opponent's)</em>.",Dx2,F-20,3,"[2P] Ambush (30+)
<br>Flip a coin. If heads, this attack does 30 more damage.",
138534,Dusclops,Dusclops,https://tcgplayer-cdn.tcgplayer.com/product/138534_200w.jpg,3,1957,https://cpt.tcgcsv.com/Jq72,2025-02-05T21:24:35.163,1,,0.1,0.25,1.95,0.21,,Reverse Holofoil,52/147,Uncommon,Psychic,90,Stage 1,"[P] Night Roam 
<br>Put 1 damage counter on each Pokemon <em>(both yours and your opponent's)</em>.",Dx2,F-20,3,"[2P] Ambush (30+)
<br>Flip a coin. If heads, this attack does 30 more damage.",
138535,Dusknoir,Dusknoir,https://tcgplayer-cdn.tcgplayer.com/product/138535_200w.jpg,3,1957,https://cpt.tcgcsv.com/Kq72,2023-06-14T08:13:47.77,1,"<strong>Ability — Dark Invitation</strong>
<br>Once during your turn (before your attack), you may have your opponent reveal their hand. Put a Basic Pokemon you find there onto your opponent's Bench, and put 3 damage counters on that Pokemon.",0.09,0.36,1.99,0.36,0.29,Holofoil,53/147,Holo Rare,Psychic,150,Stage 2,"[2P] Mind Jack (30+)
<br> This attack does 30 more damage for each of your opponent's Benched Pokemon.",Dx2,F-20,3,,
