productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extRetreatCost,extAttack2,extResistance
85151,Electrode,Electrode,https://tcgplayer-cdn.tcgplayer.com/product/85151_200w.jpg,3,1374,https://cpt.tcgcsv.com/25J,2022-11-29T18:22:50.96,1,022/110,Rare,Lightning,90,Stage 1,[2] Tackle (20),F,75.0,93.82,112.63,81.5,,Reverse Holofoil,,1,"[LLL] Chain Lightning (20)
<br>If the Defending Pokémon isn't Colorless, this attack does 10 damage to each Benched Pokémon of the same type as the Defending Pokémon <em>(including your own)</em>. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",
85233,Energy Retrieval,Energy Retrieval,https://tcgplayer-cdn.tcgplayer.com/product/85233_200w.jpg,3,1374,https://cpt.tcgcsv.com/H6J,2023-05-07T17:25:08.393,1,107/110,Uncommon,Item,,,,,0.22,0.46,2.01,0.46,,Normal,Trade 1 of the other cards in your hand for up to 2 basic Energy cards from your discard pile.,,,
85233,Energy Retrieval,Energy Retrieval,https://tcgplayer-cdn.tcgplayer.com/product/85233_200w.jpg,3,1374,https://cpt.tcgcsv.com/H6J,2023-05-07T17:25:08.393,1,107/110,Uncommon,Item,,,,,26.87,28.0,126.61,67.23,,Reverse Holofoil,Trade 1 of the other cards in your hand for up to 2 basic Energy cards from your discard pile.,,,
85343,Exeggcute,Exeggcute,https://tcgplayer-cdn.tcgplayer.com/product/85343_200w.jpg,3,1374,https://cpt.tcgcsv.com/T8J,2023-02-03T20:23:33.08,1,075/110,Common,Grass,50,Basic,"[P] Hypnosis
<br>
The Defending Pokémon is now Asleep.",R,0.22,0.48,1.66,0.54,,Normal,,1,"[GG] Leech Seed (20)
<br>Unless all damage from this attack is prevented, you may remove 1 damage counter from Exeggcute.",
85343,Exeggcute,Exeggcute,https://tcgplayer-cdn.tcgplayer.com/product/85343_200w.jpg,3,1374,https://cpt.tcgcsv.com/T8J,2023-02-03T20:23:33.08,1,075/110,Common,Grass,50,Basic,"[P] Hypnosis
<br>
The Defending Pokémon is now Asleep.",R,38.58,47.62,67.81,51.53,,Reverse Holofoil,,1,"[GG] Leech Seed (20)
<br>Unless all damage from this attack is prevented, you may remove 1 damage counter from Exeggcute.",
85357,Exeggutor,Exeggutor,https://tcgplayer-cdn.tcgplayer.com/product/85357_200w.jpg,3,1374,https://cpt.tcgcsv.com/99J,2022-11-29T18:26:24.623,1,023/110,Rare,Grass,80,Stage 1,"[P] Teleport
<br>Switch Exeggutor with 1 of your Benched Pokémon.",R,2.0,3.6,8.0,3.81,,Normal,,3,"[1] Big Eggsplosion (20x)
<br>Flip a number of coins equal to the number of Energy attached to Exeggutor. This attack does 20 damage times the number of heads.",
85357,Exeggutor,Exeggutor,https://tcgplayer-cdn.tcgplayer.com/product/85357_200w.jpg,3,1374,https://cpt.tcgcsv.com/99J,2022-11-29T18:26:24.623,1,023/110,Rare,Grass,80,Stage 1,"[P] Teleport
<br>Switch Exeggutor with 1 of your Benched Pokémon.",R,75.0,87.0,99.0,45.78,,Reverse Holofoil,,3,"[1] Big Eggsplosion (20x)
<br>Flip a number of coins equal to the number of Energy attached to Exeggutor. This attack does 20 damage times the number of heads.",
85395,Fearow,Fearow,https://tcgplayer-cdn.tcgplayer.com/product/85395_200w.jpg,3,1374,https://cpt.tcgcsv.com/W9J,2022-11-29T18:29:15.933,1,042/110,Uncommon,Colorless,70,Stage 1,"[3] Agility (20)
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Fearow.",L,0.56,1.73,2.99,2.07,,Normal,,,[4] Drill Peck (40),F-30
85395,Fearow,Fearow,https://tcgplayer-cdn.tcgplayer.com/product/85395_200w.jpg,3,1374,https://cpt.tcgcsv.com/W9J,2022-11-29T18:29:15.933,1,042/110,Uncommon,Colorless,70,Stage 1,"[3] Agility (20)
<br>Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Fearow.",L,40.52,50.95,80.0,39.63,,Reverse Holofoil,,,[4] Drill Peck (40),F-30
85492,Flareon,Flareon,https://tcgplayer-cdn.tcgplayer.com/product/85492_200w.jpg,3,1374,https://cpt.tcgcsv.com/ScJ,2022-11-29T18:31:00.05,1,010/110,Holo Rare,Fire,70,Stage 1,"[2] Quick Attack (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.",W,36.99,77.95,99.99,76.49,,Holofoil,,1,"[2RR] Flamethrower (60)
<br>Discard 1 Fire Energy card attached to Flareon or this attack does nothing.",
85492,Flareon,Flareon,https://tcgplayer-cdn.tcgplayer.com/product/85492_200w.jpg,3,1374,https://cpt.tcgcsv.com/ScJ,2022-11-29T18:31:00.05,1,010/110,Holo Rare,Fire,70,Stage 1,"[2] Quick Attack (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.",W,125.99,312.99,499.99,152.53,,Reverse Holofoil,,1,"[2RR] Flamethrower (60)
<br>Discard 1 Fire Energy card attached to Flareon or this attack does nothing.",
85585,Full Heal Energy,Full Heal Energy,https://tcgplayer-cdn.tcgplayer.com/product/85585_200w.jpg,3,1374,https://cpt.tcgcsv.com/KfJ,2022-11-29T18:31:40.58,1,100/110,Uncommon,Special Energy,,,,,0.89,1.25,3.0,1.25,,Normal,"If you play this card from your hand, the Pokémon you attach it to is no longer affected by a Special Condition. Full Heal Energy provides Colorless energy. <em>(Doesn't count as a basic Energy card.)</em>",,,
85585,Full Heal Energy,Full Heal Energy,https://tcgplayer-cdn.tcgplayer.com/product/85585_200w.jpg,3,1374,https://cpt.tcgcsv.com/KfJ,2022-11-29T18:31:40.58,1,100/110,Uncommon,Special Energy,,,,,24.98,27.87,35.0,31.67,,Reverse Holofoil,"If you play this card from your hand, the Pokémon you attach it to is no longer affected by a Special Condition. Full Heal Energy provides Colorless energy. <em>(Doesn't count as a basic Energy card.)</em>",,,
85648,Gastly,Gastly,https://tcgplayer-cdn.tcgplayer.com/product/85648_200w.jpg,3,1374,https://cpt.tcgcsv.com/-gJ,2022-11-29T18:33:02.713,1,076/110,Common,Psychic,50,Basic,"[P] Lick (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",,0.69,1.0,3.57,1.0,,Normal,,,"[PP] Energy Conversion
<br>Put up to 2 Energy cards from your discard pile into your hand. Gastly does 10 damage to itself.",F-30
85648,Gastly,Gastly,https://tcgplayer-cdn.tcgplayer.com/product/85648_200w.jpg,3,1374,https://cpt.tcgcsv.com/-gJ,2022-11-29T18:33:02.713,1,076/110,Common,Psychic,50,Basic,"[P] Lick (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",,115.0,157.5,200.0,115.0,,Reverse Holofoil,,,"[PP] Energy Conversion
<br>Put up to 2 Energy cards from your discard pile into your hand. Gastly does 10 damage to itself.",F-30
85670,Gengar,Gengar,https://tcgplayer-cdn.tcgplayer.com/product/85670_200w.jpg,3,1374,https://cpt.tcgcsv.com/qhJ,2022-11-29T18:35:12.81,1,011/110,Holo Rare,Psychic,80,Stage 2,"[PPP] Dark Mind (30)
<br>If your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to it. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,97.49,115.0,200.9,142.98,,Holofoil,"<strong>Pokémon Power: Curse</strong> Once during your turn <em>(before your attack)</em>, you may move 1 damage counter from 1 of your opponent's Pokémon to another <em>(even if it would Knock Out the other Pokémon)</em>. This power can't be used if Gengar is affected by a Special Condition.",1,,F-30
85670,Gengar,Gengar,https://tcgplayer-cdn.tcgplayer.com/product/85670_200w.jpg,3,1374,https://cpt.tcgcsv.com/qhJ,2022-11-29T18:35:12.81,1,011/110,Holo Rare,Psychic,80,Stage 2,"[PPP] Dark Mind (30)
<br>If your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to it. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,400.0,974.97,1000.0,353.58,,Reverse Holofoil,"<strong>Pokémon Power: Curse</strong> Once during your turn <em>(before your attack)</em>, you may move 1 damage counter from 1 of your opponent's Pokémon to another <em>(even if it would Knock Out the other Pokémon)</em>. This power can't be used if Gengar is affected by a Special Condition.",1,,F-30
85685,Geodude,Geodude,https://tcgplayer-cdn.tcgplayer.com/product/85685_200w.jpg,3,1374,https://cpt.tcgcsv.com/KhJ,2023-07-14T12:13:29.883,1,077/110,Common,Fighting,50,Basic,"[1F] Stone Barrage (10x)
<br>Flip a coin until you get tails. This attack does 10 damage times the number of heads.",G,0.29,0.6,3.99,0.57,,Normal,,1,,
85685,Geodude,Geodude,https://tcgplayer-cdn.tcgplayer.com/product/85685_200w.jpg,3,1374,https://cpt.tcgcsv.com/KhJ,2023-07-14T12:13:29.883,1,077/110,Common,Fighting,50,Basic,"[1F] Stone Barrage (10x)
<br>Flip a coin until you get tails. This attack does 10 damage times the number of heads.",G,80.0,94.99,99.99,45.22,,Reverse Holofoil,,1,,
85812,Golduck,Golduck,https://tcgplayer-cdn.tcgplayer.com/product/85812_200w.jpg,3,1374,https://cpt.tcgcsv.com/glJ,2022-12-08T16:02:10.343,1,043/110,Uncommon,Water,70,Stage 1,"[P] Psyshock (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",L,0.83,1.5,5.45,2.23,,Normal,,1,"[1WW] Hyper Beam (20)
<br>If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it.",
85812,Golduck,Golduck,https://tcgplayer-cdn.tcgplayer.com/product/85812_200w.jpg,3,1374,https://cpt.tcgcsv.com/glJ,2022-12-08T16:02:10.343,1,043/110,Uncommon,Water,70,Stage 1,"[P] Psyshock (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",L,32.99,69.98,105.0,70.33,,Reverse Holofoil,,1,"[1WW] Hyper Beam (20)
<br>If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it.",
85822,Golem,Golem,https://tcgplayer-cdn.tcgplayer.com/product/85822_200w.jpg,3,1374,https://cpt.tcgcsv.com/slJ,2022-11-29T18:39:10.17,1,024/110,Rare,Fighting,80,Stage 2,[1FFF] Avalanche (60),G,2.03,3.29,4.99,3.33,,Normal,,4,"[FFFF] Selfdestruct (100)
<br>Does 20 damage to each Pokémon on each player's Bench. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em> Golem does 100 damage to itself.",
85822,Golem,Golem,https://tcgplayer-cdn.tcgplayer.com/product/85822_200w.jpg,3,1374,https://cpt.tcgcsv.com/slJ,2022-11-29T18:39:10.17,1,024/110,Rare,Fighting,80,Stage 2,[1FFF] Avalanche (60),G,59.0,89.5,119.99,78.0,,Reverse Holofoil,,4,"[FFFF] Selfdestruct (100)
<br>Does 20 damage to each Pokémon on each player's Bench. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em> Golem does 100 damage to itself.",
85887,Graveler,Graveler,https://tcgplayer-cdn.tcgplayer.com/product/85887_200w.jpg,3,1374,https://cpt.tcgcsv.com/MmJ,2022-11-29T18:42:14.523,1,044/110,Uncommon,Fighting,60,Stage 1,"[FF] Harden
<br>During your opponent's next turn, whenever 30 or less damage is done to Graveler <em>(after applying Weakness and Resistance)</em>, prevent that damage. <em>(Any other effects of attacks still happen.)</em>",G,0.5,1.44,3.49,1.44,,Normal,,2,[1FF] Rock Throw (40),
85887,Graveler,Graveler,https://tcgplayer-cdn.tcgplayer.com/product/85887_200w.jpg,3,1374,https://cpt.tcgcsv.com/MmJ,2022-11-29T18:42:14.523,1,044/110,Uncommon,Fighting,60,Stage 1,"[FF] Harden
<br>During your opponent's next turn, whenever 30 or less damage is done to Graveler <em>(after applying Weakness and Resistance)</em>, prevent that damage. <em>(Any other effects of attacks still happen.)</em>",G,40.0,75.34,99.99,68.63,,Reverse Holofoil,,2,[1FF] Rock Throw (40),
85906,Grimer,Grimer,https://tcgplayer-cdn.tcgplayer.com/product/85906_200w.jpg,3,1374,https://cpt.tcgcsv.com/8nJ,2022-12-05T11:58:27.507,1,078/110,Common,Grass,50,Basic,"[1] Nasty Goo (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",P,0.25,0.5,2.0,0.52,,Normal,,1,"[G] Minimize
<br>All damage done by attacks to Grimer during your opponent's next turn is reduced by 20 <em>(after applying Weakness and Resistance)</em>.",
85906,Grimer,Grimer,https://tcgplayer-cdn.tcgplayer.com/product/85906_200w.jpg,3,1374,https://cpt.tcgcsv.com/8nJ,2022-12-05T11:58:27.507,1,078/110,Common,Grass,50,Basic,"[1] Nasty Goo (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",P,50.0,62.5,75.0,46.75,,Reverse Holofoil,,1,"[G] Minimize
<br>All damage done by attacks to Grimer during your opponent's next turn is reduced by 20 <em>(after applying Weakness and Resistance)</em>.",
85948,Growlithe,Growlithe,https://tcgplayer-cdn.tcgplayer.com/product/85948_200w.jpg,3,1374,https://cpt.tcgcsv.com/-nJ,2023-08-26T19:25:48.38,1,045/110,Uncommon,Fire,60,Basic,[1R] Flare (20),W,1.0,2.35,5.0,2.51,,Normal,,1,,
85948,Growlithe,Growlithe,https://tcgplayer-cdn.tcgplayer.com/product/85948_200w.jpg,3,1374,https://cpt.tcgcsv.com/-nJ,2023-08-26T19:25:48.38,1,045/110,Uncommon,Fire,60,Basic,[1R] Flare (20),W,59.99,67.5,120.0,120.0,,Reverse Holofoil,,1,,
85989,Gyarados,Gyarados,https://tcgplayer-cdn.tcgplayer.com/product/85989_200w.jpg,3,1374,https://cpt.tcgcsv.com/PpJ,2022-11-29T18:48:42.66,1,012/110,Holo Rare,Water,100,Stage 1,[WWW] Dragon Rage (50),G,39.99,46.74,99.99,47.96,,Holofoil,,3,"[WWWW] Bubblebeam (40)
<br>Flip a coin. If heads, defender is now Paralyzed.",F-30
85989,Gyarados,Gyarados,https://tcgplayer-cdn.tcgplayer.com/product/85989_200w.jpg,3,1374,https://cpt.tcgcsv.com/PpJ,2022-11-29T18:48:42.66,1,012/110,Holo Rare,Water,100,Stage 1,[WWW] Dragon Rage (50),G,99.94,99.94,180.1,179.45,,Reverse Holofoil,,3,"[WWWW] Bubblebeam (40)
<br>Flip a coin. If heads, defender is now Paralyzed.",F-30
86022,Haunter,Haunter,https://tcgplayer-cdn.tcgplayer.com/product/86022_200w.jpg,3,1374,https://cpt.tcgcsv.com/sqJ,2022-11-29T18:51:44.543,1,046/110,Uncommon,Psychic,50,Stage 1,"[1P] Nightmare (10)
<br>The Defending Pokémon is now Asleep.",,2.48,3.16,8.15,3.23,,Normal,"<strong>Pokémon Power: Transparency</strong> Whenever an attack does anything to Haunter, flip a coin. If heads, prevent all effects of that attack, including damage, done to Haunter. This power stops working while Haunter is affected by a Special Condition.",,,F-30
86022,Haunter,Haunter,https://tcgplayer-cdn.tcgplayer.com/product/86022_200w.jpg,3,1374,https://cpt.tcgcsv.com/sqJ,2022-11-29T18:51:44.543,1,046/110,Uncommon,Psychic,50,Stage 1,"[1P] Nightmare (10)
<br>The Defending Pokémon is now Asleep.",,69.99,69.99,150.0,199.99,,Reverse Holofoil,"<strong>Pokémon Power: Transparency</strong> Whenever an attack does anything to Haunter, flip a coin. If heads, prevent all effects of that attack, including damage, done to Haunter. This power stops working while Haunter is affected by a Special Condition.",,,F-30
86101,Hitmonlee,Hitmonlee,https://tcgplayer-cdn.tcgplayer.com/product/86101_200w.jpg,3,1374,https://cpt.tcgcsv.com/2sJ,2022-11-29T18:52:45.587,1,013/110,Holo Rare,Fighting,60,Basic,"[FF] Stretch Kick
<br>If your opponent has any Benched Pokémon, choose 1 of them and this attack does 20 damage to it. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",P,22.88,41.91,59.99,35.76,,Holofoil,,1,[FFF] High Jump Kick (50),
86101,Hitmonlee,Hitmonlee,https://tcgplayer-cdn.tcgplayer.com/product/86101_200w.jpg,3,1374,https://cpt.tcgcsv.com/2sJ,2022-11-29T18:52:45.587,1,013/110,Holo Rare,Fighting,60,Basic,"[FF] Stretch Kick
<br>If your opponent has any Benched Pokémon, choose 1 of them and this attack does 20 damage to it. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",P,88.98,90.1,100.0,83.99,,Reverse Holofoil,,1,[FFF] High Jump Kick (50),
86251,Hypno,Hypno,https://tcgplayer-cdn.tcgplayer.com/product/86251_200w.jpg,3,1374,https://cpt.tcgcsv.com/2wJ,2022-11-29T18:54:23.693,1,025/110,Rare,Psychic,90,Stage 1,"[P] Prophecy
<br>Look at up to 3 cards from the top of either player's deck and rearrange them as you like.",P,2.65,5.92,10.0,6.1,,Normal,,2,"[PPP] Dark Mind (30)
<br>If your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to it. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",
86251,Hypno,Hypno,https://tcgplayer-cdn.tcgplayer.com/product/86251_200w.jpg,3,1374,https://cpt.tcgcsv.com/2wJ,2022-11-29T18:54:23.693,1,025/110,Rare,Psychic,90,Stage 1,"[P] Prophecy
<br>Look at up to 3 cards from the top of either player's deck and rearrange them as you like.",P,88.0,119.0,199.99,56.47,,Reverse Holofoil,,2,"[PPP] Dark Mind (30)
<br>If your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to it. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",
86295,Ivysaur,Ivysaur,https://tcgplayer-cdn.tcgplayer.com/product/86295_200w.jpg,3,1374,https://cpt.tcgcsv.com/WwJ,2022-11-29T18:55:41.097,1,047/110,Uncommon,Grass,60,Stage 1,[2G] Vine Whip (30),R,1.79,4.52,11.94,4.51,,Normal,,1,"[GGG] Poisonpowder (20)
<br>The Defending Pokémon is now Poisoned.",
86295,Ivysaur,Ivysaur,https://tcgplayer-cdn.tcgplayer.com/product/86295_200w.jpg,3,1374,https://cpt.tcgcsv.com/WwJ,2022-11-29T18:55:41.097,1,047/110,Uncommon,Grass,60,Stage 1,[2G] Vine Whip (30),R,99.99,199.0,299.99,45.1,,Reverse Holofoil,,1,"[GGG] Poisonpowder (20)
<br>The Defending Pokémon is now Poisoned.",
86339,Jolteon,Jolteon,https://tcgplayer-cdn.tcgplayer.com/product/86339_200w.jpg,3,1374,https://cpt.tcgcsv.com/PxJ,2022-11-29T18:57:55.713,1,014/110,Holo Rare,Lightning,70,Stage 1,"[2] Quick Attack (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.",F,54.99,76.49,99.99,59.73,,Holofoil,,1,"[1LL] Pin Missile (20x)
<br>Flip 4 coins. This attack does 20 damage times the number of heads.",
86339,Jolteon,Jolteon,https://tcgplayer-cdn.tcgplayer.com/product/86339_200w.jpg,3,1374,https://cpt.tcgcsv.com/PxJ,2022-11-29T18:57:55.713,1,014/110,Holo Rare,Lightning,70,Stage 1,"[2] Quick Attack (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.",F,109.25,115.5,200.0,229.99,,Reverse Holofoil,,1,"[1LL] Pin Missile (20x)
<br>Flip 4 coins. This attack does 20 damage times the number of heads.",
86371,Jynx,Jynx,https://tcgplayer-cdn.tcgplayer.com/product/86371_200w.jpg,3,1374,https://cpt.tcgcsv.com/rzJ,2022-11-29T19:00:21.507,1,026/110,Rare,Psychic,70,Basic,"[P] Doubleslap (10x)
<br>Flip 2 coins. This attack does 10 damage times the number of heads.",P,2.12,4.27,8.0,4.74,,Normal,,2,"[1PP] Meditate (20+)
<br>Does 20 damage plus 10 more damage for each damage counter on the Defending Pokémon.",
86371,Jynx,Jynx,https://tcgplayer-cdn.tcgplayer.com/product/86371_200w.jpg,3,1374,https://cpt.tcgcsv.com/rzJ,2022-11-29T19:00:21.507,1,026/110,Rare,Psychic,70,Basic,"[P] Doubleslap (10x)
<br>Flip 2 coins. This attack does 10 damage times the number of heads.",P,49.99,70.0,90.0,49.09,,Reverse Holofoil,,2,"[1PP] Meditate (20+)
<br>Does 20 damage plus 10 more damage for each damage counter on the Defending Pokémon.",
86381,Kabuto,Kabuto,https://tcgplayer-cdn.tcgplayer.com/product/86381_200w.jpg,3,1374,https://cpt.tcgcsv.com/FzJ,2022-11-29T19:02:42.173,1,048/110,Uncommon,Fighting,30,Stage 1,[1] Scratch (10),G,0.98,1.32,3.13,1.44,,Normal,"<strong>Pokémon Power: Kabuto Armor</strong> Whenever an attack <em>(even your own)</em> does damage to Kabuto <em>(after applying Weakness and Resistance)</em>, that attack does only half the damage to Kabuto (rounded down to the nearest 10). <em>(Any other effects of attacks still happen.)</em> This power stops working while Kabuto is affected by a Special Condition.",1,,
86381,Kabuto,Kabuto,https://tcgplayer-cdn.tcgplayer.com/product/86381_200w.jpg,3,1374,https://cpt.tcgcsv.com/FzJ,2022-11-29T19:02:42.173,1,048/110,Uncommon,Fighting,30,Stage 1,[1] Scratch (10),G,49.16,101.0,154.99,49.16,,Reverse Holofoil,"<strong>Pokémon Power: Kabuto Armor</strong> Whenever an attack <em>(even your own)</em> does damage to Kabuto <em>(after applying Weakness and Resistance)</em>, that attack does only half the damage to Kabuto (rounded down to the nearest 10). <em>(Any other effects of attacks still happen.)</em> This power stops working while Kabuto is affected by a Special Condition.",1,,
86395,Kabutops,Kabutops,https://tcgplayer-cdn.tcgplayer.com/product/86395_200w.jpg,3,1374,https://cpt.tcgcsv.com/WzJ,2022-11-29T19:06:01.733,1,027/110,Rare,Fighting,60,Stage 2,[FF] Sharp Sickle (30),G,3.89,5.04,8.99,7.73,,Normal,,1,"[FFFF] Absorb (40)
<br>Remove a number of damage counters from Kabutops equal to half the damage done to the Defending Pokémon <em>(after applying Weakness and Resistance)</em> (rounded up to the nearest 10). If Kabutops has fewer damage counters than that, remove all of them.",
86395,Kabutops,Kabutops,https://tcgplayer-cdn.tcgplayer.com/product/86395_200w.jpg,3,1374,https://cpt.tcgcsv.com/WzJ,2022-11-29T19:06:01.733,1,027/110,Rare,Fighting,60,Stage 2,[FF] Sharp Sickle (30),G,54.87,56.0,200.0,95.31,,Reverse Holofoil,,1,"[FFFF] Absorb (40)
<br>Remove a number of damage counters from Kabutops equal to half the damage done to the Defending Pokémon <em>(after applying Weakness and Resistance)</em> (rounded up to the nearest 10). If Kabutops has fewer damage counters than that, remove all of them.",
86404,Kadabra,Kadabra,https://tcgplayer-cdn.tcgplayer.com/product/86404_200w.jpg,3,1374,https://cpt.tcgcsv.com/6BJ,2022-11-29T19:07:56.023,1,049/110,Uncommon,Psychic,60,Stage 1,"[PP] Recover
<br>Discard 1 Psychic Energy card to use this attack. Remove all damage counters from Kadabra.",P,1.0,1.99,5.5,4.02,4.11,Normal,,3,[1PP] Super Psy (50),
86404,Kadabra,Kadabra,https://tcgplayer-cdn.tcgplayer.com/product/86404_200w.jpg,3,1374,https://cpt.tcgcsv.com/6BJ,2022-11-29T19:07:56.023,1,049/110,Uncommon,Psychic,60,Stage 1,"[PP] Recover
<br>Discard 1 Psychic Energy card to use this attack. Remove all damage counters from Kadabra.",P,92.04,97.03,114.99,100.0,,Reverse Holofoil,,3,[1PP] Super Psy (50),
86409,Kakuna,Kakuna,https://tcgplayer-cdn.tcgplayer.com/product/86409_200w.jpg,3,1374,https://cpt.tcgcsv.com/cBJ,2022-11-29T19:09:17.803,1,050/110,Uncommon,Grass,80,Stage 1,"[2] Stiffen
<br>Flip a coin. If heads, prevent all damage done to Kakuna during your opponent's next turn. <em>(Any other effects of attacks still happen.)</em>",R,0.51,1.25,2.25,1.41,,Normal,,2,"[GG] Poisonpowder (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned.",
86409,Kakuna,Kakuna,https://tcgplayer-cdn.tcgplayer.com/product/86409_200w.jpg,3,1374,https://cpt.tcgcsv.com/cBJ,2022-11-29T19:09:17.803,1,050/110,Uncommon,Grass,80,Stage 1,"[2] Stiffen
<br>Flip a coin. If heads, prevent all damage done to Kakuna during your opponent's next turn. <em>(Any other effects of attacks still happen.)</em>",R,32.9,51.91,99.0,36.41,,Reverse Holofoil,,2,"[GG] Poisonpowder (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned.",
86957,Machamp,Machamp,https://tcgplayer-cdn.tcgplayer.com/product/86957_200w.jpg,3,1374,https://cpt.tcgcsv.com/9PJ,2022-11-29T19:11:58.307,1,015/110,Holo Rare,Fighting,100,Stage 2,[1FFF] Seismic Toss (60),P,26.47,38.82,59.99,43.14,,Holofoil,"<strong>Pokémon Power: Strikes Back</strong> Whenever your opponent's attack damages Machamp (even if Machamp is Knocked Out), this power does 10 damage to the attacking Pokémon. <em>(Don't apply Weakness and Resistance.)</em> This power can't be used if Machamp is already affected by a Special Condition when your opponent attacks.",3,,
86957,Machamp,Machamp,https://tcgplayer-cdn.tcgplayer.com/product/86957_200w.jpg,3,1374,https://cpt.tcgcsv.com/9PJ,2022-11-29T19:11:58.307,1,015/110,Holo Rare,Fighting,100,Stage 2,[1FFF] Seismic Toss (60),P,123.89,175.0,200.0,98.8,,Reverse Holofoil,"<strong>Pokémon Power: Strikes Back</strong> Whenever your opponent's attack damages Machamp (even if Machamp is Knocked Out), this power does 10 damage to the attacking Pokémon. <em>(Don't apply Weakness and Resistance.)</em> This power can't be used if Machamp is already affected by a Special Condition when your opponent attacks.",3,,
86976,Machoke,Machoke,https://tcgplayer-cdn.tcgplayer.com/product/86976_200w.jpg,3,1374,https://cpt.tcgcsv.com/xPJ,2022-11-29T19:12:59.743,1,051/110,Uncommon,Fighting,80,Stage 1,"[1FF] Karate Chop (50-)
<br>Does 50 damage minus 10 for each damage counter on Machoke.",P,0.99,1.73,6.17,1.79,2.04,Normal,,3,"[2FF] Submission (60)
<br>Machoke does 20 damage to itself.",
86976,Machoke,Machoke,https://tcgplayer-cdn.tcgplayer.com/product/86976_200w.jpg,3,1374,https://cpt.tcgcsv.com/xPJ,2022-11-29T19:12:59.743,1,051/110,Uncommon,Fighting,80,Stage 1,"[1FF] Karate Chop (50-)
<br>Does 50 damage minus 10 for each damage counter on Machoke.",P,55.0,59.99,99.99,65.0,,Reverse Holofoil,,3,"[2FF] Submission (60)
<br>Machoke does 20 damage to itself.",
86990,Machop,Machop,https://tcgplayer-cdn.tcgplayer.com/product/86990_200w.jpg,3,1374,https://cpt.tcgcsv.com/QPJ,2022-11-29T19:13:56.187,1,079/110,Common,Fighting,50,Basic,[2] Punch (20),P,0.3,0.55,2.99,0.56,0.42,Normal,,1,[2F] Kick (30),
86990,Machop,Machop,https://tcgplayer-cdn.tcgplayer.com/product/86990_200w.jpg,3,1374,https://cpt.tcgcsv.com/QPJ,2022-11-29T19:13:56.187,1,079/110,Common,Fighting,50,Basic,[2] Punch (20),P,48.0,74.0,99.99,65.0,,Reverse Holofoil,,1,[2F] Kick (30),
87022,Magikarp,Magikarp,https://tcgplayer-cdn.tcgplayer.com/product/87022_200w.jpg,3,1374,https://cpt.tcgcsv.com/sQJ,2022-11-29T19:14:41.75,1,052/110,Uncommon,Water,30,Basic,[1] Tackle (10),L,1.35,2.36,5.99,3.95,1.95,Normal,,1,"[W] Flail (10x)
<br>Does 10 damage times the number of damage counters on Magikarp.",
87022,Magikarp,Magikarp,https://tcgplayer-cdn.tcgplayer.com/product/87022_200w.jpg,3,1374,https://cpt.tcgcsv.com/sQJ,2022-11-29T19:14:41.75,1,052/110,Uncommon,Water,30,Basic,[1] Tackle (10),L,1528.5,1528.51,1528.51,150.0,,Reverse Holofoil,,1,"[W] Flail (10x)
<br>Does 10 damage times the number of damage counters on Magikarp.",
