productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2
527954,Bill (CLC),Bill CLC,https://tcgplayer-cdn.tcgplayer.com/product/527954_200w.jpg,3,23323,https://cpt.tcgcsv.com/6cf6,2024-07-18T16:09:26.59,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Draw 2 cards.
<br>You may only play 1 Supporter card during your turn.",0.03,0.25,3.99,0.13,,Holofoil,018/034,Classic Collection,Supporter,0,Supporter,,,,,
527955,Boss's Orders (CLC),Bosss Orders CLC,https://tcgplayer-cdn.tcgplayer.com/product/527955_200w.jpg,3,23323,https://cpt.tcgcsv.com/7cf6,2025-03-23T08:20:42.757,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Switch in 1 of your opponent's Benched Pokémon to the Active Spot.
<br>
You may play only 1 Supporter card during your turn.",0.3,0.67,2.25,0.68,,Holofoil,019/034,Classic Collection,Supporter,,,,,,,
527957,Computer Search (CLC),Computer Search CLC,https://tcgplayer-cdn.tcgplayer.com/product/527957_200w.jpg,3,23323,https://cpt.tcgcsv.com/9cf6,2024-07-18T16:13:04.303,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
You can use this card only if you discard 2 other cards from your hand.
<br>Search your deck for a card and put it into your hand. Then, shuffle your deck.
<br><br>You may play any number of Item cards during your turn.",0.13,0.4,4.99,0.33,,Holofoil,020/034,Classic Collection,Trainer,,,,,,,
527958,Poke Ball (CLC),Poke Ball CLC,https://tcgplayer-cdn.tcgplayer.com/product/527958_200w.jpg,3,23323,https://cpt.tcgcsv.com/bcf6,2024-07-18T16:15:55.88,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Flip a coin. If heads, search your deck for a Pokemon, reveal it, and put it into your hand. Then, shuffle your deck.
<br>
<br>You may play any number of Item cards during your turn.",0.09,0.25,11.0,0.18,,Holofoil,021/034,Classic Collection,Item,,,,,,,
527959,Pokemon Fan Club (CLC),Pokemon Fan Club CLC,https://tcgplayer-cdn.tcgplayer.com/product/527959_200w.jpg,3,23323,https://cpt.tcgcsv.com/ccf6,2024-07-18T16:16:27.817,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Search your deck for up to 2 Basic Pokemon, reveal them, and put them into your hand. Then, shuffle your deck.
<br>
<br>You may play only 1 Supporter card during your turn (before your attack)",0.09,0.25,1.99,0.22,,Holofoil,022/034,Classic Collection,Supporter,,,,,,,
527960,Professor Oak (CLC),Professor Oak CLC,https://tcgplayer-cdn.tcgplayer.com/product/527960_200w.jpg,3,23323,https://cpt.tcgcsv.com/dcf6,2024-07-18T16:17:00.05,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Discard your hand, then draw 7 cards.
<br>
<br>You may play only 1 Supporter card during your turn",0.08,0.25,1.99,0.2,0.2,Holofoil,023/034,Classic Collection,Trainer,,,,,,,
527961,Rare Candy (CLC),Rare Candy CLC,https://tcgplayer-cdn.tcgplayer.com/product/527961_200w.jpg,3,23323,https://cpt.tcgcsv.com/fcf6,2024-07-18T16:17:30.913,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Choose 1 of your Basic Pokemon in play. If you have a Stage 2 card in your hand that evolves from that Pokemon, put that card on the Basic Pokemon to evolve it, skipping the stage 1. You can't use this card during your first turn or on a Basic Pokemon that was put into play this turn.
<br>
<br>You may play any number of Item cards during your turn.",0.19,0.42,1.99,0.42,,Holofoil,024/034,Classic Collection,Item,,,,,,,
527962,Rocket's Admin. (CLC),Rockets Admin CLC,https://tcgplayer-cdn.tcgplayer.com/product/527962_200w.jpg,3,23323,https://cpt.tcgcsv.com/gcf6,2024-07-18T16:17:48.763,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
You may play only one Supporter card each turn.
<br>
<br>Each player shuffles his or her hand into their deck.  Then, each player draws a card for each of their remaining Prize cards.",0.07,0.25,1.99,0.23,0.21,Holofoil,025/034,Classic Collection,Supporter,,,,,,,
527967,Super Rod (CLC),Super Rod CLC,https://tcgplayer-cdn.tcgplayer.com/product/527967_200w.jpg,3,23323,https://cpt.tcgcsv.com/mcf6,2024-07-18T16:19:21.82,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Shuffle up to 3 in any combination of Pokémon and Basic Energy cards from your discard pile into your deck.
<br>
You may play any number of Item cards during your turn.",0.35,0.56,3.99,0.48,,Holofoil,027/034,Classic Collection,Item,,,,,,,
527968,Switch (CLC),Switch CLC,https://tcgplayer-cdn.tcgplayer.com/product/527968_200w.jpg,3,23323,https://cpt.tcgcsv.com/ncf6,2024-07-18T16:19:48.907,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Switch your Active Pokémon with 1 of your Benched Pokémon.
<br>
You may play as many Item cards as you like during your turn.",0.07,0.25,3.2,0.19,,Holofoil,029/034,Classic Collection,Item,,,,,,,
527970,Ultra Ball (CLC),Ultra Ball CLC,https://tcgplayer-cdn.tcgplayer.com/product/527970_200w.jpg,3,23323,https://cpt.tcgcsv.com/qcf6,2024-07-18T16:20:08.7,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
You can use this card only if you discard 2 other cards from your hand.
<br>Search your deck for a Pokemon, reveal it, and put it into your hand. Then, shuffle your deck.
<br>You may play any number of Item cards during your turn.",0.12,0.35,1.99,0.35,,Holofoil,030/034,Classic Collection,Trainer — Item,,,,,,,
527972,Scorching Charcoal,Scorching Charcoal,https://tcgplayer-cdn.tcgplayer.com/product/527972_200w.jpg,3,23323,https://cpt.tcgcsv.com/scf6,2024-07-18T16:18:10.033,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
The attacks used by the Charizard this card is attached to do 100 more damage to your opponent's Active Pokemon <em>(before applying Weakness and Resistance)</em>.",0.01,0.25,4.99,0.22,,Holofoil,026/034,Classic Collection,Tool,,,,,,,
527974,Double Colorless Energy (CLC),Double Colorless Energy CLC,https://tcgplayer-cdn.tcgplayer.com/product/527974_200w.jpg,3,23323,https://cpt.tcgcsv.com/vcf6,2024-07-18T16:13:36.593,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
As long as this card is attached to a Pokémon, it provides [2] Energy.",0.34,0.53,4.45,0.54,,Holofoil,032/034,Classic Collection,Special Colorless Energy,,,,,,,
527983,Basic Fire Energy,Basic Fire Energy,https://tcgplayer-cdn.tcgplayer.com/product/527983_200w.jpg,3,23323,https://cpt.tcgcsv.com/Hcf6,2024-08-12T12:12:54.893,1,,0.5,0.95,2.5,0.89,,Holofoil,033/034,Classic Collection,Basic Energy,,,,,,,
527984,Basic Lightning Energy,Basic Lightning Energy,https://tcgplayer-cdn.tcgplayer.com/product/527984_200w.jpg,3,23323,https://cpt.tcgcsv.com/Jcf6,2025-05-21T05:07:27.197,1,,0.7,0.97,2.5,0.79,0.87,Holofoil,034/034,Classic Collection,Basic Energy,,,,,,,
527985,Squirtle,Squirtle,https://tcgplayer-cdn.tcgplayer.com/product/527985_200w.jpg,3,23323,https://cpt.tcgcsv.com/Kcf6,2024-07-18T16:18:19.437,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",5.65,7.24,15.99,6.58,6.97,Holofoil,001/034,Classic Collection,Water,40,Basic,"[W] Bubble (10)
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",Lx2,None,1,"[1W] Withdraw
<br>Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokémon by attacks."
527987,Wartortle,Wartortle,https://tcgplayer-cdn.tcgplayer.com/product/527987_200w.jpg,3,23323,https://cpt.tcgcsv.com/Mcf6,2024-07-18T16:21:27.92,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",3.0,4.5,34.97,4.13,4.32,Holofoil,002/034,Classic Collection,Water,70,Stage 1,"[1W] WIthdraw
<br>Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokémon by attacks.",L,None,1,[2W] Bite (40)
527988,Blastoise,Blastoise,https://tcgplayer-cdn.tcgplayer.com/product/527988_200w.jpg,3,23323,https://cpt.tcgcsv.com/Ncf6,2024-07-18T16:11:50.997,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br> 
<strong>Pokémon Power: Rain Dance</strong> As often as you like during your turn, you may attach a Basic Water Energy card from your hand to 1 of your Water Pokémon. This Pokémon Power can't be used if this Pokémon is Asleep, Confused or Paralyzed.",22.75,35.0,99.99,28.81,,Holofoil,003/034,Classic Collection,Water,100,Stage 2,"[WWW] Hydro Pump (40+)
<br>This attack does 10 more damage for each extra Water Energy attached to this Pokémon <em>(in addition this attack's cost)</em>. You can't add more than 20 damage in this way.",L,None,3,
527989,Staryu,Staryu,https://tcgplayer-cdn.tcgplayer.com/product/527989_200w.jpg,3,23323,https://cpt.tcgcsv.com/Pcf6,2024-07-18T16:18:28.033,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",0.45,0.63,4.68,0.73,0.8,Holofoil,004/034,Classic Collection,Water,60,Basic,"[1] Recover
<br> Discard an Energy from this Pokémon and heal all damage from it.",Lx2,None,1,[W] Water Gun (10)
527990,Starmie,Starmie,https://tcgplayer-cdn.tcgplayer.com/product/527990_200w.jpg,3,23323,https://cpt.tcgcsv.com/Qcf6,2024-07-18T16:18:25.323,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",0.44,0.7,5.75,0.67,0.76,Holofoil,005/034,Classic Collection,Water,90,Stage 1,"[1] Confuse Ray 
<br>Your opponent's Active Pokémon is now Confused.",Lx2,None,0,"[W] Swift (50) 
<br>This attack's damage isn't affected by Weakness or Resistance, or by any effects on your opponent's Active Pokémon."
527991,Magikarp,Magikarp,https://tcgplayer-cdn.tcgplayer.com/product/527991_200w.jpg,3,23323,https://cpt.tcgcsv.com/Rcf6,2024-07-18T16:15:08.113,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",2.27,3.5,4.99,2.66,,Holofoil,006/034,Classic Collection,Water,30,Basic,[1] Splash (10),Lx2,,1,
527992,Gyarados,Gyarados,https://tcgplayer-cdn.tcgplayer.com/product/527992_200w.jpg,3,23323,https://cpt.tcgcsv.com/Scf6,2024-07-18T16:14:15.13,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",5.1,6.28,7.16,5.62,,Holofoil,007/034,Classic Collection,Water,130,Stage 1,[2W] Hydro Splash (50),Lx2,F-20,3,"[2WW] Hyper Beam (80) 
<br>Discard an Energy card from your opponent's Active Pokémon."
527994,Lapras,Lapras,https://tcgplayer-cdn.tcgplayer.com/product/527994_200w.jpg,3,23323,https://cpt.tcgcsv.com/Vcf6,2024-07-18T16:14:54.52,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",2.2,2.89,5.99,2.94,3.85,Holofoil,008/034,Classic Collection,Water,90,Basic,"[2] Ice Beam (20) 
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",Mx2,,2,"[WW] Ice Blade 
<br>This attack does 30 damage to 1 of your opponent's Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>"
527996,Articuno,Articuno,https://tcgplayer-cdn.tcgplayer.com/product/527996_200w.jpg,3,23323,https://cpt.tcgcsv.com/Xcf6,2024-07-18T16:01:40.51,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",5.45,6.23,8.95,5.78,6.36,Holofoil,009/034,Classic Collection,Water,70,Basic,"[WWW] Freeze Dry (30)
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",None,F-30,2,"[WWWW] Blizzard (50)
<br>Flip a coin. If heads, this attack also does 10 damage to each of your opponent's Benched Pokémon. If tails, this attack also does 10 damage to each of your own Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>"
527998,Suicune ex,Suicune ex,https://tcgplayer-cdn.tcgplayer.com/product/527998_200w.jpg,3,23323,https://cpt.tcgcsv.com/-cf6,2024-07-18T16:18:34.5,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
<strong>Ability — Aqua Lift</strong>
<br>If this Pokemon has any W Energy attached, it has no Retreat Cost.",0.25,0.79,18.95,0.76,1.15,Holofoil,010/034,Classic Collection,Water,220,Basic,"[3] Crystal Blast (60+)
<br>This attack does 30 more damage for each W Energy attached to this Pokemon.",Lx2,None,2,
527999,Drowzee,Drowzee,https://tcgplayer-cdn.tcgplayer.com/product/527999_200w.jpg,3,23323,https://cpt.tcgcsv.com/_cf6,2024-07-18T16:13:53.33,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",0.35,0.52,1.99,0.51,0.56,Holofoil,011/034,Classic Collection,Psychic,70,Basic,"[P] Psychic Boom (10x)
<br>This attack does 10 damage times the amount of Energy attached to your opponent's Active Pokemon.",Px2,None,2,[2] Headbutt (20)
528000,Hypno,Hypno,https://tcgplayer-cdn.tcgplayer.com/product/528000_200w.jpg,3,23323,https://cpt.tcgcsv.com/0df6,2024-07-18T16:14:25.92,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",0.25,0.65,6.5,0.71,0.78,Holofoil,012/034,Classic Collection,Psychic,110,Stage 1,"[2] Meditate (20+)
<br>This attack does 10 more damage for each damage counter on your opponent's Active Pokemon.",Px2,None,2,"[2P] Hypnoblast (70)
<br>Your opponent's Active Pokemon is now Asleep."
528002,Mewtwo,Mewtwo,https://tcgplayer-cdn.tcgplayer.com/product/528002_200w.jpg,3,23323,https://cpt.tcgcsv.com/3df6,2024-07-18T16:15:13.577,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",8.99,14.08,59.97,10.9,,Holofoil,014/034,Classic Collection,Psychic,60,Basic,"[1P] Psychic (20+)
<br>Does 20 more damage for each Energy attached to your opponent's Active Pokémon.",P,None,3,"[PP] Barrier
<br>During your opponent's next turn, prevent all damage from and effects of attacks done to this Pokémon. If 1 of your Pokémon used Barrier during your last turn, this attack can't be used."
528003,Lt. Surge's Rattata,Lt Surges Rattata,https://tcgplayer-cdn.tcgplayer.com/product/528003_200w.jpg,3,23323,https://cpt.tcgcsv.com/5df6,2024-07-18T16:15:02.91,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",0.49,0.72,6.09,0.63,,Holofoil,015/034,Classic Collection,Colorless,40,Basic,"[1] Focus Energy
<br>During your next turn, this Pokémon's Gnaw attack does 20 more damage <em>(before applying Weakness and Resistance)</em>.",F,P-30,1,[2] Gnaw (20)
528004,Lt. Surge's Raticate,Lt Surges Raticate,https://tcgplayer-cdn.tcgplayer.com/product/528004_200w.jpg,3,23323,https://cpt.tcgcsv.com/6df6,2024-07-18T16:14:59.643,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",0.49,0.91,2.06,0.83,0.82,Holofoil,016/034,Classic Collection,Colorless,70,Stage 1,"[1] Super Fang
<br>Put damage counters on your opponent's Active Pokémon until its remaining HP is halved, rounded down. <em>(If your opponent's Active Pokémon has 30 HP remaining, put 2 damage counters on it.)</em>",F,P-30,1,
528005,Kangaskhan,Kangaskhan,https://tcgplayer-cdn.tcgplayer.com/product/528005_200w.jpg,3,23323,https://cpt.tcgcsv.com/7df6,2024-07-18T16:14:51.197,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span>",0.3,0.73,4.6,0.74,0.8,Holofoil,017/034,Classic Collection,Colorless,100,Basic,[1] Call for Family - Search your deck for 2 Basic Pokemon and put them onto your Bench.  Shuffle your deck afterward.,Fx2,,2,[2] Comet Punch (20x) Flip 4 coins.  This attack does 20 damage times the number of heads.
528014,Bill (CLB),Bill CLB,https://tcgplayer-cdn.tcgplayer.com/product/528014_200w.jpg,3,23323,https://cpt.tcgcsv.com/jdf6,2024-07-18T16:09:16.057,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Draw 2 cards.
<br>You may only play 1 Supporter card during your turn.",0.05,0.25,3.99,0.14,,Holofoil,018/034,Classic Collection,Supporter,0,Supporter,,,,,
528015,Boss's Orders (CLB),Bosss Orders CLB,https://tcgplayer-cdn.tcgplayer.com/product/528015_200w.jpg,3,23323,https://cpt.tcgcsv.com/kdf6,2024-07-18T16:11:59.353,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Switch in 1 of your opponent's Benched Pokémon to the Active Spot.
<br>
You may play only 1 Supporter card during your turn.",0.49,0.64,1.99,0.63,,Holofoil,019/034,Classic Collection,Supporter,,,,,,,
528016,Computer Search (CLB),Computer Search CLB,https://tcgplayer-cdn.tcgplayer.com/product/528016_200w.jpg,3,23323,https://cpt.tcgcsv.com/ldf6,2024-07-18T16:12:56.043,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
You can use this card only if you discard 2 other cards from your hand.
<br>Search your deck for a card and put it into your hand. Then, shuffle your deck.
<br><br>You may play any number of Item cards during your turn.",0.19,0.4,3.99,0.39,,Holofoil,020/034,Classic Collection,Trainer,,,,,,,
528017,Double Colorless Energy (CLB),Double Colorless Energy CLB,https://tcgplayer-cdn.tcgplayer.com/product/528017_200w.jpg,3,23323,https://cpt.tcgcsv.com/mdf6,2025-02-01T04:23:26.87,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
As long as this card is attached to a Pokémon, it provides [2] Energy.",0.36,0.54,7.97,0.52,0.49,Holofoil,032/034,Classic Collection,Special Colorless Energy,,,,,,,
528018,Poke Ball (CLB),Poke Ball CLB,https://tcgplayer-cdn.tcgplayer.com/product/528018_200w.jpg,3,23323,https://cpt.tcgcsv.com/ndf6,2024-07-18T16:15:47.61,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Flip a coin. If heads, search your deck for a Pokemon, reveal it, and put it into your hand. Then, shuffle your deck.
<br>
<br>You may play any number of Item cards during your turn.",0.07,0.25,1.99,0.17,,Holofoil,023/034,Classic Collection,Item,,,,,,,
528019,Pokemon Fan Club (CLB),Pokemon Fan Club CLB,https://tcgplayer-cdn.tcgplayer.com/product/528019_200w.jpg,3,23323,https://cpt.tcgcsv.com/pdf6,2024-07-18T16:16:10.123,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Search your deck for up to 2 Basic Pokemon, reveal them, and put them into your hand. Then, shuffle your deck.
<br>
<br>You may play only 1 Supporter card during your turn (before your attack)",0.09,0.25,10.0,0.21,,Holofoil,024/034,Classic Collection,Supporter,,,,,,,
528020,Professor Oak (CLB),Professor Oak CLB,https://tcgplayer-cdn.tcgplayer.com/product/528020_200w.jpg,3,23323,https://cpt.tcgcsv.com/qdf6,2024-07-18T16:16:51.05,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Discard your hand, then draw 7 cards.
<br>
<br>You may play only 1 Supporter card during your turn",0.08,0.25,1.99,0.21,,Holofoil,025/034,Classic Collection,Supporter,,,,,,,
528021,Rare Candy (CLB),Rare Candy CLB,https://tcgplayer-cdn.tcgplayer.com/product/528021_200w.jpg,3,23323,https://cpt.tcgcsv.com/rdf6,2024-07-18T16:17:20.623,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Choose 1 of your Basic Pokemon in play. If you have a Stage 2 card in your hand that evolves from that Pokemon, put that card on the Basic Pokemon to evolve it, skipping the stage 1. You can't use this card during your first turn or on a Basic Pokemon that was put into play this turn.
<br>
<br>You may play any number of Item cards during your turn.",0.19,0.4,1.99,0.39,,Holofoil,026/034,Classic Collection,Item,,,,,,,
528022,Rocket's Admin. (CLB),Rockets Admin CLB,https://tcgplayer-cdn.tcgplayer.com/product/528022_200w.jpg,3,23323,https://cpt.tcgcsv.com/sdf6,2024-07-18T16:17:42.807,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
You may play only one Supporter card each turn.
<br>
<br>Each player shuffles his or her hand into their deck.  Then, each player draws a card for each of their remaining Prize cards.",0.03,0.25,3.99,0.25,,Holofoil,027/034,Classic Collection,Supporter,,,,,,,
528023,Super Rod (CLB),Super Rod CLB,https://tcgplayer-cdn.tcgplayer.com/product/528023_200w.jpg,3,23323,https://cpt.tcgcsv.com/tdf6,2024-07-18T16:19:14.097,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Shuffle up to 3 in any combination of Pokémon and Basic Energy cards from your discard pile into your deck.
<br>
You may play any number of Item cards during your turn.",0.39,0.62,3.15,0.56,,Holofoil,028/034,Classic Collection,Item,,,,,,,
528024,Switch (CLB),Switch CLB,https://tcgplayer-cdn.tcgplayer.com/product/528024_200w.jpg,3,23323,https://cpt.tcgcsv.com/vdf6,2024-07-18T16:19:43.08,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Switch your Active Pokémon with 1 of your Benched Pokémon.
<br>
You may play any number of Item cards during your turn.",0.09,0.25,3.99,0.2,,Holofoil,029/034,Classic Collection,Item,,,,,,,
528025,Ultra Ball (CLB),Ultra Ball CLB,https://tcgplayer-cdn.tcgplayer.com/product/528025_200w.jpg,3,23323,https://cpt.tcgcsv.com/wdf6,2024-07-18T16:20:01.99,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
You can use this card only if you discard 2 other cards from your hand.
<br>Search your deck for a Pokemon, reveal it, and put it into your hand. Then, shuffle your deck.
<br>
You may play any number of Item cards during your turn.",0.14,0.32,5.0,0.29,,Holofoil,030/034,Classic Collection,Trainer — Item,,,,,,,
528026,Drops in the Ocean,Drops in the Ocean,https://tcgplayer-cdn.tcgplayer.com/product/528026_200w.jpg,3,23323,https://cpt.tcgcsv.com/xdf6,2024-07-18T16:13:50.03,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
The attacks used by the Blastoise this card is attached to do 100 more damage to your opponent’s Active Pokémon (before applying Weakness and Resistance).",0.01,0.25,5.0,0.15,0.15,Holofoil,021/034,Classic Collection,Tool,,,,,,,
528027,Fisherman,Fisherman,https://tcgplayer-cdn.tcgplayer.com/product/528027_200w.jpg,3,23323,https://cpt.tcgcsv.com/zdf6,2024-07-18T16:14:11.973,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Put 4 Basic Energy cards from your discard pile into your hand.
<br>
<br><em>You may play only 1 Supporter card during your turn (before your attack)</em>",0.14,0.35,1.99,0.35,,Holofoil,022/034,Classic Collection,Supporter,,,,,,,
528028,Super Scoop Up,Super Scoop Up,https://tcgplayer-cdn.tcgplayer.com/product/528028_200w.jpg,3,23323,https://cpt.tcgcsv.com/Bdf6,2024-07-18T16:19:36.163,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Flip a coin. If heads, put 1 of your Pokemon and all cards attached to it into your hand.
<br> You may play any number of Item cards during your turn.",0.18,0.3,1.99,0.3,,Holofoil,028/034,Classic Collection,Item,,,,,,,
528184,Mr. Mime,Mr Mime,https://tcgplayer-cdn.tcgplayer.com/product/528184_200w.jpg,3,23323,https://cpt.tcgcsv.com/Jhf6,2024-07-18T16:15:25.963,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
<strong>Pokémon Power: Dampening Shield</strong> As long as this Pokémon is on your Bench, Pokémon in play <em>(both yours and your opponent's)</em> have no Weakness or Resistance.",0.4,0.99,17.5,0.76,,Holofoil,013/034,Classic Collection,Psychic,50,Basic,"[1P] Juggling (10x)
<br>Flip 4 coins. This attack does 10 damage for each heads.",Px2,None,1,
528200,VS Seeker (CLB),VS Seeker CLB,https://tcgplayer-cdn.tcgplayer.com/product/528200_200w.jpg,3,23323,https://cpt.tcgcsv.com/0jf6,2025-07-14T19:54:31.72,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Put a supporter card from your discard pile into your hand.
<br>You may play any number of Item cards during your turn.",1.25,1.58,5.99,1.46,,Holofoil,031/034,Holo Rare,Item,,,,,,,
528201,Basic Water Energy,Basic Water Energy,https://tcgplayer-cdn.tcgplayer.com/product/528201_200w.jpg,3,23323,https://cpt.tcgcsv.com/2jf6,2024-08-12T12:13:18.38,1,,0.4,0.7,5.0,0.56,,Holofoil,033/034,Classic Collection,Basic Energy,,,,,,,
528203,Basic Psychic Energy,Basic Psychic Energy,https://tcgplayer-cdn.tcgplayer.com/product/528203_200w.jpg,3,23323,https://cpt.tcgcsv.com/5jf6,2024-08-12T12:13:11.467,1,,0.4,0.78,2.0,0.74,,Normal,034/034,Classic Collection,Basic Energy,,,,,,,
528207,VS Seeker (CLC),VS Seeker CLC,https://tcgplayer-cdn.tcgplayer.com/product/528207_200w.jpg,3,23323,https://cpt.tcgcsv.com/9jf6,2024-07-18T16:21:09.1,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Put a supporter card from your discard pile into your hand.
<br>You may play any number of Item cards during your turn.",1.0,1.74,14469.45,1.54,,Normal,031/034,Holo Rare,Item,,,,,,,
528225,VS Seeker (CLV),VS Seeker CLV,https://tcgplayer-cdn.tcgplayer.com/product/528225_200w.jpg,3,23323,https://cpt.tcgcsv.com/wjf6,2024-07-18T16:21:24.48,1,"<span style=""color:red"">Note: This card is <strong>NOT</strong> tournament legal.</span><br>
Put a supporter card from your discard pile into your hand.
<br>You may play any number of Item cards during your turn.",1.25,1.65,4.99,1.6,,Holofoil,031/034,Holo Rare,Item,,,,,,,
