productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extDefense,extAttack,extLinkRating,extLinkArrows
242872,Number C39: Utopia Ray,Number C39 Utopia Ray,https://tcgplayer-cdn.tcgplayer.com/product/242872_200w.jpg,2,2808,https://cpt.tcgcsv.com/s9Z2,2024-07-26T19:34:51.163,1,"3 Level 4 LIGHT monsters
<br>You can also Xyz Summon this card by using a ""Number 39: Utopia"" you control as the Xyz Material. (Xyz Materials attached to that monster also become Xyz Materials on this card.) You can detach 1 Xyz Material from this card; it gains 500 ATK and 1 monster your opponent controls loses 1000 ATK, until the End Phase. You must have 1000 Life Points or less to activate and to resolve this effect.",,0.01,0.2,1.49,0.09,0.07,1st Edition,KICO-EN045,Rare,LIGHT,Warior,Xyz/Effect Monster,2000,2500,,
242873,Constellar Ptolemy M7,Constellar Ptolemy M7,https://tcgplayer-cdn.tcgplayer.com/product/242873_200w.jpg,2,2808,https://cpt.tcgcsv.com/t9Z2,2024-07-26T19:34:51.21,1,"2 Level 6 monsters
<br>You can also Xyz Summon this card by using a ""Constellar"" Xyz Monster you control as the Xyz Material, other than ""Constellar Ptolemy M7"". (Xyz Materials attached to that monster also become Xyz Materials on this card.) If Summoned this way, the following effect cannot be activated this turn. Once per turn: You can detach 1 Xyz Material from this card, then target 1 monster on the field or in either player's GY; return that target to the hand.",,0.02,0.21,2.0,0.18,0.1,1st Edition,KICO-EN046,Rare,LIGHT,Machine,Xyz/Effect Monster,2000,2700,,
242874,ZW - Leo Arms,ZW Leo Arms,https://tcgplayer-cdn.tcgplayer.com/product/242874_200w.jpg,2,2808,https://cpt.tcgcsv.com/v9Z2,2024-07-26T19:34:51.24,1,"2 Level 5 monsters
<br>This card cannot attack your opponent directly. Once per turn: You can detach 1 Xyz Material from this card; add 1 ""ZW -"" monster from your Deck to your hand. You can target 1 ""Utopia"" monster you control; equip this monster on the field to that target. It gains 3000 ATK. During your Battle Phase, if a monster attacked this turn while equipped with this card: You can send this Equip Card to the GY; the monster that was equipped with this card can make a second attack, on an opponent's monster, during this Battle Phase.",,0.01,0.15,2.0,0.07,0.02,1st Edition,KICO-EN047,Rare,LIGHT,Beast,Xyz/Effect Monster,1200,3000,,
242875,Number 49: Fortune Tune,Number 49 Fortune Tune,https://tcgplayer-cdn.tcgplayer.com/product/242875_200w.jpg,2,2808,https://cpt.tcgcsv.com/w9Z2,2024-07-26T19:34:51.32,1,"2 Level 3 monsters
<br>During each of your Standby Phases: Gain 500 Life Points. This card cannot be targeted by card effects. If this face-up card would be destroyed, you can detach 1 Xyz Material from this card instead. When this card is sent from the field to the GY: Target 2 Level 3 monsters in your GY; shuffle them both into the Deck, and if you do, return this card from your GY to the Extra Deck. You can only use this effect of ""Number 49: Fortune Tune"" once per turn.",,0.09,0.33,4.99,0.28,0.27,1st Edition,KICO-EN048,Super Rare,LIGHT,Winged Beast,Xyz/Effect Monster,900,400,,
242876,Number F0: Utopic Future,Number F0 Utopic Future,https://tcgplayer-cdn.tcgplayer.com/product/242876_200w.jpg,2,2808,https://cpt.tcgcsv.com/x9Z2,2024-07-26T19:34:51.377,1,"2 Xyz Monsters with the same Rank, except ""Number"" monsters
<br>(This card's original Rank is always treated as 1.)
<br>Cannot be destroyed by battle, and neither player takes any battle damage from attacks involving this card. At the end of the Damage Step, if this card battled an opponent's monster: You can take control of that opponent's monster until the end of the Battle Phase. If this face-up card on the field would be destroyed by a card effect, you can detach 1 material from this card instead.",,0.1,0.3,1.67,0.28,0.27,1st Edition,KICO-EN049,Rare,LIGHT,Warior,Xyz/Effect Monster,0,0,,
242877,Infinite Cards,Infinite Cards,https://tcgplayer-cdn.tcgplayer.com/product/242877_200w.jpg,2,2808,https://cpt.tcgcsv.com/z9Z2,2021-07-09T04:03:09.863,1,There is no limit to the number of cards in players' hands.,,0.01,0.2,1.49,0.05,0.05,1st Edition,KICO-EN050,Rare,SPELL,,Continuous Spell,,,,
242878,Reinforcement of the Army,Reinforcement of the Army,https://tcgplayer-cdn.tcgplayer.com/product/242878_200w.jpg,2,2808,https://cpt.tcgcsv.com/B9Z2,2024-07-26T19:34:51.433,1,Add 1 Level 4 or lower Warrior monster from your Deck to your hand.,,0.05,0.25,3.01,0.18,0.18,1st Edition,KICO-EN051,Rare,SPELL,,Normal Spell,,,,
242879,The Warrior Returning Alive,The Warrior Returning Alive,https://tcgplayer-cdn.tcgplayer.com/product/242879_200w.jpg,2,2808,https://cpt.tcgcsv.com/C9Z2,2024-07-26T19:34:51.463,1,Target 1 Warrior monster in your GY; add that target to your hand.,,0.03,0.2,5.95,0.17,0.09,1st Edition,KICO-EN052,Rare,SPELL,,Normal Spell,,,,
242880,Ties of the Brethren,Ties of the Brethren,https://tcgplayer-cdn.tcgplayer.com/product/242880_200w.jpg,2,2808,https://cpt.tcgcsv.com/D9Z2,2024-07-26T19:34:51.51,1,"Pay 2000 LP, then target 1 Level 4 or lower monster you control; for the rest of this turn after this card resolves, you cannot Special Summon monsters, also Special Summon 2 monsters from your Deck, with the same Type, Attribute, and Level as that monster, but with different names from each other and that monster. You cannot conduct your Battle Phase the turn you activate this card.",,0.01,0.17,2.5,0.08,0.05,1st Edition,KICO-EN053,Rare,SPELL,,Normal Spell,,,,
242881,Pot of Duality,Pot of Duality,https://tcgplayer-cdn.tcgplayer.com/product/242881_200w.jpg,2,2808,https://cpt.tcgcsv.com/F9Z2,2024-07-26T19:34:51.543,1,"Excavate the top 3 cards of your Deck, add 1 of them to your hand, also, after that, shuffle the rest back into your Deck. You can only activate 1 ""Pot of Duality"" per turn. You cannot Special Summon during the turn you activate this card.",,0.08,0.4,2.5,0.23,0.24,1st Edition,KICO-EN054,Rare,SPELL,,Normal Spell,,,,
242882,Unexpected Dai,Unexpected Dai,https://tcgplayer-cdn.tcgplayer.com/product/242882_200w.jpg,2,2808,https://cpt.tcgcsv.com/G9Z2,2024-07-26T19:34:51.59,1,If you control no monsters: Special Summon 1 Level 4 or lower Normal Monster from the Deck.,,0.09,0.33,2.0,0.29,0.32,1st Edition,KICO-EN055,Rare,SPELL,,Normal Spell,,,,
242883,World Legacy Guardragon,World Legacy Guardragon,https://tcgplayer-cdn.tcgplayer.com/product/242883_200w.jpg,2,2808,https://cpt.tcgcsv.com/H9Z2,2024-07-26T19:34:51.62,1,"When this card is activated: You can target 1 Level 4 or lower Dragon monster in your GY; add it to your hand or Special Summon it. Once per turn: You can target 1 Dragon monster you control; move that monster you control to another of your Main Monster Zones. You can only activate 1 ""World Legacy Guardragon"" per turn.",,0.1,0.32,2.79,0.22,0.21,1st Edition,KICO-EN056,Super Rare,SPELL,,Continuous Spell,,,,
242884,Lightning Storm,Lightning Storm,https://tcgplayer-cdn.tcgplayer.com/product/242884_200w.jpg,2,2808,https://cpt.tcgcsv.com/J9Z2,2022-06-13T11:20:35.66,1,"If you control no face-up cards: Activate 1 of these effects;
<br>• Destroy all Attack Position monsters your opponent controls.
<br>• Destroy all Spells and Traps your opponent controls.
<br>You can only activate 1 ""Lightning Storm"" per turn.",,3.74,6.32,200.0,6.02,14.95,1st Edition,KICO-EN057,Ultra Rare,SPELL,,Normal Spell,,,,
242885,Rivalry of Warlords,Rivalry of Warlords,https://tcgplayer-cdn.tcgplayer.com/product/242885_200w.jpg,2,2808,https://cpt.tcgcsv.com/K9Z2,2024-07-26T19:34:51.65,1,Each player can only control 1 Type of monster. Send all other face-up monsters they control to the GY.,,0.04,0.37,6.99,0.27,0.25,1st Edition,KICO-EN058,Rare,TRAP,,Continuous Trap,,,,
242886,Converging Wishes,Converging Wishes,https://tcgplayer-cdn.tcgplayer.com/product/242886_200w.jpg,2,2808,https://cpt.tcgcsv.com/L9Z2,2024-07-26T19:34:52.42,1,"If you have 5 or more Dragon-Type Synchro Monsters with different names in your GY: Special Summon 1 ""Stardust Dragon"" from your Extra Deck (this is treated as a Synchro Summon), but banish it during the End Phase. Equip it with this card. While equipped, it gains ATK equal to the combined ATK of all Dragon-Type Synchro Monsters in your GY. Also while equipped, when it destroys an opponent's monster by battle: You can banish 1 Dragon-Type Synchro Monster from your GY; it can attack an opponent's monster again in a row.",,0.01,0.15,1.49,0.04,0.05,1st Edition,KICO-EN059,Rare,TRAP,,Normal Trap,,,,
242887,The Wicked Dreadroot,The Wicked Dreadroot,https://tcgplayer-cdn.tcgplayer.com/product/242887_200w.jpg,2,2808,https://cpt.tcgcsv.com/M9Z2,2024-07-26T19:34:52.467,1,"This card cannot be Special Summoned. This card cannot be Normal Summoned or Set except by Tributing 3 monsters. Halve the ATK and DEF of all monsters on the field, except this card.",,0.01,0.17,2.0,0.14,0.05,1st Edition,KICO-EN060,Rare,DARK,Fiend,Effect Monster,4000,4000,,
242888,The Wicked Avatar,The Wicked Avatar,https://tcgplayer-cdn.tcgplayer.com/product/242888_200w.jpg,2,2808,https://cpt.tcgcsv.com/N9Z2,2024-05-29T19:03:10.62,1,"This card cannot be Special Summoned. This card cannot be Normal Summoned or Set except by Tributing 3 monsters. Your opponent cannot activate Spell or Trap Cards until the end of their 2nd turn after this card is Normal Summoned. The ATK and DEF of this card are each 100 points higher than the highest face-up monster's ATK on the field (except ""The Wicked Avatar"").",,0.01,0.2,2.99,0.16,0.14,1st Edition,KICO-EN061,Rare,DARK,Fiend,Effect Monster,,,,
242889,The Wicked Eraser,The Wicked Eraser,https://tcgplayer-cdn.tcgplayer.com/product/242889_200w.jpg,2,2808,https://cpt.tcgcsv.com/P9Z2,2024-07-26T19:34:52.513,1,"This card cannot be Special Summoned. This card cannot be Normal Summoned or Set except by Tributing 3 monsters. The ATK and DEF of this card are each equal to the number of cards your opponent controls x 1000. When this card is destroyed and sent to the GY, destroy all cards on the field. During your Main Phase, you can destroy this card.",,0.01,0.16,2.0,0.11,0.05,1st Edition,KICO-EN062,Rare,DARK,Fiend,Effect Monster,,,,
243455,Arcana Triumph Joker (CR),Arcana Triumph Joker CR,https://tcgplayer-cdn.tcgplayer.com/product/243455_200w.jpg,2,2808,https://cpt.tcgcsv.com/7pZ2,2022-05-02T12:55:35.36,1,"If this card is in your hand or GY: You can send 1 ""Queen's Knight"", ""King's Knight"", and ""Jack's Knight"" from your hand and/or face-up Monster Zone to the GY; Special Summon this card. This card gains 500 ATK x the combined number of cards in both players' hands. You can discard 1 card; destroy all face-up cards your opponent controls with the same type (Monster, Spell, or Trap) as the discarded card.",,20.99,34.97,69.98,32.18,69.98,1st Edition,KICO-EN001,Collector's Rare,LIGHT,Warrior,Effect Monster,2500,,,
243456,Joker's Knight (CR),Jokers Knight CR,https://tcgplayer-cdn.tcgplayer.com/product/243456_200w.jpg,2,2808,https://cpt.tcgcsv.com/8pZ2,2022-05-02T12:55:56.913,1,"You can send 1 ""Queen's Knight"", ""King's Knight"", or ""Jack's Knight"" from your Deck to the GY; Special Summon this card from your hand, and if you do, this card's name becomes the sent monster's name until the End Phase. During the End Phase, if this card is in your GY: You can target 1 other LIGHT Warrior monster in your GY; shuffle it into the Deck, and if you do, add this card to your hand. You can only use each effect of ""Joker's Knight"" once per turn.",,9.0,13.99,31.99,12.69,12.49,1st Edition,KICO-EN002,Collector's Rare,LIGHT,Warrior,Effect Monster,1400,2000,,
243457,Joker's Straight (CR),Jokers Straight CR,https://tcgplayer-cdn.tcgplayer.com/product/243457_200w.jpg,2,2808,https://cpt.tcgcsv.com/9pZ2,2022-05-02T12:56:20.393,1,"Discard 1 card, Special Summon 1 ""Queen's Knight"" from your Deck, add 1 ""King's Knight"" or ""Jack's Knight"" from your Deck to your hand, then, immediately after this effect resolves, you can Normal Summon 1 monster. You cannot Special Summon monsters from the Extra Deck for the rest of this turn, except LIGHT Warrior monsters. During the End Phase, if this card is in your GY: You can target 1 LIGHT Warrior monster in your GY; shuffle it into the Deck, and if you do, add this card to your hand. You can only use each effect of ""Joker's Straight"" once per turn.",,15.52,21.49,40.0,13.93,,1st Edition,KICO-EN004,Collector's Rare,SPELL,,Normal Spell,,,,
243458,Number F0: Utopic Draco Future (CR),Number F0 Utopic Draco Future CR,https://tcgplayer-cdn.tcgplayer.com/product/243458_200w.jpg,2,2808,https://cpt.tcgcsv.com/bpZ2,2023-06-05T11:46:12.193,1,"3 Xyz Monsters with the same Rank, except ""Number"" monsters
<br>(This card's original Rank is always treated as 1. This card is always treated as a ""Utopic Future"" card.)
<br>You can also Xyz Summon this card by using ""Number F0: Utopic Future"" you control as material. (Transfer its materials to this card.) Cannot be destroyed by battle or card effects. Once per turn, when your opponent activates a monster effect (Quick Effect): You can detach 1 material from this card; negate the activation, then, if that monster is on the field, gain control of it.",,12.0,19.79,124.99,14.85,13.75,1st Edition,KICO-EN013,Collector's Rare,LIGHT,Warior,Xyz/Effect Monster,2000,3000,,
243459,Gilti-Gearfried the Magical Steel Knight (CR),Gilti Gearfried the Magical Steel Knight CR,https://tcgplayer-cdn.tcgplayer.com/product/243459_200w.jpg,2,2808,https://cpt.tcgcsv.com/cpZ2,2022-05-02T12:55:38.737,1,"2 Warrior monsters with different Attributes
<br>Once per turn, when a card or effect is activated that targets this card (Quick Effect): You can negate that effect, and if you do, destroy 1 card on the field. If this card was Fusion Summoned using only monsters on the field as material, it can make a second attack during each Battle Phase. Once per turn, if this card battles an opponent's monster, during damage calculation (Quick Effect): You can banish 1 Spell from your GY; this card gains ATK equal to half its current DEF, until the end of this turn.",,2.35,4.47,79.99,2.5,2.35,1st Edition,KICO-EN014,Collector's Rare,LIGHT,Warrior,Fusion/Effect Monster,1600,2700,,
243461,Hyper Galaxy (CR),Hyper Galaxy CR,https://tcgplayer-cdn.tcgplayer.com/product/243461_200w.jpg,2,2808,https://cpt.tcgcsv.com/fpZ2,2023-06-25T12:23:42.197,1,"Tribute 1 monster with 2000 or more ATK, except ""Galaxy-Eyes Photon Dragon"", then target 1 monster your opponent controls with 2000 or more ATK; Tribute it, and if you do, Special Summon 1 ""Galaxy-Eyes Photon Dragon"" from your hand, Deck, or GY. You can only activate 1 ""Hyper Galaxy"" per turn.",,4.66,6.27,49.99,5.72,5.43,1st Edition,KICO-EN021,Collector's Rare,SPELL,,Quick-Play Spell,,,,
243463,Queen's Knight (CR),Queens Knight CR,https://tcgplayer-cdn.tcgplayer.com/product/243463_200w.jpg,2,2808,https://cpt.tcgcsv.com/hpZ2,2022-05-02T12:56:39.53,1,"<em>This knight catches her opponents off guard, dominating them with swift yet graceful attacks.</em>",,16.99,19.59,38.99,18.66,34.95,1st Edition,KICO-EN026,Collector's Rare,LIGHT,Warrior,Normal Monster,1600,1500,,
243464,King's Knight (CR),Kings Knight CR,https://tcgplayer-cdn.tcgplayer.com/product/243464_200w.jpg,2,2808,https://cpt.tcgcsv.com/jpZ2,2022-05-02T12:56:23.767,1,"When this card is Normal Summoned while you control ""Queen's Knight"": You can Special Summon 1 ""Jack's Knight"" from your Deck.",,14.75,18.0,100.0,16.06,21.58,1st Edition,KICO-EN027,Collector's Rare,LIGHT,Warrior,Effect Monster,1400,1600,,
243465,Jack's Knight (CR),Jacks Knight CR,https://tcgplayer-cdn.tcgplayer.com/product/243465_200w.jpg,2,2808,https://cpt.tcgcsv.com/kpZ2,2022-05-02T12:55:51.143,1,"<em>A strong master swordsman. His loyalty is to justice, his duty to protect the weak.</em>",,6.92,8.99,24.99,8.09,10.56,1st Edition,KICO-EN028,Collector's Rare,LIGHT,Warrior,Normal Monster,1000,1900,,
243466,Rescue Rabbit (CR),Rescue Rabbit CR,https://tcgplayer-cdn.tcgplayer.com/product/243466_200w.jpg,2,2808,https://cpt.tcgcsv.com/lpZ2,2022-05-02T12:56:46.827,1,"Cannot be Special Summoned from the Deck. You can banish this face-up card you control; Special Summon 2 Level 4 or lower Normal Monsters with the same name from your Deck, but destroy them during the End Phase. You can only use this effect of ""Rescue Rabbit"" once per turn.",,4.0,5.45,65.0,5.1,4.99,1st Edition,KICO-EN034,Collector's Rare,EARTH,Beast,Effect Monster,100,300,,
243467,Number 39: Utopia (CR),Number 39 Utopia CR,https://tcgplayer-cdn.tcgplayer.com/product/243467_200w.jpg,2,2808,https://cpt.tcgcsv.com/mpZ2,2022-05-02T12:56:30.89,1,"2 Level 4 monsters
<br>When a monster declares an attack: You can detach 1 material from this card; negate the attack. If this card is targeted for an attack, while it has no material: Destroy this card.",,3.82,7.0,69.99,5.91,7.06,1st Edition,KICO-EN042,Collector's Rare,LIGHT,Warior,Xyz/Effect Monster,2000,2500,,
243468,Reinforcement of the Army (CR),Reinforcement of the Army CR,https://tcgplayer-cdn.tcgplayer.com/product/243468_200w.jpg,2,2808,https://cpt.tcgcsv.com/npZ2,2022-05-02T12:56:43.143,1,Add 1 Level 4 or lower Warrior monster from your Deck to your hand.,,8.5,12.97,600.0,11.31,11.45,1st Edition,KICO-EN051,Collector's Rare,SPELL,,Normal Spell,,,,
243469,Lightning Storm (CR),Lightning Storm CR,https://tcgplayer-cdn.tcgplayer.com/product/243469_200w.jpg,2,2808,https://cpt.tcgcsv.com/ppZ2,2022-08-22T09:50:44.653,1,"If you control no face-up cards: Activate 1 of these effects;
<br>• Destroy all Attack Position monsters your opponent controls.
<br>• Destroy all Spells and Traps your opponent controls.
<br>You can only activate 1 ""Lightning Storm"" per turn.",,22.99,34.5,199.99,17.67,29.95,1st Edition,KICO-EN057,Collector's Rare,SPELL,,Normal Spell,,,,
243470,Rivalry of Warlords (CR),Rivalry of Warlords CR,https://tcgplayer-cdn.tcgplayer.com/product/243470_200w.jpg,2,2808,https://cpt.tcgcsv.com/qpZ2,2022-05-02T12:56:50.54,1,Each player can only control 1 Type of monster. Send all other face-up monsters they control to the GY.,,6.17,9.16,250.0,7.1,6.69,1st Edition,KICO-EN058,Collector's Rare,TRAP,,Continuous Trap,,,,
243516,Slifer the Sky Dragon (Secret Pharaoh's Rare),Slifer the Sky Dragon Secret Pharaohs Rare,https://tcgplayer-cdn.tcgplayer.com/product/243516_200w.jpg,2,2808,https://cpt.tcgcsv.com/lqZ2,2024-11-29T08:46:01.46,1,"Requires 3 Tributes to Normal Summon (cannot be Normal Set). This card's Normal Summon cannot be negated. When Normal Summoned, cards and effects cannot be activated. Once per turn, during the End Phase, if this card was Special Summoned: Send it to the GY. Gains 1000 ATK/DEF for each card in your hand. If a monster(s) is Normal or Special Summoned to your opponent's field in Attack Position: That monster(s) loses 2000 ATK, then if its ATK has been reduced to 0 as a result, destroy it.",,134.17,155.0,299.0,112.72,134.17,1st Edition,KICO-EN063,Secret Pharaoh’s Rare,DIVINE,Divine-Beast,Effect Monster,,,,
243517,Slifer the Sky Dragon (Ultra Pharaoh's Rare),Slifer the Sky Dragon Ultra Pharaohs Rare,https://tcgplayer-cdn.tcgplayer.com/product/243517_200w.jpg,2,2808,https://cpt.tcgcsv.com/mqZ2,2024-11-29T08:45:03.863,1,"Requires 3 Tributes to Normal Summon (cannot be Normal Set). This card's Normal Summon cannot be negated. When Normal Summoned, cards and effects cannot be activated. Once per turn, during the End Phase, if this card was Special Summoned: Send it to the GY. Gains 1000 ATK/DEF for each card in your hand. If a monster(s) is Normal or Special Summoned to your opponent's field in Attack Position: That monster(s) loses 2000 ATK, then if its ATK has been reduced to 0 as a result, destroy it.",,28.84,35.78,300.0,31.95,88.99,1st Edition,KICO-EN063,Ultra Pharaoh’s Rare,DIVINE,Divine-Beast,Effect Monster,,,,
243518,Obelisk the Tormentor (Ultra Pharaoh's Rare),Obelisk the Tormentor Ultra Pharaohs Rare,https://tcgplayer-cdn.tcgplayer.com/product/243518_200w.jpg,2,2808,https://cpt.tcgcsv.com/nqZ2,2022-08-12T17:14:34.593,1,"Requires 3 Tributes to Normal Summon (cannot be Normal Set). This card's Normal Summon cannot be negated. When Normal Summoned, cards and effects cannot be activated. Neither player can target this card with card effects. Once per turn, during the End Phase, if this card was Special Summoned: Send it to the GY. You can Tribute 2 monsters; destroy all monsters your opponent controls. This card cannot declare an attack the turn this effect is activated.",,24.54,29.98,90.99,34.83,79.71,1st Edition,KICO-EN064,Ultra Pharaoh’s Rare,DIVINE,Divine-Beast,Effect Monster,4000,4000,,
243519,Obelisk the Tormentor (Secret Pharaoh's Rare),Obelisk the Tormentor Secret Pharaohs Rare,https://tcgplayer-cdn.tcgplayer.com/product/243519_200w.jpg,2,2808,https://cpt.tcgcsv.com/pqZ2,2024-03-04T02:19:24.967,1,"Requires 3 Tributes to Normal Summon (cannot be Normal Set). This card's Normal Summon cannot be negated. When Normal Summoned, cards and effects cannot be activated. Neither player can target this card with card effects. Once per turn, during the End Phase, if this card was Special Summoned: Send it to the GY. You can Tribute 2 monsters; destroy all monsters your opponent controls. This card cannot declare an attack the turn this effect is activated.",,135.0,169.98,299.0,129.22,,1st Edition,KICO-EN064,Secret Pharaoh’s Rare,DIVINE,Divine-Beast,Effect Monster,4000,4000,,
243520,The Winged Dragon of Ra (Secret Pharaoh's Rare),The Winged Dragon of Ra Secret Pharaohs Rare,https://tcgplayer-cdn.tcgplayer.com/product/243520_200w.jpg,2,2808,https://cpt.tcgcsv.com/qqZ2,2022-12-30T04:38:56.09,1,"Cannot be Special Summoned. Requires 3 Tributes to Normal Summon (cannot be Normal Set). This card's Normal Summon cannot be negated. When Normal Summoned, other cards and effects cannot be activated. When this card is Normal Summoned: You can pay LP so that you only have 100 left; this card gains ATK/DEF equal to the amount of LP paid. You can pay 1000 LP, then target 1 monster on the field; destroy that target.",,149.99,170.0,195.0,178.02,186.0,1st Edition,KICO-EN065,Secret Pharaoh’s Rare,DIVINE,Divine-Beast,Effect Monster,,,,
243521,The Winged Dragon of Ra (Ultra Pharaoh's Rare),The Winged Dragon of Ra Ultra Pharaohs Rare,https://tcgplayer-cdn.tcgplayer.com/product/243521_200w.jpg,2,2808,https://cpt.tcgcsv.com/rqZ2,2021-07-13T15:02:42.403,1,"Cannot be Special Summoned. Requires 3 Tributes to Normal Summon (cannot be Normal Set). This card's Normal Summon cannot be negated. When Normal Summoned, other cards and effects cannot be activated. When this card is Normal Summoned: You can pay LP so that you only have 100 left; this card gains ATK/DEF equal to the amount of LP paid. You can pay 1000 LP, then target 1 monster on the field; destroy that target.",,30.99,39.99,104.99,38.74,30.99,1st Edition,KICO-EN065,Ultra Pharaoh’s Rare,DIVINE,Divine-Beast,Effect Monster,,,,
243544,Imperial Bower (CR),Imperial Bower CR,https://tcgplayer-cdn.tcgplayer.com/product/243544_200w.jpg,2,2808,https://cpt.tcgcsv.com/VqZ2,2023-11-12T06:23:50.497,1,"If you control no other monsters: You can Tribute this card; take 2 different monsters from your Deck among ""Queen's Knight"", ""King's Knight"", and/or ""Jack's Knight"", and either add to your hand or Special Summon each monster. You can only use this effect of ""Imperial Bower"" once per turn.",,8.44,9.77,59.99,8.72,9.24,1st Edition,KICO-EN003,Collector's Rare,LIGHT,Warrior,Effect Monster,1500,1500,,
