productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extCardType,extMonsterType,extAttack,extDefense,extLinkRating,extLinkArrows
180352,"Nephthys, the Sacred Flame",Nephthys the Sacred Flame,https://tcgplayer-cdn.tcgplayer.com/product/180352_200w.jpg,2,2343,https://cpt.tcgcsv.com/39s2,2018-11-15T18:52:01.61,1,"2+ monsters, including a Ritual Monster
<br>While this card is in the Extra Monster Zone, monsters your opponent controls cannot target ""Nephthys"" monsters in the Main Monster Zones for attacks. This card gains effects based on the number of Ritual Monsters used for its Link Summon.
<br>• 1*: Cannot be destroyed by battle.
<br>• 2*: Cannot be destroyed by card effects, also it gains 1200 ATK.
<br>• 3: Neither player can target this card with card effects, also it gains another 1200 ATK.",1.45,2.25,20.0,1.77,1.45,1st Edition,HISU-EN008,Secret Rare,FIRE,Link/Effect Monster,Winged Beast,2400,,3,Bottom-Right;Bottom;Bottom-Left
180353,"Nephthys, the Sacred Preserver",Nephthys the Sacred Preserver,https://tcgplayer-cdn.tcgplayer.com/product/180353_200w.jpg,2,2343,https://cpt.tcgcsv.com/59s2,2024-07-26T19:24:26.633,1,"2 ""Nephthys"" monsters
<br>You can only use the following effects of ""Nephthys, the Sacred Preserver"" once per turn. During your Main Phase, if this card was Link Summoned: You can activate 1 of these effects:
<br>• Add 1 Level 8 Winged Beast monster from your Deck to your hand, then you can add 1 Ritual Spell from your GY to your hand.
<br>• Destroy 1 ""Nephthys"" monster this card points to, and Special Summon 1 ""Nephthys"" monster with a different original name from your GY, but negate its effects.",0.2,0.5,4.99,0.35,0.27,1st Edition,HISU-EN007,Secret Rare,FIRE,Link/Effect Monster,Winged Beast,1200,,2,Bottom-Right;Bottom
180354,"Oboro-Guruma, the Wheeled Mayakashi",Oboro Guruma the Wheeled Mayakashi,https://tcgplayer-cdn.tcgplayer.com/product/180354_200w.jpg,2,2343,https://cpt.tcgcsv.com/69s2,2018-11-15T18:54:50.863,1,"1 Tuner + 1+non-Tuner monsters / You can only control 1 ""Oboro-Guruma, the Wheeled Mayakashi"". You can only use each of these effects of ""Oboro-Guruma, the Wheeled Mayakashi"" once per turn.
<br>• If a Synchro Monster in your possession whose original Level is 5 is destroyed by battle or an opponent's card effects while this card is in the GY: You can banish 1 other Zombie monster from your GY, and if you do, Special Summon this card.
<br>• If this card is Special Summoned from the GY: You can activate this effect; this turn, your monsters cannot be destroyed by battle.",0.75,1.28,19.99,1.15,1.09,1st Edition,HISU-EN032,Secret Rare,EARTH,Synchro/Effect Monster,Zombie,800,2100,,
180355,Prank-Kids Battle Butler,Prank Kids Battle Butler,https://tcgplayer-cdn.tcgplayer.com/product/180355_200w.jpg,2,2343,https://cpt.tcgcsv.com/79s2,2023-08-01T16:20:36.077,1,"""Prank-Kids Lampsies"" + ""Prank-Kids Dropsies"" + ""Prank-Kids Fansies""
<br>Must be Fusion Summoned. (Quick Effect): You can Tribute this card; destroy all monsters your opponent controls. If this card in your possession is sent to your GY by your opponent's card: You can target 1 non-Fusion Monster in your GY; Special Summon it. You can only use this effect of ""Prank-Kids Battle Butler"" once per turn.",0.34,0.99,19.99,0.49,1.97,1st Edition,HISU-EN019,Secret Rare,WIND,Fusion/Effect Monster,Thunder,3000,3000,,
180356,Prank-Kids Dodo-Doodle-Doo,Prank Kids Dodo Doodle Doo,https://tcgplayer-cdn.tcgplayer.com/product/180356_200w.jpg,2,2343,https://cpt.tcgcsv.com/89s2,2023-04-18T09:35:53.033,1,"2 ""Prank-Kids"" monsters
<br>If this card is Link Summoned: You can add 1 ""Prank-Kids"" Spell/Trap from your Deck to your hand. You can Tribute this card, then target 2 ""Prank-Kids"" cards with different names in your GY, except Link Monsters; add them to your hand. You can only use each effect of ""Prank-Kids Dodo-Dooddle-Doo"" once per turn.",0.48,1.22,29.98,0.81,0.76,1st Edition,HISU-EN020,Secret Rare,WIND,Link/Effect Monster,Thunder,2000,,2,Left;Bottom
180357,Prank-Kids Place,Prank Kids Place,https://tcgplayer-cdn.tcgplayer.com/product/180357_200w.jpg,2,2343,https://cpt.tcgcsv.com/99s2,2023-02-06T21:01:36.433,1,"When this card is activated: You can add 1 ""Prank-Kids"" monster from your deck to your hand. Once per turn, if you Fusion Summon a ""Prank-Kids"" Fusion Monster (except during the Damage Step): You can have all monsters you control gain 500 ATK (even if this card leaves the field). Once per turn, if you link Summon a ""Prank-Kids"" Link Monster (except during the Damage Step): You can have all monsters your opponent controls lose 500 ATK (even if this card leaves the field). You can only activate 1 ""Prank-Kids Place"" per turn.",0.85,3.03,25.0,1.46,0.85,1st Edition,HISU-EN023,Secret Rare,SPELL,Field Spell,,,,,
180358,Prank-Kids Rip-Roarin-Roaster,Prank Kids Rip Roarin Roaster,https://tcgplayer-cdn.tcgplayer.com/product/180358_200w.jpg,2,2343,https://cpt.tcgcsv.com/b9s2,2018-11-15T18:58:49.583,1,"2+ *Prank-Kids"" monsters
<br>Must be Link Summoned. (Quick Effect): You can Tribute this card; destroy all Spells and Traps your opponent controls. If this card in your possession is sent to your GY by your opponent's card: You can target 1 card in your GY, except a Link Monster; add it to your hand. You can only use this effect of ""Prank-Kids Rip-Roarin-Roaster"" once per turn.",0.06,1.07,11.0,0.98,0.92,1st Edition,HISU-EN022,Secret Rare,WATER,Link/Effect Monster,Aqua,3000,,4,Left;Bottom;Top;Right
180359,"Shafu, the Wheeled Mayakashi",Shafu the Wheeled Mayakashi,https://tcgplayer-cdn.tcgplayer.com/product/180359_200w.jpg,2,2343,https://cpt.tcgcsv.com/c9s2,2024-07-26T19:24:26.693,1,"If this card is Normal or Special Summoned: You can target 1 ""Mayakashi"" monster in your GY, except ""Shafu, the Wheeled Mayakashi""; Special Summon it in Defense Position, but negate its effects. You can only use this effect of ""Shafu, the Wheeled Mayakashi"" once per turn. You cannot Special Summon monsters from the Extra Deck, except ""Mayakashi"" monsters.",0.24,0.49,2.0,0.34,0.29,1st Edition,HISU-EN030,Secret Rare,EARTH,Effect Monster,Zombie,1200,400,,
180360,"Tengu, the Winged Mayakashi",Tengu the Winged Mayakashi,https://tcgplayer-cdn.tcgplayer.com/product/180360_200w.jpg,2,2343,https://cpt.tcgcsv.com/d9s2,2018-11-15T19:02:37.02,1,"1 Tuner + 1+non-Tuner monsters / You can only control 1 ""Tengu, the Winged Mayakashi"". You can only use each of these effects of ""Tengu, the Winged Mayakashi"" once per turn.
<br>• If a Synchro Monster in your possession whose original Level is 9 is destroyed by battle or an opponent's card effect while this card is in the GY; You can banish 1 other Zombie monster from your GY, and if you do, Special Summon this card.
<br>• If this card is Special Summoned from the GY: You can destroy 1 Spell/Trap card your opponent controls.",0.46,2.5,19.96,2.47,2.97,1st Edition,HISU-EN034,Secret Rare,WIND,Synchro/Effect Monster,Zombie,2600,1500,,
180361,"Yuki-Onna, the Ice Mayakashi",Yuki Onna the Ice Mayakashi,https://tcgplayer-cdn.tcgplayer.com/product/180361_200w.jpg,2,2343,https://cpt.tcgcsv.com/f9s2,2018-11-15T19:06:55.57,1,"2 ""Mayakashi"" monsters
<br>You can only control 1 ""Yuki-Onna, the Ice Mayakashi"". While this card points to a Synchro Monster(s), your opponent's monsters cannot target this card for attacks. If a Synchro Monster(s) in your possession is destroyed by battle or an opponent's card effect while this card is on the field: You can target 1 face-up monster on the field, its ATK/DEF become half its current ATK/DEF until the end of this turn. You can only use this effect of ""Yuki-Onna, the Ice Mayakashi"" once per turn.",1.5,2.33,19.99,2.55,5.65,1st Edition,HISU-EN037,Secret Rare,WATER,Link/Effect Monster,Zombie,1900,,2,Bottom-Right;Bottom-Left
180362,"Tsuchigumo, the Poisonous Mayakashi",Tsuchigumo the Poisonous Mayakashi,https://tcgplayer-cdn.tcgplayer.com/product/180362_200w.jpg,2,2343,https://cpt.tcgcsv.com/g9s2,2024-04-14T08:51:02.49,1,"1 Tuner + 1+non-Tuner monsters / You can only control 1 ""Tsuchigumo, the Poisonous Mayakashi"". You can only use each of these effects of ""Tsuchigumo, the Poisonous Mayakashi"" once per turn.
<br>• If a Synchro Monster in your possession whose original Level is 7 is destroyed by battle or an opponent's card effect while this card is in the GY: You can banish 1 other Zombie monster from your GY, and if you do, Special Summon this card.
<br>• If this card is Special Summoned from the GY: You can have each player send the top 3 cards from their Deck to the GY.",1.86,2.38,22.79,2.05,,1st Edition,HISU-EN033,Secret Rare,EARTH,Synchro/Effect Monster,Zombie,2000,1800,,
180363,"Yoko, the Graceful Mayakashi",Yoko the Graceful Mayakashi,https://tcgplayer-cdn.tcgplayer.com/product/180363_200w.jpg,2,2343,https://cpt.tcgcsv.com/h9s2,2018-11-15T19:06:45.233,1,"1 Tuner + 1+non-Tuner monsters / You can only control 1 ""Yoko, the Graceful Mayakashi"". You can only use each of these effects of ""Yoko, the Graceful Mayakashi once per turn.
<br>• If a Synchro Monster in your possession whose original Level is 11 is destroyed by battle or an opponent's card effect while this card is in the GY: You can banish 1 other Zombie monster from your GY, and if you do, Special Summon this card..
<br>• If this card is Special Summoned from the GY: You can destroy 1 monster your opponent controls.",3.35,4.87,18.99,4.17,4.64,1st Edition,HISU-EN035,Secret Rare,FIRE,Synchro/Effect Monster,Zombie,2900,2400,,
180440,Shiranui Spectralsword,Shiranui Spectralsword,https://tcgplayer-cdn.tcgplayer.com/product/180440_200w.jpg,2,2343,https://cpt.tcgcsv.com/Qbs2,2024-07-26T19:24:26.743,1,"If this card is in your Graveyard, except the turn this card was sent to the Graveyard: You can target 1 non-Tuner Zombie-Type monster in your Graveyard; banish both it and this card, and if you do, Special Summon 1 Zombie-Type Synchro Monster from your Extra Deck whose Level equals the total Levels those 2 monsters had. You can only use this effect of ""Shiranui Spectralsword"" once per turn.",0.15,0.39,1.46,0.27,0.2,1st Edition,HISU-EN041,Super Rare,FIRE,Tuner/Effect Monster,Zombie,800,0,,
