productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,extNumber,extRarity,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttribute,extMonsterType,extCardType,extAttack,extDefense
111671,Domain of the True Monarchs,Domain of the True Monarchs,https://tcgplayer-cdn.tcgplayer.com/product/111671_200w.jpg,2,1704,https://cpt.tcgcsv.com/rHV,2017-07-20T15:29:24.267,1,"While you have no cards in your Extra Deck and you are the only player that controls a Tribute Summoned monster, your opponent cannot Special Summon monsters from the Extra Deck. If a Tribute Summoned monster you control attacks an opponent's monster, it gains 800 ATK during damage calculation only. Once per turn: You can reduce the Level of 1 monster with 2800 ATK and 1000 DEF in your hand by 2 until the end of this turn (even after they are Summoned/Set, and even if this card leaves the field).",SR01-EN024,Common,0.12,0.35,5.0,0.2,,1st Edition,SPELL,,Normal Spell,,
111672,March of the Monarchs,March of the Monarchs,https://tcgplayer-cdn.tcgplayer.com/product/111672_200w.jpg,2,1704,https://cpt.tcgcsv.com/sHV,2017-07-20T15:31:19.4,1,"Tribute Summoned monsters you control cannot be targeted by, or destroyed by, card effects. You cannot Special Summon monsters from your Extra Deck.",SR01-EN025,Common,0.09,0.25,0.98,0.26,,Unlimited,SPELL,,Normal Spell,,
111672,March of the Monarchs,March of the Monarchs,https://tcgplayer-cdn.tcgplayer.com/product/111672_200w.jpg,2,1704,https://cpt.tcgcsv.com/sHV,2017-07-20T15:31:19.4,1,"Tribute Summoned monsters you control cannot be targeted by, or destroyed by, card effects. You cannot Special Summon monsters from your Extra Deck.",SR01-EN025,Common,0.1,0.35,1.49,0.36,,1st Edition,SPELL,,Normal Spell,,
111673,Return of the Monarchs,Return of the Monarchs,https://tcgplayer-cdn.tcgplayer.com/product/111673_200w.jpg,2,1704,https://cpt.tcgcsv.com/tHV,2023-06-27T12:06:39.123,1,"You cannot Special Summon monsters from the Extra Deck. When you Tribute Summon a monster: You can activate 1 of these effects;
<br><b>-</b> Add, from your Deck to your hand, 1 monster with 2400 ATK and 1000 DEF with a different name from that Tribute Summoned monster.
<br><b>-</b> Add, from your Deck to your hand, 1 monster with 2800 ATK and 1000 DEF with a different name from that Tribute Summoned monster.
The Tribute Summoned monster must be face-up on the field to activate and to resolve this effect. You can only activate this effect of ""Return of the Monarchs"" once per turn.",SR01-EN026,Common,0.95,1.69,7.98,1.33,,1st Edition,SPELL,,Normal Spell,,
111673,Return of the Monarchs,Return of the Monarchs,https://tcgplayer-cdn.tcgplayer.com/product/111673_200w.jpg,2,1704,https://cpt.tcgcsv.com/tHV,2023-06-27T12:06:39.123,1,"You cannot Special Summon monsters from the Extra Deck. When you Tribute Summon a monster: You can activate 1 of these effects;
<br><b>-</b> Add, from your Deck to your hand, 1 monster with 2400 ATK and 1000 DEF with a different name from that Tribute Summoned monster.
<br><b>-</b> Add, from your Deck to your hand, 1 monster with 2800 ATK and 1000 DEF with a different name from that Tribute Summoned monster.
The Tribute Summoned monster must be face-up on the field to activate and to resolve this effect. You can only activate this effect of ""Return of the Monarchs"" once per turn.",SR01-EN026,Common,0.98,2.0,3.27,0.97,,Unlimited,SPELL,,Normal Spell,,
111674,The Monarchs Stormforth,The Monarchs Stormforth,https://tcgplayer-cdn.tcgplayer.com/product/111674_200w.jpg,2,1704,https://cpt.tcgcsv.com/vHV,2017-07-20T15:32:46.17,1,"Once during this turn, if you would Tribute a monster(s) for a Tribute Summon, you can Tribute 1 monster your opponent controls as if you controlled it. You can only activate 1 ""The Monarchs Stormforth"" per turn. During the turn you activate this card, you cannot Special Summon monsters from the Extra Deck.",SR01-EN027,Common,0.16,0.3,1.53,0.22,,1st Edition,SPELL,,Normal Spell,,
111674,The Monarchs Stormforth,The Monarchs Stormforth,https://tcgplayer-cdn.tcgplayer.com/product/111674_200w.jpg,2,1704,https://cpt.tcgcsv.com/vHV,2017-07-20T15:32:46.17,1,"Once during this turn, if you would Tribute a monster(s) for a Tribute Summon, you can Tribute 1 monster your opponent controls as if you controlled it. You can only activate 1 ""The Monarchs Stormforth"" per turn. During the turn you activate this card, you cannot Special Summon monsters from the Extra Deck.",SR01-EN027,Common,0.16,0.28,1.0,0.19,,Unlimited,SPELL,,Normal Spell,,
111675,Strike of the Monarchs,Strike of the Monarchs,https://tcgplayer-cdn.tcgplayer.com/product/111675_200w.jpg,2,1704,https://cpt.tcgcsv.com/wHV,2017-07-20T15:32:18.67,1,"You can Tribute 1 face-up Level 5 or higher Normal Summoned/Set monster, then target 1 face-up card on the field; negate its effect until the end of this turn, then draw 1 card. During your Main Phase, if this card is in your Graveyard: You can banish this card, then declare 1 Attribute; all face-up monsters currently on the field become that Attribute until the end of this turn.",SR01-EN028,Common,0.1,0.25,1.49,0.16,,Unlimited,SPELL,,Normal Spell,,
111675,Strike of the Monarchs,Strike of the Monarchs,https://tcgplayer-cdn.tcgplayer.com/product/111675_200w.jpg,2,1704,https://cpt.tcgcsv.com/wHV,2017-07-20T15:32:18.67,1,"You can Tribute 1 face-up Level 5 or higher Normal Summoned/Set monster, then target 1 face-up card on the field; negate its effect until the end of this turn, then draw 1 card. During your Main Phase, if this card is in your Graveyard: You can banish this card, then declare 1 Attribute; all face-up monsters currently on the field become that Attribute until the end of this turn.",SR01-EN028,Common,0.11,0.25,1.46,0.16,,1st Edition,SPELL,,Normal Spell,,
111676,Tenacity of the Monarchs,Tenacity of the Monarchs,https://tcgplayer-cdn.tcgplayer.com/product/111676_200w.jpg,2,1704,https://cpt.tcgcsv.com/xHV,2017-07-20T15:32:23.123,1,"Reveal 1 monster in your hand with 2400 ATK & 1000 DEF, or 2800 ATK & 1000 DEF; add 1 ""Monarch"" Spell/Trap Card from your Deck to your hand, except ""Tenacity of the Monarchs"". You can only activate 1 ""Tenacity of the Monarchs"" per turn.",SR01-EN029,Common,1.28,3.87,17.99,5.82,,1st Edition,SPELL,,Normal Spell,,
111676,Tenacity of the Monarchs,Tenacity of the Monarchs,https://tcgplayer-cdn.tcgplayer.com/product/111676_200w.jpg,2,1704,https://cpt.tcgcsv.com/xHV,2017-07-20T15:32:23.123,1,"Reveal 1 monster in your hand with 2400 ATK & 1000 DEF, or 2800 ATK & 1000 DEF; add 1 ""Monarch"" Spell/Trap Card from your Deck to your hand, except ""Tenacity of the Monarchs"". You can only activate 1 ""Tenacity of the Monarchs"" per turn.",SR01-EN029,Common,2.23,3.0,6.99,3.88,,Unlimited,SPELL,,Normal Spell,,
111677,Soul Exchange,Soul Exchange,https://tcgplayer-cdn.tcgplayer.com/product/111677_200w.jpg,2,1704,https://cpt.tcgcsv.com/zHV,2017-07-20T15:32:14.973,1,"Target 1 monster your opponent controls; this turn, if you Tribute a monster, you must Tribute that monster, as if you controlled it. You cannot conduct your Battle Phase the turn you activate this card.",SR01-EN030,Common,0.19,0.25,1.48,0.23,,Unlimited,SPELL,,Normal Spell,,
111677,Soul Exchange,Soul Exchange,https://tcgplayer-cdn.tcgplayer.com/product/111677_200w.jpg,2,1704,https://cpt.tcgcsv.com/zHV,2017-07-20T15:32:14.973,1,"Target 1 monster your opponent controls; this turn, if you Tribute a monster, you must Tribute that monster, as if you controlled it. You cannot conduct your Battle Phase the turn you activate this card.",SR01-EN030,Common,0.15,0.25,1.49,0.22,,1st Edition,SPELL,,Normal Spell,,
111678,Enemy Controller,Enemy Controller,https://tcgplayer-cdn.tcgplayer.com/product/111678_200w.jpg,2,1704,https://cpt.tcgcsv.com/BHV,2017-07-20T15:30:13.35,1,"Activate 1 of these effects.
<br><b>-</b> Target 1 face-up monster your opponent controls; change that target's battle position.
<br><b>-</b> Tribute 1 monster, then target 1 face-up monster your opponent controls; take control of that target until the End Phase.",SR01-EN031,Common,0.09,0.25,1.49,0.15,,Unlimited,SPELL,,Normal Spell,,
111678,Enemy Controller,Enemy Controller,https://tcgplayer-cdn.tcgplayer.com/product/111678_200w.jpg,2,1704,https://cpt.tcgcsv.com/BHV,2017-07-20T15:30:13.35,1,"Activate 1 of these effects.
<br><b>-</b> Target 1 face-up monster your opponent controls; change that target's battle position.
<br><b>-</b> Tribute 1 monster, then target 1 face-up monster your opponent controls; take control of that target until the End Phase.",SR01-EN031,Common,0.05,0.25,1.99,0.19,,1st Edition,SPELL,,Normal Spell,,
111679,Dicephoon,Dicephoon,https://tcgplayer-cdn.tcgplayer.com/product/111679_200w.jpg,2,1704,https://cpt.tcgcsv.com/CHV,2017-07-20T15:29:04,1,"Roll a six-sided die. If the result is 2, 3, or 4, destroy 1 Spell/Trap Card on the field. If it is 5, destroy 2 Spell/Trap Cards on the field. If it is 1 or 6, you take 1000 damage.",SR01-EN032,Common,0.1,0.25,1.49,0.15,,1st Edition,SPELL,,Normal Spell,,
111679,Dicephoon,Dicephoon,https://tcgplayer-cdn.tcgplayer.com/product/111679_200w.jpg,2,1704,https://cpt.tcgcsv.com/CHV,2017-07-20T15:29:04,1,"Roll a six-sided die. If the result is 2, 3, or 4, destroy 1 Spell/Trap Card on the field. If it is 5, destroy 2 Spell/Trap Cards on the field. If it is 1 or 6, you take 1000 damage.",SR01-EN032,Common,0.1,0.23,0.98,0.17,,Unlimited,SPELL,,Normal Spell,,
111680,Soul Charge,Soul Charge,https://tcgplayer-cdn.tcgplayer.com/product/111680_200w.jpg,2,1704,https://cpt.tcgcsv.com/DHV,2017-07-20T15:32:12.237,1,"Target any number of monsters in your Graveyard; Special Summon them, and if you do, you lose 1000 Life Points for each monster Special Summoned by this effect. You cannot conduct your Battle Phase the turn you activate this card. You can only activate 1 ""Soul Charge"" per turn.",SR01-EN033,Common,0.28,0.7,3.98,0.45,,Unlimited,SPELL,,Normal Spell,,
111680,Soul Charge,Soul Charge,https://tcgplayer-cdn.tcgplayer.com/product/111680_200w.jpg,2,1704,https://cpt.tcgcsv.com/DHV,2017-07-20T15:32:12.237,1,"Target any number of monsters in your Graveyard; Special Summon them, and if you do, you lose 1000 Life Points for each monster Special Summoned by this effect. You cannot conduct your Battle Phase the turn you activate this card. You can only activate 1 ""Soul Charge"" per turn.",SR01-EN033,Common,0.29,0.56,6.26,0.56,,1st Edition,SPELL,,Normal Spell,,
111681,The Prime Monarch,The Prime Monarch,https://tcgplayer-cdn.tcgplayer.com/product/111681_200w.jpg,2,1704,https://cpt.tcgcsv.com/FHV,2017-07-20T15:32:50.297,1,"Once per turn: You can target 2 ""Monarch"" Spell/Trap Cards in your Graveyard; shuffle them into the Deck, then draw 1 card. If this card is in your Graveyard: You can banish 1 other ""Monarch"" Spell/Trap Card from your Graveyard; Special Summon this card in Defense Position as a Normal Monster (Fairy-Type/LIGHT/Level 5/ATK 1000/DEF 2400). (This card is NOT treated as a Trap Card.) You can only use this effect of ""The Prime Monarch"" once per turn.",SR01-EN034,Common,0.17,0.44,4.25,0.33,,1st Edition,TRAP,,Normal Trap,,
111681,The Prime Monarch,The Prime Monarch,https://tcgplayer-cdn.tcgplayer.com/product/111681_200w.jpg,2,1704,https://cpt.tcgcsv.com/FHV,2017-07-20T15:32:50.297,1,"Once per turn: You can target 2 ""Monarch"" Spell/Trap Cards in your Graveyard; shuffle them into the Deck, then draw 1 card. If this card is in your Graveyard: You can banish 1 other ""Monarch"" Spell/Trap Card from your Graveyard; Special Summon this card in Defense Position as a Normal Monster (Fairy-Type/LIGHT/Level 5/ATK 1000/DEF 2400). (This card is NOT treated as a Trap Card.) You can only use this effect of ""The Prime Monarch"" once per turn.",SR01-EN034,Common,0.22,0.43,3.29,0.41,,Unlimited,TRAP,,Normal Trap,,
111682,The First Monarch,The First Monarch,https://tcgplayer-cdn.tcgplayer.com/product/111682_200w.jpg,2,1704,https://cpt.tcgcsv.com/GHV,2017-07-20T15:32:36.193,1,"Special Summon this card as an Effect Monster (Fiend-Type/DARK/Level 6/ATK 1000/DEF 2400). (This card is also still a Trap Card.) If Summoned this way: You can discard 1 card, then declare 1 Attribute; this card becomes that Attribute, and can be treated as 2 Tributes for the Tribute Summon of a monster with the same Attribute as this card. While this card is treated as a monster, you cannot Special Summon monsters, except monsters with this card's Attribute.",SR01-EN035,Common,0.08,0.25,1.49,0.17,,1st Edition,TRAP,,Normal Trap,,
111682,The First Monarch,The First Monarch,https://tcgplayer-cdn.tcgplayer.com/product/111682_200w.jpg,2,1704,https://cpt.tcgcsv.com/GHV,2017-07-20T15:32:36.193,1,"Special Summon this card as an Effect Monster (Fiend-Type/DARK/Level 6/ATK 1000/DEF 2400). (This card is also still a Trap Card.) If Summoned this way: You can discard 1 card, then declare 1 Attribute; this card becomes that Attribute, and can be treated as 2 Tributes for the Tribute Summon of a monster with the same Attribute as this card. While this card is treated as a monster, you cannot Special Summon monsters, except monsters with this card's Attribute.",SR01-EN035,Common,0.1,0.23,1.49,0.15,,Unlimited,TRAP,,Normal Trap,,
111683,Escalation of the Monarchs,Escalation of the Monarchs,https://tcgplayer-cdn.tcgplayer.com/product/111683_200w.jpg,2,1704,https://cpt.tcgcsv.com/HHV,2017-07-20T15:30:20.117,1,"Once per turn, during your opponent's Main Phase or your opponent's Battle Phase, you can: Immediately after this effect resolves, Tribute Summon 1 monster.",SR01-EN036,Common,0.24,0.47,1.98,0.38,,1st Edition,TRAP,,Normal Trap,,
111683,Escalation of the Monarchs,Escalation of the Monarchs,https://tcgplayer-cdn.tcgplayer.com/product/111683_200w.jpg,2,1704,https://cpt.tcgcsv.com/HHV,2017-07-20T15:30:20.117,1,"Once per turn, during your opponent's Main Phase or your opponent's Battle Phase, you can: Immediately after this effect resolves, Tribute Summon 1 monster.",SR01-EN036,Common,0.26,0.4,1.61,0.38,,Unlimited,TRAP,,Normal Trap,,
111684,The Monarchs Awaken,The Monarchs Awaken,https://tcgplayer-cdn.tcgplayer.com/product/111684_200w.jpg,2,1704,https://cpt.tcgcsv.com/JHV,2017-07-20T15:32:39.037,1,"If you have no cards in your Extra Deck: Target 1 face-up Tribute Summoned monster you control; its effects are negated, also it is unaffected by the effects of cards other than this card.",SR01-EN037,Common,0.06,0.24,1.49,0.16,,Unlimited,TRAP,,Normal Trap,,
111684,The Monarchs Awaken,The Monarchs Awaken,https://tcgplayer-cdn.tcgplayer.com/product/111684_200w.jpg,2,1704,https://cpt.tcgcsv.com/JHV,2017-07-20T15:32:39.037,1,"If you have no cards in your Extra Deck: Target 1 face-up Tribute Summoned monster you control; its effects are negated, also it is unaffected by the effects of cards other than this card.",SR01-EN037,Common,0.08,0.25,1.39,0.15,,1st Edition,TRAP,,Normal Trap,,
111685,The Monarchs Erupt,The Monarchs Erupt,https://tcgplayer-cdn.tcgplayer.com/product/111685_200w.jpg,2,1704,https://cpt.tcgcsv.com/KHV,2017-07-20T15:32:42.847,1,"Activate this card only if you have no cards in your Extra Deck and control a Tribute Summoned monster. Negate the effects of all face-up monsters on the field, except Tribute Summoned monsters'. During your End Phase, if you control no Tribute Summoned monsters, send this card to the Graveyard.",SR01-EN038,Common,0.16,0.46,4.99,0.35,,1st Edition,TRAP,,Normal Trap,,
111685,The Monarchs Erupt,The Monarchs Erupt,https://tcgplayer-cdn.tcgplayer.com/product/111685_200w.jpg,2,1704,https://cpt.tcgcsv.com/KHV,2017-07-20T15:32:42.847,1,"Activate this card only if you have no cards in your Extra Deck and control a Tribute Summoned monster. Negate the effects of all face-up monsters on the field, except Tribute Summoned monsters'. During your End Phase, if you control no Tribute Summoned monsters, send this card to the Graveyard.",SR01-EN038,Common,0.2,0.45,2.99,0.28,,Unlimited,TRAP,,Normal Trap,,
111686,By Order of the Emperor,By Order of the Emperor,https://tcgplayer-cdn.tcgplayer.com/product/111686_200w.jpg,2,1704,https://cpt.tcgcsv.com/LHV,2017-07-20T15:28:43.417,1,"You can choose to negate the activation of an Effect Monster's effect that activates when a monster is Normal Summoned (including itself). If you do, that Effect Monster's controller draws 1 card.",SR01-EN039,Common,0.03,0.25,1.49,0.13,,1st Edition,TRAP,,Normal Trap,,
111686,By Order of the Emperor,By Order of the Emperor,https://tcgplayer-cdn.tcgplayer.com/product/111686_200w.jpg,2,1704,https://cpt.tcgcsv.com/LHV,2017-07-20T15:28:43.417,1,"You can choose to negate the activation of an Effect Monster's effect that activates when a monster is Normal Summoned (including itself). If you do, that Effect Monster's controller draws 1 card.",SR01-EN039,Common,0.05,0.2,1.49,0.18,,Unlimited,TRAP,,Normal Trap,,
111687,Pinpoint Guard,Pinpoint Guard,https://tcgplayer-cdn.tcgplayer.com/product/111687_200w.jpg,2,1704,https://cpt.tcgcsv.com/MHV,2017-07-20T15:31:46.553,1,When an opponent's monster declares an attack: Target 1 Level 4 or lower monster in your Graveyard; Special Summon it in Defense Position. It cannot be destroyed by battle or by card effects this turn.,SR01-EN040,Common,0.1,0.24,1.49,0.17,,Unlimited,TRAP,,Normal Trap,,
111687,Pinpoint Guard,Pinpoint Guard,https://tcgplayer-cdn.tcgplayer.com/product/111687_200w.jpg,2,1704,https://cpt.tcgcsv.com/MHV,2017-07-20T15:31:46.553,1,When an opponent's monster declares an attack: Target 1 Level 4 or lower monster in your Graveyard; Special Summon it in Defense Position. It cannot be destroyed by battle or by card effects this turn.,SR01-EN040,Common,0.05,0.25,1.0,0.14,,1st Edition,TRAP,,Normal Trap,,
111689,Lucius the Shadow Vassal,Lucius the Shadow Vassal,https://tcgplayer-cdn.tcgplayer.com/product/111689_200w.jpg,2,1704,https://cpt.tcgcsv.com/PHV,2017-07-20T15:31:02.34,1,"You can banish 1 Level 5 or higher monster from your Graveyard; Special Summon this card from your hand, also you cannot Special Summon monsters from the Extra Deck for the rest of this turn. If this card is Tributed for a Tribute Summon: You can look at all Set cards your opponent controls. Your opponent cannot activate cards or effects in response to this effect's activation. You can only use each effect of ""Lucius the Shadow Vassal"" once per turn.",SR01-EN010,Common,0.12,0.25,1.46,0.21,,1st Edition,DARK,Fiend,Effect Monster,800,1000
111689,Lucius the Shadow Vassal,Lucius the Shadow Vassal,https://tcgplayer-cdn.tcgplayer.com/product/111689_200w.jpg,2,1704,https://cpt.tcgcsv.com/PHV,2017-07-20T15:31:02.34,1,"You can banish 1 Level 5 or higher monster from your Graveyard; Special Summon this card from your hand, also you cannot Special Summon monsters from the Extra Deck for the rest of this turn. If this card is Tributed for a Tribute Summon: You can look at all Set cards your opponent controls. Your opponent cannot activate cards or effects in response to this effect's activation. You can only use each effect of ""Lucius the Shadow Vassal"" once per turn.",SR01-EN010,Common,0.1,0.22,1.49,0.17,,Unlimited,DARK,Fiend,Effect Monster,800,1000
127169,Emperor of Darkness Display [1st Edition],Emperor of Darkness Display 1st Edition,https://tcgplayer-cdn.tcgplayer.com/product/127169_200w.jpg,2,1704,https://cpt.tcgcsv.com/pT02,2021-12-11T00:15:42.617,1,"Each Emperor of Darkness Structure Deck contains 8 Structure Decks. Each Structure Deck contains:
<br>
<br><strong>•</strong> 1 Preconstructed Deck of 41 cards:
<br>• 2 Ultra Rares
<br>• 3 Super Rares
<br>• 36 Commons
<br><strong>•</strong> 1 Common Token
<br><strong>•</strong> 1 Beginner's Guide
<br><strong>•</strong> 1 Double-sided Playmat/Dueling Guide",,,,,,,,,,,,,
