productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extCardType,extMonsterType,extAttack,extDefense
183161,Special Schedule,Special Schedule,https://tcgplayer-cdn.tcgplayer.com/product/183161_200w.jpg,2,2365,https://cpt.tcgcsv.com/fht2,2019-01-11T15:48:50.42,1,"Target 1 Machine-Type monster in your Graveyard with 3000 or more ATK; Special Summon that target in face-up Defense Position. You can only activate 1 ""Special Schedule"" per turn. If this Set card is sent from the field to the Graveyard: You can target 1 Level 10 Machine-Type monster in your Graveyard; add that target to your hand.",,0.05,0.23,1.39,0.17,0.12,1st Edition,LED4-EN044,Common,SPELL,Normal Spell,,,
183162,Lunalight Sabre Dancer,Lunalight Sabre Dancer,https://tcgplayer-cdn.tcgplayer.com/product/183162_200w.jpg,2,2365,https://cpt.tcgcsv.com/ght2,2019-01-11T15:40:47.54,1,"3 ""Lunalight"" monsters
<br>Must be Fusion Summoned. Your opponent cannot target this card with card effects. Gains 200 ATK for each Beast-Warrior monster that is banished and in the GYs. During your Main Phase, except during the turn this card was sent to the GY: You can banish this card from your GY, then target 1 Fusion Monster you control; it gains 3000 ATK until the end of this turn. You can only use this effect of ""Lunalight Sabre Dancer"" once per turn.",,5.99,7.8,17.77,6.84,,1st Edition,LED4-EN045,Super Rare,DARK,Fusion/Effect Monster,Beast-Warrior,3000,2600
183163,Lunalight Emerald Bird,Lunalight Emerald Bird,https://tcgplayer-cdn.tcgplayer.com/product/183163_200w.jpg,2,2365,https://cpt.tcgcsv.com/hht2,2024-08-12T19:53:56.483,1,"If this card is Normal or Special Summoned: You can send 1 “Lunalight” card from your hand to the GY, and if you do, draw 1 card. If this card is sent to the GY by a card effect: You can target 1 of your Level 4 or lower ""Lunalight"" monsters that is banished or in your GY, except ""Lunalight Emerald Bird""; Special Summon it in Defense Position, but its effects are negated. You can only use each effect of ""Lunalight Emerald Bird"" once per turn.",,0.51,0.79,2.03,0.73,0.67,1st Edition,LED4-EN046,Rare,DARK,Effect Monster,Beast-Warrior,1200,1000
183164,Lunalight Yellow Marten,Lunalight Yellow Marten,https://tcgplayer-cdn.tcgplayer.com/product/183164_200w.jpg,2,2365,https://cpt.tcgcsv.com/jht2,2024-08-12T19:53:56.54,1,"If this card is in your hand or GY: You can target 1 “Lunalight” card you control, except “Lunalight Yellow Marten”; return that card to the hand, and if you do, Special Summon this card in Defense Position, but banish it when it leaves the field. If this card is sent to the GY by a card effect: You can add 1 “Lunalight” Spell/Trap from your Deck to your hand. You can only use each effect of ""Lunalight Yellow Marten"" once per turn.",,0.04,1.0,2.17,0.73,1.17,1st Edition,LED4-EN047,Rare,DARK,Effect Monster,Beast-Warrior,800,2000
183165,Lunalight Fusion,Lunalight Fusion,https://tcgplayer-cdn.tcgplayer.com/product/183165_200w.jpg,2,2365,https://cpt.tcgcsv.com/kht2,2019-01-12T13:12:57.683,1,"Fusion Summon 1 “Lunalight” Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material. If your opponent controls a monster that was Special Summoned from the Extra Deck, you can also use 1 “Lunalight” monster in your Deck or Extra Deck as Fusion Material. You can only activate 1 ""Lunalight Fusion"" per turn.",,3.6,11.45,16.98,6.04,,1st Edition,LED4-EN048,Super Rare,SPELL,Normal Spell,,,
183166,Lunalight Serenade Dance,Lunalight Serenade Dance,https://tcgplayer-cdn.tcgplayer.com/product/183166_200w.jpg,2,2365,https://cpt.tcgcsv.com/lht2,2019-11-04T13:58:38.15,1,"When a Fusion Monster is Special Summoned to your field: you can target that monster, Special Summon 1 “Lunalight Token” (Beast-Warrior/DARK/Level 4/ATK 2000/DEF 2000) to your opponent field, and the target monster gains 500 ATK for each monster your opponent controls. During your Main Phase: You can banish this card from your GY; Send 1 card from your hand to the GY, and Special Summon 1 “Lunalight” monster from your Deck. You can only use this effect of “Lunalight Serenade Dance” once per turn.",,3.48,5.0,14.53,4.53,,1st Edition,LED4-EN049,Super Rare,TRAP,Continuous Trap,,,
183167,Lunalight Blue Cat,Lunalight Blue Cat,https://tcgplayer-cdn.tcgplayer.com/product/183167_200w.jpg,2,2365,https://cpt.tcgcsv.com/mht2,2024-08-12T19:53:56.573,1,"If this card is Special Summoned: You can target 1 ""Lunalight"" monster you control, except ""Lunalight Blue Cat""; its ATK becomes double its original ATK until the end of this turn. You can only use this effect of ""Lunalight Blue Cat"" once per turn. If this card on the field is destroyed by battle or card effect: You can Special Summon 1 ""Lunalight"" monster from your Deck.",,0.17,0.33,1.51,0.31,0.21,1st Edition,LED4-EN050,Common,DARK,Effect Monster,Beast-Warrior,1600,1200
183168,Lunalight Kaleido Chick,Lunalight Kaleido Chick,https://tcgplayer-cdn.tcgplayer.com/product/183168_200w.jpg,2,2365,https://cpt.tcgcsv.com/nht2,2024-08-12T19:53:56.643,1,"Once per turn: You can send 1 ""Lunalight"" monster from your Deck or Extra Deck to the GY; the name of this face-up card on the field can be treated as the sent monster's, if used as Fusion Material this turn. If this card is sent to the GY by a card effect: You can target 1 ""Polymerization"" in your GY; add it to your hand. You can only use this effect of ""Lunalight Kaleido Chick"" once per turn. If this card is banished: You can activate this effect; this turn, your opponent's cards and effects cannot be activated during the Battle Phase.",,0.18,0.49,1.42,0.38,,1st Edition,LED4-EN051,Common,DARK,Effect Monster,Beast-Warrior,1400,800
183169,Lunalight Cat Dancer,Lunalight Cat Dancer,https://tcgplayer-cdn.tcgplayer.com/product/183169_200w.jpg,2,2365,https://cpt.tcgcsv.com/pht2,2025-06-04T10:16:48.303,1,"2 ""Lunalight"" monsters
<br>Cannot be destroyed by battle. Once per turn, during your Main Phase 1: You can Tribute 1 other ""Lunalight"" monster; for the rest of this turn, the first time each monster your opponent controls would be destroyed by battle, it is not destroyed, also this card can attack all monsters your opponent controls, twice each, this turn. If this card declares an attack: Inflict 100 damage to your opponent.",,0.25,0.51,1.65,0.49,0.46,1st Edition,LED4-EN052,Common,DARK,Fusion/Effect Monster,Beast-Warrior,2400,2000
183170,Lunalight Panther Dancer,Lunalight Panther Dancer,https://tcgplayer-cdn.tcgplayer.com/product/183170_200w.jpg,2,2365,https://cpt.tcgcsv.com/qht2,2024-08-12T19:53:56.737,1,"""Lunalight Cat Dancer"" + 1 ""Lunalight"" monster
<br>Must first be Fusion Summoned with the above Fusion Materials. Cannot be destroyed by your opponent's card effects. Once per turn, during your Main Phase 1: You can activate this effect; for the rest of this turn, the first time each monster your opponent controls would be destroyed by battle, it is not destroyed, also this card can attack all monsters your opponent controls, twice each, this turn. When this card destroys an opponent's monster by battle: This card gains 200 ATK until the end of the Battle Phase.",,0.6,0.83,2.1,0.8,,1st Edition,LED4-EN053,Common,DARK,Fusion/Effect Monster,Beast-Warrior,2800,2500
183171,Lunalight Leo Dancer,Lunalight Leo Dancer,https://tcgplayer-cdn.tcgplayer.com/product/183171_200w.jpg,2,2365,https://cpt.tcgcsv.com/rht2,2024-08-12T19:53:56.86,1,"""Lunalight Panther Dancer"" + 2 ""Lunalight"" monsters
<br>Must be Fusion Summoned with the above Fusion Materials and cannot be Special Summoned by other ways. Cannot be targeted, or destroyed by, your opponent's card effects. This card can make a second attack during each Battle Phase. Once per turn, at the end of the Damage Step, if this card attacked a monster: You can destroy all Special Summoned monsters your opponent controls.",,0.1,0.28,1.49,0.26,,1st Edition,LED4-EN054,Common,DARK,Fusion/Effect Monster,Beast-Warrior,3500,3000
183172,Luna Light Perfume,Luna Light Perfume,https://tcgplayer-cdn.tcgplayer.com/product/183172_200w.jpg,2,2365,https://cpt.tcgcsv.com/sht2,2024-08-12T19:53:56.907,1,"Target 1 ""Lunalight"" monster in your Graveyard; Special Summon it. You can banish this card from your Graveyard, then discard 1 card; add 1 ""Lunalight"" monster from your Deck to your hand.",,0.09,0.41,1.49,0.36,,1st Edition,LED4-EN055,Common,SPELL,Normal Spell,,,
