productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,extLinkRating,extLinkArrows,extUPC
166332,Elementsaber Molehu,Elementsaber Molehu,https://tcgplayer-cdn.tcgplayer.com/product/166332_200w.jpg,2,2212,https://cpt.tcgcsv.com/Gxl2,2018-06-14T19:37:20.597,1,"Once per turn (Quick Effect): You can send 1 ""Elementsaber"" monster from your hand to the GY, then target 1 face-up monster on the field; change it to face-down Defense Position. Once per turn, if this card is in your GY: You can declare 1 Attribute; this card in the GY becomes that Attribute until the end of this turn.",0.24,0.75,5.0,0.69,,1st Edition,FLOD-EN024,Ultra Rare,DARK,Warrior,Effect Monster,1900,0,,,
166332,Elementsaber Molehu,Elementsaber Molehu,https://tcgplayer-cdn.tcgplayer.com/product/166332_200w.jpg,2,2212,https://cpt.tcgcsv.com/Gxl2,2018-06-14T19:37:20.597,1,"Once per turn (Quick Effect): You can send 1 ""Elementsaber"" monster from your hand to the GY, then target 1 face-up monster on the field; change it to face-down Defense Position. Once per turn, if this card is in your GY: You can declare 1 Attribute; this card in the GY becomes that Attribute until the end of this turn.",0.2,0.54,4.98,0.52,,Unlimited,FLOD-EN024,Ultra Rare,DARK,Warrior,Effect Monster,1900,0,,,
166333,Elementsaber Lapauila Mana,Elementsaber Lapauila Mana,https://tcgplayer-cdn.tcgplayer.com/product/166333_200w.jpg,2,2212,https://cpt.tcgcsv.com/Hxl2,2024-07-26T18:49:53.447,1,"You can send 2 other monsters from your hand to the GY; Special Summon this card from your hand. You can only use this effect of ""Elementsaber Lapauila Mana"" once per turn. Apply the appropriate effects to ""Elementsaber"" and ""Elemental Lord"" monsters you control, depending on the original Attributes of the ""Elementsaber"" monsters sent to the GY to activate this card's effect.
<br>• EARTH or WIND: They cannot be destroyed by battle.
<br>• WATER or FIRE: They cannot be destroyed by card effects.
<br>• LIGHT or DARK: Your opponent cannot target them with card effects.",0.02,0.25,1.49,0.16,,Unlimited,FLOD-EN025,Super Rare,LIGHT,Warrior,Effect Monster,2400,2100,,,
166333,Elementsaber Lapauila Mana,Elementsaber Lapauila Mana,https://tcgplayer-cdn.tcgplayer.com/product/166333_200w.jpg,2,2212,https://cpt.tcgcsv.com/Hxl2,2024-07-26T18:49:53.447,1,"You can send 2 other monsters from your hand to the GY; Special Summon this card from your hand. You can only use this effect of ""Elementsaber Lapauila Mana"" once per turn. Apply the appropriate effects to ""Elementsaber"" and ""Elemental Lord"" monsters you control, depending on the original Attributes of the ""Elementsaber"" monsters sent to the GY to activate this card's effect.
<br>• EARTH or WIND: They cannot be destroyed by battle.
<br>• WATER or FIRE: They cannot be destroyed by card effects.
<br>• LIGHT or DARK: Your opponent cannot target them with card effects.",0.01,0.3,1.99,0.2,0.06,1st Edition,FLOD-EN025,Super Rare,LIGHT,Warrior,Effect Monster,2400,2100,,,
166334,Phosphorage the Elemental Lord,Phosphorage the Elemental Lord,https://tcgplayer-cdn.tcgplayer.com/product/166334_200w.jpg,2,2212,https://cpt.tcgcsv.com/Jxl2,2024-07-26T18:49:53.48,1,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by having exactly 5 LIGHT monsters in your GY. When this card is Special Summoned: You can destroy all monsters your opponent controls. You can only use this effect of ""Forceaurage the Elemental Lord"" once per turn. If this face-up card leaves the field, skip the Battle Phase of your next turn.",0.07,0.25,1.49,0.16,,Unlimited,FLOD-EN026,Super Rare,LIGHT,Fairy,Effect Monster,2800,2200,,,
166334,Phosphorage the Elemental Lord,Phosphorage the Elemental Lord,https://tcgplayer-cdn.tcgplayer.com/product/166334_200w.jpg,2,2212,https://cpt.tcgcsv.com/Jxl2,2024-07-26T18:49:53.48,1,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by having exactly 5 LIGHT monsters in your GY. When this card is Special Summoned: You can destroy all monsters your opponent controls. You can only use this effect of ""Forceaurage the Elemental Lord"" once per turn. If this face-up card leaves the field, skip the Battle Phase of your next turn.",0.05,0.25,1.99,0.12,,1st Edition,FLOD-EN026,Super Rare,LIGHT,Fairy,Effect Monster,2800,2200,,,
166335,Batteryman Solar,Batteryman Solar,https://tcgplayer-cdn.tcgplayer.com/product/166335_200w.jpg,2,2212,https://cpt.tcgcsv.com/Kxl2,2024-07-26T18:49:53.513,1,"If this card is Normal or Special Summoned: You can send 1 Thunder monster from your Deck to the GY. If a Thunder monster(s) is Normal or Special Summoned: Special Summon 1 ""Batteryman Token"" (Thunder/LIGHT/Level 1/ATK 0/DEF 0). You can target 1 Effect Monster you control or in your GY whose original name includes ""Batteryman""; until the End Phase, this card's name becomes that monster's original name. You can only use each effect of ""Solar Batteryman"" once per turn.",0.25,0.65,1.75,0.46,,Unlimited,FLOD-EN027,Common,LIGHT,Thunder,Effect Monster,1500,1500,,,
166335,Batteryman Solar,Batteryman Solar,https://tcgplayer-cdn.tcgplayer.com/product/166335_200w.jpg,2,2212,https://cpt.tcgcsv.com/Kxl2,2024-07-26T18:49:53.513,1,"If this card is Normal or Special Summoned: You can send 1 Thunder monster from your Deck to the GY. If a Thunder monster(s) is Normal or Special Summoned: Special Summon 1 ""Batteryman Token"" (Thunder/LIGHT/Level 1/ATK 0/DEF 0). You can target 1 Effect Monster you control or in your GY whose original name includes ""Batteryman""; until the End Phase, this card's name becomes that monster's original name. You can only use each effect of ""Solar Batteryman"" once per turn.",0.35,0.57,2.15,0.51,0.5,1st Edition,FLOD-EN027,Common,LIGHT,Thunder,Effect Monster,1500,1500,,,
166336,Watch Cat,Watch Cat,https://tcgplayer-cdn.tcgplayer.com/product/166336_200w.jpg,2,2212,https://cpt.tcgcsv.com/Lxl2,2024-07-26T18:49:53.543,1,"If you control no monsters: You can Special Summon this card from your hand. During your End Phase, if this card was Special Summoned this turn: You can banish this card; Set 1 Continuous Spell directly from your Deck to your Spell & Trap Zone. You can only use each effect of ""Watch Cat"" once per turn.",0.05,0.23,1.49,0.11,,Unlimited,FLOD-EN028,Common,EARTH,,Effect Monster,0,1800,,,
166336,Watch Cat,Watch Cat,https://tcgplayer-cdn.tcgplayer.com/product/166336_200w.jpg,2,2212,https://cpt.tcgcsv.com/Lxl2,2024-07-26T18:49:53.543,1,"If you control no monsters: You can Special Summon this card from your hand. During your End Phase, if this card was Special Summoned this turn: You can banish this card; Set 1 Continuous Spell directly from your Deck to your Spell & Trap Zone. You can only use each effect of ""Watch Cat"" once per turn.",0.05,0.25,1.36,0.2,,1st Edition,FLOD-EN028,Common,EARTH,,Effect Monster,0,1800,,,
166337,Trancefamiliar,Trancefamiliar,https://tcgplayer-cdn.tcgplayer.com/product/166337_200w.jpg,2,2212,https://cpt.tcgcsv.com/Mxl2,2018-06-14T19:39:04.493,1,Once per turn: You can target 1 monster you control; move that monster you control to another of your Main Monster Zones.,0.01,0.2,1.0,0.06,,1st Edition,FLOD-EN029,Common,DARK,Psychic,Effect Monster,0,0,,,
166337,Trancefamiliar,Trancefamiliar,https://tcgplayer-cdn.tcgplayer.com/product/166337_200w.jpg,2,2212,https://cpt.tcgcsv.com/Mxl2,2018-06-14T19:39:04.493,1,Once per turn: You can target 1 monster you control; move that monster you control to another of your Main Monster Zones.,0.01,0.15,1.49,0.06,,Unlimited,FLOD-EN029,Common,DARK,Psychic,Effect Monster,0,0,,,
166338,Three Trolling Trolls,Three Trolling Trolls,https://tcgplayer-cdn.tcgplayer.com/product/166338_200w.jpg,2,2212,https://cpt.tcgcsv.com/Nxl2,2018-06-14T19:39:27.11,1,"If this card is Normal or Special Summoned: You can target 1 Beast-Warrior monster in your GY; the Attribute and Level of this card become the same as that monster's, until the end of this turn. During your Main Phase: You can Special Summon 1 Beast-Warrior monster from your hand with the same Attribute and Level as this card. You can only use each effect of ""Three Trolling Trolls"" once per turn. You cannot Special Summon monsters the turn you activate either of this card's effects, except Beast-Warrior monsters.",0.01,0.15,1.49,0.06,0.05,Unlimited,FLOD-EN030,Common,WATER,Beast-Warrior,Tuner/Effect Monster,1000,1000,,,
166338,Three Trolling Trolls,Three Trolling Trolls,https://tcgplayer-cdn.tcgplayer.com/product/166338_200w.jpg,2,2212,https://cpt.tcgcsv.com/Nxl2,2018-06-14T19:39:27.11,1,"If this card is Normal or Special Summoned: You can target 1 Beast-Warrior monster in your GY; the Attribute and Level of this card become the same as that monster's, until the end of this turn. During your Main Phase: You can Special Summon 1 Beast-Warrior monster from your hand with the same Attribute and Level as this card. You can only use each effect of ""Three Trolling Trolls"" once per turn. You cannot Special Summon monsters the turn you activate either of this card's effects, except Beast-Warrior monsters.",0.01,0.2,1.31,0.12,0.09,1st Edition,FLOD-EN030,Common,WATER,Beast-Warrior,Tuner/Effect Monster,1000,1000,,,
166339,Yajiro Invader,Yajiro Invader,https://tcgplayer-cdn.tcgplayer.com/product/166339_200w.jpg,2,2212,https://cpt.tcgcsv.com/Pxl2,2018-06-14T19:39:46.487,1,"If this card is Normal or Special Summoned to a Main Monster Zone other than the middle one, destroy this card. Once per turn: You can move this card to an adjacent unused Main Monster Zone. Each time exactly 1 monster is Normal or Special Summoned to your opponent's field: If that opponent's monster is currently not in this card's column, move this card to the adjacent Main Monster Zone closer to that opponent's monster's column, then destroy all other cards in the column this card was moved in.",0.01,0.2,1.35,0.12,,1st Edition,FLOD-EN031,Common,DARK,Reptile,Effect Monster,2200,0,,,
166339,Yajiro Invader,Yajiro Invader,https://tcgplayer-cdn.tcgplayer.com/product/166339_200w.jpg,2,2212,https://cpt.tcgcsv.com/Pxl2,2018-06-14T19:39:46.487,1,"If this card is Normal or Special Summoned to a Main Monster Zone other than the middle one, destroy this card. Once per turn: You can move this card to an adjacent unused Main Monster Zone. Each time exactly 1 monster is Normal or Special Summoned to your opponent's field: If that opponent's monster is currently not in this card's column, move this card to the adjacent Main Monster Zone closer to that opponent's monster's column, then destroy all other cards in the column this card was moved in.",0.02,0.17,1.49,0.16,,Unlimited,FLOD-EN031,Common,DARK,Reptile,Effect Monster,2200,0,,,
166340,Iron Dragon Tiamaton,Iron Dragon Tiamaton,https://tcgplayer-cdn.tcgplayer.com/product/166340_200w.jpg,2,2212,https://cpt.tcgcsv.com/Qxl2,2018-06-14T19:40:11.62,1,"Cannot be Normal Summoned/Set. Must be Special Summoned by its own effect. If 3 or more cards are in the same column (Quick Effect): You can Special Summon this card from your hand. You can only use this effect of ""Iron Dragon Tiamaton"" once per turn. If this card is Special Summoned: Destroy all other cards in this card's column. Unused zones in this card's column cannot be used.",0.2,0.59,6.98,0.28,,Unlimited,FLOD-EN032,Ultra Rare,DARK,Dragon,Effect Monster,2000,0,,,
166340,Iron Dragon Tiamaton,Iron Dragon Tiamaton,https://tcgplayer-cdn.tcgplayer.com/product/166340_200w.jpg,2,2212,https://cpt.tcgcsv.com/Qxl2,2018-06-14T19:40:11.62,1,"Cannot be Normal Summoned/Set. Must be Special Summoned by its own effect. If 3 or more cards are in the same column (Quick Effect): You can Special Summon this card from your hand. You can only use this effect of ""Iron Dragon Tiamaton"" once per turn. If this card is Special Summoned: Destroy all other cards in this card's column. Unused zones in this card's column cannot be used.",0.11,0.5,4.0,0.41,,1st Edition,FLOD-EN032,Ultra Rare,DARK,Dragon,Effect Monster,2000,0,,,
166341,Ghost Belle & Haunted Mansion,Ghost Belle and Haunted Mansion,https://tcgplayer-cdn.tcgplayer.com/product/166341_200w.jpg,2,2212,https://cpt.tcgcsv.com/Rxl2,2024-06-24T10:21:25.907,1,"When a card or effect is activated that includes any of these effects (Quick Effect): You can discard this card; negate the activation.
<br>• Add a card from the GY to the hand, Deck, or Extra Deck.
<br>• Special Summon from the GY.
<br>• Banish a card from the GY.
<br>You can only use this effect of ""Ghost Belle & Haunted Mansion"" once per turn.",10.19,17.5,70.0,12.36,11.72,1st Edition,FLOD-EN033,Secret Rare,EARTH,Zombie,Tuner/Effect Monster,0,1800,,,
166341,Ghost Belle & Haunted Mansion,Ghost Belle and Haunted Mansion,https://tcgplayer-cdn.tcgplayer.com/product/166341_200w.jpg,2,2212,https://cpt.tcgcsv.com/Rxl2,2024-06-24T10:21:25.907,1,"When a card or effect is activated that includes any of these effects (Quick Effect): You can discard this card; negate the activation.
<br>• Add a card from the GY to the hand, Deck, or Extra Deck.
<br>• Special Summon from the GY.
<br>• Banish a card from the GY.
<br>You can only use this effect of ""Ghost Belle & Haunted Mansion"" once per turn.",7.08,17.02,109.99,6.14,,Unlimited,FLOD-EN033,Secret Rare,EARTH,Zombie,Tuner/Effect Monster,0,1800,,,
166342,Red Hared Hasty Horse,Red Hared Hasty Horse,https://tcgplayer-cdn.tcgplayer.com/product/166342_200w.jpg,2,2212,https://cpt.tcgcsv.com/Sxl2,2024-07-26T18:49:53.59,1,"If a column has no cards in it, you can Special Summon this card (from your hand) to that column in Attack Position. You can only Special Summon ""Rapid Red Hared Mare"" once per turn this way. If another card is placed in this card's column: Destroy this card. Once per turn: You can halve this card's original ATK for the rest of this turn, but it can attack directly this turn.",0.25,0.5,1.75,0.37,,Unlimited,FLOD-EN034,Common,WIND,,Effect Monster,2000,1800,,,
166342,Red Hared Hasty Horse,Red Hared Hasty Horse,https://tcgplayer-cdn.tcgplayer.com/product/166342_200w.jpg,2,2212,https://cpt.tcgcsv.com/Sxl2,2024-07-26T18:49:53.59,1,"If a column has no cards in it, you can Special Summon this card (from your hand) to that column in Attack Position. You can only Special Summon ""Rapid Red Hared Mare"" once per turn this way. If another card is placed in this card's column: Destroy this card. Once per turn: You can halve this card's original ATK for the rest of this turn, but it can attack directly this turn.",0.27,0.56,1.76,0.56,,1st Edition,FLOD-EN034,Common,WIND,,Effect Monster,2000,1800,,,
166343,Boycotton,Boycotton,https://tcgplayer-cdn.tcgplayer.com/product/166343_200w.jpg,2,2212,https://cpt.tcgcsv.com/Txl2,2023-05-05T18:08:48.36,1,"You take any battle damage your opponent would have taken from attacks involving this card instead. If you take battle damage from an attack involving this card, but this card was not destroyed by the battle: Return this card to the hand.",0.05,0.25,1.36,0.13,0.11,1st Edition,FLOD-EN035,Common,EARTH,Plant,Effect Monster,1000,2500,,,
166343,Boycotton,Boycotton,https://tcgplayer-cdn.tcgplayer.com/product/166343_200w.jpg,2,2212,https://cpt.tcgcsv.com/Txl2,2023-05-05T18:08:48.36,1,"You take any battle damage your opponent would have taken from attacks involving this card instead. If you take battle damage from an attack involving this card, but this card was not destroyed by the battle: Return this card to the hand.",0.03,0.2,1.36,0.09,,Unlimited,FLOD-EN035,Common,EARTH,Plant,Effect Monster,1000,2500,,,
166344,Topologic Trisbaena,Topologic Trisbaena,https://tcgplayer-cdn.tcgplayer.com/product/166344_200w.jpg,2,2212,https://cpt.tcgcsv.com/Vxl2,2021-12-23T09:27:16.983,1,"2+ Effect Monsters
<br>If a monster(s) is Special Summoned to a zone this card points to: Banish that monster(s) and as many Spells and Traps on the field as possible, and if you do, inflict 500 damage to your opponent for each of their cards banished by this effect.",0.6,1.97,20.0,0.94,1.58,1st Edition,FLOD-EN036,Secret Rare,DARK,Cyberse,Link/Effect Monster,2500,,3,Bottom-Right;Bottom-Left;Top,
166344,Topologic Trisbaena,Topologic Trisbaena,https://tcgplayer-cdn.tcgplayer.com/product/166344_200w.jpg,2,2212,https://cpt.tcgcsv.com/Vxl2,2021-12-23T09:27:16.983,1,"2+ Effect Monsters
<br>If a monster(s) is Special Summoned to a zone this card points to: Banish that monster(s) and as many Spells and Traps on the field as possible, and if you do, inflict 500 damage to your opponent for each of their cards banished by this effect.",0.64,1.55,6.97,1.29,,Unlimited,FLOD-EN036,Secret Rare,DARK,Cyberse,Link/Effect Monster,2500,,3,Bottom-Right;Bottom-Left;Top,
166345,Space Insulator,Space Insulator,https://tcgplayer-cdn.tcgplayer.com/product/166345_200w.jpg,2,2212,https://cpt.tcgcsv.com/Wxl2,2024-07-26T18:49:53.623,1,"2 monsters
<br>Monsters this card points to lose 800 ATK/DEF. When a Cyberse Link Monster is Link Summoned to your field while this card is in your GY, except the turn this card was sent to the GY: You can Special Summon this card to your zone that monster points to, but it cannot be used as material for a Link Summon, also banish it when it leaves the field.",0.01,0.21,1.35,0.13,0.11,1st Edition,FLOD-EN037,Common,DARK,Cyberse,Link/Effect Monster,1200,,2,Bottom;Top,
166345,Space Insulator,Space Insulator,https://tcgplayer-cdn.tcgplayer.com/product/166345_200w.jpg,2,2212,https://cpt.tcgcsv.com/Wxl2,2024-07-26T18:49:53.623,1,"2 monsters
<br>Monsters this card points to lose 800 ATK/DEF. When a Cyberse Link Monster is Link Summoned to your field while this card is in your GY, except the turn this card was sent to the GY: You can Special Summon this card to your zone that monster points to, but it cannot be used as material for a Link Summon, also banish it when it leaves the field.",0.01,0.2,1.49,0.12,0.05,Unlimited,FLOD-EN037,Common,DARK,Cyberse,Link/Effect Monster,1200,,2,Bottom;Top,
166346,Trickstar Bella Madonna,Trickstar Bella Madonna,https://tcgplayer-cdn.tcgplayer.com/product/166346_200w.jpg,2,2212,https://cpt.tcgcsv.com/Xxl2,2018-06-14T19:45:35.467,1,"2+ ""Trickstar"" monsters
<br>If this Link Summoned card does not point to a monster, it is unaffected by other cards' activated effects. If this card does not point to a monster: You can inflict 200 damage to your opponent for each ""Trickstar"" monster with a different name in your GY. You can only use this effect of ""Trickstar Bella Madonna"" once per turn.",0.25,0.74,2.89,0.7,1.38,1st Edition,FLOD-EN038,Ultra Rare,LIGHT,Fairy,Link/Effect Monster,2800,,4,Bottom;Bottom-Left;Top;Right,
166346,Trickstar Bella Madonna,Trickstar Bella Madonna,https://tcgplayer-cdn.tcgplayer.com/product/166346_200w.jpg,2,2212,https://cpt.tcgcsv.com/Xxl2,2018-06-14T19:45:35.467,1,"2+ ""Trickstar"" monsters
<br>If this Link Summoned card does not point to a monster, it is unaffected by other cards' activated effects. If this card does not point to a monster: You can inflict 200 damage to your opponent for each ""Trickstar"" monster with a different name in your GY. You can only use this effect of ""Trickstar Bella Madonna"" once per turn.",0.25,0.75,1.97,0.69,,Unlimited,FLOD-EN038,Ultra Rare,LIGHT,Fairy,Link/Effect Monster,2800,,4,Bottom;Bottom-Left;Top;Right,
166347,Trickstar Bloom,Trickstar Bloom,https://tcgplayer-cdn.tcgplayer.com/product/166347_200w.jpg,2,2212,https://cpt.tcgcsv.com/Zxl2,2024-07-26T18:49:53.67,1,"1 Level 2 or lower ""Trickstar"" monster
<br>If this card is Link Summoned: You can make your opponent draw 1 card. If a ""Trickstar"" monster(s) this card points to is destroyed by battle or card effect: You can inflict 200 damage to your opponent for each card in their hand. You can only use this effect of ""Trickstar Bloom"" once per turn.",0.1,0.34,1.99,0.31,,1st Edition,FLOD-EN039,Common,LIGHT,Fairy,Link/Effect Monster,100,,1,Bottom,
166347,Trickstar Bloom,Trickstar Bloom,https://tcgplayer-cdn.tcgplayer.com/product/166347_200w.jpg,2,2212,https://cpt.tcgcsv.com/Zxl2,2024-07-26T18:49:53.67,1,"1 Level 2 or lower ""Trickstar"" monster
<br>If this card is Link Summoned: You can make your opponent draw 1 card. If a ""Trickstar"" monster(s) this card points to is destroyed by battle or card effect: You can inflict 200 damage to your opponent for each card in their hand. You can only use this effect of ""Trickstar Bloom"" once per turn.",0.1,0.29,1.5,0.26,,Unlimited,FLOD-EN039,Common,LIGHT,Fairy,Link/Effect Monster,100,,1,Bottom,
166348,Trickstar Delfiendium,Trickstar Delfiendium,https://tcgplayer-cdn.tcgplayer.com/product/166348_200w.jpg,2,2212,https://cpt.tcgcsv.com/-xl2,2024-07-26T18:49:53.717,1,"2+ ""Trickstar"" monsters
<br>When this card declares an attack while it points to a ""Trickstar"" monster: You can target any number of your banished ""Trickstar"" cards, up the number of Link Monsters your opponent controls; add them to your hand, and if you do, this card gains 1000 ATK for each card added to your hand by this effect, until the end of this turn.",0.1,0.25,1.44,0.21,0.2,1st Edition,FLOD-EN040,Rare,LIGHT,Fairy,Link/Effect Monster,2200,,3,Bottom-Right;Bottom-Left;Top,
166348,Trickstar Delfiendium,Trickstar Delfiendium,https://tcgplayer-cdn.tcgplayer.com/product/166348_200w.jpg,2,2212,https://cpt.tcgcsv.com/-xl2,2024-07-26T18:49:53.717,1,"2+ ""Trickstar"" monsters
<br>When this card declares an attack while it points to a ""Trickstar"" monster: You can target any number of your banished ""Trickstar"" cards, up the number of Link Monsters your opponent controls; add them to your hand, and if you do, this card gains 1000 ATK for each card added to your hand by this effect, until the end of this turn.",0.1,0.36,1.14,0.21,0.21,Unlimited,FLOD-EN040,Rare,LIGHT,Fairy,Link/Effect Monster,2200,,3,Bottom-Right;Bottom-Left;Top,
166349,Gouki The Master Ogre,Gouki The Master Ogre,https://tcgplayer-cdn.tcgplayer.com/product/166349_200w.jpg,2,2212,https://cpt.tcgcsv.com/_xl2,2024-07-26T18:49:53.763,1,"2+ ""Gouki"" monsters
<br>Once per turn (Quick Effect): You can return any number of your ""Gouki"" monsters this card points to to the hand, then target that many face-up cards your opponent controls; they have their effects negated until the end of this turn. This card can attack all your opponent's monsters, once each. If your opponent controls a face-up monster, this card can only target their monster with the highest ATK for attacks (either, if tied).",0.05,0.26,1.99,0.25,,Unlimited,FLOD-EN041,Super Rare,EARTH,Warrior,Link/Effect Monster,2800,,4,Bottom-Right;Bottom;Bottom-Left;Top,
166349,Gouki The Master Ogre,Gouki The Master Ogre,https://tcgplayer-cdn.tcgplayer.com/product/166349_200w.jpg,2,2212,https://cpt.tcgcsv.com/_xl2,2024-07-26T18:49:53.763,1,"2+ ""Gouki"" monsters
<br>Once per turn (Quick Effect): You can return any number of your ""Gouki"" monsters this card points to to the hand, then target that many face-up cards your opponent controls; they have their effects negated until the end of this turn. This card can attack all your opponent's monsters, once each. If your opponent controls a face-up monster, this card can only target their monster with the highest ATK for attacks (either, if tied).",0.05,0.3,1.99,0.23,,1st Edition,FLOD-EN041,Super Rare,EARTH,Warrior,Link/Effect Monster,2800,,4,Bottom-Right;Bottom;Bottom-Left;Top,
166350,Altergeist Kidolga,Altergeist Kidolga,https://tcgplayer-cdn.tcgplayer.com/product/166350_200w.jpg,2,2212,https://cpt.tcgcsv.com/0zl2,2018-06-14T19:46:51.923,1,"2 ""Altergeist"" monsters
<br>When your other ""Altergeist"" monster inflicts battle damage to your opponent: You can target 1 monster in your opponent's GY; Special Summon it to your zone this card points to, but it cannot attack, except during the turn this card declared an attack. If this card is destroyed by battle: You can target 1 ""Altergeist"" card in your GY; add it to your hand.",0.04,0.2,1.35,0.13,,Unlimited,FLOD-EN042,Common,DARK,Spellcaster,Link/Effect Monster,1000,,2,Left;Bottom,
166350,Altergeist Kidolga,Altergeist Kidolga,https://tcgplayer-cdn.tcgplayer.com/product/166350_200w.jpg,2,2212,https://cpt.tcgcsv.com/0zl2,2018-06-14T19:46:51.923,1,"2 ""Altergeist"" monsters
<br>When your other ""Altergeist"" monster inflicts battle damage to your opponent: You can target 1 monster in your opponent's GY; Special Summon it to your zone this card points to, but it cannot attack, except during the turn this card declared an attack. If this card is destroyed by battle: You can target 1 ""Altergeist"" card in your GY; add it to your hand.",0.05,0.25,1.56,0.16,0.19,1st Edition,FLOD-EN042,Common,DARK,Spellcaster,Link/Effect Monster,1000,,2,Left;Bottom,
166351,Knightmare Mermaid,Knightmare Mermaid,https://tcgplayer-cdn.tcgplayer.com/product/166351_200w.jpg,2,2212,https://cpt.tcgcsv.com/2zl2,2024-07-26T18:49:53.81,1,"1 ""Knightmare"" monster, except ""Knightmare Mermaid""
<br>If this card is Link Summoned: You can discard 1 card; Special Summon 1 ""Knightmare"" monster from your Deck, then if this card was co-linked when this effect was activated, you can draw 1 card. You can only use this effect of ""Knightmare Mermaid"" once per turn. All monsters on the field lose 1000 ATK/DEF, except co-linked monsters.",0.1,0.44,4.95,0.38,0.27,Unlimited,FLOD-EN043,Rare,WATER,Fiend,Link/Effect Monster,1000,,1,Bottom,
166351,Knightmare Mermaid,Knightmare Mermaid,https://tcgplayer-cdn.tcgplayer.com/product/166351_200w.jpg,2,2212,https://cpt.tcgcsv.com/2zl2,2024-07-26T18:49:53.81,1,"1 ""Knightmare"" monster, except ""Knightmare Mermaid""
<br>If this card is Link Summoned: You can discard 1 card; Special Summon 1 ""Knightmare"" monster from your Deck, then if this card was co-linked when this effect was activated, you can draw 1 card. You can only use this effect of ""Knightmare Mermaid"" once per turn. All monsters on the field lose 1000 ATK/DEF, except co-linked monsters.",0.04,0.33,8.95,0.29,,1st Edition,FLOD-EN043,Rare,WATER,Fiend,Link/Effect Monster,1000,,1,Bottom,
166352,Knightmare Goblin,Knightmare Goblin,https://tcgplayer-cdn.tcgplayer.com/product/166352_200w.jpg,2,2212,https://cpt.tcgcsv.com/3zl2,2023-06-30T14:31:59.2,1,"2 monsters with different names
<br>If this card is Link Summoned: You can discard 1 card; apply this effect, and if this card was co-linked when this effect was activated, you can draw 1 card. Once applied, during your Main Phase this turn, you can Normal Summon 1 monster to your zone this card points to, in addition to your Normal Summon/Set. (You can only gain this effect once per turn.) Neither player can target your co-linked monsters with card effects.",3.23,6.27,18.14,3.92,,Unlimited,FLOD-EN044,Ultra Rare,WIND,Fiend,Link/Effect Monster,1300,,2,Left;Right,
166352,Knightmare Goblin,Knightmare Goblin,https://tcgplayer-cdn.tcgplayer.com/product/166352_200w.jpg,2,2212,https://cpt.tcgcsv.com/3zl2,2023-06-30T14:31:59.2,1,"2 monsters with different names
<br>If this card is Link Summoned: You can discard 1 card; apply this effect, and if this card was co-linked when this effect was activated, you can draw 1 card. Once applied, during your Main Phase this turn, you can Normal Summon 1 monster to your zone this card points to, in addition to your Normal Summon/Set. (You can only gain this effect once per turn.) Neither player can target your co-linked monsters with card effects.",3.85,5.0,49.99,4.39,,1st Edition,FLOD-EN044,Ultra Rare,WIND,Fiend,Link/Effect Monster,1300,,2,Left;Right,
166353,Knightmare Cerberus,Knightmare Cerberus,https://tcgplayer-cdn.tcgplayer.com/product/166353_200w.jpg,2,2212,https://cpt.tcgcsv.com/5zl2,2023-05-28T11:30:38.913,1,"2 monsters with different names
<br>If this card is Link Summoned: You can discard 1 card, then target 1 Special Summoned monster in your opponent's Main Monster Zone; destroy it, then if this card was co-linked when this effect was activated, you can draw 1 card. You can only use this effect of ""Knightmare Cerberus"" once per turn. Your co-linked monsters cannot be destroyed by card effects.",0.44,0.99,3.45,0.65,,1st Edition,FLOD-EN045,Super Rare,EARTH,Fiend,Link/Effect Monster,1600,,2,Left;Top,
166353,Knightmare Cerberus,Knightmare Cerberus,https://tcgplayer-cdn.tcgplayer.com/product/166353_200w.jpg,2,2212,https://cpt.tcgcsv.com/5zl2,2023-05-28T11:30:38.913,1,"2 monsters with different names
<br>If this card is Link Summoned: You can discard 1 card, then target 1 Special Summoned monster in your opponent's Main Monster Zone; destroy it, then if this card was co-linked when this effect was activated, you can draw 1 card. You can only use this effect of ""Knightmare Cerberus"" once per turn. Your co-linked monsters cannot be destroyed by card effects.",0.49,1.0,5.4,0.66,,Unlimited,FLOD-EN045,Super Rare,EARTH,Fiend,Link/Effect Monster,1600,,2,Left;Top,
166354,Knightmare Phoenix,Knightmare Phoenix,https://tcgplayer-cdn.tcgplayer.com/product/166354_200w.jpg,2,2212,https://cpt.tcgcsv.com/6zl2,2022-05-21T08:31:05.73,1,"2 monsters with different names
<br>If this card is Link Summoned: You can discard 1 card, then target 1 Spell/Trap your opponent controls; destroy it, then, if this card was co-linked when this effect was activated, you can draw 1 card. You can only use this effect of ""Knightmare Phoenix"" once per turn. Co-linked monsters you control cannot be destroyed by battle.",0.18,0.69,2.9,0.31,,Unlimited,FLOD-EN046,Super Rare,FIRE,Fiend,Link/Effect Monster,1900,,2,Top;Right,
