productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extLinkRating,extLinkArrows,extDefense
177635,Ljosalf of the Nordic Alfar,Ljosalf of the Nordic Alfar,https://tcgplayer-cdn.tcgplayer.com/product/177635_200w.jpg,2,2336,https://cpt.tcgcsv.com/K3r2,2024-08-12T19:55:33.437,1,"When this card is Normal Summoned: You can target 1 face-up monster you control, except this card; Special Summon 1 ""Nordic"" monster from your hand with a Level less than or equal to that face-up monster's Level.",0.01,0.2,1.49,0.15,0.19,1st Edition,LEHD-ENB06,Common,LIGHT,Spellcaster,Effect Monster,1400,,,1200
177636,Svartalf of the Nordic Alfar,Svartalf of the Nordic Alfar,https://tcgplayer-cdn.tcgplayer.com/product/177636_200w.jpg,2,2336,https://cpt.tcgcsv.com/L3r2,2024-08-12T19:55:33.483,1,"When this card is Normal Summoned: You can target 1 ""Nordic"" monster in your GY; add that target to your hand.",0.06,0.24,1.49,0.14,0.25,1st Edition,LEHD-ENB07,Common,DARK,Spellcaster,Tuner/Effect Monster,1400,,,1600
177637,Mara of the Nordic Alfar,Mara of the Nordic Alfar,https://tcgplayer-cdn.tcgplayer.com/product/177637_200w.jpg,2,2336,https://cpt.tcgcsv.com/M3r2,2024-08-12T19:55:33.577,1,"When using this card as Synchro Material, the other Synchro Materials must be 2 ""Nordic"" monsters in your hand.",0.11,0.25,1.49,0.17,0.51,1st Edition,LEHD-ENB08,Common,DARK,Spellcaster,Tuner/Effect Monster,1000,,,500
177638,Mimir of the Nordic Ascendant,Mimir of the Nordic Ascendant,https://tcgplayer-cdn.tcgplayer.com/product/177638_200w.jpg,2,2336,https://cpt.tcgcsv.com/N3r2,2024-08-12T19:55:33.64,1,"Once per turn, at the start of your Standby Phase, if you control a ""Nordic"" monster and this card is in your GY: You can send 1 Spell from your hand to the GY; Special Summon this card.",0.05,0.2,1.49,0.17,0.25,1st Edition,LEHD-ENB09,Common,DARK,Fairy,Effect Monster,600,,,0
177639,Valkyrie of the Nordic Ascendant,Valkyrie of the Nordic Ascendant,https://tcgplayer-cdn.tcgplayer.com/product/177639_200w.jpg,2,2336,https://cpt.tcgcsv.com/P3r2,2024-08-12T19:55:33.687,1,"(This card is not treated as a ""Valkyrie"" card.)
When this card is Normal Summoned, if your opponent controls a monster and you control no other cards: You can banish 2 ""Nordic"" monsters from your hand; Special Summon 2 ""Einherjar Tokens"" (Warrior/EARTH/Level 4/ATK 1000/DEF 1000) in Defense Position.",0.01,0.29,1.49,0.25,0.12,1st Edition,LEHD-ENB10,Common,LIGHT,Fairy,Effect Monster,400,,,800
177640,Vanadis of the Nordic Ascendant,Vanadis of the Nordic Ascendant,https://tcgplayer-cdn.tcgplayer.com/product/177640_200w.jpg,2,2336,https://cpt.tcgcsv.com/Q3r2,2024-08-12T19:55:33.74,1,"For a Synchro Summon, you can substitute this card for any 1 ""Nordic"" Tuner. If this card is used as Synchro Material, all other Synchro Materials must be ""Nordic"" monsters. Once per turn: You can send 1 ""Nordic"" monster from your Deck to the GY; this card's Level becomes the Level of that monster, until the end of this turn.",0.11,0.43,1.83,0.32,0.2,1st Edition,LEHD-ENB11,Common,DARK,Fairy,Tuner/Effect Monster,1200,,,400
177641,Tyr of the Nordic Champions,Tyr of the Nordic Champions,https://tcgplayer-cdn.tcgplayer.com/product/177641_200w.jpg,2,2336,https://cpt.tcgcsv.com/R3r2,2024-08-12T19:55:33.833,1,"Your opponent's monsters cannot target ""Nordic"" monsters for attacks, except ""Tyr of the Nordic Champions"". If there is no other ""Nordic"" monster on the field, destroy this card.",0.1,0.2,1.49,0.16,,1st Edition,LEHD-ENB12,Common,LIGHT,Warrior,Effect Monster,2000,,,2000
177642,The Nordic Lights,The Nordic Lights,https://tcgplayer-cdn.tcgplayer.com/product/177642_200w.jpg,2,2336,https://cpt.tcgcsv.com/S3r2,2024-08-12T19:55:34.13,1,"""Nordic"" monsters on the field cannot be destroyed by battle. If this card on the field is destroyed: Destroy all ""Nordic"" monsters on the field.",0.1,0.22,1.49,0.15,,1st Edition,LEHD-ENB13,Common,SPELL,,Field Spell,,,,
177643,Nordic Relic Draupnir,Nordic Relic Draupnir,https://tcgplayer-cdn.tcgplayer.com/product/177643_200w.jpg,2,2336,https://cpt.tcgcsv.com/T3r2,2024-08-12T19:55:34.173,1,"Equip only to an ""Aesir"" or ""Nordic"" monster. It gains 800 ATK. If this face-up card on the field is destroyed by a card effect: You can add 1 ""Nordic Relic"" card from your Deck to your hand.",0.03,0.19,1.49,0.11,0.1,1st Edition,LEHD-ENB14,Common,SPELL,,Equip Spell,,,,
177644,March Towards Ragnarok,March Towards Ragnarok,https://tcgplayer-cdn.tcgplayer.com/product/177644_200w.jpg,2,2336,https://cpt.tcgcsv.com/V3r2,2024-08-12T19:55:34.233,1,"Target 1 ""Aesir"" monster you control; until the end of this turn, its effects are negated, also that face-up monster is unaffected by the effects of other Spells/Traps.",0.05,0.2,1.49,0.13,0.1,1st Edition,LEHD-ENB15,Common,SPELL,,Quick-Play Spell,,,,
177645,Forbidden Chalice,Forbidden Chalice,https://tcgplayer-cdn.tcgplayer.com/product/177645_200w.jpg,2,2336,https://cpt.tcgcsv.com/W3r2,2024-08-12T19:55:34.367,1,"Target 1 face-up monster on the field; until the end of this turn, that target gains 400 ATK, but its effects are negated.",0.22,0.49,3.39,0.28,,1st Edition,LEHD-ENB16,Common,SPELL,,Quick-Play Spell,,,,
177646,Forbidden Lance,Forbidden Lance,https://tcgplayer-cdn.tcgplayer.com/product/177646_200w.jpg,2,2336,https://cpt.tcgcsv.com/X3r2,2022-02-26T20:06:32.693,1,"Target 1 face-up monster on the field; until the end of this turn, that target loses 800 ATK, but is unaffected by the effects of other Spells/Traps.",0.11,0.31,2.67,0.22,0.12,1st Edition,LEHD-ENB17,Common,SPELL,,Quick-Play Spell,,,,
177647,Forbidden Dress,Forbidden Dress,https://tcgplayer-cdn.tcgplayer.com/product/177647_200w.jpg,2,2336,https://cpt.tcgcsv.com/Z3r2,2024-08-12T19:55:34.427,1,"Target 1 face-up monster on the field; until the end of this turn, that target loses 600 ATK, but cannot be targeted or destroyed by other card effects.",0.05,0.25,1.49,0.16,,1st Edition,LEHD-ENB18,Common,SPELL,,Quick-Play Spell,,,,
177648,Soul Charge,Soul Charge,https://tcgplayer-cdn.tcgplayer.com/product/177648_200w.jpg,2,2336,https://cpt.tcgcsv.com/-3r2,2022-12-24T06:36:41.923,1,"Target any number of monsters in your GY; Special Summon them, and if you do, you lose 1000 LP for each monster Special Summoned by this effect. You cannot conduct your Battle Phase the turn you activate this card. You can only activate 1 ""Soul Charge"" per turn.",0.2,0.5,3.33,0.43,,1st Edition,LEHD-ENB20,Common,SPELL,,Normal Spell,,,,
177649,Dark Hole (UR),Dark Hole UR,https://tcgplayer-cdn.tcgplayer.com/product/177649_200w.jpg,2,2336,https://cpt.tcgcsv.com/_3r2,2023-09-10T08:37:23.91,1,Destroy all monsters on the field.,0.15,0.5,2.99,0.53,,1st Edition,LEHD-ENB21,Ultra Rare,SPELL,,Normal Spell,,,,
177650,Dark Hole,Dark Hole,https://tcgplayer-cdn.tcgplayer.com/product/177650_200w.jpg,2,2336,https://cpt.tcgcsv.com/05r2,2024-08-12T19:55:34.483,1,Destroy all monsters on the field.,0.11,0.31,1.99,0.15,,1st Edition,LEHD-ENC15,Common,SPELL,,Normal Spell,,,,
177651,"Hey, Trunade!",Hey Trunade,https://tcgplayer-cdn.tcgplayer.com/product/177651_200w.jpg,2,2336,https://cpt.tcgcsv.com/25r2,2024-08-12T19:55:34.523,1,Return all Set Spells and Traps on the field to the hand.,0.08,0.25,1.99,0.14,,1st Edition,LEHD-ENB22,Common,SPELL,,Normal Spell,,,,
177652,Mystical Space Typhoon,Mystical Space Typhoon,https://tcgplayer-cdn.tcgplayer.com/product/177652_200w.jpg,2,2336,https://cpt.tcgcsv.com/35r2,2024-08-12T19:55:34.553,1,Target 1 Spell/Trap on the field; destroy that target.,0.21,0.4,1.76,0.22,,1st Edition,LEHD-ENB23,Common,SPELL,,Quick-Play Spell,,,,
177653,"Gleipnir, the Fetters of Fenrir",Gleipnir the Fetters of Fenrir,https://tcgplayer-cdn.tcgplayer.com/product/177653_200w.jpg,2,2336,https://cpt.tcgcsv.com/55r2,2024-08-12T19:55:34.617,1,"Add 1 ""Nordic"" monster from your Deck to your hand.",0.03,0.2,1.49,0.13,0.11,1st Edition,LEHD-ENB24,Common,TRAP,,Normal Trap,,,,
177654,Nordic Relic Brisingamen,Nordic Relic Brisingamen,https://tcgplayer-cdn.tcgplayer.com/product/177654_200w.jpg,2,2336,https://cpt.tcgcsv.com/65r2,2024-08-12T19:55:34.68,1,"Target 1 face-up monster you control and 1 face-up monster your opponent controls; the ATK of the first target becomes equal to the original ATK of the second target, until the end of this turn.",0.03,0.2,1.49,0.11,0.15,1st Edition,LEHD-ENB25,Common,TRAP,,Normal Trap,,,,
177655,Nordic Relic Laevateinn,Nordic Relic Laevateinn,https://tcgplayer-cdn.tcgplayer.com/product/177655_200w.jpg,2,2336,https://cpt.tcgcsv.com/75r2,2024-08-12T19:55:34.757,1,Target 1 face-up monster on the field that destroyed a monster by battle this turn; destroy it. Cards and effects cannot be activated in response to this card's activation.,0.01,0.19,1.49,0.13,0.14,1st Edition,LEHD-ENB26,Common,TRAP,,Normal Trap,,,,
177656,Nordic Relic Gungnir,Nordic Relic Gungnir,https://tcgplayer-cdn.tcgplayer.com/product/177656_200w.jpg,2,2336,https://cpt.tcgcsv.com/85r2,2024-08-12T19:55:34.837,1,"Banish 1 ""Aesir"" or ""Nordic"" monster you control, then target 1 card on the field; destroy it, also during your 2nd End Phase after activation, return the monster you banished to activate this card to the field in face-up Attack Position.",0.01,0.2,1.49,0.12,0.04,1st Edition,LEHD-ENB27,Common,TRAP,,Normal Trap,,,,
177657,Nordic Relic Megingjord,Nordic Relic Megingjord,https://tcgplayer-cdn.tcgplayer.com/product/177657_200w.jpg,2,2336,https://cpt.tcgcsv.com/95r2,2024-08-12T19:55:34.983,1,"Target 1 ""Aesir"" or ""Nordic"" monster you control; its ATK/DEF become double its original ATK/DEF, until the end of this turn, but it cannot attack your opponent directly this turn.",0.01,0.21,1.49,0.16,,1st Edition,LEHD-ENB28,Common,TRAP,,Normal Trap,,,,
177658,Solemn Authority,Solemn Authority,https://tcgplayer-cdn.tcgplayer.com/product/177658_200w.jpg,2,2336,https://cpt.tcgcsv.com/b5r2,2018-10-08T22:02:56.8,1,"Activate this card by targeting 1 ""Aesir"" monster you control; it cannot be targeted by other card effects while this card is on the field. Send this card to the GY during your 2nd Standby Phase after activation.",0.03,0.2,1.49,0.14,0.11,1st Edition,LEHD-ENB29,Common,TRAP,,Continuous Trap,,,,
177659,"Thor, Lord of the Aesir",Thor Lord of the Aesir,https://tcgplayer-cdn.tcgplayer.com/product/177659_200w.jpg,2,2336,https://cpt.tcgcsv.com/c5r2,2024-02-02T10:16:15.007,1,"1 ""Nordic Beast"" Tuner + 2+ non-Tuner monsters
<br>Once per turn: You can negate the effects of all face-up monsters your opponent currently controls, until the end of this turn. Once per turn, during the End Phase, if this face-up card you controlled was destroyed by your opponent's card and sent to your GY this turn: You can banish 1 ""Nordic Beast"" Tuner from your GY; Special Summon this card. If Summoned this way: Inflict 800 damage to your opponent.",0.01,0.37,1.59,0.26,0.2,1st Edition,LEHD-ENB30,Common,EARTH,Beast-Warrior,Synchro/Effect Monster,3500,,,2800
177660,"Loki, Lord of the Aesir",Loki Lord of the Aesir,https://tcgplayer-cdn.tcgplayer.com/product/177660_200w.jpg,2,2336,https://cpt.tcgcsv.com/d5r2,2024-08-12T19:55:35.053,1,"1 ""Nordic Alfar"" Tuner + 2+ non-Tuner monsters
<br>Once per turn, when your opponent activates a Spell/Trap Card during your Battle Phase (Quick Effect): You can negate the activation, and if you do, destroy it. Once per turn, during the End Phase, if this face-up card you controlled was destroyed by your opponent's card and sent to your GY this turn: You can banish 1 ""Nordic Alfar"" Tuner from your GY; Special Summon this card. When Summoned this way: You can target 1 Trap in your GY; add that target to your hand.",0.01,0.25,1.49,0.18,,1st Edition,LEHD-ENB31,Common,DARK,Spellcaster,Synchro/Effect Monster,3300,,,3000
177661,"Odin, Father of the Aesir",Odin Father of the Aesir,https://tcgplayer-cdn.tcgplayer.com/product/177661_200w.jpg,2,2336,https://cpt.tcgcsv.com/f5r2,2024-08-12T19:55:35.1,1,"1 ""Nordic Ascendant"" Tuner + 2+ non-Tuner monsters
<br>Once per turn: You can make this card be unaffected by Spell/Trap effects until the end of this turn. Once per turn, during the End Phase, if this face-up card you controlled was destroyed by your opponent's card and sent to your GY this turn: You can banish 1 ""Nordic Ascendant"" Tuner from your GY; Special Summon this card. When Summoned this way: You can draw 1 card.",0.01,0.34,3.67,0.23,0.11,1st Edition,LEHD-ENB32,Common,LIGHT,Fairy,Synchro/Effect Monster,4000,,,3500
177662,"Leo, the Keeper of the Sacred Tree",Leo the Keeper of the Sacred Tree,https://tcgplayer-cdn.tcgplayer.com/product/177662_200w.jpg,2,2336,https://cpt.tcgcsv.com/g5r2,2024-08-12T19:55:35.133,1,"1 Tuner + 1+ non-Tuner monsters
<br>Your opponent cannot target this card with card effects, except during your Main Phase 2.",0.11,0.27,1.49,0.24,0.18,1st Edition,LEHD-ENB33,Common,EARTH,,Synchro/Effect Monster,3100,,,1900
177663,Ascension Sky Dragon,Ascension Sky Dragon,https://tcgplayer-cdn.tcgplayer.com/product/177663_200w.jpg,2,2336,https://cpt.tcgcsv.com/h5r2,2024-08-12T19:55:35.18,1,"1 Tuner + 1+ non-Tuner monsters
<br>If this card is Synchro Summoned: It gains 800 ATK for each card currently in your hand. When this card you control is destroyed by your opponent's card and sent to your GY, if all of the monsters that were used for the Synchro Summon of this card are in your GY: You can Special Summon all of them, but their effects are negated. You can only use this effect of ""Ascension Sky Dragon"" once per turn.",0.1,0.35,2.99,0.15,0.15,1st Edition,LEHD-ENB34,Ultra Rare,LIGHT,Dragon,Synchro/Effect Monster,,,,3000
177664,Beelzeus of the Diabolic Dragons,Beelzeus of the Diabolic Dragons,https://tcgplayer-cdn.tcgplayer.com/product/177664_200w.jpg,2,2336,https://cpt.tcgcsv.com/j5r2,2024-08-12T19:55:35.24,1,"1 DARK Tuner + 2+ non-Tuner monsters
<br>Cannot be destroyed by battle or card effects. Other monsters you control cannot attack. Once per turn: You can target 1 monster your opponent controls; any battle damage your opponent takes from attacks involving this card this turn is halved, also, change that monster's ATK to 0, and if you do, gain LP equal to its original ATK.",0.03,0.25,2.67,0.19,0.25,1st Edition,LEHD-ENB35,Common,DARK,Dragon,Synchro/Effect Monster,4000,,,4000
177665,Beelze of the Diabolic Dragons,Beelze of the Diabolic Dragons,https://tcgplayer-cdn.tcgplayer.com/product/177665_200w.jpg,2,2336,https://cpt.tcgcsv.com/k5r2,2024-08-12T19:55:35.29,1,"1 DARK Tuner + 1+ non-Tuner monsters
<br>Cannot be destroyed by battle or card effects. If you take damage from an attack involving this card, or from an opponent's card effect: This card gains ATK equal to the damage you took.",0.05,0.67,3.01,0.6,0.66,1st Edition,LEHD-ENB36,Common,DARK,Dragon,Synchro/Effect Monster,3000,,,3000
177666,Scrap Dragon,Scrap Dragon,https://tcgplayer-cdn.tcgplayer.com/product/177666_200w.jpg,2,2336,https://cpt.tcgcsv.com/l5r2,2018-10-08T22:10:34.83,1,"1 Tuner + 1+ non-Tuner monsters
<br>Once per turn: You can target 1 card you control and 1 card your opponent controls; destroy them. When this card in your possession is destroyed by your opponent's card and sent to your GY: Target 1 non-Synchro ""Scrap"" monster in your GY; Special Summon that target.",0.1,0.27,1.49,0.24,,1st Edition,LEHD-ENB37,Common,EARTH,Dragon,Synchro/Effect Monster,2800,,,2000
177667,Coral Dragon,Coral Dragon,https://tcgplayer-cdn.tcgplayer.com/product/177667_200w.jpg,2,2336,https://cpt.tcgcsv.com/m5r2,2018-10-08T22:10:57.8,1,"1 Tuner + 1+ non-Tuner monsters
<br>Once per turn: You can discard 1 card, then target 1 card your opponent controls; destroy it. If this Synchro Summoned card is sent from the field to the GY: You can draw 1 card. You can only use this effect of ""Coral Dragon"" once per turn.",0.05,0.45,7.17,0.2,0.14,1st Edition,LEHD-ENB38,Ultra Rare,WATER,Dragon,Synchro/Tuner/Effect Monster,2400,,,500
177668,The Phantom Knights of Rusty Bardiche,The Phantom Knights of Rusty Bardiche,https://tcgplayer-cdn.tcgplayer.com/product/177668_200w.jpg,2,2336,https://cpt.tcgcsv.com/n5r2,2024-08-12T19:55:35.337,1,"2+ DARK monsters
<br>During your Main Phase: You can send 1 ""The Phantom Knights"" monster from your Deck to the GY, then Set 1 ""Phantom Knights"" Spell/Trap directly from your Deck to your Spell & Trap Zone. If a DARK Xyz Monster(s) is Special Summoned to a zone(s) this card points to, while this monster is on the field (except during the Damage Step): You can target 1 card on the field; destroy it. You can only use each effect of ""The Phantom Knights of Rusty Bardiche"" once per turn. Cannot be used as Link Material.",0.1,0.71,10.95,0.46,0.88,1st Edition,LEHD-ENC00,Ultra Rare,DARK,Warrior,Link/Effect Monster,2100,3,Bottom-Right;Bottom-Left;Right,
177669,The Phantom Knights of Ancient Cloak,The Phantom Knights of Ancient Cloak,https://tcgplayer-cdn.tcgplayer.com/product/177669_200w.jpg,2,2336,https://cpt.tcgcsv.com/p5r2,2022-06-12T09:16:11.27,1,"If this card is in Attack Position: You can target 1 DARK monster on the field; change this card to Defense Position, and if you do, that monster gains 800 ATK/DEF until the end of your opponent's turn. You can banish this card from your GY; add 1 ""The Phantom Knights"" card from your Deck to your hand, except ""The Phantom Knights of Ancient Cloak"". You can only use each effect of ""The Phantom Knights of Ancient Cloak"" once per turn.",0.01,0.28,1.58,0.3,0.06,1st Edition,LEHD-ENC01,Common,DARK,Warrior,Effect Monster,800,,,1000
177670,The Phantom Knights of Silent Boots,The Phantom Knights of Silent Boots,https://tcgplayer-cdn.tcgplayer.com/product/177670_200w.jpg,2,2336,https://cpt.tcgcsv.com/q5r2,2024-08-12T19:55:35.383,1,"If you control a ""The Phantom Knights"" monster, you can Special Summon this card (from your hand). You can only Special Summon ""The Phantom Knights of Silent Boots"" once per turn this way. You can banish this card from your GY; add 1 ""Phantom Knights"" Spell/Trap from your Deck to your hand. You can only use this effect of ""The Phantom Knights of Silent Boots"" once per turn.",0.04,0.27,2.81,0.25,,1st Edition,LEHD-ENC02,Common,DARK,Warrior,Effect Monster,200,,,1200
177671,The Phantom Knights of Ragged Gloves,The Phantom Knights of Ragged Gloves,https://tcgplayer-cdn.tcgplayer.com/product/177671_200w.jpg,2,2336,https://cpt.tcgcsv.com/r5r2,2024-08-12T19:55:35.443,1,"A DARK Xyz Monster that was Summoned using this card on the field as Xyz Material gains this effect.
<br>• If it is Xyz Summoned: It gains 1000 ATK.
<br>You can banish this card from your GY; send 1 ""Phantom Knights"" card from your Deck to the GY. You can only use each effect of ""The Phantom Knights of Ragged Gloves"" once per turn.",0.06,0.25,1.53,0.28,0.1,1st Edition,LEHD-ENC03,Common,DARK,Warrior,Effect Monster,1000,,,500
177672,The Phantom Knights of Cloven Helm,The Phantom Knights of Cloven Helm,https://tcgplayer-cdn.tcgplayer.com/product/177672_200w.jpg,2,2336,https://cpt.tcgcsv.com/s5r2,2018-10-08T22:23:19.303,1,"If a ""Phantom Knights"" card(s) is sent to your GY: This card gains 500 ATK. You can banish this card from your GY; during the End Phase of this turn, add 1 ""Phantom Knights"" card from your GY to your hand. You can only use each effect of ""The Phantom Knights of Cloven Helm"" once per turn.",0.05,0.22,1.49,0.17,0.1,1st Edition,LEHD-ENC04,Common,DARK,Warrior,Effect Monster,1500,,,500
177673,The Phantom Knights of Fragile Armor,The Phantom Knights of Fragile Armor,https://tcgplayer-cdn.tcgplayer.com/product/177673_200w.jpg,2,2336,https://cpt.tcgcsv.com/t5r2,2018-10-08T22:24:01.427,1,"If a face-up ""The Phantom Knights"" monster(s) you control is destroyed by battle or card effect: You can Special Summon this card from your hand. You can banish this card from your GY and send 1 ""Phantom Knights"" card from your hand to the GY; draw 1 card. You can only use each effect of ""The Phantom Knights of Fragile Armor"" once per turn.",0.07,0.2,1.49,0.19,,1st Edition,LEHD-ENC05,Common,DARK,Warrior,Effect Monster,1000,,,2000
177674,Armageddon Knight,Armageddon Knight,https://tcgplayer-cdn.tcgplayer.com/product/177674_200w.jpg,2,2336,https://cpt.tcgcsv.com/v5r2,2023-02-06T18:42:39.2,1,When this card is Summoned: You can send 1 DARK monster from your Deck to the GY.,0.08,0.28,1.99,0.24,0.2,1st Edition,LEHD-ENC06,Common,DARK,Warrior,Effect Monster,1400,,,1200
177675,Blue Mountain Butterspy,Blue Mountain Butterspy,https://tcgplayer-cdn.tcgplayer.com/product/177675_200w.jpg,2,2336,https://cpt.tcgcsv.com/w5r2,2024-08-12T19:55:35.493,1,Cannot be Normal Summoned/Set. When you Normal Summon a Warrior monster: You can Special Summon this card from your hand. Cannot be used as Synchro Material.,0.08,0.25,1.49,0.15,0.11,1st Edition,LEHD-ENC07,Common,DARK,Warrior,Effect Monster,0,,,1700
177676,Rescue Ferret,Rescue Ferret,https://tcgplayer-cdn.tcgplayer.com/product/177676_200w.jpg,2,2336,https://cpt.tcgcsv.com/x5r2,2018-10-08T22:26:48.61,1,"You can shuffle this card you control into the Deck; Special Summon monster(s) from your Deck, except ""Rescue Ferret"", whose total Levels equal 6, to your zone(s) a Link Monster(s) points to, but those Summoned monsters have their effects negated, also destroy them during the End Phase. You can only use this effect of ""Rescue Ferret"" once per turn.",0.1,0.25,1.49,0.15,0.11,1st Edition,LEHD-ENC08,Common,EARTH,,Effect Monster,300,,,100
177677,Junk Forward,Junk Forward,https://tcgplayer-cdn.tcgplayer.com/product/177677_200w.jpg,2,2336,https://cpt.tcgcsv.com/z5r2,2024-08-12T19:55:35.56,1,"If you control no monsters, you can Special Summon this card (from your hand).",0.09,0.43,4.69,0.26,0.19,1st Edition,LEHD-ENC09,Common,EARTH,Warrior,Effect Monster,900,,,1500
177678,Kagemucha Knight,Kagemucha Knight,https://tcgplayer-cdn.tcgplayer.com/product/177678_200w.jpg,2,2336,https://cpt.tcgcsv.com/B5r2,2024-08-12T19:55:35.613,1,When you Normal Summon a Level 3 monster: You can Special Summon this card from your hand. Cannot be used as Synchro Material.,0.05,0.25,6.92,0.22,0.1,1st Edition,LEHD-ENC10,Common,DARK,Warrior,Effect Monster,0,,,0
177679,Cockadoodledoo,Cockadoodledoo,https://tcgplayer-cdn.tcgplayer.com/product/177679_200w.jpg,2,2336,https://cpt.tcgcsv.com/C5r2,2024-08-12T19:55:35.653,1,"If there are no monsters on the field, you can Special Summon this card (from your hand) as a Level 3 monster. If your opponent controls a monster and you control no cards, you can Special Summon this card (from your hand) as a Level 4 monster. If this face-up card would leave the field, banish it instead.",0.04,0.25,1.49,0.15,0.11,1st Edition,LEHD-ENC11,Common,WIND,Winged Beast,Tuner/Effect Monster,1600,,,2000
177680,Effect Veiler,Effect Veiler,https://tcgplayer-cdn.tcgplayer.com/product/177680_200w.jpg,2,2336,https://cpt.tcgcsv.com/D5r2,2024-06-07T08:53:09.71,1,"During your opponent's Main Phase (Quick Effect): You can send this card from your hand to the GY, then target 1 Effect Monster your opponent controls; negate the effects of that face-up monster your opponent controls, until the end of this turn.",0.38,0.99,8.75,0.48,1.67,1st Edition,LEHD-ENC12,Common,LIGHT,Spellcaster,Tuner/Effect Monster,0,,,0
177681,The Phantom Knights' Rank-Up-Magic Launch,The Phantom Knights Rank Up Magic Launch,https://tcgplayer-cdn.tcgplayer.com/product/177681_200w.jpg,2,2336,https://cpt.tcgcsv.com/F5r2,2024-02-18T13:49:24.9,1,"During the Main Phase: Target 1 DARK Xyz Monster you control with no material; Special Summon from your Extra Deck, 1 DARK Xyz Monster that is 1 Rank higher than that monster you control, by using it as the Xyz Material, and if you do, attach this card to it as additional material. (This is treated as an Xyz Summon. Transfer its materials to the Summoned monster.) During your Main Phase: You can banish this card from your GY, then target 1 DARK Xyz Monster you control; attach 1 ""The Phantom Knights"" monster from your hand to that monster as material.",0.01,0.25,1.49,0.2,0.15,1st Edition,LEHD-ENC13,Common,SPELL,,Quick-Play Spell,,,,
177682,Phantom Knights' Spear,Phantom Knights Spear,https://tcgplayer-cdn.tcgplayer.com/product/177682_200w.jpg,2,2336,https://cpt.tcgcsv.com/G5r2,2022-12-21T13:14:46.683,1,"Each time your opponent activates a card or effect that targets a ""The Phantom Knights"" monster(s) you control, inflict 500 damage to your opponent immediately after it resolves. If a DARK monster you control would be destroyed by battle or an opponent's card effect, you can banish this card from your GY instead.",0.04,0.23,1.49,0.13,,1st Edition,LEHD-ENC14,Common,SPELL,,Continuous Spell,,,,
177683,Foolish Burial,Foolish Burial,https://tcgplayer-cdn.tcgplayer.com/product/177683_200w.jpg,2,2336,https://cpt.tcgcsv.com/H5r2,2018-12-07T15:20:43.577,1,Send 1 monster from your Deck to the GY.,0.18,0.5,6.95,0.31,0.69,1st Edition,LEHD-ENC17,Common,SPELL,,Normal Spell,,,,
177684,Reinforcement of the Army,Reinforcement of the Army,https://tcgplayer-cdn.tcgplayer.com/product/177684_200w.jpg,2,2336,https://cpt.tcgcsv.com/J5r2,2018-10-08T22:42:45.43,1,Add 1 Level 4 or lower Warrior monster from your Deck to your hand.,0.14,0.25,3.01,0.19,,1st Edition,LEHD-ENC18,Common,SPELL,,Normal Spell,,,,
177685,Dark Eruption,Dark Eruption,https://tcgplayer-cdn.tcgplayer.com/product/177685_200w.jpg,2,2336,https://cpt.tcgcsv.com/K5r2,2018-10-08T22:44:42.747,1,Target 1 DARK monster with 1500 or less ATK in your GY; add that target to your hand.,0.09,0.25,1.99,0.14,,1st Edition,LEHD-ENC19,Common,SPELL,,Normal Spell,,,,
177686,Twin Twisters,Twin Twisters,https://tcgplayer-cdn.tcgplayer.com/product/177686_200w.jpg,2,2336,https://cpt.tcgcsv.com/L5r2,2022-06-09T18:52:20.683,1,"Discard 1 card, then target up to 2 Spells/Traps on the field; destroy them.",0.1,0.5,8.0,0.29,,1st Edition,LEHD-ENC20,Ultra Rare,SPELL,,Quick-Play Spell,,,,
177687,Phantom Knights' Fog Blade,Phantom Knights Fog Blade,https://tcgplayer-cdn.tcgplayer.com/product/177687_200w.jpg,2,2336,https://cpt.tcgcsv.com/M5r2,2021-11-03T12:22:50.84,1,"Activate this card by targeting 1 Effect Monster on the field; negate that face-up monster's effects, that face-up monster cannot attack, also monsters cannot target that face-up monster for attacks. When it leaves the field, destroy this card. You can banish this card from your GY, then target 1 ""The Phantom Knights"" monster in your GY; Special Summon it, but banish it when it leaves the field. You can only use this effect of ""Phantom Knights' Fog Blade"" once per turn.",0.05,0.5,5.9,0.42,0.29,1st Edition,LEHD-ENC21,Common,TRAP,,Continuous Trap,,,,
177688,Phantom Knights' Sword,Phantom Knights Sword,https://tcgplayer-cdn.tcgplayer.com/product/177688_200w.jpg,2,2336,https://cpt.tcgcsv.com/N5r2,2024-08-12T19:55:35.723,1,"Activate this card by targeting 1 face-up monster on the field; it gains 800 ATK, also if that target would be destroyed by battle or card effect, you can destroy this card instead. When it leaves the field, destroy this card. You can banish this card from your GY, then target 1 ""The Phantom Knights"" monster in your GY; Special Summon it, but banish it when it leaves the field. You can only use this effect of ""Phantom Knights' Sword"" once per turn.",0.03,0.25,1.49,0.21,0.1,1st Edition,LEHD-ENC22,Common,TRAP,,Continuous Trap,,,,
