productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extCardType,extAttack,extDefense,extDescription,extMonsterType
96089,Nekroz Mirror,Nekroz Mirror,https://tcgplayer-cdn.tcgplayer.com/product/96089_200w.jpg,2,1513,https://cpt.tcgcsv.com/PrN,2015-10-08T18:16:01.653,1,0.33,0.72,5.0,0.54,,1st Edition,THSF-EN020,Secret Rare,SPELL,Normal Spell,,,"This card can be used to Ritual Summon any ""Nekroz"" Ritual Monster. Tribute monsters from your hand or field, and/or banish ""Nekroz"" monsters from your Graveyard, then Ritual Summon 1 ""Nekroz"" Ritual Monster from your hand whose Level exactly equals the total Levels of those monsters. You can only use this effect of ""Nekroz Mirror"" once per turn. If you control no monsters: You can banish this card and 1 ""Nekroz"" monster from your Graveyard; add 1 ""Nekroz"" Spell Card from your Deck to your hand.",
96090,Nekroz Kaleidoscope,Nekroz Kaleidoscope,https://tcgplayer-cdn.tcgplayer.com/product/96090_200w.jpg,2,1513,https://cpt.tcgcsv.com/QrN,2015-10-08T18:15:48.9,1,0.49,1.0,10.0,1.09,0.96,Unlimited,THSF-EN021,Secret Rare,SPELL,Normal Spell,,,"This card can be used to Ritual Summon any number of ""Nekroz"" Ritual Monsters. Tribute 1 monster from your hand or field, or send 1 monster from your Extra Deck to the Graveyard, also, after that, Ritual Summon any number of ""Nekroz"" monsters whose total Levels exactly equal the Level of that monster. You can only use this effect of ""Nekroz Kaleidoscope"" once per turn. If you control no monsters: You can banish this card and 1 ""Nekroz"" monster from your Graveyard; add 1 ""Nekroz"" Spell Card from your Deck to your hand.",
96090,Nekroz Kaleidoscope,Nekroz Kaleidoscope,https://tcgplayer-cdn.tcgplayer.com/product/96090_200w.jpg,2,1513,https://cpt.tcgcsv.com/QrN,2015-10-08T18:15:48.9,1,0.48,1.19,5.0,1.07,,1st Edition,THSF-EN021,Secret Rare,SPELL,Normal Spell,,,"This card can be used to Ritual Summon any number of ""Nekroz"" Ritual Monsters. Tribute 1 monster from your hand or field, or send 1 monster from your Extra Deck to the Graveyard, also, after that, Ritual Summon any number of ""Nekroz"" monsters whose total Levels exactly equal the Level of that monster. You can only use this effect of ""Nekroz Kaleidoscope"" once per turn. If you control no monsters: You can banish this card and 1 ""Nekroz"" monster from your Graveyard; add 1 ""Nekroz"" Spell Card from your Deck to your hand.",
96091,Ritual Beast Tamer Lara,Ritual Beast Tamer Lara,https://tcgplayer-cdn.tcgplayer.com/product/96091_200w.jpg,2,1513,https://cpt.tcgcsv.com/RrN,2015-10-08T18:19:04.817,1,0.85,1.2,9.98,1.23,,Unlimited,THSF-EN022,Secret Rare,WIND,Effect Monster,100,2000,"If this card is Normal Summoned: You can target 1 ""Ritual Beast"" monster in your Graveyard; Special Summon it. You can only Special Summon ""Ritual Beast Tamer Lara(s)"" once per turn.",Psychic
96091,Ritual Beast Tamer Lara,Ritual Beast Tamer Lara,https://tcgplayer-cdn.tcgplayer.com/product/96091_200w.jpg,2,1513,https://cpt.tcgcsv.com/RrN,2015-10-08T18:19:04.817,1,0.25,1.23,10.0,1.02,,1st Edition,THSF-EN022,Secret Rare,WIND,Effect Monster,100,2000,"If this card is Normal Summoned: You can target 1 ""Ritual Beast"" monster in your Graveyard; Special Summon it. You can only Special Summon ""Ritual Beast Tamer Lara(s)"" once per turn.",Psychic
96092,Ritual Beast Tamer Elder,Ritual Beast Tamer Elder,https://tcgplayer-cdn.tcgplayer.com/product/96092_200w.jpg,2,1513,https://cpt.tcgcsv.com/SrN,2015-10-08T18:18:31.51,1,0.01,0.5,22.32,0.3,,Unlimited,THSF-EN023,Secret Rare,WIND,Effect Monster,200,1000,"After you Normal Summon this card, you can Normal Summon 1 ""Ritual Beast"" monster during your Main Phase this turn, in addition to your Normal Summon/Set. (You can only gain this effect once per turn.) You can only Special Summon ""Ritual Beast Tamer Elder(s)"" once per turn.",Psychic
96092,Ritual Beast Tamer Elder,Ritual Beast Tamer Elder,https://tcgplayer-cdn.tcgplayer.com/product/96092_200w.jpg,2,1513,https://cpt.tcgcsv.com/SrN,2015-10-08T18:18:31.51,1,0.09,0.53,39.0,0.53,,1st Edition,THSF-EN023,Secret Rare,WIND,Effect Monster,200,1000,"After you Normal Summon this card, you can Normal Summon 1 ""Ritual Beast"" monster during your Main Phase this turn, in addition to your Normal Summon/Set. (You can only gain this effect once per turn.) You can only Special Summon ""Ritual Beast Tamer Elder(s)"" once per turn.",Psychic
96093,Ritual Beast Tamer Wen,Ritual Beast Tamer Wen,https://tcgplayer-cdn.tcgplayer.com/product/96093_200w.jpg,2,1513,https://cpt.tcgcsv.com/TrN,2015-10-08T18:19:20.333,1,0.07,0.99,9.98,0.89,,Unlimited,THSF-EN024,Secret Rare,WIND,Effect Monster,1500,1000,"If this card is Normal Summoned: You can target 1 of your banished ""Ritual Beast"" monsters; Special Summon it. You can only Special Summon ""Ritual Beast Tamer Wen(s)"" once per turn.",Psychic
96093,Ritual Beast Tamer Wen,Ritual Beast Tamer Wen,https://tcgplayer-cdn.tcgplayer.com/product/96093_200w.jpg,2,1513,https://cpt.tcgcsv.com/TrN,2015-10-08T18:19:20.333,1,0.48,0.99,5.0,0.78,,1st Edition,THSF-EN024,Secret Rare,WIND,Effect Monster,1500,1000,"If this card is Normal Summoned: You can target 1 of your banished ""Ritual Beast"" monsters; Special Summon it. You can only Special Summon ""Ritual Beast Tamer Wen(s)"" once per turn.",Psychic
96094,Spiritual Beast Apelio,Spiritual Beast Apelio,https://tcgplayer-cdn.tcgplayer.com/product/96094_200w.jpg,2,1513,https://cpt.tcgcsv.com/VrN,2015-10-08T18:22:52.25,1,0.45,0.86,4.99,0.76,,Unlimited,THSF-EN025,Super Rare,WIND,Effect Monster,1800,200,"Once per turn, during either player's turn: You can banish 1 ""Ritual Beast"" card from your Graveyard; for the rest of this turn, all ""Ritual Beast"" monsters you control will gain 500 ATK and DEF. You can only Special Summon ""Spiritual Beast Apelio(s)"" once per turn.",Pyro
96094,Spiritual Beast Apelio,Spiritual Beast Apelio,https://tcgplayer-cdn.tcgplayer.com/product/96094_200w.jpg,2,1513,https://cpt.tcgcsv.com/VrN,2015-10-08T18:22:52.25,1,0.25,0.97,4.99,0.65,,1st Edition,THSF-EN025,Super Rare,WIND,Effect Monster,1800,200,"Once per turn, during either player's turn: You can banish 1 ""Ritual Beast"" card from your Graveyard; for the rest of this turn, all ""Ritual Beast"" monsters you control will gain 500 ATK and DEF. You can only Special Summon ""Spiritual Beast Apelio(s)"" once per turn.",Pyro
96095,Spiritual Beast Pettlephin,Spiritual Beast Pettlephin,https://tcgplayer-cdn.tcgplayer.com/product/96095_200w.jpg,2,1513,https://cpt.tcgcsv.com/WrN,2015-10-08T18:23:22.437,1,0.2,0.49,4.99,0.23,,Unlimited,THSF-EN026,Super Rare,WIND,Effect Monster,0,2000,"Once per turn: You can banish 1 ""Ritual Beast"" card from your hand, then target 1 card your opponent controls; return it to the hand. You can only Special Summon ""Spiritual Beast Pettlephin(s)"" once per turn.",Aqua
96095,Spiritual Beast Pettlephin,Spiritual Beast Pettlephin,https://tcgplayer-cdn.tcgplayer.com/product/96095_200w.jpg,2,1513,https://cpt.tcgcsv.com/WrN,2015-10-08T18:23:22.437,1,0.15,0.4,1.68,0.31,,1st Edition,THSF-EN026,Super Rare,WIND,Effect Monster,0,2000,"Once per turn: You can banish 1 ""Ritual Beast"" card from your hand, then target 1 card your opponent controls; return it to the hand. You can only Special Summon ""Spiritual Beast Pettlephin(s)"" once per turn.",Aqua
96096,Spiritual Beast Cannahawk,Spiritual Beast Cannahawk,https://tcgplayer-cdn.tcgplayer.com/product/96096_200w.jpg,2,1513,https://cpt.tcgcsv.com/XrN,2015-10-08T18:23:03.76,1,0.34,1.2,5.0,1.14,0.9,Unlimited,THSF-EN027,Super Rare,WIND,Effect Monster,1400,600,"Once per turn: You can banish 1 ""Ritual Beast"" card from your Deck, face-up. During your second Standby Phase after this effect's activation, add the card banished by this effect to your hand. You can only Special Summon ""Spiritual Beast Cannahawk(s)"" once per turn.",Thunder
96096,Spiritual Beast Cannahawk,Spiritual Beast Cannahawk,https://tcgplayer-cdn.tcgplayer.com/product/96096_200w.jpg,2,1513,https://cpt.tcgcsv.com/XrN,2015-10-08T18:23:03.76,1,0.35,1.04,6.0,0.81,0.7,1st Edition,THSF-EN027,Super Rare,WIND,Effect Monster,1400,600,"Once per turn: You can banish 1 ""Ritual Beast"" card from your Deck, face-up. During your second Standby Phase after this effect's activation, add the card banished by this effect to your hand. You can only Special Summon ""Spiritual Beast Cannahawk(s)"" once per turn.",Thunder
96097,Ritual Beast Ulti-Pettlephin,Ritual Beast Ulti Pettlephin,https://tcgplayer-cdn.tcgplayer.com/product/96097_200w.jpg,2,1513,https://cpt.tcgcsv.com/ZrN,2015-10-08T18:20:33.41,1,0.25,0.85,4.99,0.57,,Unlimited,THSF-EN029,Secret Rare,WIND,Fusion/Effect Monster,200,2800,"<em>1 ""Ritual Beast Tamer"" monster + 1 ""Spiritual Beast"" monster</em>

<br>Must be Special Summoned (from your Extra Deck) by banishing the above cards you control, and cannot be Special Summoned by other ways. (You do not use ""Polymerization"".) Cannot be destroyed by card effects. During either player's turn: You can return this card to the Extra Deck, then target 1 of your banished ""Ritual Beast Tamer"" monsters and 1 of your banished ""Spiritual Beast"" monsters; Special Summon them in Defense Position.",Aqua
96097,Ritual Beast Ulti-Pettlephin,Ritual Beast Ulti Pettlephin,https://tcgplayer-cdn.tcgplayer.com/product/96097_200w.jpg,2,1513,https://cpt.tcgcsv.com/ZrN,2015-10-08T18:20:33.41,1,0.25,0.65,4.99,0.6,,1st Edition,THSF-EN029,Secret Rare,WIND,Fusion/Effect Monster,200,2800,"<em>1 ""Ritual Beast Tamer"" monster + 1 ""Spiritual Beast"" monster</em>

<br>Must be Special Summoned (from your Extra Deck) by banishing the above cards you control, and cannot be Special Summoned by other ways. (You do not use ""Polymerization"".) Cannot be destroyed by card effects. During either player's turn: You can return this card to the Extra Deck, then target 1 of your banished ""Ritual Beast Tamer"" monsters and 1 of your banished ""Spiritual Beast"" monsters; Special Summon them in Defense Position.",Aqua
96098,Ritual Beast Ulti-Apelio,Ritual Beast Ulti Apelio,https://tcgplayer-cdn.tcgplayer.com/product/96098_200w.jpg,2,1513,https://cpt.tcgcsv.com/-rN,2015-10-08T18:19:34.51,1,0.02,1.9,4.36,2.0,,Unlimited,THSF-EN028,Secret Rare,WIND,Fusion/Effect Monster,2600,400,"<em>1 ""Ritual Beast Tamer"" monster + 1 ""Spiritual Beast"" monster</em>

<br>Must be Special Summoned (from your Extra Deck) by banishing the above cards you control, and cannot be Special Summoned by other ways. (You do not use ""Polymerization"".) If this card attacks, it is unaffected by other cards' effects until the end of the Damage Step. During either player's turn: You can return this card you control to the Extra Deck, then target 2 of your banished monsters (1 ""Ritual Beast Tamer"" monster and 1 ""Spiritual Beast"" monster); Special Summon them in Defense Position.",Pyro
96098,Ritual Beast Ulti-Apelio,Ritual Beast Ulti Apelio,https://tcgplayer-cdn.tcgplayer.com/product/96098_200w.jpg,2,1513,https://cpt.tcgcsv.com/-rN,2015-10-08T18:19:34.51,1,0.53,1.75,14.99,1.47,,1st Edition,THSF-EN028,Secret Rare,WIND,Fusion/Effect Monster,2600,400,"<em>1 ""Ritual Beast Tamer"" monster + 1 ""Spiritual Beast"" monster</em>

<br>Must be Special Summoned (from your Extra Deck) by banishing the above cards you control, and cannot be Special Summoned by other ways. (You do not use ""Polymerization"".) If this card attacks, it is unaffected by other cards' effects until the end of the Damage Step. During either player's turn: You can return this card you control to the Extra Deck, then target 2 of your banished monsters (1 ""Ritual Beast Tamer"" monster and 1 ""Spiritual Beast"" monster); Special Summon them in Defense Position.",Pyro
96099,Ritual Beast Ulti-Cannahawk,Ritual Beast Ulti Cannahawk,https://tcgplayer-cdn.tcgplayer.com/product/96099_200w.jpg,2,1513,https://cpt.tcgcsv.com/_rN,2015-10-08T18:20:11.21,1,0.02,0.69,4.99,0.44,,Unlimited,THSF-EN030,Secret Rare,WIND,Fusion/Effect Monster,1400,1600,"<em>1 ""Ritual Beast Tamer"" monster + 1 ""Spiritual Beast"" monster</em>

<br>Must be Special Summoned (from your Extra Deck) by banishing the above cards you control, and cannot be Special Summoned by other ways. (You do not use ""Polymerization"".) Once per turn: You can target 2 of your banished ""Ritual Beast"" cards; return them to the Graveyard, and if you do, add 1 ""Ritual Beast"" card from your Deck to your hand. During either player's turn: You can return this card to the Extra Deck, then target 1 of your banished ""Ritual Beast Tamer"" monsters and 1 of your banished ""Spiritual Beast"" monsters; Special Summon them in Defense Position.",Thunder
96099,Ritual Beast Ulti-Cannahawk,Ritual Beast Ulti Cannahawk,https://tcgplayer-cdn.tcgplayer.com/product/96099_200w.jpg,2,1513,https://cpt.tcgcsv.com/_rN,2015-10-08T18:20:11.21,1,0.19,0.56,8.85,0.4,0.25,1st Edition,THSF-EN030,Secret Rare,WIND,Fusion/Effect Monster,1400,1600,"<em>1 ""Ritual Beast Tamer"" monster + 1 ""Spiritual Beast"" monster</em>

<br>Must be Special Summoned (from your Extra Deck) by banishing the above cards you control, and cannot be Special Summoned by other ways. (You do not use ""Polymerization"".) Once per turn: You can target 2 of your banished ""Ritual Beast"" cards; return them to the Graveyard, and if you do, add 1 ""Ritual Beast"" card from your Deck to your hand. During either player's turn: You can return this card to the Extra Deck, then target 1 of your banished ""Ritual Beast Tamer"" monsters and 1 of your banished ""Spiritual Beast"" monsters; Special Summon them in Defense Position.",Thunder
96100,Ritual Beast's Bond,Ritual Beasts Bond,https://tcgplayer-cdn.tcgplayer.com/product/96100_200w.jpg,2,1513,https://cpt.tcgcsv.com/0sN,2015-10-08T18:20:47.627,1,0.01,0.35,4.99,0.28,,Unlimited,THSF-EN031,Super Rare,SPELL,Normal Spell,,,"Banish 2 ""Ritual Beast"" monsters you control; Special Summon 1 ""Ritual Beast"" monster from your Extra Deck, ignoring its Summoning conditions.",
96100,Ritual Beast's Bond,Ritual Beasts Bond,https://tcgplayer-cdn.tcgplayer.com/product/96100_200w.jpg,2,1513,https://cpt.tcgcsv.com/0sN,2015-10-08T18:20:47.627,1,0.14,0.39,4.99,0.21,,1st Edition,THSF-EN031,Super Rare,SPELL,Normal Spell,,,"Banish 2 ""Ritual Beast"" monsters you control; Special Summon 1 ""Ritual Beast"" monster from your Extra Deck, ignoring its Summoning conditions.",
96101,Ritual Beast Steeds,Ritual Beast Steeds,https://tcgplayer-cdn.tcgplayer.com/product/96101_200w.jpg,2,1513,https://cpt.tcgcsv.com/2sN,2015-10-08T18:18:17.42,1,0.04,0.68,4.99,0.62,,Unlimited,THSF-EN032,Super Rare,TRAP,Normal Trap,,,"If you control a ""Ritual Beast"" monster: Destroy monsters on the field up to the number of ""Ritual Beast"" monsters you currently control.",
96101,Ritual Beast Steeds,Ritual Beast Steeds,https://tcgplayer-cdn.tcgplayer.com/product/96101_200w.jpg,2,1513,https://cpt.tcgcsv.com/2sN,2015-10-08T18:18:17.42,1,0.25,0.75,2.99,0.7,,1st Edition,THSF-EN032,Super Rare,TRAP,Normal Trap,,,"If you control a ""Ritual Beast"" monster: Destroy monsters on the field up to the number of ""Ritual Beast"" monsters you currently control.",
96102,Manju of the Ten Thousand Hands,Manju of the Ten Thousand Hands,https://tcgplayer-cdn.tcgplayer.com/product/96102_200w.jpg,2,1513,https://cpt.tcgcsv.com/3sN,2015-10-08T18:13:30.34,1,0.25,0.54,9.28,0.5,,Unlimited,THSF-EN033,Super Rare,LIGHT,Effect Monster,1400,1000,When this card is Normal or Flip Summoned: You can add 1 Ritual Monster Card or 1 Ritual Spell Card from your Deck to your hand.,Fairy
96102,Manju of the Ten Thousand Hands,Manju of the Ten Thousand Hands,https://tcgplayer-cdn.tcgplayer.com/product/96102_200w.jpg,2,1513,https://cpt.tcgcsv.com/3sN,2015-10-08T18:13:30.34,1,0.15,0.79,6.5,0.81,,1st Edition,THSF-EN033,Super Rare,LIGHT,Effect Monster,1400,1000,When this card is Normal or Flip Summoned: You can add 1 Ritual Monster Card or 1 Ritual Spell Card from your Deck to your hand.,Fairy
96103,Necro Gardna,Necro Gardna,https://tcgplayer-cdn.tcgplayer.com/product/96103_200w.jpg,2,1513,https://cpt.tcgcsv.com/5sN,2015-10-08T18:15:31.293,1,0.25,0.49,1.56,0.32,,Unlimited,THSF-EN034,Super Rare,DARK,Effect Monster,600,1300,During your opponent's turn: You can banish this card from your Graveyard; negate the next attack this turn from a monster your opponent controls (this is a Quick Effect).,Warrior
96103,Necro Gardna,Necro Gardna,https://tcgplayer-cdn.tcgplayer.com/product/96103_200w.jpg,2,1513,https://cpt.tcgcsv.com/5sN,2015-10-08T18:15:31.293,1,0.25,0.5,1.99,0.43,,1st Edition,THSF-EN034,Super Rare,DARK,Effect Monster,600,1300,During your opponent's turn: You can banish this card from your Graveyard; negate the next attack this turn from a monster your opponent controls (this is a Quick Effect).,Warrior
96104,Armageddon Knight,Armageddon Knight,https://tcgplayer-cdn.tcgplayer.com/product/96104_200w.jpg,2,1513,https://cpt.tcgcsv.com/6sN,2015-10-08T18:06:00.41,1,0.1,0.5,4.99,0.26,,Unlimited,THSF-EN035,Super Rare,DARK,Effect Monster,1400,1200,"When this card is Summoned, you can send 1 DARK monster from your Deck to the Graveyard.",Warrior
96104,Armageddon Knight,Armageddon Knight,https://tcgplayer-cdn.tcgplayer.com/product/96104_200w.jpg,2,1513,https://cpt.tcgcsv.com/6sN,2015-10-08T18:06:00.41,1,0.1,0.49,6.99,0.25,,1st Edition,THSF-EN035,Super Rare,DARK,Effect Monster,1400,1200,"When this card is Summoned, you can send 1 DARK monster from your Deck to the Graveyard.",Warrior
96105,Djinn Releaser of Rituals,Djinn Releaser of Rituals,https://tcgplayer-cdn.tcgplayer.com/product/96105_200w.jpg,2,1513,https://cpt.tcgcsv.com/7sN,2015-10-08T18:11:12.02,1,0.25,0.58,2.3,0.47,,Unlimited,THSF-EN036,Super Rare,DARK,Effect Monster,1200,2000,"When you Ritual Summon a monster, you can banish this card from your Graveyard as 1 of the monsters required for the Ritual Summon. If a player Ritual Summons using this card, the other player cannot Special Summon while that Ritual Summoned monster is face-up on the field.",Fiend
96105,Djinn Releaser of Rituals,Djinn Releaser of Rituals,https://tcgplayer-cdn.tcgplayer.com/product/96105_200w.jpg,2,1513,https://cpt.tcgcsv.com/7sN,2015-10-08T18:11:12.02,1,0.24,0.59,2.48,0.63,,1st Edition,THSF-EN036,Super Rare,DARK,Effect Monster,1200,2000,"When you Ritual Summon a monster, you can banish this card from your Graveyard as 1 of the monsters required for the Ritual Summon. If a player Ritual Summons using this card, the other player cannot Special Summon while that Ritual Summoned monster is face-up on the field.",Fiend
96106,Djinn Presider of Rituals,Djinn Presider of Rituals,https://tcgplayer-cdn.tcgplayer.com/product/96106_200w.jpg,2,1513,https://cpt.tcgcsv.com/8sN,2015-10-08T18:08:09.44,1,0.09,0.25,1.49,0.2,,Unlimited,THSF-EN037,Super Rare,DARK,Effect Monster,1800,1400,"When you Ritual Summon a Ritual Monster, you can remove from play this card from your Graveyard as 1 of the monsters required for the Ritual Summon. If the monster Ritual Summoned using this card destroys a monster by battle, the controller of the Ritual Monster draws 1 card.",Fiend
96106,Djinn Presider of Rituals,Djinn Presider of Rituals,https://tcgplayer-cdn.tcgplayer.com/product/96106_200w.jpg,2,1513,https://cpt.tcgcsv.com/8sN,2015-10-08T18:08:09.44,1,0.12,0.25,5.0,0.21,,1st Edition,THSF-EN037,Super Rare,DARK,Effect Monster,1800,1400,"When you Ritual Summon a Ritual Monster, you can remove from play this card from your Graveyard as 1 of the monsters required for the Ritual Summon. If the monster Ritual Summoned using this card destroys a monster by battle, the controller of the Ritual Monster draws 1 card.",Fiend
96107,Djinn Cursenchanter of Rituals,Djinn Cursenchanter of Rituals,https://tcgplayer-cdn.tcgplayer.com/product/96107_200w.jpg,2,1513,https://cpt.tcgcsv.com/9sN,2015-10-08T18:07:17.39,1,0.07,0.3,1.49,0.25,,Unlimited,THSF-EN038,Super Rare,DARK,Effect Monster,1700,1000,"When you Ritual Summon a Ritual Monster, you can remove from play this card from your Graveyard as 1 of the monsters required for the Ritual Summon. While the monster Ritual Summoned using this card is face-up on the field, Synchro Monsters' effects are negated.",Fiend
96107,Djinn Cursenchanter of Rituals,Djinn Cursenchanter of Rituals,https://tcgplayer-cdn.tcgplayer.com/product/96107_200w.jpg,2,1513,https://cpt.tcgcsv.com/9sN,2015-10-08T18:07:17.39,1,0.02,0.28,5.0,0.19,,1st Edition,THSF-EN038,Super Rare,DARK,Effect Monster,1700,1000,"When you Ritual Summon a Ritual Monster, you can remove from play this card from your Graveyard as 1 of the monsters required for the Ritual Summon. While the monster Ritual Summoned using this card is face-up on the field, Synchro Monsters' effects are negated.",Fiend
96108,Djinn Prognosticator of Rituals,Djinn Prognosticator of Rituals,https://tcgplayer-cdn.tcgplayer.com/product/96108_200w.jpg,2,1513,https://cpt.tcgcsv.com/bsN,2015-10-08T18:10:52.91,1,0.05,0.25,1.5,0.11,,Unlimited,THSF-EN039,Super Rare,DARK,Effect Monster,400,300,"When you Ritual Summon a Ritual Monster, you can remove from play this card from your Graveyard as 1 of the monsters required for the Ritual Summon. When the monster Ritual Summoned using this card inflicts Battle Damage to your opponent, your opponent must select and discard 1 card.",Fiend
96108,Djinn Prognosticator of Rituals,Djinn Prognosticator of Rituals,https://tcgplayer-cdn.tcgplayer.com/product/96108_200w.jpg,2,1513,https://cpt.tcgcsv.com/bsN,2015-10-08T18:10:52.91,1,0.05,0.28,5.0,0.16,,1st Edition,THSF-EN039,Super Rare,DARK,Effect Monster,400,300,"When you Ritual Summon a Ritual Monster, you can remove from play this card from your Graveyard as 1 of the monsters required for the Ritual Summon. When the monster Ritual Summoned using this card inflicts Battle Damage to your opponent, your opponent must select and discard 1 card.",Fiend
96109,Djinn Disserere of Rituals,Djinn Disserere of Rituals,https://tcgplayer-cdn.tcgplayer.com/product/96109_200w.jpg,2,1513,https://cpt.tcgcsv.com/csN,2015-10-08T18:07:47.107,1,0.05,0.3,1.99,0.2,,Unlimited,THSF-EN040,Super Rare,DARK,Effect Monster,200,200,"When you Ritual Summon a Ritual Monster, you can remove from play this card from your Graveyard as 1 of the monsters required for the Ritual Summon. The monster Ritual Summoned using this card is not affected by Trap Cards.",Fiend
96109,Djinn Disserere of Rituals,Djinn Disserere of Rituals,https://tcgplayer-cdn.tcgplayer.com/product/96109_200w.jpg,2,1513,https://cpt.tcgcsv.com/csN,2015-10-08T18:07:47.107,1,0.05,0.3,9.99,0.24,,1st Edition,THSF-EN040,Super Rare,DARK,Effect Monster,200,200,"When you Ritual Summon a Ritual Monster, you can remove from play this card from your Graveyard as 1 of the monsters required for the Ritual Summon. The monster Ritual Summoned using this card is not affected by Trap Cards.",Fiend
96110,Gishki Chain,Gishki Chain,https://tcgplayer-cdn.tcgplayer.com/product/96110_200w.jpg,2,1513,https://cpt.tcgcsv.com/dsN,2015-10-08T18:12:03.437,1,0.1,0.32,4.99,0.13,,Unlimited,THSF-EN041,Super Rare,WATER,Effect Monster,1800,1000,"When this card is Normal Summoned: Look at the top 3 cards of your Deck. If there is a Ritual Monster(s) or Ritual Spell Card(s), you can reveal one of them to your opponent and add it to your hand. Then return the other cards to your Deck in the order of your choice.",Sea Serpent
96110,Gishki Chain,Gishki Chain,https://tcgplayer-cdn.tcgplayer.com/product/96110_200w.jpg,2,1513,https://cpt.tcgcsv.com/dsN,2015-10-08T18:12:03.437,1,0.04,0.25,5.99,0.19,,1st Edition,THSF-EN041,Super Rare,WATER,Effect Monster,1800,1000,"When this card is Normal Summoned: Look at the top 3 cards of your Deck. If there is a Ritual Monster(s) or Ritual Spell Card(s), you can reveal one of them to your opponent and add it to your hand. Then return the other cards to your Deck in the order of your choice.",Sea Serpent
96111,Gishki Shadow,Gishki Shadow,https://tcgplayer-cdn.tcgplayer.com/product/96111_200w.jpg,2,1513,https://cpt.tcgcsv.com/fsN,2015-10-08T18:12:42.57,1,0.05,0.47,2.0,0.11,,Unlimited,THSF-EN042,Super Rare,WATER,Effect Monster,1200,1000,"If you Ritual Summon a WATER Ritual Monster, this card can be used as the entire Tribute. You can discard this card; add 1 ""Gishki"" Ritual Spell Card from your Deck to your hand.",Sea Serpent
96111,Gishki Shadow,Gishki Shadow,https://tcgplayer-cdn.tcgplayer.com/product/96111_200w.jpg,2,1513,https://cpt.tcgcsv.com/fsN,2015-10-08T18:12:42.57,1,0.05,0.4,6.99,0.24,,1st Edition,THSF-EN042,Super Rare,WATER,Effect Monster,1200,1000,"If you Ritual Summon a WATER Ritual Monster, this card can be used as the entire Tribute. You can discard this card; add 1 ""Gishki"" Ritual Spell Card from your Deck to your hand.",Sea Serpent
96112,Gishki Noellia,Gishki Noellia,https://tcgplayer-cdn.tcgplayer.com/product/96112_200w.jpg,2,1513,https://cpt.tcgcsv.com/gsN,2015-10-08T18:12:23.903,1,0.05,0.25,2.0,0.17,,Unlimited,THSF-EN043,Super Rare,WATER,Effect Monster,1700,1000,"When this card is Normal Summoned: You can reveal the top 5 cards of your Deck, send any revealed Ritual Spell Cards or ""Gishki"" Monster Cards to the Graveyard, then return the other cards to the bottom of your Deck in any order.",Spellcaster
96112,Gishki Noellia,Gishki Noellia,https://tcgplayer-cdn.tcgplayer.com/product/96112_200w.jpg,2,1513,https://cpt.tcgcsv.com/gsN,2015-10-08T18:12:23.903,1,0.05,0.25,4.99,0.13,,1st Edition,THSF-EN043,Super Rare,WATER,Effect Monster,1700,1000,"When this card is Normal Summoned: You can reveal the top 5 cards of your Deck, send any revealed Ritual Spell Cards or ""Gishki"" Monster Cards to the Graveyard, then return the other cards to the bottom of your Deck in any order.",Spellcaster
96113,Cardcar D,Cardcar D,https://tcgplayer-cdn.tcgplayer.com/product/96113_200w.jpg,2,1513,https://cpt.tcgcsv.com/hsN,2015-10-08T18:06:43.843,1,0.1,0.42,1.99,0.29,,Unlimited,THSF-EN044,Super Rare,EARTH,Effect Monster,800,400,"Cannot be Special Summoned. During your Main Phase 1, if this card was Normal Summoned this turn: You can Tribute this card; draw 2 cards, then it becomes the End Phase of this turn. You cannot Special Summon during the turn you activate this effect.",Machine
96113,Cardcar D,Cardcar D,https://tcgplayer-cdn.tcgplayer.com/product/96113_200w.jpg,2,1513,https://cpt.tcgcsv.com/hsN,2015-10-08T18:06:43.843,1,0.12,0.38,5.0,0.34,,1st Edition,THSF-EN044,Super Rare,EARTH,Effect Monster,800,400,"Cannot be Special Summoned. During your Main Phase 1, if this card was Normal Summoned this turn: You can Tribute this card; draw 2 cards, then it becomes the End Phase of this turn. You cannot Special Summon during the turn you activate this effect.",Machine
96114,Gishki Vision,Gishki Vision,https://tcgplayer-cdn.tcgplayer.com/product/96114_200w.jpg,2,1513,https://cpt.tcgcsv.com/jsN,2015-10-08T18:13:04.763,1,0.12,0.3,3.99,0.17,,Unlimited,THSF-EN045,Super Rare,WATER,Effect Monster,700,500,"If you Ritual Summon a WATER Ritual Monster, this card can be used as the entire Tribute. You can discard this card; add 1 ""Gishki"" Ritual Monster from your Deck to your hand.",Sea Serpent
96114,Gishki Vision,Gishki Vision,https://tcgplayer-cdn.tcgplayer.com/product/96114_200w.jpg,2,1513,https://cpt.tcgcsv.com/jsN,2015-10-08T18:13:04.763,1,0.07,0.36,4.99,0.19,,1st Edition,THSF-EN045,Super Rare,WATER,Effect Monster,700,500,"If you Ritual Summon a WATER Ritual Monster, this card can be used as the entire Tribute. You can discard this card; add 1 ""Gishki"" Ritual Monster from your Deck to your hand.",Sea Serpent
