productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardType,extDescription
638015,Field Center Token: Alba System Dogmatikalamity,Field Center Token Alba System Dogmatikalamity,https://tcgplayer-cdn.tcgplayer.com/product/638015_200w.jpg,2,1322,https://cpt.tcgcsv.com/kd77,2025-06-16T19:40:47.547,0,,Promo,0.25,0.53,6.0,0.48,,Limited,Field Center,
638017,Field Center Token: Lady's Dragonmaid,Field Center Token Ladys Dragonmaid,https://tcgplayer-cdn.tcgplayer.com/product/638017_200w.jpg,2,1322,https://cpt.tcgcsv.com/md77,2025-06-16T19:41:54.013,0,,Promo,7.2,9.81,30.0,9.64,,Limited,Field Center,
638018,Field Center Token: P.U.N.K. JAM FEVER!,Field Center Token PUNK JAM FEVER,https://tcgplayer-cdn.tcgplayer.com/product/638018_200w.jpg,2,1322,https://cpt.tcgcsv.com/nd77,2025-06-16T19:42:46.067,0,,Promo,0.6,0.92,8.0,0.91,,Limited,Field Center,
638021,Field Center Token: Dragonmaid,Field Center Token Dragonmaid,https://tcgplayer-cdn.tcgplayer.com/product/638021_200w.jpg,2,1322,https://cpt.tcgcsv.com/rd77,2025-06-16T19:45:14.87,0,,Promo,2.5,3.34,15.49,3.24,,Limited,Field Center,
638022,Field Center Token: Orcust,Field Center Token Orcust,https://tcgplayer-cdn.tcgplayer.com/product/638022_200w.jpg,2,1322,https://cpt.tcgcsv.com/sd77,2025-06-16T19:45:30.5,0,,Promo,0.5,1.01,10.0,0.69,,Limited,Field Center,
638023,Field Center Token: P.U.N.K,Field Center Token PUNK,https://tcgplayer-cdn.tcgplayer.com/product/638023_200w.jpg,2,1322,https://cpt.tcgcsv.com/td77,2025-06-16T19:45:48.117,0,,Promo,0.88,1.17,7.99,1.12,,Limited,Field Center,
650220,Field Center Token: K9-00 Lupis,Field Center Token K9 00 Lupis,https://tcgplayer-cdn.tcgplayer.com/product/650220_200w.jpg,2,1322,https://cpt.tcgcsv.com/q6d7,2025-08-19T15:40:44.14,0,,Promo,3.49,4.5,6.0,4.7,,Limited,Field Center,
650221,"Field Center Token: K9-00 ""Hound""",Field Center Token K9 00 Hound,https://tcgplayer-cdn.tcgplayer.com/product/650221_200w.jpg,2,1322,https://cpt.tcgcsv.com/r6d7,2025-08-19T15:41:44.807,0,,Promo,6.89,7.4,8.19,7.2,,Limited,Field Center,
650222,Field Center Token: Rahu Dracotail,Field Center Token Rahu Dracotail,https://tcgplayer-cdn.tcgplayer.com/product/650222_200w.jpg,2,1322,https://cpt.tcgcsv.com/s6d7,2025-08-19T15:43:20.373,0,,Promo,3.25,4.99,8.0,3.84,,Limited,Field Center,
650223,Field Center Token: Dracotail Lukias,Field Center Token Dracotail Lukias,https://tcgplayer-cdn.tcgplayer.com/product/650223_200w.jpg,2,1322,https://cpt.tcgcsv.com/t6d7,2025-08-19T15:44:09.997,0,,Promo,0.7,1.25,4.25,1.09,,Limited,Field Center,
650224,Field Center Token: Dracotail Urgula,Field Center Token Dracotail Urgula,https://tcgplayer-cdn.tcgplayer.com/product/650224_200w.jpg,2,1322,https://cpt.tcgcsv.com/v6d7,2025-08-19T15:44:38.63,0,,Promo,0.7,1.04,5.0,0.98,,Limited,Field Center,
650225,Field Center Token: CupsyYummy,Field Center Token CupsyYummy,https://tcgplayer-cdn.tcgplayer.com/product/650225_200w.jpg,2,1322,https://cpt.tcgcsv.com/w6d7,2025-08-19T15:45:42.057,0,,Promo,1.9,4.07,7.45,3.7,,Limited,Field Center,
650226,Field Center Token: Yummy Snatchy,Field Center Token Yummy Snatchy,https://tcgplayer-cdn.tcgplayer.com/product/650226_200w.jpg,2,1322,https://cpt.tcgcsv.com/x6d7,2025-08-19T15:46:20.88,0,,Promo,2.75,3.82,8.5,3.39,,Limited,Field Center,
