productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extNumber,extDescription,extColor,extCardType,extCost,extPower,extSubtypes,extCounterplus,extAttribute,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName
634511,Long-Jaw Neptunian,Long Jaw Neptunian,https://tcgplayer-cdn.tcgplayer.com/product/634511_200w.jpg,68,24242,https://cpt.tcgcsv.com/fQ57,2025-06-10T18:36:38.963,1,C,OP11-103,"[Activate: Main] <strong>If your Leader is [Shirahoshi], you may rest this Character and turn 1 card from the top of your Life cards face-down:</strong> K.O. up to 1 of your opponent's Characters with a cost of 3 or less.",Yellow,Character,5,7000,Neptunian,,Strike,0.3,1.0,3.5,0.74,,Normal
634512,Charlotte Chiffon,Charlotte Chiffon,https://tcgplayer-cdn.tcgplayer.com/product/634512_200w.jpg,68,24242,https://cpt.tcgcsv.com/gQ57,2025-06-10T18:36:49.5,1,UC,OP11-105,,Yellow,Character,5,6000,Firetank Pirates;Former Big Mom Pirates,2000,Wisdom,0.6,0.99,9.89,1.0,,Normal
634513,Topknot Neptunian,Topknot Neptunian,https://tcgplayer-cdn.tcgplayer.com/product/634513_200w.jpg,68,24242,https://cpt.tcgcsv.com/hQ57,2025-06-10T18:37:08.407,1,C,OP11-107,"[Blocker]<br>
<br>
[Activate: Main] [Once Per Turn] <strong>If your Leader is [Shirahoshi], you may turn 1 card from the top of your Life cards face-down:</strong> Set this Character as active at the end of this turn.",Yellow,Character,5,6000,Neptunian,1000,Strike,0.4,2.19,8.0,1.42,,Normal
634514,Pappag,Pappag,https://tcgplayer-cdn.tcgplayer.com/product/634514_200w.jpg,68,24242,https://cpt.tcgcsv.com/jQ57,2025-06-10T18:37:21.653,1,C,OP11-109,"[On Play] If you have [Camie], draw 2 cards and trash 2 cards from your hand.",Yellow,Character,1,,Animal;Fish-Man Island,1000,Wisdom,0.18,0.5,11.3,0.25,,Normal
634515,Fukaboshi,Fukaboshi,https://tcgplayer-cdn.tcgplayer.com/product/634515_200w.jpg,68,24242,https://cpt.tcgcsv.com/kQ57,2025-06-10T18:37:31.76,1,C,OP11-110,"If this Character would be K.O.'d, you may rest 1 of your [Fish-Man Island] or your [Shirahoshi] Leader instead.<br>
<br>
[On Play] <strong>You may add 1 card from the top or bottom of your Life cards to your hand:</strong> K.O. up to 1 of your opponent's Characters with a cost of 1 or less.",Yellow,Character,3,5000,Merfolk;Fish-Man Island,,Slash,0.18,0.8,8.99,0.79,,Normal
634516,Mamboshi,Mamboshi,https://tcgplayer-cdn.tcgplayer.com/product/634516_200w.jpg,68,24242,https://cpt.tcgcsv.com/lQ57,2025-06-10T18:37:41.39,1,UC,OP11-111,,Yellow,Character,6,7000,Merfolk;Fish-Man Island,2000,Slash,0.1,1.08,7.92,1.08,,Normal
634517,Megalo,Megalo,https://tcgplayer-cdn.tcgplayer.com/product/634517_200w.jpg,68,24242,https://cpt.tcgcsv.com/mQ57,2025-06-10T18:37:50.08,1,UC,OP11-112,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em><br>
<br>
[Opponent's Turn] If your Leader is [Shirahoshi], this Character gains +4000 power.",Yellow,Character,3,2000,Animal;Fish-Man Island,1000,Wisdom,2.44,2.52,8.0,2.52,,Normal
634519,Ryuboshi,Ryuboshi,https://tcgplayer-cdn.tcgplayer.com/product/634519_200w.jpg,68,24242,https://cpt.tcgcsv.com/pQ57,2025-06-10T18:37:59.68,1,C,OP11-113,,Yellow,Character,5,7000,Merfolk;Fish-Man Island,1000,Slash,0.1,0.5,3.99,0.42,,Normal
634520,You're Just Not My Type!,Youre Just Not My Type,https://tcgplayer-cdn.tcgplayer.com/product/634520_200w.jpg,68,24242,https://cpt.tcgcsv.com/qQ57,2025-06-10T18:38:08.647,1,UC,OP11-115,"[Counter] If your Leader is [Shirahoshi], up to 1 of your Leader or Character cards gains +4000 power during this battle.<br>
<br>
[Trigger] K.O. up to 1 of your opponent's Characters with a cost of 2 or less.",Yellow,Event,1,,Merfolk;Fish-Man Island,,,4.89,6.25,18.49,4.96,,Normal
634521,Merman Combat Ultramarine,Merman Combat Ultramarine,https://tcgplayer-cdn.tcgplayer.com/product/634521_200w.jpg,68,24242,https://cpt.tcgcsv.com/rQ57,2025-06-10T18:38:19.183,1,C,OP11-116,"[Main] Add up to 1 Character with a cost of 6 or less to the top or bottom of the owner's Life cards face-up.<br>
<br>
[Trigger] Add up to 1 of your opponent's Characters with a cost of 4 or less to the top or bottom of the owner's Life cards face-up.",Yellow,Event,6,,Merfolk;Fish-Man Island,,,1.25,1.5,11.3,1.43,,Normal
634522,Fish-Man Island,Fish Man Island,https://tcgplayer-cdn.tcgplayer.com/product/634522_200w.jpg,68,24242,https://cpt.tcgcsv.com/sQ57,2025-06-10T18:38:30.397,1,C,OP11-117,"[Activate: Main] [Once Per Turn] <strong>If your Leader is [Shirahoshi], you may turn 1 card from the top of your Life cards face-up:</strong> Up to 1 of your ""Neptunian"", ""Fish-Man"", or ""Merfolk"" type Characters gains +1000 power during this turn.",Yellow,Stage,2,,Fish-Man Island,,,0.28,1.05,9.0,1.14,,Normal
634527,A Fist of Divine Speed - Release Event Pack,A Fist of Divine Speed Release Event Pack,https://tcgplayer-cdn.tcgplayer.com/product/634527_200w.jpg,68,24242,https://cpt.tcgcsv.com/zQ57,2025-06-10T17:44:19.48,1,,,,,,,,,,,1.08,2.49,8.69,2.24,,Normal
