productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extDescription,extColor,extCardType,extCost,extPower,extSubtypes,extCounterplus,extAttribute
600777,Tony Tony.Chopper (067),Tony TonyChopper 067,https://tcgplayer-cdn.tcgplayer.com/product/600777_200w.jpg,68,23590,https://cpt.tcgcsv.com/zkQ6,2025-01-16T19:26:11.423,1,3.25,5.4,8.84,5.0,,Normal,UC,OP09-068,"[End of Your Turn] <strong>You may return 1 or more DON!! cards from your field to your DON!! deck</strong>: Set this Character as active. Then, this Character gains [Blocker] until the end of your opponent's next turn.",Purple,Character,5,6000,Animal;Straw Hat Crew,1000,Strike
600778,Nami (070),Nami 070,https://tcgplayer-cdn.tcgplayer.com/product/600778_200w.jpg,68,23590,https://cpt.tcgcsv.com/BkQ6,2025-01-16T19:26:21.947,1,5.99,11.08,28.01,11.11,,Normal,UC,OP09-070,[On Play] <strong>You may return 1 or more DON!! cards from your field to your DON!! deck</strong>: Give up to 2 rested DON!! cards to your Leader or 1 of your Characters.,Purple,Character,3,2000,Straw Hat Crew,2000,Special
600779,"Eustass""Captain""Kid",EustassCaptainKid,https://tcgplayer-cdn.tcgplayer.com/product/600779_200w.jpg,68,23590,https://cpt.tcgcsv.com/CkQ6,2025-01-16T19:27:15.36,1,0.4,1.19,8.0,1.04,,Normal,UC,OP09-075,"[On Play] <strong>You may add 1 card from the top of your Life cards to your hand</strong>: If your Leader has the ""Kid Pirates"" type, add up to 1 DON!! card from your DON!! deck and set it as active.",Purple,Character,3,5000,Kid Pirates,,Special
600780,Gum-Gum Lightning,Gum Gum Lightning,https://tcgplayer-cdn.tcgplayer.com/product/600780_200w.jpg,68,23590,https://cpt.tcgcsv.com/DkQ6,2025-01-16T19:27:28.167,1,3.3,4.99,7.95,4.35,,Normal,UC,OP09-077,"[Main] <strong>DON!! 2 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em></strong>: K.O. up to 1 of your opponent's Characters with 6000 power or less.<br>
[Trigger] Add up to 1 DON!! card from your DON!! deck and set it as active.",Purple,Event,2,,Straw Hat Crew;The Four Emperors,,
600781,Catarina Devon,Catarina Devon,https://tcgplayer-cdn.tcgplayer.com/product/600781_200w.jpg,68,23590,https://cpt.tcgcsv.com/FkQ6,2025-01-16T19:28:10.88,1,3.98,5.18,17.96,4.55,,Normal,UC,OP09-084,"[Activate: Main] [Once Per Turn] If your Leader has the ""Blackbeard Pirates"" type, this Character gains [Double Attack], [Banish] or [Blocker] until the end of your opponent's next turn.",Black,Character,5,6000,Blackbeard Pirates,1000,Special
600782,Shiryu,Shiryu,https://tcgplayer-cdn.tcgplayer.com/product/600782_200w.jpg,68,23590,https://cpt.tcgcsv.com/GkQ6,2025-01-16T19:28:49.733,1,3.44,6.61,15.1,8.66,,Normal,UC,OP09-088,[DON!! x1] [When Attacking] <strong>You may trash 2 cards from your hand</strong>: Draw 2 cards.,Black,Character,3,4000,Blackbeard Pirates,2000,Slash
600783,Stronger,Stronger,https://tcgplayer-cdn.tcgplayer.com/product/600783_200w.jpg,68,23590,https://cpt.tcgcsv.com/HkQ6,2025-01-16T19:28:59.093,1,2.9,9.33,20.0,8.78,,Normal,UC,OP09-089,"[Activate: Main] <strong>You may trash 1 card from your hand and trash this Character</strong>: If your Leader has the ""Blackbeard Pirates"" type, draw 1 card. Then, give up to 1 of your opponent's Characters –2 cost during this turn.",Black,Character,1,,Animal;Blackbeard Pirates,2000,Wisdom
600784,Black Hole,Black Hole,https://tcgplayer-cdn.tcgplayer.com/product/600784_200w.jpg,68,23590,https://cpt.tcgcsv.com/JkQ6,2025-01-16T19:31:25.943,1,3.7,8.65,22.99,3.83,,Normal,UC,OP09-098,"[Main] If your Leader has the ""Blackbeard Pirates"" type, negate the effect of up to 1 of your opponent's Characters during this turn. Then, if that Character has a cost of 4 or less, K.O. it.<br>
[Trigger] Negate the effect of up to 1 of your opponent's Leader or Character cards during this turn.",Black,Event,4,,Blackbeard Pirates,,
600785,Karasu,Karasu,https://tcgplayer-cdn.tcgplayer.com/product/600785_200w.jpg,68,23590,https://cpt.tcgcsv.com/KkQ6,2025-01-16T19:31:57.873,1,3.2,5.04,9.5,5.42,,Normal,UC,OP09-100,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em><br>
[Trigger] If your Leader has the ""Revolutionary Army"" type and you and your opponent have a total of 5 or less Life cards, play this card.",Yellow,Character,3,4000,Revolutionary Army,1000,Special
600786,Bartholomew Kuma,Bartholomew Kuma,https://tcgplayer-cdn.tcgplayer.com/product/600786_200w.jpg,68,23590,https://cpt.tcgcsv.com/LkQ6,2025-01-16T19:32:42.88,1,4.7,5.99,34.99,5.54,,Normal,UC,OP09-108,"[Trigger] If your Leader has the ""Revolutionary Army"" type and you and your opponent have a total of 5 or less Life cards, play this card.",Yellow,Character,4,5000,Revolutionary Army;The Seven Warlords of the Sea,2000,Strike
600787,Jaguar.D.Saul,JaguarDSaul,https://tcgplayer-cdn.tcgplayer.com/product/600787_200w.jpg,68,23590,https://cpt.tcgcsv.com/MkQ6,2025-01-16T19:32:56.21,1,2.64,3.17,7.49,3.17,,Normal,UC,OP09-109,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em><br>
[Trigger] If your Leader is [Nico Robin], play this card.",Yellow,Character,3,5000,Giant;Navy;Ohara,,Strike
600788,Ice Block Partisan,Ice Block Partisan,https://tcgplayer-cdn.tcgplayer.com/product/600788_200w.jpg,68,23590,https://cpt.tcgcsv.com/NkQ6,2025-01-16T19:34:09.517,1,0.25,0.39,1.99,0.31,,Normal,UC,OP09-115,"[Main] K.O. up to 1 of your opponent's Characters with a cost of 3 or less and a [Trigger].<br>
[Trigger] Draw 1 card.",Yellow,Event,1,,Navy,,
